"GENE_SYMBOL","GSM4942759--P10","GSM4942760--P11","GSM4942761--P11","GSM4942762--P13","GSM4942763--P13","GSM4942764--P1","GSM4942765--P1","GSM4942766--P2","GSM4942767--P5","GSM4942768--P5","GSM4942769--P9","GSM4942786--P12","GSM4942787--P12","GSM4942788--P14","GSM4942789--P14","GSM4942790--P3","GSM4942791--P3","GSM4942792--P4","GSM4942793--P4","GSM4942794--P6","GSM4942795--P6","GSM4942796--P7","GSM4942797--P8","GSM4942798--P8","GSM4942799--P8"
"ADAM12",10,10,2,21,7,17,34,25,4,18,10,6,11,26,18,8,14,0,6,25,30,5,14,7,0
"ADAM15",74,51,51,53,70,7,108,73,74,157,47,55,41,41,29,59,44,16,15,51,27,50,84,33,60
"ADAM17",30,28,74,31,66,5,33,47,35,62,62,21,34,55,19,53,30,11,32,26,49,67,43,34,21
"ADAM18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM19",6,9,16,30,9,12,52,11,5,3,9,9,9,18,29,26,5,3,0,14,13,26,18,9,0
"ADAM2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM20",0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,1,0,0,0,2,0
"ADAM21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM22",0,2,0,4,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,3,0
"ADAM23",12,0,2,9,0,2,0,10,25,18,0,2,0,1,0,0,1,1,0,5,0,0,7,0,3
"ADAM28",0,6,8,9,0,9,0,14,12,3,1,5,5,23,26,21,6,14,0,15,27,0,1,4,13
"ADAM29",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM32",0,0,0,3,0,0,0,5,2,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"ADAM33",34,15,112,24,2,12,12,33,2,1,29,11,30,37,28,10,8,6,8,15,6,132,22,40,78
"ADAM7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAM8",0,6,13,35,20,23,36,16,12,14,4,16,9,38,23,26,17,27,35,33,46,18,28,11,18
"ADAM9",27,8,10,30,36,27,10,68,17,80,19,29,24,44,33,33,29,36,18,28,29,48,46,17,34
"ADAMDEC1",36,17,32,55,15,4,0,44,3,0,21,19,25,25,21,65,32,9,39,70,75,0,0,5,0
"ADAMTS1",0,3,12,19,6,46,36,48,1,3,6,16,7,5,8,6,2,5,29,117,118,32,79,30,17
"ADAMTS10",130,64,112,80,64,102,83,86,45,92,81,67,68,72,46,102,51,58,76,95,90,124,100,77,65
"ADAMTS12",0,1,5,0,0,6,1,20,0,5,3,0,0,8,0,0,0,0,0,5,17,0,15,4,0
"ADAMTS13",0,1,0,0,0,0,0,15,0,0,1,0,1,0,1,2,0,0,0,0,0,0,9,0,0
"ADAMTS14",0,3,0,3,2,4,0,0,0,0,6,0,3,0,0,5,2,0,0,1,1,0,0,0,0
"ADAMTS15",0,0,6,3,2,4,15,0,7,0,0,0,2,2,0,0,0,0,0,2,6,0,10,4,0
"ADAMTS16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ADAMTS17",0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
"ADAMTS18",1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,1,1,0,0
"ADAMTS19",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS2",0,15,12,15,1,9,9,6,4,13,16,26,17,42,14,49,34,6,1,14,30,38,65,29,55
"ADAMTS20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADAMTS3",0,4,1,0,1,0,3,0,0,0,0,1,1,0,3,0,4,0,0,0,2,0,0,0,0
"ADAMTS4",5,1,4,13,17,42,79,14,3,3,5,2,4,6,15,19,4,5,1,17,20,4,43,19,0
"ADAMTS5",6,13,66,51,9,43,53,110,9,16,37,23,44,70,18,63,53,9,8,49,40,163,42,29,81
"ADAMTS6",0,0,21,7,0,1,0,0,0,0,0,0,1,5,0,2,2,3,0,3,3,5,0,1,0
"ADAMTS7",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,13,0,0,0
"ADAMTS8",0,0,7,0,2,4,0,0,1,0,0,1,3,2,2,0,1,5,1,0,0,0,0,0,0
"ADAMTS9",14,2,5,12,8,10,37,44,3,1,3,2,4,0,5,0,0,0,0,5,6,23,23,4,5
"ADAMTSL1",0,1,23,9,0,5,11,0,0,1,1,0,6,7,0,5,9,0,0,7,0,8,5,0,0
"ADAMTSL2",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,3,1,0,1,0
"ADAMTSL3",0,0,0,1,0,0,0,0,0,27,3,0,1,0,1,0,2,0,0,0,4,20,0,0,0
"ADAMTSL4",13,10,6,9,4,19,29,62,4,9,15,7,14,4,14,7,22,3,7,19,5,63,23,12,5
"ADAMTSL5",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ADAP1",0,1,0,0,0,0,1,24,1,0,3,2,5,3,2,0,0,0,9,7,3,0,2,5,4
"ADAP2",51,38,124,62,51,42,51,40,25,83,30,79,57,36,18,18,10,18,0,54,50,109,15,26,12
"ADAR",142,68,70,95,98,86,135,74,36,201,79,111,114,90,71,163,74,74,54,99,116,93,107,67,69
"ADARB1",36,22,50,45,13,14,16,76,20,44,12,29,22,35,5,38,9,18,3,59,40,51,47,55,49
"ADARB2",0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0
"ADAT1",22,13,3,15,7,5,1,8,17,3,8,11,2,5,1,7,8,0,0,23,14,7,15,7,6
"ADAT2",6,14,11,22,25,13,1,5,4,12,15,10,7,22,8,10,6,5,0,7,12,45,11,7,1
"ADAT3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCK1",29,0,1,1,0,3,0,0,3,0,3,0,2,9,3,3,0,0,0,3,2,0,2,1,4
"ADCK2",18,14,26,16,25,5,20,11,18,54,26,22,23,16,18,40,18,18,8,24,13,43,19,10,0
"ADCK5",0,17,7,3,3,3,11,19,1,14,12,4,4,3,7,5,5,9,0,12,20,0,14,13,5
"ADCY1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,4,0,1,1,0,10,2,0
"ADCY10",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY2",1,11,0,4,0,4,1,0,0,4,3,4,2,0,0,7,3,2,5,0,0,0,4,3,5
"ADCY3",7,14,39,21,34,42,19,55,23,23,38,26,26,61,18,31,17,9,11,28,55,1,52,16,20
"ADCY4",28,16,22,12,6,6,4,17,5,3,13,11,6,15,18,13,4,9,4,30,14,3,20,8,35
"ADCY5",0,0,2,2,4,2,4,0,8,0,0,1,0,0,0,0,1,0,1,6,4,11,12,0,10
"ADCY6",10,12,17,13,4,2,8,15,12,17,20,14,4,30,8,11,12,21,6,21,32,16,25,15,40
"ADCY7",8,29,47,5,16,15,11,26,27,61,35,21,16,47,37,28,28,16,2,43,47,137,26,7,21
"ADCY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY9",0,5,1,9,4,5,14,2,1,6,1,12,5,4,1,5,3,10,4,8,11,8,12,10,4
"ADCYAP1",0,0,0,0,0,15,4,0,0,0,0,0,3,0,7,0,0,1,0,14,23,1,0,1,0
"ADCYAP1R1",0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
"ADD1",79,38,95,77,35,44,75,80,51,77,77,52,85,79,75,93,69,47,82,95,85,83,89,84,95
"ADD2",0,3,0,0,0,1,7,0,0,0,0,0,0,5,3,0,0,0,0,2,0,1,0,0,0
"ADD3",117,97,208,111,57,78,173,198,97,77,165,105,140,326,173,96,78,57,145,122,136,348,140,102,185
"ADGB",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0
"ADGRA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRA2",143,30,127,54,17,28,12,82,11,17,46,18,33,84,20,63,24,24,57,34,55,182,43,37,74
"ADGRA3",9,13,4,6,9,11,12,18,9,13,7,7,11,18,4,13,7,6,9,13,6,9,27,16,17
"ADGRB1",0,4,7,0,0,0,0,0,3,5,16,0,9,0,1,21,3,2,0,2,4,5,0,6,1
"ADGRB2",0,0,1,0,1,0,0,0,2,2,0,0,0,2,0,0,1,6,0,0,0,0,3,0,3
"ADGRB3",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0
"ADGRD1",7,2,29,43,1,15,26,0,5,0,9,7,19,17,3,2,3,10,0,6,9,37,18,5,25
"ADGRD2",0,1,4,1,5,5,2,3,3,3,3,3,1,1,1,2,2,3,6,6,5,1,3,2,2
"ADGRE1",0,0,1,0,0,0,11,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0
"ADGRE2",0,6,6,14,14,3,63,3,2,4,5,7,4,2,4,5,9,0,0,19,20,3,13,0,1
"ADGRE3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRE5",35,12,76,56,47,31,128,16,14,9,20,45,58,64,31,76,43,13,5,47,95,51,63,43,25
"ADGRF1",0,0,0,1,6,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,3,0,0,1,0
"ADGRF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRF3",1,2,1,2,0,2,1,1,2,2,2,0,2,1,3,1,0,1,11,3,0,0,2,0,3
"ADGRF4",50,3,0,13,12,0,0,11,18,48,9,7,4,0,0,9,0,0,0,0,0,0,0,0,0
"ADGRF5",8,5,23,11,12,6,0,27,4,19,14,19,6,48,9,0,4,4,19,25,21,28,13,17,20
"ADGRG1",81,92,3,67,68,21,59,28,159,203,176,112,55,23,48,122,73,34,14,20,28,0,35,32,45
"ADGRG2",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ADGRG3",0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,2,0,1,0,16
"ADGRG4",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADGRG5",0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,8,0
"ADGRG6",4,7,0,6,17,5,0,0,8,14,14,17,6,5,9,29,17,6,0,0,2,1,1,8,4
"ADGRG7",0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ADGRL1",2,17,31,37,24,15,27,33,28,59,40,20,26,31,10,13,15,26,15,18,19,68,33,15,27
"ADGRL2",2,7,11,3,19,12,3,17,23,15,4,5,4,28,3,20,1,7,1,8,20,9,10,7,10
"ADGRL3",0,2,4,0,0,0,0,0,1,0,15,3,1,0,0,0,0,0,0,4,0,23,0,0,17
"ADGRL4",2,0,64,18,0,9,20,106,2,2,12,23,24,95,29,16,7,2,7,36,55,16,31,22,74
"ADGRV1",5,2,1,2,0,1,0,3,0,2,1,1,2,0,0,2,1,2,1,1,2,2,1,2,2
"ADH1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ADH1B",122,31,261,33,1,14,6,129,9,5,21,25,54,236,46,9,8,42,56,7,14,190,10,22,94
"ADH1C",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ADH4",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"ADH5",19,18,30,28,25,15,16,55,11,60,42,19,27,30,36,54,24,1,15,40,51,34,40,27,22
"ADH6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADH7",0,0,0,0,0,3,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADHFE1",0,7,12,0,2,1,0,2,0,5,8,2,0,16,6,1,2,0,0,1,0,0,0,0,0
"ADI1",2,16,38,32,36,17,48,37,42,45,16,21,17,15,20,33,13,2,13,22,19,71,24,18,41
"ADIG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ADIPOR1",52,26,32,26,39,8,23,7,69,85,56,42,36,50,24,44,38,23,42,29,26,39,62,33,2
"ADIPOR2",22,33,40,48,28,19,28,32,55,139,30,32,22,21,16,53,43,27,9,10,38,65,29,17,9
"ADIRF",0,13,103,22,5,5,2,35,4,17,11,6,31,42,10,11,9,7,16,38,31,197,15,17,44
"ADK",37,17,0,22,37,12,16,2,16,21,24,33,26,10,15,35,10,10,2,12,11,12,21,9,10
"ADM",6,4,63,20,6,17,18,56,2,6,17,16,14,8,2,12,5,11,13,42,43,10,23,13,72
"ADM2",0,0,0,1,0,0,0,0,2,0,1,1,1,0,3,0,0,0,0,0,4,0,0,0,3
"ADM5",0,4,0,5,7,0,5,0,2,0,10,2,1,12,3,1,0,0,1,3,0,10,11,0,6
"ADNP",46,23,18,32,37,20,34,16,22,39,51,39,21,12,14,28,16,2,7,23,26,48,40,47,11
"ADNP2",26,22,13,58,26,18,28,25,23,86,30,35,23,13,20,34,28,11,8,22,14,59,33,26,16
"ADO",8,0,0,14,14,20,23,11,2,12,23,21,6,5,10,28,9,4,26,15,16,55,28,7,0
"ADORA1",0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1
"ADORA2A",0,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,3,0,1,0,6
"ADORA2B",1,0,9,5,13,1,1,5,1,10,8,0,6,0,1,4,3,5,0,0,1,0,2,4,0
"ADPGK",2,31,35,39,34,45,27,36,27,31,25,41,41,36,36,28,13,19,0,47,72,28,39,43,44
"ADPRH",0,10,14,11,3,10,3,16,1,2,3,11,10,23,5,8,1,2,3,8,32,4,11,4,2
"ADPRHL1",0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADPRHL2",0,8,7,16,15,4,3,0,10,0,12,6,5,19,11,11,2,5,12,6,4,0,5,7,10
"ADPRM",0,1,0,8,4,7,0,0,0,5,1,0,6,33,10,0,4,0,0,1,0,0,7,4,0
"ADRA1A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA1B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADRA1D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
"ADRA2A",0,2,27,19,0,11,0,10,7,0,4,17,11,2,20,36,11,8,1,18,10,79,28,1,14
"ADRA2B",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"ADRA2C",7,0,11,5,5,4,0,18,0,0,0,0,0,0,0,0,2,0,0,5,0,77,9,2,12
"ADRB1",1,4,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,2,15,2,0,0
"ADRB2",0,1,4,6,1,0,0,5,0,6,9,3,2,9,0,6,1,2,0,8,8,0,8,0,0
"ADRB3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ADRM1",79,41,20,116,90,27,33,60,47,62,33,65,70,27,25,92,33,44,23,39,50,15,87,79,51
"ADSL",18,11,9,46,29,20,24,22,21,22,47,32,33,58,19,18,20,1,6,30,37,57,69,28,9
"ADTRP",0,7,15,16,9,0,4,0,15,10,5,11,9,3,4,13,0,3,0,10,2,0,20,0,0
"AEBP1",120,94,417,141,75,69,140,270,22,63,149,114,162,275,136,233,104,57,118,314,342,495,325,150,203
"AEBP2",24,30,21,24,36,17,9,18,33,38,27,19,32,21,29,29,16,22,63,14,26,28,46,26,8
"AEN",5,9,0,18,35,6,2,25,14,3,19,11,12,13,6,16,2,5,0,10,10,1,9,5,10
"AFAP1",0,0,0,1,8,17,11,0,4,10,9,4,13,15,13,6,8,2,0,11,11,18,17,14,4
"AFAP1L1",0,6,11,0,1,6,0,0,0,0,0,9,0,7,4,0,4,2,0,10,13,1,13,6,21
"AFAP1L2",0,8,0,20,26,2,5,9,9,7,13,21,8,22,22,13,13,12,5,3,17,1,16,20,6
"AFF1",32,43,96,43,39,21,65,96,50,61,84,57,49,118,28,120,47,38,45,59,51,151,102,54,78
"AFF2",0,0,0,0,0,1,7,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,4,6,0
"AFF3",1,5,10,7,0,2,5,0,0,0,4,18,4,7,0,5,10,3,22,3,14,20,2,16,22
"AFF4",81,81,86,69,62,45,41,52,63,83,68,71,59,56,54,63,63,60,147,80,45,44,76,51,65
"AFG3L2",12,11,25,49,33,16,7,20,23,30,34,34,42,10,22,16,9,26,10,19,34,61,24,39,15
"AFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",10,9,18,14,5,3,2,1,11,5,35,8,8,20,0,21,3,5,0,3,3,4,7,4,10
"AFP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFTPH",109,54,17,66,51,21,13,44,39,73,57,57,41,45,27,69,26,35,85,30,52,57,56,30,49
"AGA",5,4,0,8,14,4,21,4,15,35,21,7,9,22,2,30,6,16,1,8,10,0,5,13,11
"AGAP1",21,19,52,17,12,11,4,0,19,33,23,16,44,16,10,10,22,8,10,14,12,113,19,7,38
"AGAP2",1,5,8,12,4,9,27,13,17,5,14,8,1,13,6,1,2,8,23,17,23,16,21,2,1
"AGAP3",11,28,77,65,34,13,66,22,44,64,40,45,51,27,19,49,36,23,16,36,47,55,52,23,10
"AGAP4",0,3,0,1,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0
"AGAP5",0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0
"AGAP6",4,2,0,13,6,11,42,3,4,13,14,18,11,23,5,6,8,9,0,12,6,13,5,5,15
"AGAP9",0,5,0,1,1,0,6,0,0,0,0,0,0,10,3,0,0,0,0,1,1,8,3,0,6
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL2",0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,1,1,0,0,1,0,0,3,0,2
"AGBL3",0,0,0,0,1,0,0,0,0,2,0,5,1,0,6,0,0,1,0,3,0,0,0,0,0
"AGBL4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGBL5",23,1,8,12,2,1,5,9,2,21,20,2,10,8,11,23,2,5,0,5,19,27,3,5,2
"AGER",0,3,2,16,2,1,0,0,0,2,1,0,0,12,0,11,0,0,0,3,3,20,5,0,0
"AGFG1",26,19,24,60,39,37,37,12,19,28,56,41,25,56,9,7,11,31,29,38,24,4,54,24,26
"AGFG2",5,5,13,8,2,5,4,8,6,5,6,5,7,10,7,24,4,18,0,6,9,0,15,3,1
"AGGF1",19,40,12,36,36,10,8,78,39,90,34,21,54,26,26,60,18,13,19,30,20,29,26,26,8
"AGK",11,1,5,2,13,8,1,6,0,0,7,7,13,9,0,9,16,11,0,10,9,0,1,6,11
"AGL",0,9,76,36,18,18,15,26,16,12,22,24,22,6,6,30,26,6,3,33,24,34,25,30,18
"AGMAT",0,0,0,1,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,4
"AGMO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGO1",28,22,29,42,21,18,21,47,29,34,25,25,22,26,7,45,12,7,14,20,20,49,38,34,8
"AGO2",30,28,64,112,82,32,55,52,33,36,52,54,38,60,30,47,34,25,4,58,66,67,66,46,12
"AGO3",10,17,66,34,21,22,34,22,22,18,43,57,56,69,21,40,22,32,70,35,62,82,34,29,18
"AGO4",52,14,15,21,13,3,6,12,31,38,15,8,5,24,13,12,18,14,0,25,8,41,20,11,18
"AGPAT1",6,25,26,12,13,5,67,52,19,15,38,26,18,46,17,17,17,11,16,24,43,61,56,29,19
"AGPAT2",7,15,37,34,18,13,6,22,9,32,10,5,15,36,11,8,16,20,31,17,18,34,14,11,32
"AGPAT3",21,24,14,49,15,20,56,12,40,55,29,55,57,36,21,31,31,27,30,55,46,63,36,24,39
"AGPAT4",0,5,2,9,15,3,1,17,0,7,1,3,5,10,11,7,0,0,0,3,12,28,8,3,37
"AGPAT5",10,8,3,19,32,6,14,37,18,7,6,12,9,20,5,13,11,10,16,21,23,7,22,7,19
"AGPS",25,21,43,28,10,13,5,22,9,13,22,13,15,18,13,17,8,11,22,14,19,28,15,20,8
"AGR2",0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"AGR3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGRN",3,3,3,2,1,1,1,5,0,9,12,4,1,2,0,2,5,5,2,2,5,4,9,10,2
"AGRP",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGT",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AGTPBP1",17,4,10,16,6,22,23,0,7,15,12,19,8,9,11,15,7,11,6,27,13,1,20,0,12
"AGTR1",0,0,0,2,0,0,1,0,0,0,0,0,4,10,6,0,2,11,0,0,0,20,3,2,13
"AGTR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGTRAP",25,4,17,12,17,5,13,31,7,22,12,10,21,26,7,17,23,8,29,18,3,87,25,13,6
"AGXT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGXT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHCTF1",6,7,14,18,19,11,3,24,7,13,18,9,11,19,2,2,5,11,19,18,18,1,24,7,9
"AHCY",6,8,5,17,20,9,7,44,25,21,27,15,22,16,4,14,9,1,39,11,11,6,23,7,16
"AHCYL1",106,56,97,90,82,63,79,113,68,163,115,103,86,97,42,118,68,79,58,81,98,159,91,103,93
"AHCYL2",57,14,0,3,7,3,1,10,5,14,20,19,12,8,11,17,15,12,8,7,10,0,12,6,0
"AHDC1",79,73,26,61,47,16,61,40,31,79,74,49,60,78,17,87,36,65,71,35,68,101,34,27,37
"AHI1",50,31,109,126,49,20,39,40,29,34,97,38,65,70,40,37,32,14,20,52,38,175,120,46,36
"AHNAK",408,405,657,760,490,163,391,542,519,677,667,466,437,589,232,695,407,299,387,301,384,1022,668,428,514
"AHNAK2",41,192,41,165,146,20,21,72,331,558,285,171,119,26,17,156,93,72,122,16,27,150,87,61,84
"AHR",93,117,290,210,88,98,223,165,109,185,195,154,206,169,113,173,94,94,85,169,208,406,185,152,58
"AHRR",3,4,0,5,0,1,7,19,0,6,2,3,2,9,4,6,6,0,0,5,6,23,0,14,0
"AHSA1",15,14,20,58,38,22,64,102,28,42,38,38,42,16,29,37,22,25,32,40,50,59,83,35,51
"AHSG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AICDA",3,1,0,1,2,1,3,4,0,3,1,2,4,0,0,2,3,1,7,1,1,2,6,4,5
"AIDA",0,1,1,10,2,2,10,0,4,2,12,1,5,8,1,8,5,0,0,2,9,14,0,0,14
"AIF1",246,71,123,102,37,146,252,114,19,9,99,141,160,298,79,192,86,35,74,292,403,338,207,87,139
"AIF1L",12,6,11,5,0,2,0,9,0,9,18,4,7,11,9,11,3,8,10,4,5,0,4,5,2
"AIFM1",0,8,10,8,11,5,9,9,8,14,28,16,14,2,12,7,4,5,2,9,8,34,12,27,3
"AIFM2",2,9,4,9,1,7,14,0,0,5,7,7,6,3,3,14,4,4,0,24,24,25,19,10,39
"AIFM3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"AIG1",30,13,22,4,20,9,5,19,19,46,33,15,9,21,1,8,6,1,0,9,2,21,7,16,21
"AIM2",5,8,10,8,3,11,11,2,11,0,18,3,5,1,6,2,4,0,0,5,11,2,30,1,0
"AIMP1",26,35,51,60,36,17,16,129,55,53,46,46,45,30,22,43,38,10,9,29,59,61,68,38,26
"AIMP2",0,4,35,14,17,5,34,13,11,6,6,13,5,1,4,8,7,0,0,11,14,37,17,13,12
"AIP",14,6,4,1,4,3,0,14,1,4,12,6,19,11,6,6,5,2,0,7,8,4,3,10,11
"AIPL1",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,0,0
"AIRE",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AJAP1",0,1,22,10,0,1,20,1,0,0,8,0,0,11,0,1,1,0,4,1,0,0,0,0,1
"AJUBA",21,4,0,0,1,3,2,22,12,5,22,9,22,0,0,24,3,9,0,0,0,0,11,5,0
"AK1",32,26,11,5,5,3,15,1,8,30,26,12,9,27,3,3,13,6,0,7,31,6,32,14,6
"AK2",36,21,23,26,28,13,37,18,13,57,36,39,54,5,19,10,30,8,5,22,33,50,20,13,4
"AK3",26,43,5,82,38,11,44,95,77,97,38,41,48,34,19,58,47,39,66,43,27,54,47,31,45
"AK4",1,4,7,25,9,1,0,1,27,30,10,3,15,0,4,9,11,7,4,2,0,0,1,7,3
"AK5",0,0,0,0,0,0,0,7,0,0,9,3,9,0,0,12,6,0,5,2,0,0,13,2,3
"AK6",30,6,8,4,12,7,7,0,2,0,24,15,4,26,0,10,1,0,4,10,9,4,12,15,5
"AK7",0,0,0,1,0,0,0,0,0,13,4,3,0,0,6,0,7,0,0,2,0,0,8,0,0
"AK8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"AK9",3,6,12,11,11,8,0,0,12,23,9,7,12,10,3,9,0,1,0,7,5,0,2,2,11
"AKAP1",25,17,9,32,30,21,61,42,22,44,29,15,26,14,16,36,10,6,21,22,19,65,37,25,17
"AKAP10",0,12,14,55,28,9,0,33,23,17,15,36,29,21,31,20,20,18,0,49,41,10,44,18,11
"AKAP11",8,23,55,27,36,16,44,1,29,26,33,50,22,67,34,36,31,18,57,29,42,44,41,18,47
"AKAP12",25,22,65,24,9,29,39,21,7,17,37,13,25,67,16,23,22,25,6,20,33,115,27,11,51
"AKAP13",84,105,161,207,117,68,112,113,81,102,113,118,94,199,73,91,73,50,47,208,120,272,172,68,145
