"GENE_SYMBOL","GSM4673103--P5","GSM4673104--P5"
"MASTL",1,3
"MAT1A",1,0
"MAT2A",29,33
"MAT2B",40,59
"MATK",0,1
"MATN1",0,0
"MATN2",7,5
"MATN3",25,4
"MATN4",0,0
"MATR3",24,13
"MAU2",26,46
"MAVS",124,107
"MAX",60,74
"MAZ",78,91
"MB",15,6
"MB21D2",3,4
"MBD1",31,39
"MBD2",54,80
"MBD3",61,44
"MBD3L1",0,0
"MBD3L2",0,0
"MBD3L3",0,0
"MBD3L4",0,0
"MBD3L5",0,0
"MBD4",3,11
"MBD5",21,10
"MBD6",11,16
"MBIP",51,41
"MBL2",0,0
"MBLAC1",2,4
"MBLAC2",4,1
"MBNL1",92,102
"MBNL2",14,10
"MBNL3",8,7
"MBOAT1",2,0
"MBOAT2",189,166
"MBOAT4",0,0
"MBOAT7",64,44
"MBP",17,13
"MBTD1",8,9
"MBTPS1",47,39
"MBTPS2",3,3
"MC1R",5,2
"MC2R",0,0
"MC3R",0,0
"MC4R",0,0
"MC5R",0,0
"MCAM",31,31
"MCAT",9,5
"MCC",15,22
"MCCC1",4,15
"MCCC2",35,49
"MCCD1",0,0
"MCEE",14,32
"MCEMP1",0,0
"MCF2",0,0
"MCF2L",3,2
"MCF2L2",1,4
"MCFD2",111,86
"MCHR1",5,0
"MCHR2",0,0
"MCIDAS",0,0
"MCL1",121,206
"MCM10",2,1
"MCM2",1,4
"MCM3",24,17
"MCM3AP",24,27
"MCM4",10,20
"MCM5",88,133
"MCM6",10,15
"MCM7",25,43
"MCM8",5,6
"MCM9",3,9
"MCMBP",8,12
"MCMDC2",2,2
"MCOLN1",18,12
"MCOLN2",1,0
"MCOLN3",0,0
"MCPH1",17,5
"MCRS1",4,8
"MCTP1",2,2
"MCTP2",3,1
"MCTS1",13,13
"MCU",509,438
"MCUR1",12,20
"MDC1",0,1
"MDFI",132,85
"MDFIC",38,47
"MDGA1",2,17
"MDGA2",0,0
"MDH1",23,65
"MDH1B",0,4
"MDH2",35,76
"MDK",713,413
"MDM1",3,2
"MDM2",19,29
"MDM4",7,11
"MDN1",17,17
"MDP1",1,12
"MDS2",0,0
"ME1",20,15
"ME2",7,8
"ME3",0,1
"MEA1",21,45
"MEAF6",9,14
"MECOM",5,11
"MECP2",38,41
"MECR",5,11
"MED1",86,91
"MED10",202,218
"MED11",6,8
"MED12",0,3
"MED12L",0,1
"MED13",102,130
"MED13L",83,76
"MED14",7,12
"MED15",16,18
"MED16",14,2
"MED17",3,6
"MED18",1,14
"MED19",15,10
"MED20",6,15
"MED21",4,6
"MED22",25,31
"MED23",3,7
"MED24",7,12
"MED25",28,31
"MED26",18,13
"MED27",2,5
"MED28",107,99
"MED29",105,105
"MED30",4,6
"MED31",11,6
"MED4",24,47
"MED6",4,7
"MED7",3,7
"MED8",25,30
"MED9",2,6
"MEDAG",4,3
"MEF2A",20,17
"MEF2C",12,3
"MEF2D",23,26
"MEFV",9,6
"MEGF10",0,0
"MEGF11",0,0
"MEGF6",20,34
"MEGF8",51,106
"MEGF9",22,20
"MEI1",0,0
"MEI4",0,0
"MEIG1",0,0
"MEIKIN",0,0
"MEIOB",0,0
"MEIS1",16,17
"MEIS2",9,7
"MEIS3",2,4
"MELK",5,4
"MEMO1",8,2
"MEN1",7,7
"MEOX1",4,1
"MEOX2",0,0
"MEP1A",0,0
"MEP1B",0,0
"MEPCE",12,13
"MEPE",0,0
"MERTK",4,1
"MESP1",0,0
"MESP2",0,1
"MEST",2,1
"MET",5,10
"METAP1",17,26
"METAP1D",0,0
"METAP2",26,64
"METRN",11,19
"METRNL",216,188
"METTL1",3,2
"METTL11B",0,0
"METTL14",55,63
"METTL15",2,1
"METTL16",7,5
"METTL17",16,11
"METTL18",2,4
"METTL21A",3,3
"METTL21C",0,0
"METTL22",0,2
"METTL23",10,6
"METTL24",0,0
"METTL25",0,2
"METTL2A",2,6
"METTL2B",6,16
"METTL3",7,16
"METTL4",1,0
"METTL5",9,9
"METTL6",16,15
"METTL7A",9,31
"METTL7B",0,0
"METTL8",22,12
"METTL9",61,79
"MEX3A",11,4
"MEX3B",0,0
"MEX3C",10,25
"MEX3D",94,49
"MFAP1",2,7
"MFAP2",6,0
"MFAP3",6,3
"MFAP3L",0,2
"MFAP4",25,11
"MFAP5",0,0
"MFF",26,22
"MFGE8",16,14
"MFHAS1",31,63
"MFN1",11,17
"MFN2",202,268
"MFNG",2,0
"MFRP",0,0
"MFSD1",31,66
"MFSD10",54,34
"MFSD11",8,6
"MFSD12",28,31
"MFSD2A",10,6
"MFSD2B",0,1
"MFSD3",11,15
"MFSD5",22,25
"MFSD6",19,37
"MFSD6L",3,4
"MFSD8",1,2
"MFSD9",47,62
"MGA",21,25
"MGAM",0,0
"MGAM2",0,0
"MGARP",0,0
"MGAT1",187,133
"MGAT2",2,20
"MGAT3",2,0
"MGAT4A",0,5
"MGAT4B",194,135
"MGAT4C",0,0
"MGAT4D",0,0
"MGAT5",91,68
"MGAT5B",0,0
"MGLL",259,231
"MGME1",104,105
"MGMT",6,6
"MGP",7,4
"MGRN1",12,15
"MGST1",18,14
"MGST2",21,57
"MGST3",19,18
"MIA",1,0
"MIA2",2,8
"MIA3",13,24
"MIB1",18,19
"MIB2",42,25
"MICA",6,9
"MICAL1",12,9
"MICAL2",17,5
"MICAL3",14,6
"MICALL1",230,267
"MICALL2",13,14
"MICB",0,1
"MICU1",11,22
"MICU2",11,13
"MICU3",1,2
"MID1",25,50
"MID1IP1",283,299
"MID2",1,2
"MIDN",579,493
"MIEF1",48,23
"MIEF2",6,4
"MIEN1",21,23
"MIER1",22,40
"MIER2",1,2
"MIER3",0,0
"MIF",139,135
"MIF4GD",0,2
"MIIP",3,1
"MILR1",0,0
"MINK1",330,261
"MINPP1",10,2
"MIOS",16,10
"MIOX",0,0
"MIP",0,0
"MIPEP",2,0
"MIPOL1",2,8
"MIS12",0,11
"MIS18A",2,9
"MIS18BP1",8,11
"MISP",8,0
"MITD1",3,19
"MITF",22,9
"MIXL1",0,0
"MKI67",69,103
"MKKS",24,23
"MKLN1",108,128
"MKNK1",10,11
"MKNK2",831,540
"MKRN1",21,36
"MKRN2",10,10
"MKRN2OS",3,3
"MKRN3",3,7
"MKS1",4,1
"MKX",0,0
"MLANA",0,0
"MLC1",0,0
"MLEC",547,486
"MLF1",0,1
"MLF2",23,44
"MLH1",4,5
"MLH3",7,5
"MLIP",1,1
"MLKL",1,2
"MLLT1",6,15
"MLLT10",18,29
"MLLT11",0,0
"MLLT3",19,23
"MLLT6",79,109
"MLN",0,0
"MLNR",0,1
"MLPH",1,1
"MLST8",38,35
"MLX",19,35
"MLXIP",29,44
"MLXIPL",0,0
"MLYCD",6,4
"MMAA",1,3
"MMAB",27,43
"MMACHC",11,21
"MMADHC",30,40
"MMD",9,1
"MMD2",0,0
"MME",4,0
"MMEL1",0,0
"MMGT1",4,10
"MMP1",99,4
"MMP10",1,2
"MMP11",139,36
"MMP12",2,5
"MMP13",1,2
"MMP14",274,170
"MMP15",5,6
"MMP16",0,0
"MMP17",1,0
"MMP19",0,0
"MMP2",125,16
"MMP20",0,0
"MMP21",0,0
"MMP23B",0,0
"MMP24",3,0
"MMP25",70,61
"MMP26",0,0
"MMP27",0,0
"MMP28",1,6
"MMP3",36,0
"MMP7",0,0
"MMP8",0,0
"MMP9",236,26
"MMRN1",0,0
"MMRN2",5,0
"MMS19",6,10
"MMS22L",3,3
"MN1",4,4
"MNAT1",3,11
"MND1",1,2
"MNDA",2,2
"MNS1",0,2
"MNT",7,10
"MNX1",0,0
"MOAP1",1,4
"MOB1A",58,69
"MOB1B",4,10
"MOB2",605,473
"MOB3A",7,6
"MOB3B",17,9
"MOB3C",8,24
"MOB4",80,73
"MOBP",0,0
"MOCOS",6,5
"MOCS1",1,3
"MOCS2",15,10
"MOCS3",5,7
"MOG",0,1
"MOGAT1",0,0
"MOGAT2",1,0
"MOGAT3",0,0
"MOGS",7,12
"MOK",1,1
"MON1A",0,1
"MON1B",31,51
"MON2",9,22
"MORC1",0,0
"MORC2",17,18
"MORC3",6,14
"MORC4",4,7
"MORF4L1",193,279
"MORF4L2",67,111
"MORN1",4,3
"MORN2",4,11
"MORN3",0,1
"MORN4",4,4
"MORN5",0,0
"MOS",0,0
"MOSPD1",5,8
"MOSPD2",6,4
"MOSPD3",1,10
"MOV10",11,10
"MOV10L1",0,0
"MOXD1",3,15
"MPC1",75,112
"MPC2",25,30
"MPDU1",55,116
"MPDZ",1,0
"MPEG1",11,12
"MPG",22,25
"MPHOSPH10",24,45
"MPHOSPH6",31,32
"MPHOSPH8",19,31
"MPHOSPH9",3,5
"MPI",82,72
"MPL",0,0
"MPLKIP",9,9
"MPND",34,31
"MPO",0,0
"MPP1",1,5
"MPP2",0,2
"MPP3",3,2
"MPP4",0,0
"MPP5",38,49
"MPP6",4,5
"MPP7",40,97
"MPPE1",4,4
"MPPED1",0,0
"MPPED2",2,0
"MPRIP",145,128
"MPST",15,25
"MPV17",10,18
"MPV17L",0,0
"MPV17L2",2,2
"MPZ",2,0
"MPZL1",188,223
"MPZL2",419,611
"MPZL3",19,32
"MR1",5,8
"MRAP",0,0
"MRAP2",0,2
"MRAS",2,0
"MRC1",1,0
"MRC2",115,76
"MREG",84,119
"MRFAP1",62,123
"MRFAP1L1",5,15
"MRGBP",6,4
"MRGPRD",0,0
"MRGPRE",0,0
"MRGPRF",2,0
"MRGPRG",0,0
"MRGPRX1",0,0
"MRGPRX2",0,0
"MRGPRX3",0,0
"MRGPRX4",0,0
"MRI1",8,8
"MRLN",0,0
"MRM1",32,49
"MRO",0,0
"MROH1",2,2
"MROH2A",0,0
"MROH2B",0,0
"MROH6",13,13
"MROH7",0,0
"MROH7-TTC4",0,0
"MROH8",0,0
"MROH9",0,0
"MRPL1",5,18
"MRPL10",2,3
"MRPL11",9,25
"MRPL12",3,5
"MRPL13",21,17
"MRPL14",40,47
"MRPL15",12,14
"MRPL16",64,76
"MRPL17",120,112
"MRPL18",9,26
"MRPL19",5,27
"MRPL2",32,29
"MRPL20",29,47
"MRPL21",16,15
"MRPL22",24,31
"MRPL23",4,14
"MRPL24",38,46
"MRPL27",90,130
"MRPL28",16,22
"MRPL3",15,30
"MRPL30",19,26
"MRPL32",14,42
"MRPL33",24,45
"MRPL34",85,86
"MRPL35",11,11
"MRPL36",106,161
"MRPL37",63,66
"MRPL38",52,84
"MRPL39",4,3
"MRPL4",13,29
"MRPL40",5,13
"MRPL41",20,38
"MRPL42",11,18
"MRPL43",12,16
"MRPL44",6,13
"MRPL45",9,6
"MRPL46",43,66
"MRPL47",4,8
"MRPL48",4,9
"MRPL49",34,43
"MRPL50",3,14
"MRPL51",91,98
"MRPL52",7,48
"MRPL53",0,1
"MRPL54",8,24
"MRPL55",4,4
"MRPL57",6,36
"MRPL9",19,35
"MRPS10",70,69
"MRPS11",3,27
"MRPS12",25,14
"MRPS14",18,8
"MRPS15",30,26
"MRPS16",16,25
"MRPS17",0,8
"MRPS18A",21,35
"MRPS18B",12,21
"MRPS18C",16,34
"MRPS2",3,7
"MRPS21",34,65
"MRPS22",33,70
"MRPS23",21,19
"MRPS24",29,16
"MRPS25",69,94
"MRPS26",13,16
"MRPS27",6,25
"MRPS28",6,14
"MRPS30",8,7
"MRPS31",7,15
"MRPS33",18,22
"MRPS34",17,42
"MRPS35",8,30
"MRPS36",13,22
"MRPS5",20,40
"MRPS6",13,15
"MRPS7",27,29
"MRPS9",20,15
"MRRF",6,13
"MRS2",5,11
"MRTO4",26,41
"MRVI1",8,8
"MS4A1",1,2
"MS4A10",0,0
"MS4A12",0,0
"MS4A13",0,0
"MS4A14",2,0
"MS4A15",0,0
"MS4A18",0,0
"MS4A2",2,0
"MS4A3",0,0
"MS4A4A",0,0
"MS4A4E",0,0
"MS4A5",0,0
"MS4A6A",10,13
"MS4A6E",0,0
"MS4A7",0,5
"MS4A8",0,0
"MSANTD1",0,2
"MSANTD2",4,7
"MSANTD3",5,4
"MSANTD3-TMEFF1",0,0
"MSANTD4",2,6
"MSC",1,0
"MSGN1",0,0
"MSH2",7,13
"MSH3",5,4
"MSH4",0,0
"MSH5",0,0
"MSH5-SAPCD1",0,0
"MSH6",9,5
"MSI1",0,0
"MSI2",84,88
"MSL1",67,43
"MSL2",2,6
"MSL3",4,8
"MSLN",0,4
"MSLNL",0,0
"MSMB",0,0
"MSMO1",47,37
"MSMP",0,0
"MSN",56,52
"MSR1",10,4
"MSRA",0,12
"MSRB1",281,256
"MSRB2",29,38
"MSRB3",5,3
"MSS51",0,1
"MST1",7,7
"MST1R",2,1
"MSTN",0,0
"MSTO1",9,10
"MSX1",0,0
"MSX2",2,3
"MT1A",0,0
"MT1B",0,0
"MT1E",5,10
"MT1F",0,0
"MT1G",3,0
"MT1H",0,0
"MT1HL1",0,0
"MT1M",0,1
"MT1X",8,28
"MT2A",36,25
"MT3",0,0
"MT4",0,0
"MTA1",11,10
"MTA2",33,60
"MTA3",24,28
"MTAP",15,17
"MTBP",9,5
"MTCH1",599,540
"MTCH2",21,62
"MTCL1",11,13
"MTCP1",0,0
"MTDH",57,97
"MTERF1",1,9
"MTERF2",0,1
"MTERF3",0,2
"MTERF4",22,27
"MTF1",132,90
"MTF2",5,15
"MTFMT",10,4
"MTFP1",1,6
"MTFR1",9,19
"MTFR1L",1,8
"MTFR2",1,3
"MTG1",2,10
"MTG2",37,51
"MTHFD1",10,14
"MTHFD1L",7,6
"MTHFD2",420,394
"MTHFD2L",7,1
"MTHFR",53,39
"MTHFS",1,3
"MTHFSD",1,2
"MTIF2",13,24
"MTIF3",6,21
"MTM1",8,7
"MTMR1",134,157
"MTMR10",5,3
"MTMR11",10,2
"MTMR12",6,14
"MTMR14",5,7
"MTMR2",9,12
"MTMR3",32,44
"MTMR4",9,11
"MTMR6",9,11
"MTMR7",0,0
"MTMR8",0,1
"MTMR9",5,9
"MTNR1A",0,0
"MTNR1B",0,0
"MTO1",6,5
"MTOR",25,16
"MTPAP",46,37
"MTPN",395,564
"MTR",16,27
"MTRF1",1,13
"MTRF1L",135,118
"MTRNR2L1",1,4
"MTRNR2L10",0,0
"MTRNR2L3",0,0
"MTRNR2L4",0,0
"MTRNR2L5",0,0
"MTRNR2L6",3,4
"MTRNR2L7",0,1
"MTRNR2L8",1,7
"MTRR",3,4
"MTSS1",133,148
"MTTP",0,0
"MTURN",36,21
"MTUS1",151,135
"MTUS2",0,0
"MTX1",10,15
"MTX2",77,79
"MTX3",31,27
"MUC1",33,47
"MUC12",0,0
"MUC13",0,0
"MUC15",16,21
"MUC16",0,0
"MUC17",0,0
"MUC2",0,3
"MUC20",6,4
"MUC21",422,448
"MUC22",108,48
"MUC3A",0,0
"MUC4",34,146
"MUC5AC",1,0
"MUC5B",1,1
"MUC6",0,0
"MUC7",0,0
"MUCL1",0,0
"MUL1",10,25
"MUS81",5,5
"MUSK",0,0
"MUSTN1",0,0
"MUTYH",0,5
"MVB12A",26,36
"MVB12B",0,2
"MVD",88,75
"MVK",12,17
"MVP",69,78
"MX1",24,18
"MX2",9,9
"MXD1",419,336
"MXD3",4,14
"MXD4",49,63
"MXI1",403,333
"MXRA5",8,3
"MXRA7",35,21
"MXRA8",4,0
"MYADM",28,10
"MYADML2",0,0
"MYB",0,2
"MYBBP1A",11,6
"MYBL1",0,0
"MYBL2",11,9
"MYBPC1",0,0
"MYBPC2",0,0
"MYBPC3",0,0
"MYBPH",0,0
"MYBPHL",0,0
"MYC",10,16
"MYCBP",2,10
"MYCBP2",79,134
"MYCBPAP",0,0
"MYCL",8,18
"MYCN",3,0
"MYCT1",1,1
"MYD88",15,38
"MYDGF",35,47
"MYEF2",0,1
"MYEOV",19,3
"MYF5",0,0
"MYF6",0,0
"MYH1",0,0
"MYH10",30,31
"MYH11",29,5
"MYH13",0,0
"MYH14",172,186
"MYH15",0,0
"MYH2",0,0
"MYH3",2,1
"MYH4",0,0
"MYH6",0,0
"MYH7",0,0
"MYH7B",0,0
"MYH8",0,0
"MYH9",104,89
"MYL1",0,0
"MYL10",0,0
"MYL12A",264,230
"MYL12B",143,206
"MYL2",0,0
"MYL3",0,0
"MYL4",0,0
"MYL5",11,6
"MYL6",521,763
"MYL6B",14,25
"MYL7",0,0
"MYL9",15,3
"MYLIP",50,62
"MYLK",16,3
"MYLK2",0,0
"MYLK3",1,0
"MYLK4",2,3
"MYLPF",0,0
"MYNN",1,21
"MYO10",17,24
"MYO15A",0,0
"MYO15B",3,8
"MYO16",0,0
"MYO18A",75,80
"MYO18B",0,0
"MYO19",10,18
"MYO1A",0,0
"MYO1B",44,50
"MYO1C",160,119
"MYO1D",35,56
"MYO1E",81,61
"MYO1F",5,4
"MYO1G",18,30
"MYO1H",4,2
"MYO3A",0,1
"MYO3B",2,1
"MYO5A",21,8
"MYO5B",6,21
"MYO5C",2,1
"MYO6",45,61
"MYO7A",0,4
"MYO7B",0,0
"MYO9A",72,97
"MYO9B",7,10
"MYOC",0,0
"MYOCD",0,0
"MYOD1",0,0
"MYOF",514,584
"MYOG",0,0
"MYOM1",0,0
"MYOM2",2,3
"MYOM3",6,2
"MYOT",0,0
"MYOZ1",3,1
"MYOZ2",0,0
"MYOZ3",1,2
"MYPN",0,0
"MYPOP",1,3
"MYRF",0,0
"MYRFL",1,1
"MYRIP",0,2
"MYSM1",3,8
"MYT1",0,0
"MYT1L",0,0
"MYZAP",3,8
"MZB1",30,2
"MZF1",2,18
"MZT1",72,109
"MZT2A",26,50
"MZT2B",43,73
"N4BP1",26,50
"N4BP2",0,6
"N4BP2L1",9,15
"N4BP2L2",23,26
"N4BP3",13,24
"N6AMT1",3,2
"NAA10",132,123
"NAA11",0,0
"NAA15",24,34
"NAA16",1,8
"NAA20",68,136
"NAA25",29,22
"NAA30",3,8
"NAA35",18,14
"NAA38",19,21
"NAA40",7,6
"NAA50",78,78
"NAA60",10,3
"NAAA",8,8
"NAALAD2",0,0
"NAALADL1",7,1
"NAALADL2",0,0
"NAB1",16,37
"NAB2",14,14
"NABP1",14,29
"NABP2",16,30
"NACA",111,172
"NACA2",1,0
"NACAD",3,2
"NACC1",86,68
"NACC2",6,9
"NADK",38,36
"NADK2",22,33
"NADSYN1",52,40
"NAE1",14,19
"NAF1",3,4
"NAGA",45,34
"NAGK",276,270
"NAGLU",1,4
"NAGPA",1,11
"NAGS",0,0
"NAIF1",22,17
"NAIP",0,0
"NALCN",0,0
"NAMPT",123,207
"NANOG",0,0
"NANOGNB",0,0
"NANOGP8",0,0
"NANOS1",1,0
"NANOS2",0,0
"NANOS3",0,0
"NANP",7,2
"NANS",181,156
"NAP1L1",63,99
"NAP1L2",0,1
"NAP1L3",0,0
"NAP1L4",133,115
"NAP1L5",4,6
"NAPA",17,7
"NAPB",2,2
"NAPEPLD",11,28
"NAPG",24,32
"NAPRT",71,40
"NAPSA",7,0
"NARF",35,36
"NARS2",1,5
"NASP",246,308
"NAT1",4,12
"NAT10",3,10
"NAT14",7,9
"NAT16",0,0
"NAT2",0,0
"NAT8",0,0
"NAT8L",0,0
"NAT9",7,8
"NATD1",15,4
"NAV1",40,43
"NAV2",8,16
"NAV3",5,1
"NBAS",35,56
"NBEA",1,0
"NBEAL1",4,14
"NBEAL2",74,66
"NBL1",57,61
"NBN",11,21
"NBPF1",0,3
"NBPF10",0,1
"NBPF11",0,2
"NBPF12",0,2
"NBPF14",3,5
"NBPF15",9,8
"NBPF19",9,9
"NBPF20",0,0
"NBPF26",3,11
"NBPF3",3,0
"NBPF4",0,0
"NBPF6",0,0
"NBPF9",6,0
"NBR1",27,58
"NCALD",3,1
"NCAM1",0,4
"NCAM2",0,0
"NCAN",0,0
"NCAPD2",15,20
"NCAPD3",1,10
"NCAPG",7,8
"NCAPG2",4,4
"NCAPH",0,0
"NCAPH2",7,6
"NCBP1",9,7
"NCBP2",43,52
"NCBP2L",0,0
"NCCRP1",98,152
"NCDN",75,47
"NCEH1",3,24
"NCF1",1,4
"NCF2",4,8
"NCF4",5,1
"NCK1",159,213
"NCK2",117,97
"NCKAP1",41,61
"NCKAP1L",11,17
"NCKAP5",66,83
"NCKAP5L",9,4
"NCKIPSD",4,6
"NCL",131,209
"NCLN",204,142
"NCMAP",0,1
"NCOA1",17,34
"NCOA2",15,17
"NCOA3",25,41
"NCOA4",46,61
"NCOA5",4,10
"NCOA6",0,9
"NCOA7",95,191
"NCOR1",88,103
"NCOR2",128,92
"NCR1",0,0
"NCR2",0,0
"NCR3",0,0
"NCR3LG1",0,1
"NCS1",21,11
"NCSTN",56,57
"NDC1",5,4
"NDC80",5,10
"NDE1",66,42
"NDEL1",45,37
"NDFIP1",87,73
"NDFIP2",111,101
"NDN",75,55
"NDNF",0,0
"NDOR1",0,0
"NDP",0,0
"NDRG1",3652,2697
"NDRG2",502,652
"NDRG3",36,62
"NDRG4",8,7
"NDST1",146,160
"NDST2",1,3
"NDST3",0,0
"NDST4",0,0
"NDUFA1",85,112
"NDUFA10",26,34
"NDUFA11",52,59
"NDUFA12",209,268
"NDUFA13",44,95
"NDUFA2",24,30
"NDUFA3",9,23
"NDUFA4",96,118
"NDUFA4L2",127,94
"NDUFA5",27,72
"NDUFA6",59,119
"NDUFA7",1,1
"NDUFA8",51,44
"NDUFA9",21,24
"NDUFAB1",44,50
"NDUFAF1",6,5
"NDUFAF2",9,15
"NDUFAF3",32,31
"NDUFAF4",3,4
"NDUFAF5",3,2
"NDUFAF6",6,4
"NDUFAF7",1,6
"NDUFB1",55,112
"NDUFB10",22,36
"NDUFB11",27,28
"NDUFB2",134,144
"NDUFB3",58,96
"NDUFB4",35,98
"NDUFB5",15,38
"NDUFB6",27,40
"NDUFB7",25,51
"NDUFB8",725,1066
"NDUFB9",23,42
"NDUFC1",23,48
"NDUFC2",6,11
"NDUFC2-KCTD14",0,0
"NDUFS1",134,165
"NDUFS2",25,27
"NDUFS3",23,40
"NDUFS4",19,42
"NDUFS5",47,93
"NDUFS6",221,310
"NDUFS7",51,54
"NDUFS8",24,35
"NDUFV1",129,220
"NDUFV2",6,16
"NDUFV3",25,16
"NEB",1,0
"NEBL",30,30
"NECAB1",0,0
"NECAB2",0,0
"NECAB3",8,4
"NECAP1",6,12
"NECAP2",42,22
"NEDD1",7,3
"NEDD4",7,3
"NEDD4L",245,182
"NEDD8",18,36
"NEDD8-MDP1",0,0
"NEDD9",1,2
"NEFH",1,0
"NEFL",17,7
"NEFM",5,0
"NEGR1",0,0
"NEIL1",1,1
"NEIL2",9,3
"NEIL3",3,3
"NEK1",8,8
"NEK10",0,1
"NEK11",0,1
"NEK2",0,3
"NEK3",2,7
"NEK4",1,8
"NEK5",1,4
"NEK6",3,1
"NEK7",12,5
"NEK8",3,0
"NEK9",82,94
"NELFA",12,11
"NELFB",68,48
"NELFCD",5,16
"NELFE",15,21
"NELL1",0,0
"NELL2",3,0
"NEMF",28,40
"NEMP1",1,3
"NEMP2",1,3
"NENF",13,28
"NEO1",10,13
"NES",31,12
"NET1",38,104
"NETO1",0,0
"NETO2",71,54
"NEU1",37,17
"NEU2",0,0
"NEU3",3,10
"NEU4",0,0
"NEURL1",2,3
"NEURL1B",130,80
"NEURL2",0,0
"NEURL3",0,0
"NEURL4",10,3
"NEUROD1",0,0
"NEUROD2",0,0
"NEUROD4",0,0
"NEUROD6",0,0
"NEUROG1",0,0
"NEUROG2",0,0
"NEUROG3",0,0
"NEXN",0,2
"NF1",11,22
"NF2",3,12
"NFAM1",3,5
"NFASC",0,2
"NFAT5",32,42
"NFATC1",1,0
"NFATC2",2,2
"NFATC2IP",13,16
"NFATC3",13,10
"NFATC4",9,1
"NFE2",1,0
"NFE2L1",171,133
"NFE2L2",83,116
"NFE2L3",13,6
"NFIA",30,44
"NFIB",9,20
"NFIC",19,25
"NFIL3",3,5
"NFIX",49,139
"NFKB1",98,118
"NFKB2",8,5
"NFKBIA",306,312
"NFKBIB",97,133
"NFKBID",0,3
"NFKBIE",17,26
"NFKBIL1",32,36
"NFKBIZ",43,78
"NFRKB",6,13
"NFS1",12,7
"NFU1",30,28
"NFX1",17,24
"NFXL1",4,10
"NFYA",2,5
"NFYB",5,9
"NFYC",16,14
"NGB",0,0
"NGDN",106,124
"NGEF",33,26
"NGF",19,0
"NGFR",18,34
"NGLY1",6,13
"NGRN",17,21
"NHEJ1",1,1
"NHLH1",0,0
"NHLH2",0,2
"NHLRC1",0,0
"NHLRC2",4,18
"NHLRC3",7,3
"NHLRC4",1,2
"NHP2",15,61
"NHS",11,11
"NHSL1",29,16
"NHSL2",1,0
"NICN1",2,1
"NID1",6,1
"NID2",3,0
"NIF3L1",7,6
"NIFK",11,20
"NIM1K",0,0
"NIN",8,24
"NINJ1",170,189
"NINJ2",2,0
"NINL",11,23
"NIP7",20,24
"NIPA1",1,9
"NIPA2",24,31
"NIPAL1",23,34
"NIPAL2",53,62
"NIPAL3",14,16
"NIPAL4",9,16
"NIPBL",178,214
"NIPSNAP1",61,70
"NIPSNAP3A",4,12
"NIPSNAP3B",0,0
"NISCH",15,24
"NIT1",5,6
"NIT2",2,12
"NKAIN1",2,0
"NKAIN2",0,0
"NKAIN3",0,0
"NKAIN4",0,0
"NKAP",10,20
"NKAPL",1,1
"NKD1",4,11
"NKD2",0,1
"NKG7",1,1
"NKIRAS1",0,7
"NKIRAS2",33,39
"NKPD1",3,1
"NKRF",4,2
"NKTR",45,59
"NKX1-1",0,0
"NKX1-2",0,1
"NKX2-1",0,0
"NKX2-2",0,0
"NKX2-3",0,2
"NKX2-4",0,0
"NKX2-5",0,0
"NKX2-6",0,0
"NKX2-8",0,1
"NKX3-1",3,0
"NKX3-2",0,0
"NKX6-1",0,0
"NKX6-2",0,0
"NKX6-3",0,0
"NLE1",10,6
"NLGN1",0,0
"NLGN2",42,18
"NLGN3",0,0
"NLGN4X",1,0
"NLGN4Y",0,0
"NLK",21,30
"NLN",5,4
"NLRC3",0,7
"NLRC4",0,0
"NLRC5",10,12
"NLRP1",38,29
"NLRP10",0,0
"NLRP11",0,0
"NLRP12",0,0
"NLRP13",0,0
"NLRP14",0,0
"NLRP2",18,7
"NLRP3",1,0
"NLRP4",0,0
"NLRP5",0,0
"NLRP6",0,0
"NLRP7",0,0
"NLRP8",0,0
"NLRP9",0,0
"NLRX1",41,56
"NMB",10,8
"NMBR",0,0
"NMD3",8,16
"NME1",27,25
"NME1-NME2",1,2
"NME2",83,113
"NME3",43,35
"NME4",67,49
"NME5",0,0
"NME6",5,5
"NME7",18,18
"NME8",0,0
"NME9",0,0
"NMI",8,14
"NMNAT1",6,14
"NMNAT2",2,0
"NMNAT3",4,11
"NMRAL1",5,7
"NMRK1",6,14
"NMRK2",0,1
"NMS",0,0
"NMT1",23,27
"NMT2",0,5
"NMU",9,22
"NMUR1",0,0
"NMUR2",0,0
"NNAT",0,0
"NNMT",9,1
"NNT",3,5
"NOA1",6,5
"NOB1",10,21
"NOBOX",0,0
"NOC2L",471,541
"NOC3L",8,8
"NOC4L",2,5
"NOCT",1,3
"NOD1",2,1
"NOD2",24,19
"NODAL",0,0
"NOG",0,0
"NOL10",11,11
"NOL11",7,6
"NOL12",6,20
"NOL3",23,19
"NOL4",0,0
"NOL4L",20,1
"NOL6",15,14
"NOL7",26,42
"NOL8",14,25
"NOL9",5,7
"NOLC1",98,104
"NOM1",1,13
"NOMO1",5,5
"NOMO2",53,46
"NOMO3",0,0
"NONO",19,44
"NOP10",31,57
"NOP14",4,10
"NOP16",13,19
"NOP2",32,22
"NOP56",154,276
"NOP58",23,30
"NOP9",82,89
"NOS1",9,2
"NOS1AP",0,0
"NOS2",0,9
"NOS3",13,2
"NOSIP",20,32
"NOSTRIN",1,0
"NOTCH1",13,24
"NOTCH2",45,62
