"GENE_SYMBOL","GSM7744827--R002","GSM7744829--R008","GSM7744830--R009","GSM7744832--R010","GSM7744833--R012","GSM7744834--R013","GSM7744836--R014","GSM7744837--R015","GSM7744838--R016","GSM7744839--R017","GSM7744841--R018","GSM7744842--R019","GSM7744843--R020","GSM7744844--R021","GSM7744845--R022"
"SMAD7",2284,1028,1234,1153,3076,5426,6382,4905,2170,1934,693,7158,3091,1637,2785
"SMAD9",693,370,196,72,1052,317,1955,212,646,617,801,1056,552,6,427
"SMAGP",2017,1625,2225,3289,618,1043,2092,5179,4150,1006,6409,4465,2533,548,5716
"SMAP1",993,4332,2465,3401,1542,2853,1977,2100,2659,1551,2145,2498,2561,1176,4074
"SMAP2",6747,5054,5180,6231,11123,7819,7045,7008,11615,8203,4592,2960,14505,13791,7292
"SMARCA1",2900,890,4284,1756,6177,3271,6753,3098,6383,7387,10103,11057,3160,1267,10993
"SMARCA2",11156,5550,4130,17147,17398,4706,14351,9162,20627,5472,16559,19243,21727,2091,8487
"SMARCA4",17219,11170,10454,14603,4895,8946,13812,12862,17900,7695,27866,29777,10757,4915,17290
"SMARCA5",18107,5432,8256,10409,8959,7955,8451,10650,26676,10792,8251,17832,17545,4937,16519
"SMARCAD1",4000,824,1516,1931,1973,1494,1988,1962,6750,2285,2307,2977,3718,2779,5038
"SMARCAL1",6236,1999,2861,3723,2843,3227,2484,2659,8685,2804,3303,5077,4649,778,5672
"SMARCB1",7338,7211,6716,6451,3381,5685,5324,10614,10422,8801,11023,18799,6512,1339,20531
"SMARCC1",12584,6459,7539,16365,5143,8487,9334,23205,24689,7601,17994,31544,7769,5108,17298
"SMARCC2",3602,3931,5679,7935,14784,5823,13206,5030,12111,6031,7414,9817,9504,2172,8116
"SMARCD1",1936,2097,1406,2359,1671,2040,2096,1888,2895,1698,4991,3084,3015,632,1908
"SMARCD2",28381,12418,10468,40530,17115,8240,13612,15118,25353,29888,18707,23988,16619,3449,58960
"SMARCD3",1097,1440,5832,1503,3266,2085,4188,3285,3552,3183,2388,5255,1043,748,2383
"SMARCE1",9125,5749,8252,21501,9411,6164,9621,6813,15375,8999,8762,13676,8188,1765,11025
"SMC1A",11603,7342,5642,13818,7370,8493,11220,10968,18264,17728,14110,19360,12192,3781,27691
"SMC1B",75,81,62,1117,3,128,81,665,261,312,10675,1127,81,371,323
"SMC2",7138,4609,2734,7358,2195,3128,3315,3940,6207,2469,4180,7967,3889,604,6328
"SMC3",13830,11171,8027,9849,6459,7505,7480,8197,10399,6573,11104,25764,7846,4041,12028
"SMC4",7824,6894,7508,5874,1730,3019,2993,7004,9508,3574,11996,12338,3951,2123,21490
"SMC5",7063,5561,5773,7094,3307,5938,3877,5602,9983,4937,12452,11498,6903,2249,7046
"SMC6",4700,4046,5244,2998,2478,2446,3670,3037,10373,3748,7530,14333,4559,1932,14779
"SMCHD1",5852,4816,2341,2213,5015,4444,4025,5140,7733,2417,5727,6848,5309,12215,6786
"SMCO1",0,1,0,0,0,0,0,1,0,0,42,1,1,0,0
"SMCO2",60,30,89,2,0,56,42,63,9,0,4,33,22,0,27
"SMCO3",22,0,65,5,21,2,18,67,10,104,21,63,9,1,0
"SMCO4",7072,4903,7632,2497,2035,6567,3478,4407,10306,9326,11896,9782,12861,3435,14150
"SMCP",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"SMCR8",599,504,549,1734,986,1457,1087,1210,842,602,1883,2765,1482,348,1863
"SMDT1",3321,6263,4806,8719,6941,4594,5624,6867,6844,10248,9798,8520,8216,2520,19323
"SMG1",3853,4204,2951,4295,2441,3966,3024,6094,4453,3083,7902,8936,4607,2026,8236
"SMG5",12597,5977,11987,9884,7534,8505,8299,9448,23273,14886,12126,21136,12055,2093,15072
"SMG6",384,969,582,923,1928,1761,1680,1356,942,754,2699,2495,1722,210,1582
"SMG7",9029,3980,4811,12367,4089,5805,5691,4044,12169,12664,7601,15981,9498,3327,11532
"SMG8",3115,1372,1683,6418,1648,1641,1506,1853,5770,3334,1500,4096,2505,425,7393
"SMG9",1316,1880,2027,2368,1675,1868,1545,2961,1235,1258,5695,3281,3609,394,3422
"SMIM1",142,397,123,502,51,189,117,117,93,748,431,40,774,134,930
"SMIM10",190,405,733,128,1692,884,1577,541,395,84,1288,430,348,131,1662
"SMIM10L1",7661,3334,8630,4715,4489,4462,4087,7521,3993,5110,10517,7506,5457,2992,6522
"SMIM10L2A",383,74,97,52,172,73,309,56,444,380,1389,179,381,0,439
"SMIM10L2B",109,70,122,127,448,232,447,73,216,223,1483,122,384,74,427
"SMIM12",7801,4495,21501,4937,5587,6153,7086,5222,27612,7593,12315,8856,6038,3454,13731
"SMIM13",1238,1002,1085,923,556,1313,663,1437,1994,887,2786,2907,1279,1549,1495
"SMIM14",2636,3484,6977,26222,10787,5792,10203,7023,12149,35401,7786,4709,32069,3084,14295
"SMIM15",4545,3371,5581,12435,4543,5643,4211,4882,11194,6088,1888,4557,7005,1359,7815
"SMIM17",3,0,0,2,2,2,12,0,7,21,55,11,4,1,8
"SMIM18",23,34,13,12,0,55,9,0,0,16,89,28,22,35,10
"SMIM19",17777,4984,5267,9665,5816,3403,6942,6122,13672,10910,4017,5379,6173,1395,13569
"SMIM2",0,0,11,1,1,3,0,3,0,6,0,9,23,0,0
"SMIM20",2730,2011,4576,1457,3547,3162,2758,3052,6148,3154,2479,2417,4885,1126,4294
"SMIM21",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
"SMIM22",3859,2114,11356,14520,16,2730,461,261,1225,4655,3411,1590,6571,480,13127
"SMIM23",0,0,3,0,0,0,0,0,5,0,5,6,0,0,3
"SMIM24",7,38,10,0,17,54,176,29,20,3783,12,57,48,646,47
"SMIM3",1498,1494,3572,1512,9506,11267,9584,6023,1513,898,2120,3826,2578,1899,3007
"SMIM4",1880,2156,4096,1222,1784,1453,2394,2062,1233,2726,3378,1975,1844,1353,4495
"SMIM5",10,43,60,104,257,88,918,139,594,112,392,645,713,2512,320
"SMIM6",0,0,30,3,0,42,27,0,0,175,0,1,57,0,3
"SMIM7",23163,6252,8554,11516,11606,7924,9206,7585,18872,7118,17151,11365,13466,3941,20210
"SMIM8",975,926,1353,683,931,827,841,309,1293,962,2017,1713,727,797,2511
"SMIM9",0,0,0,1,0,0,1,0,1,0,1,1,0,1,0
"SMKR1",1087,352,1709,163,63,170,313,225,2195,268,948,184,182,420,3486
"SMLR1",0,0,0,6,14,1,3,0,3,5597,7,0,0,0,1
"SMN1",824,599,750,1387,499,746,663,662,1389,921,434,814,636,267,1205
"SMNDC1",2443,2216,2760,2356,2046,1999,1785,2672,4178,2124,2957,6176,2408,976,3164
"SMO",2898,1086,1401,164,567,814,685,529,957,2702,5103,3776,789,209,4446
"SMOC1",228,236,4094,6,658,3,44,663,4964,1311,256,1471,166,44,5500
"SMOC2",4752,1254,3990,3836,46888,2269,18487,2982,7076,865,5911,21255,4007,270,8238
"SMOX",2405,1389,5982,355,1154,4433,3585,11942,6855,1435,6572,3692,2633,4886,2326
"SMPD1",1639,1820,1528,2326,2536,2877,2916,1465,1807,3137,1745,2253,2438,575,2288
"SMPD2",1294,972,1821,1060,724,703,1309,918,1457,1874,1735,1320,1806,730,1998
"SMPD3",135,82,148,1736,103,154,177,313,25,488,223,18,2347,0,77
"SMPD4",10863,2867,3935,5009,3631,4232,4265,5610,9191,5195,9186,10684,4529,1536,11226
"SMPDL3A",239,622,2270,4759,1786,2474,1062,1029,817,5172,518,1482,7186,454,1241
"SMPDL3B",4934,3660,7970,947,112,340,784,2472,10614,3352,6077,4493,4153,444,13014
"SMPX",10,67,88,142,1,1,0,30,0,26,65,219,3,50,16
"SMR3A",0,78,1,0,0,0,0,0,0,0,0,0,1,0,0
"SMR3B",1,2400,11,0,0,11,0,0,0,0,0,0,0,60,0
"SMS",16705,16365,12126,27336,5472,19233,8364,11182,27649,17709,25057,41125,12819,8508,27659
"SMTN",1312,4427,2417,4534,5287,6183,10976,8331,5554,5837,10112,17499,3491,665,12594
"SMTNL1",72,7,33,2,21,28,20,0,79,44,40,57,46,44,178
"SMTNL2",134,2908,20,103,70,1,117,174,16,96,1010,134,18,42,36
"SMU1",6925,4770,8686,9044,5888,5502,5444,5691,17867,4565,4427,11776,5010,1816,12760
"SMUG1",4313,2866,6062,5595,3999,4414,3036,3987,8476,4631,7345,7325,6304,1531,5571
"SMURF1",2215,1413,1866,3055,2879,3499,3789,3997,5604,2095,2707,7170,3227,240,8318
"SMURF2",4555,1777,1680,5070,2974,3838,2300,4089,4826,3476,5687,7867,4444,1153,6481
"SMYD1",9,20,0,0,1,0,0,36,34,0,94,43,3,0,304
"SMYD2",5927,4488,9467,12665,3443,6009,5841,4333,11190,7395,5969,11553,5033,1872,21755
"SMYD3",995,758,2490,913,327,1775,853,1267,1683,655,2794,2122,1077,324,4909
"SMYD4",1077,809,1512,2151,2427,1554,2015,1767,3206,918,4523,4559,2526,871,2880
"SMYD5",2197,937,3144,3292,2224,1866,2049,3250,5806,2925,4112,3814,3534,968,9228
"SNAI1",635,448,775,226,344,775,1406,1185,2366,450,648,1150,1245,3,764
"SNAI2",772,2565,5461,1764,4193,4402,5360,6247,3345,1013,1594,24558,2907,401,3888
"SNAI3",44,242,212,80,213,573,75,131,27,204,203,31,540,357,63
"SNAP23",4274,4318,5640,9705,8745,5792,7402,6599,7840,6292,4533,9315,12304,3862,7825
"SNAP25",299,70,460,132,38,102,173,155,39,98,128,46,37,124,40
"SNAP29",2799,3903,4766,10279,5852,4603,4558,5552,6653,9714,6244,7697,9155,2294,10249
"SNAP47",9002,2294,6837,10405,3728,4800,5287,5074,14824,8956,9099,17381,6569,1513,17614
"SNAP91",8,0,2,0,36,0,32,22,72,280,35,2,0,112,0
"SNAPC1",1208,664,1021,1418,756,2437,891,2976,1342,1300,1455,4489,850,319,2702
"SNAPC2",2494,1577,3543,3386,1781,3583,2544,3389,2681,1868,2678,2761,2872,727,7542
"SNAPC3",4172,2947,3767,4355,4261,4857,3418,3830,10754,3294,10317,11388,3401,1570,7077
"SNAPC4",1439,638,493,745,548,620,741,760,1242,943,960,2431,1398,167,1874
"SNAPC5",2357,1962,4185,2583,3051,2486,2320,5174,3309,2946,5160,4058,3928,1161,2936
"SNAPIN",11922,5055,12887,14888,8124,7386,7059,4665,8651,10254,6835,16749,7308,2815,18418
"SNCA",270,147,1287,186,2550,407,12498,1257,653,322,1329,846,666,77781,510
"SNCAIP",288,234,221,247,1219,211,1171,102,694,252,40,184,1054,146,173
"SNCB",8,16,4,0,0,77,4,24,2,2,27,10,1,38,3
"SNCG",714,182,35384,38,6594,1031,6074,446,4157,1016,326,867,1283,14,439
"SND1",24186,7838,28094,22076,18342,13688,23989,26642,97716,30389,20529,44159,28189,6837,56378
"SNED1",131,804,734,526,4532,1774,4094,2197,1287,1314,366,1332,3068,137,1208
"SNF8",10327,5751,11289,17683,8415,10621,7552,8908,8657,13202,18307,12350,8714,3877,6162
"SNIP1",1927,523,1189,636,715,1152,882,836,4255,766,2019,1898,1252,1063,2520
"SNN",5834,3988,7315,3840,22312,5715,11707,14260,4604,8197,5426,10750,5572,6524,4168
"SNPH",38,269,102,70,369,228,207,469,512,489,448,23,635,0,136
"SNRK",810,1391,1267,2017,7642,2473,6136,4917,2824,1710,2171,4067,3514,1730,2788
"SNRNP200",14516,5156,5492,9744,10979,11527,13685,11082,48014,8551,13878,16093,16207,4262,20570
"SNRNP25",5363,6765,6098,8290,4146,3190,3047,3926,7438,6305,8661,7005,3354,4929,11511
"SNRNP27",2587,5260,7202,3995,6226,6729,5118,5741,6839,4843,15138,8421,5611,2941,10794
"SNRNP35",1248,1821,2040,5519,2958,2413,2879,2365,2362,2514,2981,4101,2997,1172,4421
"SNRNP40",8584,5271,8782,5810,6091,5333,6995,7782,11760,6253,16916,11849,8610,4087,19166
"SNRNP48",2693,933,890,1638,706,1542,777,560,2009,982,3473,1802,852,716,981
"SNRNP70",8894,7066,9779,10422,6376,9936,10204,9896,12801,8416,23138,19603,8177,2954,17995
"SNRPA",5156,2984,3994,4815,2819,2442,3529,3845,4981,3289,10088,7850,4261,1188,9514
"SNRPA1",6373,6943,8003,4079,2286,5634,3543,10026,11517,4529,8704,10329,5314,2023,17008
"SNRPB",54451,22530,31217,56928,8406,17952,26610,29595,26269,22750,57125,39187,15365,15533,32915
"SNRPB2",9773,7485,8796,11583,4256,7332,5318,7804,6590,4538,16158,8947,5116,5008,25811
"SNRPC",17355,19913,26464,23097,8371,10458,10235,12771,25704,15914,30685,29455,11962,7040,38549
"SNRPD1",14125,14091,16166,9427,3861,7255,7218,11823,25304,7129,29427,28273,7803,9785,27231
"SNRPD2",32420,28247,44761,33912,13947,20595,16893,24577,32605,19872,87818,50956,22636,19997,61637
"SNRPD3",14622,18449,17166,16581,7245,8558,9034,16535,23349,19317,26043,29425,15720,7428,28402
"SNRPE",21564,21159,22504,23125,4848,11077,8706,9314,28827,22579,27122,22234,8202,10779,28809
"SNRPF",6919,15297,7151,11533,2570,4673,4050,6077,8815,6881,14875,10442,5034,5380,10455
"SNRPG",13371,18933,25289,9668,5601,10436,6321,14364,20979,15648,28060,24641,10282,7010,25448
"SNRPN",6733,4514,8129,3415,4753,5386,3031,2240,12748,2374,9651,11742,9482,2794,8413
"SNTA1",2279,1701,1495,1745,8509,2650,6892,1309,369,6858,4808,1791,4823,661,1643
"SNTB1",186,3682,3738,577,3743,5254,2729,27229,4146,7673,1113,8464,8513,1234,1561
"SNTB2",1499,3786,2984,2616,9846,4616,9420,6606,2161,2035,5192,5495,4682,1300,5151
"SNTG1",0,1,0,0,0,8,0,1,0,23,0,1,31,0,0
"SNTG2",5,4,59,0,481,75,343,631,62,0,537,131,2,0,194
"SNTN",2,0,0,2,0,0,4,0,1,0,28,0,1,0,2
"SNU13",18187,15051,24116,15974,11325,12577,13230,26910,35417,23345,28136,29923,15706,8968,49951
"SNUPN",2731,2899,3579,2245,3346,2382,2993,4883,6911,2043,4119,4688,3042,1321,3913
"SNURF",98,98,98,31,41,48,8,28,356,10,185,247,242,62,187
"SNW1",6498,5484,6594,15304,7827,7561,7890,8548,13179,7320,7827,15595,9162,3006,12413
"SNX1",7622,6124,9463,9511,14509,9464,11728,11871,11586,9378,40286,15692,16975,2831,6416
"SNX10",2623,4249,3512,1678,6454,8516,3301,6090,1237,7292,887,3375,13066,4414,2060
"SNX11",3918,1462,5679,9649,5445,4301,3979,3736,3479,3648,3501,6243,5089,1180,2733
"SNX12",1495,963,1500,795,446,1018,765,836,1838,682,2682,1755,1121,664,2646
"SNX13",1354,2151,2941,5808,6663,2904,3568,3364,5711,3721,2124,5158,8408,758,5394
"SNX14",1851,2575,6018,5449,4120,4642,5218,3272,14215,9609,2117,4836,6097,1269,15512
"SNX15",107,13,23,24,35,70,39,14,12,7,25,86,37,13,47
"SNX16",1091,661,419,692,2314,608,1176,1634,1214,738,2246,2281,759,525,3706
"SNX17",19320,10845,21242,15706,23145,16550,20033,19470,23259,21845,19684,29330,24317,9614,40849
"SNX18",517,1895,1363,1082,1196,1185,2184,989,581,478,1497,1701,1710,518,2149
"SNX19",2644,1378,4834,4640,8930,3789,8616,6285,15680,6144,6265,14016,11817,1414,7395
"SNX2",4618,7169,13243,16341,16736,15626,12576,12048,12151,11535,8118,13444,15574,5974,14479
"SNX20",400,1815,1131,537,2325,5272,827,1356,57,1205,49,132,5985,3551,1182
"SNX21",1562,2235,2635,1816,5688,2340,4835,2109,1605,3375,2073,3636,3328,760,2105
"SNX22",446,1506,890,368,358,335,376,1317,1530,441,44744,4277,957,948,580
"SNX24",890,1047,3560,273,931,2367,994,1640,1484,1798,2070,2102,1850,30,2356
"SNX25",1971,1466,729,3145,1540,1804,1624,2338,1236,2472,1829,2442,6670,458,2010
"SNX27",6590,3872,5380,13497,5142,5337,5129,5860,12638,7080,4680,18354,7674,3200,11377
"SNX29",1923,1262,1244,2050,1890,3080,2188,896,902,774,4123,3908,2997,1551,1312
"SNX3",16149,22386,38869,17848,44547,27262,36777,21446,49365,24646,22365,23026,25474,22556,29293
"SNX30",936,746,780,3437,1015,2169,1199,1602,1950,895,1335,1443,3760,325,1840
"SNX31",52,89,1,0,22,3,51,15,8,1,15,42,3,57,1
"SNX32",179,42,188,109,76,59,87,355,190,134,135,355,121,89,361
"SNX33",1047,1522,1253,949,5458,5468,5018,4052,3650,2041,2355,4901,3626,619,2364
"SNX4",3609,4778,6290,8713,5108,4155,4496,4875,8635,7543,8415,11234,8461,1009,13347
"SNX5",10009,7466,9954,12992,18870,9413,14107,9365,12036,9381,15350,9267,9630,3684,26853
"SNX6",9602,8194,17393,14568,14577,12441,13207,14112,18362,9862,16911,15243,17963,4136,23189
"SNX7",3401,1181,10254,739,2568,3026,3209,2096,10427,6397,4291,3950,4714,483,12077
"SNX8",2433,2731,4949,2433,2533,4608,2759,4816,2582,2968,4108,4503,5437,682,6375
"SNX9",3559,4872,9345,8954,17194,16034,17728,12061,21577,11060,10193,13884,12464,2973,14284
"SOAT1",6818,5615,6921,10602,5920,10807,4351,7358,9473,13297,4707,6016,12059,3333,4514
"SOAT2",1,23,15,6,0,9,0,0,0,180,1713,0,31,108,27
"SOBP",199,2352,227,58,1171,512,1162,418,262,343,2154,879,186,30,329
"SOCS1",2237,2917,1407,892,667,1720,1904,4132,308,760,339,449,2671,2478,882
"SOCS2",147,650,1119,2248,5770,2088,4061,2046,1719,562,1108,980,2063,871,1717
"SOCS3",2274,3028,8288,1929,4737,19085,14118,25710,11956,2559,1097,13153,9591,2583,5083
"SOCS4",1272,1668,1223,2386,1127,1441,1444,2177,2686,1098,1794,4498,1268,478,3844
"SOCS5",2749,1983,1390,1018,1917,2408,2494,5705,2958,1349,2182,11364,1883,220,11116
"SOCS6",7461,2615,1863,5161,1829,1932,2767,7656,17100,2473,2503,8412,3508,1032,34061
"SOCS7",898,1241,562,519,458,763,609,899,1016,804,2486,3116,508,541,1776
"SOD1",41233,24440,33038,25044,38448,19283,35244,22292,109353,98413,73912,30592,36349,16618,104958
"SOD2",55267,19469,31438,10679,60848,76097,38695,99497,98044,68416,9443,169698,123699,22827,39477
"SOD3",228,1840,3791,467,29513,3866,28384,3950,357,3620,2384,36856,2852,249,2523
"SOGA1",1008,1285,522,1074,926,1081,1287,935,1342,678,3876,4149,1427,910,2190
"SOGA3",4,2,3,0,19,6,26,2,10,0,0,0,8,0,8
"SOHLH1",0,0,0,7,0,71,0,0,0,18,8616,0,20,0,0
"SOHLH2",2,0,27,0,34,11,13,0,21,1,65,0,1381,0,6
"SON",19440,16783,12079,13882,14969,20602,20261,20287,30844,15997,53706,29899,23039,13090,57080
"SORBS1",1336,1242,1339,1239,126065,1338,53500,3523,1669,3521,2212,23386,946,100,819
"SORBS2",231,5859,924,2396,4127,709,5836,701,1775,12669,10648,27184,918,66,449
"SORBS3",10788,3888,7179,5855,10208,5902,12667,4585,7298,5001,4919,8890,5669,2800,6002
"SORCS1",0,0,1,0,12,0,0,4,2,0,0,123,0,0,1948
"SORCS2",132,124,653,31,672,550,540,983,169,501,149,54,178,4,1307
"SORCS3",0,0,0,0,0,0,0,0,0,0,0,750,0,1,55
"SORD",1888,2720,4278,29786,933,1737,2648,4239,3635,29653,4524,4040,21738,809,4654
"SORL1",2691,2321,2571,3702,7877,2693,4624,2069,2276,12051,4952,2577,10029,17038,9299
"SORT1",5025,10839,6001,5601,21825,8882,17876,6919,24865,4347,19589,15890,13331,2238,39045
"SOS1",2618,1823,2942,1440,6080,2550,5116,2753,5826,1666,4387,4304,3795,889,7509
"SOS2",2942,2145,2056,5858,4077,3072,4025,3217,5741,2075,10379,7100,4493,2026,8361
"SOST",21,2,39,24,2,440,2,11,2,1,5,11,80,3,0
"SOSTDC1",1198,4977,366,270,7,0,1618,1034,4758,0,750,1696,10,1,1311
"SOWAHA",154,102,6,494,165,6,70,2,26,575,32,4,53,4,0
"SOWAHB",73,78,117,1007,29,247,193,453,74,1672,281,792,293,0,225
"SOWAHC",3280,1470,2710,1788,1626,3648,1983,3150,7143,4290,2400,4994,3905,633,7353
"SOWAHD",99,295,328,167,259,1044,91,336,103,375,122,53,986,499,372
"SOX1",1,1,0,1,10,1,6,0,1,0,0,8,1,1,0
"SOX10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOX11",1221,173,2633,19,11,584,234,303,3575,1215,3418,3175,535,436,225
"SOX12",2187,2565,1791,1444,436,1205,1202,1142,1095,1746,7081,2717,796,407,1865
"SOX13",1578,1398,547,2468,1913,1581,2891,1012,2169,6034,2284,3177,2716,456,2831
"SOX14",0,0,0,0,0,0,0,771,0,0,0,96,0,5,1
"SOX15",697,28,10,2078,16,638,40,81,36,21,169,736,23,2854,2269
"SOX17",81,539,845,271,1604,620,3867,571,672,321,223,1111,1205,85,1614
"SOX18",1213,2631,3762,1619,15063,8960,26774,8743,4880,2832,2141,9585,7114,1645,7294
"SOX2",880,51,6,0,0,133,9,3,1,30,1,11,140,267,7
"SOX21",0,553,0,0,0,5,0,94,0,0,2,6,4,21,5
"SOX3",0,1,5,0,1,0,1,0,0,0,0,0,1,1,0
"SOX30",5,11,115,2027,37,60,39,33,21,0,53,102,78,0,118
"SOX4",36971,42015,22727,9804,4607,32526,15978,22335,39678,17064,183032,110369,16123,13029,86223
"SOX5",119,266,0,8,1824,114,876,170,523,367,3,213,42,0,48
"SOX6",64,2490,34,55,449,79,408,360,298,568,15384,7622,274,707,142
"SOX7",50,354,299,78,925,312,1180,198,587,112,197,732,247,260,563
"SOX8",253,1793,5,6,78,84,191,16235,580,19,12910,1863,39,1146,2147
"SOX9",17379,2094,13499,15584,403,3303,2800,16925,35669,15487,27225,46378,9418,1199,5510
"SP1",1991,2172,1921,4446,3618,4134,3222,4489,3231,2707,6268,7033,3913,1226,4164
"SP100",8048,6036,11632,12090,10947,12799,14498,12859,10995,9652,3347,13752,19417,8490,8679
"SP110",736,964,1288,2047,874,1002,1075,982,645,650,242,425,1930,1620,723
"SP140",219,555,679,334,699,583,165,684,74,395,82,138,3464,1024,408
"SP140L",1893,1184,1925,2212,1525,1723,1216,1411,2241,1072,482,1482,4911,2433,848
"SP2",1432,1067,1038,3202,1610,1157,2016,1818,1306,1230,940,3651,1909,756,1277
"SP3",11902,6284,8369,7619,7291,6052,6671,6930,14914,8248,7944,12471,7491,2975,14322
"SP4",494,717,524,378,653,562,412,578,1414,757,975,1585,1386,434,1398
"SP5",488,2,39,425,6,27,33,3,0,85,8,6,237,678,4
"SP6",780,300,10513,7570,60,1479,1022,1350,426,4164,136,643,2979,100,656
"SP7",1,0,2,2,34,0,14,1,0,0,2,2,5,2,0
"SP8",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"SP9",8,0,11,0,0,0,0,0,0,836,251,0,0,35,1
"SPA17",1026,210,903,793,342,298,296,840,1736,67,1770,392,1635,534,1068
"SPACA1",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPACA3",2,1,8,0,1,80,7,59,55,0,36,9,0,0,0
"SPACA4",0,0,1,11,0,2,1,0,5,0,1,0,0,0,0
"SPACA5",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPACA5B",0,0,0,0,0,0,0,0,0,0,5,11,0,0,0
"SPACA7",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
"SPAG1",1059,1143,583,1932,378,347,321,1081,1106,1011,941,1369,2547,132,1556
"SPAG11A",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"SPAG11B",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SPAG16",151,2871,1866,2654,2028,1635,1957,2233,2402,2385,6222,3138,3440,1195,3023
"SPAG17",15,1,2,68,8,38,123,8,1,115,57,38,505,90,93
"SPAG4",827,969,931,143,432,3514,184,1049,1723,3183,1581,1128,5849,293,1257
"SPAG5",3217,991,1622,11215,492,1404,1266,2993,6922,4523,3474,7902,1753,45,4678
"SPAG6",0,2,0,2527,0,12,0,40,0,11,0,1,44,10,320
"SPAG7",5390,4893,7287,7728,8409,7775,9665,8243,7614,6902,21062,10624,8365,3738,7576
"SPAG8",125,18,307,170,54,77,50,184,96,41,63,153,240,186,66
"SPAG9",4906,4682,3438,9429,7098,8274,5936,8193,7368,7117,12978,13215,6148,3998,17846
"SPAM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPANXA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPANXA2",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPANXB1",1,0,7,0,0,113,0,0,0,0,0,0,0,0,0
"SPANXC",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"SPANXD",0,0,2,0,0,8,0,0,0,0,0,0,0,0,0
"SPANXN1",0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
"SPANXN2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPANXN3",0,3,7,0,0,0,0,0,4,4,0,10,60,0,6
"SPANXN4",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"SPANXN5",1,1,0,0,0,24,0,0,0,0,0,1,0,0,0
"SPARC",119971,123233,389465,254330,718523,344116,752883,407075,230428,78051,78419,336016,275958,28289,535582
"SPARCL1",11668,9171,7139,9834,101391,11554,91639,22883,24052,2170,3544,30669,21087,150,22321
"SPAST",3738,1281,1653,1871,1232,1645,1563,1691,4488,2888,2602,4290,2247,604,6775
"SPATA12",143,38,132,18,7,109,29,27,75,7,140,116,53,0,41
"SPATA13",1044,2949,667,3526,1370,2051,1542,3551,1914,3060,5436,4943,6981,2424,2221
"SPATA16",0,63,0,0,0,0,0,0,0,0,7,1,0,4,5
"SPATA17",588,21,100,822,13,148,111,241,924,1060,555,364,645,68,1942
"SPATA18",303,546,592,171,1180,418,1266,395,1556,454,91,665,805,1,4446
"SPATA19",147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA2",1914,1467,1895,3693,1222,1012,2103,2131,2248,2325,2258,2993,3052,514,1615
"SPATA20",811,2192,1550,10857,7200,7286,3965,3526,889,6610,8556,3130,8718,1554,11049
"SPATA21",2,3,5,1,0,0,3,1,1,5,22,0,1,20,1
"SPATA22",152,511,290,160,185,305,364,277,288,146,1278,424,353,365,308
"SPATA24",263,127,288,76,153,210,240,200,637,267,237,494,257,28,114
"SPATA25",10,1,13,5,8,0,4,11,6,12,7,37,0,0,0
"SPATA2L",2014,927,1459,1343,765,1617,908,1277,1922,2176,4200,2124,1932,765,8141
"SPATA3",0,0,0,0,0,0,23,0,0,21,0,16,0,0,28
"SPATA31A1",5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SPATA31A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A6",0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
"SPATA31A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31D1",1,2,0,0,0,1,0,6,2,0,12,6,0,7,1
"SPATA31D3",0,6,1,1,0,2,1,3,0,1,6,2,0,7,5
"SPATA31D4",3,12,0,0,1,6,5,10,0,0,4,3,4,8,1
"SPATA31E1",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"SPATA32",36,0,4,53,10,12,0,23,61,30,35,90,65,0,16
"SPATA33",761,1198,673,725,393,522,765,587,945,1201,2679,732,857,596,2735
"SPATA4",28,0,4,66,3,16,0,0,0,0,0,14,12,0,1
"SPATA45",2,0,16,1,9,18,8,0,7,47,10,12,8,0,25
"SPATA5",797,524,313,357,303,467,395,689,726,387,764,1346,512,524,1114
"SPATA5L1",946,750,1342,928,1117,1358,1298,2304,3019,825,1588,2323,1429,13,2034
