"GENE_SYMBOL","GSM5133931--MGH27","GSM5133940--MGH98"
"MAGOH",1982,2322
"MAGOHB",2195,1264
"MAGT1",3642,9054
"MAK",22,25
"MAK16",2928,2153
"MAL",679,196
"MAL2",2,110
"MALAT1",19571,12323
"MALL",22,17
"MALRD1",1,0
"MALSU1",3457,2124
"MALT1",1161,1277
"MAMDC2",83,95
"MAMDC4",2119,111
"MAML1",2544,2987
"MAML2",1901,1242
"MAML3",1040,1255
"MAMLD1",1939,879
"MAMSTR",59,98
"MAN1A1",793,685
"MAN1A2",2486,3900
"MAN1B1",5114,3599
"MAN1C1",382,1121
"MAN2A1",749,1699
"MAN2A2",9964,3457
"MAN2B1",3734,8440
"MAN2B2",3732,4540
"MAN2C1",7573,3521
"MANBA",170,2055
"MANBAL",4788,5467
"MANEA",512,719
"MANEAL",481,2466
"MANF",3557,5040
"MANSC1",1160,147
"MANSC4",1,4
"MAOA",192,122
"MAOB",11,20
"MAP10",23,9
"MAP1A",216,353
"MAP1B",1138,1175
"MAP1LC3A",141,333
"MAP1LC3B",15813,14213
"MAP1LC3B2",12,76
"MAP1LC3C",5,57
"MAP1S",2440,2133
"MAP2",3526,2197
"MAP2K1",1996,2900
"MAP2K2",15467,8396
"MAP2K3",6055,2442
"MAP2K4",1873,2886
"MAP2K5",1472,1397
"MAP2K6",28,133
"MAP2K7",3029,2916
"MAP3K1",2623,1625
"MAP3K10",1686,1107
"MAP3K11",8772,10117
"MAP3K12",2433,3750
"MAP3K13",289,1192
"MAP3K14",2456,844
"MAP3K15",4,10
"MAP3K19",1,2
"MAP3K2",2738,4510
"MAP3K3",7214,4152
"MAP3K4",511,633
"MAP3K5",197,130
"MAP3K6",4370,2044
"MAP3K7",2094,2314
"MAP3K7CL",69,97
"MAP3K8",230,99
"MAP3K9",6,63
"MAP4",15556,23916
"MAP4K1",172,254
"MAP4K2",1685,873
"MAP4K3",3418,4268
"MAP4K4",15697,17543
"MAP4K5",2659,3986
"MAP6",26,407
"MAP6D1",63,200
"MAP7",22,97
"MAP7D1",5932,9378
"MAP7D2",2,3
"MAP7D3",684,1330
"MAP9",25,139
"MAPK1",8910,17182
"MAPK10",1022,12
"MAPK11",1955,652
"MAPK12",1164,752
"MAPK13",163,193
"MAPK14",4946,8264
"MAPK15",7,2
"MAPK1IP1L",6210,5980
"MAPK3",2901,3019
"MAPK4",71,14
"MAPK6",4145,5393
"MAPK7",1149,1382
"MAPK8",1110,1162
"MAPK8IP1",81,672
"MAPK8IP2",1257,322
"MAPK8IP3",6721,2382
"MAPK9",1648,2419
"MAPKAP1",4791,3860
"MAPKAPK2",8918,11034
"MAPKAPK3",2135,3361
"MAPKAPK5",2601,2157
"MAPKBP1",3910,2395
"MAPRE1",8271,10673
"MAPRE2",5515,9492
"MAPRE3",2434,1961
"MAPT",217,634
"MARCKS",9966,7940
"MARCKSL1",7124,53450
"MARCO",43,119
"MARK1",453,1006
"MARK2",2159,2063
"MARK3",4859,5164
"MARK4",1793,2261
"MARS2",783,1457
"MARVELD1",4265,6877
"MARVELD2",2,138
"MARVELD3",0,6
"MAS1",0,1
"MAS1L",0,0
"MASP1",34,4
"MASP2",109,75
"MAST1",22,49
"MAST2",7988,3426
"MAST3",863,439
"MAST4",295,645
"MASTL",732,548
"MAT1A",641,50
"MAT2A",29705,16852
"MAT2B",4764,7316
"MATK",11,91
"MATN1",40,18
"MATN2",82,4555
"MATN3",17,182
"MATN4",75,42
"MATR3",530,208
"MAU2",4883,5171
"MAVS",6370,9579
"MAX",5798,5615
"MAZ",2349,3311
"MB",3,164
"MB21D2",599,121
"MBD1",6673,4991
"MBD2",4186,4266
"MBD3",6145,4637
"MBD3L1",0,0
"MBD3L2",0,0
"MBD3L3",0,0
"MBD3L4",0,0
"MBD3L5",0,0
"MBD4",1787,2126
"MBD5",617,969
"MBD6",5333,4065
"MBIP",1545,2645
"MBL2",2,1
"MBLAC1",212,157
"MBLAC2",1306,1485
"MBNL1",6942,8999
"MBNL2",12426,13539
"MBNL3",482,1116
"MBOAT1",858,575
"MBOAT2",1001,1766
"MBOAT4",0,5
"MBOAT7",3387,2940
"MBP",33633,21015
"MBTD1",1087,1471
"MBTPS1",6544,11334
"MBTPS2",2399,4333
"MC1R",1371,1334
"MC2R",0,0
"MC3R",0,0
"MC4R",1,0
"MC5R",0,0
"MCAM",8597,41444
"MCAT",1630,1371
"MCC",11962,10594
"MCCC1",1995,1187
"MCCC2",4312,5206
"MCCD1",0,1
"MCEE",790,576
"MCEMP1",0,0
"MCF2",1,2
"MCF2L",3235,25512
"MCF2L2",8,162
"MCFD2",5255,9330
"MCHR1",4,75
"MCHR2",0,0
"MCIDAS",0,14
"MCL1",18825,18395
"MCM10",239,323
"MCM2",1597,1209
"MCM3",18777,11864
"MCM3AP",6329,4734
"MCM4",4897,7523
"MCM5",6001,3035
"MCM6",3259,3309
"MCM7",13572,7170
"MCM8",975,1811
"MCM9",418,492
"MCMBP",2091,2545
"MCMDC2",49,80
"MCOLN1",3899,4279
"MCOLN2",424,540
"MCOLN3",23931,10172
"MCPH1",839,1257
"MCRS1",4114,3964
"MCTP1",143,651
"MCTP2",35,184
"MCTS1",3318,3038
"MCU",538,686
"MCUR1",4961,5036
"MDC1",4651,3619
"MDFI",40,125
"MDFIC",2938,4680
"MDGA1",278,335
"MDGA2",3,854
"MDH1",24141,27358
"MDH1B",1,99
"MDH2",21090,20440
"MDK",608,3729
"MDM1",38,908
"MDM2",13730,7909
"MDM4",3168,2876
"MDN1",2146,1795
"MDP1",128,156
"MDS2",1,0
"ME1",42,72
"ME2",2189,4047
"ME3",143,62
"MEA1",10885,10403
"MEAF6",3083,4542
"MECOM",279,130
"MECP2",4564,5728
"MECR",1972,2276
"MED1",2225,3303
"MED10",3693,1594
"MED11",1540,1378
"MED12",3494,4138
"MED12L",66,26
"MED13",3203,4944
"MED13L",3385,3189
"MED14",3154,3755
"MED15",9079,13842
"MED16",2877,2993
"MED17",1852,3042
"MED18",1131,1539
"MED19",1707,1882
"MED20",1982,4060
"MED21",2133,2657
"MED22",2145,1296
"MED23",1935,1840
"MED24",5808,4956
"MED25",3872,1919
"MED26",540,586
"MED27",1346,1009
"MED28",4044,5089
"MED29",4109,4671
"MED30",390,468
"MED31",551,605
"MED4",3143,2916
"MED6",1463,1792
"MED7",917,1063
"MED8",4560,2420
"MED9",1550,2473
"MEDAG",488,219
"MEF2A",2697,3437
"MEF2C",2794,4491
"MEF2D",3525,8939
"MEFV",12,2
"MEGF10",66,32
"MEGF11",15,2
"MEGF6",198,310
"MEGF8",4605,7413
"MEGF9",4136,3725
"MEI1",13,87
"MEI4",0,0
"MEIG1",5,1
"MEIKIN",0,1
"MEIOB",6,0
"MEIS1",905,3245
"MEIS2",2085,2054
"MEIS3",1054,1941
"MELK",663,644
"MEMO1",170,238
"MEN1",4997,3065
"MEOX1",184,93
"MEOX2",283,33
"MEP1A",18,5
"MEP1B",0,0
"MEPCE",5769,6489
"MEPE",0,0
"MERTK",345,208
"MESP1",4,102
"MESP2",3,25
"MEST",45,77
"MET",44477,1836
"METAP1",2497,2782
"METAP1D",51,588
"METAP2",7477,8546
"METRN",12767,6748
"METRNL",2489,4047
"METTL1",2570,1037
"METTL11B",0,0
"METTL14",1640,2497
"METTL15",1160,1172
"METTL16",1764,2029
"METTL17",4920,3180
"METTL18",787,968
"METTL21A",1147,916
"METTL21C",0,0
"METTL22",1451,1307
"METTL23",1897,2090
"METTL24",1,2
"METTL25",217,351
"METTL2A",1256,1289
"METTL2B",2419,1350
"METTL3",5424,3827
"METTL4",696,965
"METTL5",2007,1980
"METTL6",731,1049
"METTL7A",979,1267
"METTL7B",111,27
"METTL8",1017,1489
"METTL9",8652,16526
"MEX3A",149,958
"MEX3B",260,1504
"MEX3C",4564,3715
"MEX3D",551,1155
"MFAP1",2992,4234
"MFAP2",20,237
"MFAP3",657,2094
"MFAP3L",3169,5791
"MFAP4",564,733
"MFAP5",898,539
"MFF",5395,5705
"MFGE8",14338,42172
"MFHAS1",674,1896
"MFN1",2957,1922
"MFN2",8710,12254
"MFNG",200,175
"MFRP",0,0
"MFSD1",1952,7502
"MFSD10",5528,5010
"MFSD11",1250,1890
"MFSD12",24343,38317
"MFSD2A",22,23
"MFSD2B",23,24
"MFSD3",2101,1685
"MFSD5",3717,3597
"MFSD6",3407,3482
"MFSD6L",3,0
"MFSD8",1222,1070
"MFSD9",490,807
"MGA",1617,1603
"MGAM",0,1843
"MGAM2",5,3
"MGARP",9,3
"MGAT1",26736,10030
"MGAT2",209,379
"MGAT3",170,58
"MGAT4A",698,420
"MGAT4B",14045,11034
"MGAT4C",1,0
"MGAT4D",0,0
"MGAT5",15686,9272
"MGAT5B",15,1548
"MGLL",3061,777
"MGME1",4429,3478
"MGMT",167,94
"MGP",56124,189363
"MGRN1",6693,5313
"MGST1",33,806
"MGST2",313,1170
"MGST3",5723,16233
"MIA",5761,1415
"MIA2",195,117
"MIA3",3630,5369
"MIB1",3055,6286
"MIB2",5481,2284
"MICA",2161,1881
"MICAL1",4775,1752
"MICAL2",374,1586
"MICAL3",5057,2393
"MICALL1",3424,2711
"MICALL2",2926,341
"MICB",165,1011
"MICU1",2552,2484
"MICU2",3107,4326
"MICU3",14,328
"MID1",13080,1087
"MID1IP1",6868,2674
"MID2",1236,615
"MIDN",5442,6171
"MIEF1",3172,5733
"MIEF2",934,1235
"MIEN1",4187,4007
"MIER1",1264,3657
"MIER2",1902,855
"MIER3",1997,2319
"MIF",4200,3388
"MIF4GD",1848,1347
"MIIP",2751,1196
"MILR1",177,276
"MINK1",6652,3882
"MINPP1",856,68
"MIOS",2089,1653
"MIOX",0,0
"MIP",21,11
"MIPEP",1017,2643
"MIPOL1",4,641
"MIS12",1589,2264
"MIS18A",852,839
"MIS18BP1",309,720
"MISP",0,2
"MITD1",1742,1553
"MITF",13104,24603
"MIXL1",0,0
"MKI67",668,1430
"MKKS",4874,7005
"MKLN1",2612,2981
"MKNK1",2339,1973
"MKNK2",4725,4032
"MKRN1",14403,7435
"MKRN2",2617,3983
"MKRN2OS",5,4
"MKRN3",41,1
"MKS1",1609,1435
"MKX",1,1
"MLANA",186007,85598
"MLC1",0,0
"MLEC",23173,29258
"MLF1",386,1138
"MLF2",14232,13011
"MLH1",3059,3561
"MLH3",3075,3563
"MLIP",3873,86
"MLKL",362,507
"MLLT1",4910,5735
"MLLT10",1349,1878
"MLLT11",519,518
"MLLT3",370,737
"MLLT6",6533,4953
"MLN",2,1
"MLNR",6,0
"MLPH",33409,33581
"MLST8",5525,4540
"MLX",5152,5230
"MLXIP",10702,7825
"MLXIPL",4,4
"MLYCD",1797,1977
"MMAA",765,903
"MMAB",1826,1940
"MMACHC",1754,2708
"MMADHC",6193,7207
"MMD",766,402
"MMD2",0,0
"MME",65042,24085
"MMEL1",658,1
"MMGT1",2086,4684
"MMP1",53,512
"MMP10",8,8
"MMP11",155,4406
"MMP12",0,0
"MMP13",1,1411
"MMP14",25284,55474
"MMP15",6204,3302
"MMP16",153,342
"MMP17",8875,10634
"MMP19",225,348
"MMP2",2357,6471
"MMP20",5,0
"MMP21",10,2
"MMP23B",13,8
"MMP24",45,24
"MMP25",93,18
"MMP26",0,0
"MMP27",0,1
"MMP28",46,46
"MMP3",96,80
"MMP7",1,4
"MMP8",0,2553
"MMP9",76,360
"MMRN1",0,3
"MMRN2",1992,601
"MMS19",4352,4359
"MMS22L",267,292
"MN1",120,85
"MNAT1",1414,1692
"MND1",215,196
"MNDA",96,98
"MNS1",128,380
"MNT",2711,1306
"MNX1",2,9
"MOAP1",5209,3191
"MOB1A",5364,8458
"MOB1B",2908,4046
"MOB2",1489,1541
"MOB3A",1212,1753
"MOB3B",4823,763
"MOB3C",1094,917
"MOB4",1549,2851
"MOBP",1,0
"MOCOS",444,719
"MOCS1",946,2487
"MOCS2",4835,3071
"MOCS3",1162,1274
"MOG",18,65
"MOGAT1",5,0
"MOGAT2",0,2
"MOGAT3",0,2
"MOGS",7336,3587
"MOK",18896,3228
"MON1A",1297,1422
"MON1B",3186,3740
"MON2",3311,4053
"MORC1",20,327
"MORC2",2414,2708
"MORC3",2347,3456
"MORC4",183,876
"MORF4L1",21939,29627
"MORF4L2",21703,18952
"MORN1",387,231
"MORN2",1147,1724
"MORN3",6,8
"MORN4",616,446
"MORN5",10,1
"MOS",0,1
"MOSPD1",1701,2067
"MOSPD2",3755,2083
"MOSPD3",2033,1573
"MOV10",4300,2376
"MOV10L1",3,4
"MOXD1",114,255
"MPC1",1110,2081
"MPC2",2817,4479
"MPDU1",7251,6313
"MPDZ",432,2077
"MPEG1",896,1316
"MPG",1850,3580
"MPHOSPH10",3550,3066
"MPHOSPH6",1117,1686
"MPHOSPH8",3362,3879
"MPHOSPH9",790,1062
"MPI",2819,2506
"MPL",5,3
"MPLKIP",3670,2087
"MPND",899,1023
"MPO",2,1
"MPP1",6453,2879
"MPP2",125,565
"MPP3",128,251
"MPP4",54,84
"MPP5",3184,2581
"MPP6",13,224
"MPP7",5,20
"MPPE1",978,1147
"MPPED1",0,3
"MPPED2",28,479
"MPRIP",11389,18844
"MPST",1878,1171
"MPV17",10924,9370
"MPV17L",22,108
"MPV17L2",1462,1480
"MPZ",7853,6544
"MPZL1",4928,2128
"MPZL2",217,199
"MPZL3",44,220
"MR1",3200,5785
"MRAP",2,0
"MRAP2",6,28
"MRAS",5381,6157
"MRC1",266,565
"MRC2",1521,2008
"MREG",4034,7600
"MRFAP1",23644,27360
"MRFAP1L1",5595,5858
"MRGBP",1649,1873
"MRGPRD",0,0
"MRGPRE",0,1
"MRGPRF",30,56
"MRGPRG",0,0
"MRGPRX1",13,0
"MRGPRX2",0,0
"MRGPRX3",43813,0
"MRGPRX4",9,5
"MRI1",1464,1064
"MRLN",0,3
"MRM1",1117,859
"MRO",1,96
"MROH1",2163,1666
"MROH2A",0,0
"MROH2B",0,0
"MROH6",431,340
"MROH7",1,12
"MROH7-TTC4",0,3
"MROH8",90,56
"MROH9",11,1
"MRPL1",1463,1487
"MRPL10",3811,5268
"MRPL11",2382,2913
"MRPL12",2714,2060
"MRPL13",2125,3078
"MRPL14",3608,4159
"MRPL15",4549,8512
"MRPL16",3985,4023
"MRPL17",6992,5120
"MRPL18",2544,2176
"MRPL19",2723,2995
"MRPL2",3584,3914
"MRPL20",6196,4545
"MRPL21",3007,3783
"MRPL22",2334,2011
"MRPL23",1980,1503
"MRPL24",6516,8470
"MRPL27",2842,3890
"MRPL28",3871,4244
"MRPL3",7200,6725
"MRPL30",1941,2715
"MRPL32",5768,4175
"MRPL33",3362,4425
"MRPL34",5000,6946
"MRPL35",4508,7147
"MRPL36",2909,2501
"MRPL37",6465,7170
"MRPL38",637,446
"MRPL39",1672,1958
"MRPL4",3826,3237
"MRPL40",3567,4037
"MRPL41",5583,3271
"MRPL42",4102,5417
"MRPL43",2819,3309
"MRPL44",8506,13696
"MRPL45",3049,4076
"MRPL46",775,797
"MRPL47",2217,1612
"MRPL48",2366,1618
"MRPL49",4332,4727
"MRPL50",2707,1551
"MRPL51",7559,8557
"MRPL52",4667,2993
"MRPL53",302,189
"MRPL54",1946,2080
"MRPL55",2951,3338
"MRPL57",7403,6496
"MRPL9",2219,3332
"MRPS10",5623,6650
"MRPS11",1482,2186
"MRPS12",2719,3848
"MRPS14",1896,4436
"MRPS15",5874,5859
"MRPS16",2772,3437
"MRPS17",1086,714
"MRPS18A",1473,2414
"MRPS18B",9224,12139
"MRPS18C",1301,1545
"MRPS2",2465,1895
"MRPS21",7512,11269
"MRPS22",2515,3539
"MRPS23",3135,4471
"MRPS24",396,476
"MRPS25",5182,6279
"MRPS26",3721,4986
"MRPS27",4900,7177
"MRPS28",660,810
"MRPS30",7881,4384
"MRPS31",1508,1439
"MRPS33",2240,5086
"MRPS34",6253,5544
"MRPS35",2931,4107
"MRPS36",2028,2636
"MRPS5",3342,4735
"MRPS6",7651,2854
"MRPS7",5249,6346
"MRPS9",1742,1626
"MRRF",4284,1244
"MRS2",3678,5838
"MRTO4",4404,3412
"MS4A1",16,22
"MS4A10",0,0
"MS4A12",8,11
"MS4A13",0,1
"MS4A14",162,32
"MS4A15",1,0
"MS4A18",0,0
"MS4A2",19,2
"MS4A3",4,5
"MS4A4A",871,579
"MS4A4E",55,6
"MS4A5",1,0
"MS4A6A",1171,1087
"MS4A6E",3,0
"MS4A7",1818,1338
"MS4A8",138,2
"MSANTD1",26,20
"MSANTD2",1296,686
"MSANTD3",3671,2837
"MSANTD3-TMEFF1",4,8
"MSANTD4",80,2531
"MSC",292,12500
"MSGN1",0,0
"MSH2",3115,2651
"MSH3",1509,1674
"MSH4",16,15
"MSH5",585,138
"MSH5-SAPCD1",47,10
"MSH6",2654,3629
"MSI1",2,23
"MSI2",6954,8505
"MSL1",6544,8593
"MSL2",1568,2134
"MSL3",1358,1609
"MSLN",19,7
"MSLNL",0,0
"MSMB",0,10
"MSMO1",885,2093
"MSMP",0,0
"MSN",50862,45483
"MSR1",987,1993
"MSRA",94,1453
"MSRB1",1135,1626
"MSRB2",1837,2159
"MSRB3",332,4291
"MSS51",87,72
"MST1",1662,982
"MST1R",178,29
"MSTN",6,1
"MSTO1",2341,1111
"MSX1",240,532
"MSX2",468,1455
"MT1A",26,3
"MT1B",0,0
"MT1E",262,168
"MT1F",12,320
"MT1G",20,34
"MT1H",0,1
"MT1HL1",0,0
"MT1M",67,6
"MT1X",1022,385
"MT2A",33971,7629
"MT3",0,0
"MT4",0,1
"MTA1",6097,3173
"MTA2",6560,4414
"MTA3",1672,2260
"MTAP",4972,3163
"MTBP",417,302
"MTCH1",18135,20314
"MTCH2",7656,13864
"MTCL1",61,209
"MTCP1",121,144
"MTDH",6083,11908
"MTERF1",2717,1391
"MTERF2",1049,1192
"MTERF3",1727,1777
"MTERF4",1448,1829
"MTF1",552,988
"MTF2",2097,1787
"MTFMT",614,1155
"MTFP1",396,595
"MTFR1",866,2084
"MTFR1L",4628,7187
"MTFR2",96,102
"MTG1",407,181
"MTG2",2089,2848
"MTHFD1",6186,5730
"MTHFD1L",3145,2030
"MTHFD2",4458,2223
"MTHFD2L",1116,797
"MTHFR",3093,2694
"MTHFS",386,500
"MTHFSD",1400,1529
"MTIF2",2161,3354
"MTIF3",2061,2622
"MTM1",1081,1089
"MTMR1",151,1529
"MTMR10",2799,3634
"MTMR11",1150,640
"MTMR12",2764,2472
"MTMR14",3608,2892
"MTMR2",6698,6770
"MTMR3",901,754
"MTMR4",5025,3944
"MTMR6",3090,4870
"MTMR7",57,116
"MTMR8",0,6
"MTMR9",1133,1639
"MTNR1A",0,0
"MTNR1B",0,0
"MTO1",606,789
"MTOR",7025,7078
"MTPAP",1391,1249
"MTPN",23515,22702
"MTR",3054,8560
"MTRF1",990,810
"MTRF1L",521,667
"MTRNR2L1",6,57
"MTRNR2L10",1,16
"MTRNR2L11",0,6
"MTRNR2L13",0,1
"MTRNR2L3",1,16
"MTRNR2L4",0,12
"MTRNR2L5",0,1
"MTRNR2L6",3,13
"MTRNR2L7",0,1
"MTRNR2L8",11,153
"MTRR",5745,2428
"MTSS1",3086,1132
"MTTP",18,5
"MTURN",3243,3228
"MTUS1",3935,2556
"MTUS2",10,12
"MTX1",1487,1484
"MTX2",5198,5899
"MTX3",1650,1967
"MUC1",95,147
"MUC12",43,53
"MUC13",0,8
"MUC15",2,3
"MUC16",1,3
"MUC17",0,1
"MUC2",2,12
"MUC20",99,10
"MUC21",0,15
"MUC22",0,1
"MUC3A",120,14
"MUC4",8,5
"MUC5AC",1,2
"MUC5B",23,23
"MUC6",2,5
"MUC7",8,6
"MUCL1",1,4
"MUL1",3476,6946
"MUS81",3600,2873
"MUSK",5,1
"MUSTN1",4,3
"MUTYH",1944,758
"MVB12A",3179,2573
"MVB12B",397,568
"MVD",1506,1290
"MVK",1420,1084
"MVP",6860,6966
"MX1",700,3252
"MX2",318,4221
"MXD1",718,676
"MXD3",970,580
"MXD4",3514,7453
"MXI1",8592,13110
"MXRA5",2657,4737
"MXRA7",11114,5930
"MXRA8",1438,2790
"MYADM",14533,7384
"MYADML2",44,3
"MYB",36,34
"MYBBP1A",11209,3273
"MYBL1",543,482
"MYBL2",453,1422
"MYBPC1",15,70
"MYBPC2",1,15
"MYBPC3",9,5
"MYBPH",3,0
"MYBPHL",11,8
"MYC",8127,5655
"MYCBP",1835,1615
"MYCBP2",3871,4235
"MYCBPAP",9,4
"MYCL",8,16
"MYCN",233,0
"MYCT1",510,135
"MYD88",4750,4083
"MYDGF",7007,7158
"MYEF2",4822,4278
"MYEOV",4219,207
"MYF5",0,0
"MYF6",0,1
"MYH1",0,26
"MYH10",9535,6338
"MYH11",310,197
"MYH13",0,2
"MYH14",3204,3005
"MYH15",4,4
"MYH2",1,18
"MYH3",283,20
"MYH4",0,0
"MYH6",0,9
"MYH7",3,58
"MYH7B",342,76
"MYH8",0,0
"MYH9",30968,27973
"MYL1",0,8
"MYL10",11,0
"MYL12A",5498,18994
"MYL12B",29184,20675
"MYL2",0,28
"MYL3",0,11
"MYL4",14,10
"MYL5",1782,904
"MYL6",31870,47529
"MYL6B",3078,3953
"MYL7",0,1
"MYL9",1409,1695
"MYLIP",5613,8637
"MYLK",4287,1871
"MYLK2",5,2
"MYLK3",0,4
"MYLK4",48,154
"MYLPF",21,30
"MYNN",1205,796
"MYO10",43767,36747
"MYO15A",10,38
"MYO15B",1567,405
"MYO16",22,19
"MYO18A",4840,3024
"MYO18B",0,4
"MYO19",3223,2759
"MYO1A",1,8
"MYO1B",10264,11351
"MYO1C",18028,14851
"MYO1D",9114,13087
"MYO1E",5755,6295
"MYO1F",596,273
"MYO1G",167,119
"MYO1H",19,5
"MYO3A",48,0
"MYO3B",24,6
"MYO5A",27807,53442
"MYO5B",20,50
"MYO5C",145,95
"MYO6",255,1221
"MYO7A",977,59
"MYO7B",305,21
"MYO9A",1989,1885
"MYO9B",7604,10941
"MYOC",305,16
"MYOCD",7,3
"MYOD1",0,2
"MYOF",1752,2097
"MYOG",1,0
"MYOM1",54,71
"MYOM2",25,104
"MYOM3",1,10
"MYOT",31,475
"MYOZ1",33,17
"MYOZ2",21,14
"MYOZ3",9,88
"MYPN",166,87
"MYPOP",707,683
"MYRF",1307,45
"MYRFL",1,1
"MYRIP",34,7
"MYSM1",4772,2033
"MYT1",49,14
"MYT1L",1,0
"MYZAP",10,16
"MZB1",70,6
"MZF1",3519,1098
"MZT1",1454,2424
"MZT2A",1015,1411
"MZT2B",3635,3066
"N4BP1",2495,3672
"N4BP2",473,644
"N4BP2L1",169,1241
"N4BP2L2",6302,5490
"N4BP3",435,29
"N6AMT1",1367,1372
"NAA10",5259,4248
"NAA11",0,16
"NAA15",3479,3788
"NAA16",1020,705
"NAA20",5357,5732
"NAA25",1940,2253
"NAA30",1753,3035
"NAA35",1908,844
"NAA38",3657,3529
"NAA40",3696,1722
"NAA50",4853,8526
"NAA60",1813,1297
"NAAA",185,1005
"NAALAD2",30,31
"NAALADL1",156,56
"NAALADL2",153,236
"NAB1",2739,4559
"NAB2",11240,4348
"NABP1",1094,986
"NABP2",2310,3097
"NACA",51829,50574
"NACA2",32,92
"NACAD",9,27
"NACC1",3842,2813
"NACC2",3514,1194
"NADK",3933,4130
"NADK2",2395,1710
"NADSYN1",3726,2835
"NAE1",3323,4535
"NAF1",685,894
"NAGA",4016,4196
"NAGK",6730,4367
"NAGLU",7317,4878
"NAGPA",1453,1762
"NAGS",228,268
"NAIF1",768,665
"NAIP",35,77
"NALCN",5,11
"NAMPT",20683,15706
"NANOG",0,0
"NANOGNB",0,0
"NANOGP8",0,1
"NANOS1",1350,40
"NANOS2",0,0
"NANOS3",3,15
"NANP",693,1410
"NANS",5173,2094
"NAP1L1",25916,29755
"NAP1L2",1,2
"NAP1L3",5,100
"NAP1L4",10291,10307
"NAP1L5",44,405
"NAPA",4840,5532
"NAPB",1267,1095
"NAPEPLD",4990,3184
"NAPG",2970,2380
"NAPRT",6444,2549
"NAPSA",74,25
"NARF",7100,7208
"NARS2",5112,3376
"NASP",7468,3501
"NAT1",460,801
"NAT10",6275,4650
"NAT14",3687,4027
"NAT16",26,47
"NAT2",0,0
"NAT8",1,1
"NAT8L",5894,4231
"NAT9",4679,2561
"NATD1",1112,2074
"NAV1",1702,13252
"NAV2",6329,8061
"NAV3",1259,389
"NBAS",3455,3360
"NBEA",33,356
"NBEAL1",246,286
"NBEAL2",2743,1103
"NBL1",1082,2373
"NBN",2618,3926
"NBPF1",1616,1310
"NBPF10",122,458
"NBPF11",1599,984
"NBPF12",775,817
"NBPF14",378,924
"NBPF15",1347,1582
"NBPF19",598,1075
"NBPF20",70,183
"NBPF26",122,225
"NBPF3",598,983
"NBPF4",0,31
"NBPF6",0,7
"NBPF9",1004,842
"NBR1",11412,17036
"NCALD",174,193
"NCAM1",14,15
"NCAM2",12,212
"NCAN",0,6
"NCAPD2",3232,4920
"NCAPD3",1592,2151
"NCAPG",635,1176
"NCAPG2",2003,1550
"NCAPH",415,641
"NCAPH2",3988,2853
"NCBP1",2841,2262
"NCBP2",8029,3677
"NCBP2L",1,0
"NCCRP1",88,36
"NCDN",4618,3238
"NCEH1",258,379
"NCF1",68,65
"NCF2",342,343
"NCF4",256,174
"NCK1",4130,2590
"NCK2",3508,8646
"NCKAP1",8353,18158
"NCKAP1L",442,481
"NCKAP5",528,1492
"NCKAP5L",3592,2615
"NCKIPSD",1779,2474
"NCL",39114,42301
"NCLN",7893,6460
"NCMAP",0,0
"NCOA1",1741,3192
"NCOA2",2011,1871
"NCOA3",5727,2423
"NCOA4",5774,11680
"NCOA5",2095,3215
"NCOA6",2025,2919
"NCOA7",3375,563
"NCOR1",4681,5497
"NCOR2",6495,6763
"NCR1",1,0
"NCR2",0,1
"NCR3",6,16
"NCR3LG1",69,523
"NCS1",1420,2407
"NCSTN",9368,16300
"NDC1",1595,2634
"NDC80",471,771
"NDE1",1903,2372
"NDEL1",3939,2896
"NDFIP1",7983,15412
"NDFIP2",2004,4417
"NDN",330,198
"NDNF",29,250
"NDOR1",2629,442
"NDP",2,2
"NDRG1",10447,17501
"NDRG2",726,12514
"NDRG3",2313,3330
"NDRG4",513,114
"NDST1",4376,11532
"NDST2",112,80
"NDST3",5,0
"NDST4",0,0
"NDUFA1",8361,12519
"NDUFA10",7708,6970
"NDUFA11",3692,2886
"NDUFA12",2911,4448
"NDUFA13",1858,2091
"NDUFA2",5739,6111
"NDUFA3",3133,3706
"NDUFA4",44629,32821
"NDUFA4L2",894,570
"NDUFA5",7992,6816
"NDUFA6",5516,8619
"NDUFA7",259,171
"NDUFA8",5929,4143
"NDUFA9",2178,2826
"NDUFAB1",5490,7084
"NDUFAF1",1460,1551
"NDUFAF2",2364,1609
"NDUFAF3",9189,6248
"NDUFAF4",1456,1580
"NDUFAF5",995,2839
"NDUFAF6",1141,1170
"NDUFAF7",1352,1040
"NDUFB1",6336,8365
"NDUFB10",4014,7262
"NDUFB11",5935,6956
"NDUFB2",8225,7513
"NDUFB3",4249,6251
"NDUFB4",6659,8244
"NDUFB5",5958,7773
"NDUFB6",4357,2575
"NDUFB7",7522,9649
"NDUFB8",1306,1384
"NDUFB9",6595,11476
"NDUFC1",4243,3588
"NDUFC2",2543,2920
"NDUFC2-KCTD14",0,0
"NDUFS1",4389,12975
"NDUFS2",7764,20787
"NDUFS3",9016,11445
"NDUFS4",3828,5625
"NDUFS5",11328,13935
"NDUFS6",6914,4201
"NDUFS7",3707,5255
"NDUFS8",7975,5699
"NDUFV1",14085,13418
"NDUFV2",807,642
"NDUFV3",3476,3867
"NEB",34,195
"NEBL",179,20
"NECAB1",99,390
"NECAB2",10,8
"NECAB3",2601,2177
