"GENE_SYMBOL","GSM5133931--MGH27","GSM5133940--MGH98"
"ATAD3A",3322,2139
"ATAD3B",6196,1418
"ATAD3C",97,12
"ATAD5",314,240
"ATAT1",2178,1592
"ATCAY",1,2
"ATE1",1113,1966
"ATF1",995,1642
"ATF2",2020,4893
"ATF3",188,1426
"ATF4",41144,18672
"ATF5",826,2209
"ATF6",3848,7904
"ATF6B",9836,14146
"ATF7",2572,2371
"ATF7IP",4052,3903
"ATF7IP2",55,5
"ATG10",562,603
"ATG101",2153,2140
"ATG12",4176,2861
"ATG13",8429,6743
"ATG14",2231,4109
"ATG16L1",1878,2446
"ATG16L2",2428,799
"ATG2A",3210,3771
"ATG2B",3348,3223
"ATG3",4206,4490
"ATG4A",925,1250
"ATG4B",8567,4759
"ATG4C",1641,1611
"ATG4D",2035,1846
"ATG5",1145,1501
"ATG7",1102,1743
"ATG9A",4983,5763
"ATG9B",38,13
"ATIC",11253,5918
"ATL1",164,756
"ATL2",1989,3163
"ATL3",5943,8888
"ATM",10515,5355
"ATMIN",4582,5064
"ATN1",12326,8420
"ATOH1",0,0
"ATOH7",0,12
"ATOH8",5306,211
"ATOX1",3556,4311
"ATP10A",1907,2734
"ATP10B",2013,720
"ATP10D",654,2144
"ATP11A",405,929
"ATP11B",2644,2847
"ATP11C",154,1459
"ATP12A",50,13
"ATP13A1",6134,2942
"ATP13A2",4942,3585
"ATP13A3",4884,2578
"ATP13A4",10,6
"ATP13A5",1,0
"ATP1A1",171482,120369
"ATP1A2",30,101
"ATP1A3",3,19
"ATP1A4",0,2
"ATP1B1",4310,1403
"ATP1B2",61,40
"ATP1B3",14247,13967
"ATP1B4",0,1
"ATP2A1",136,62
"ATP2A2",15153,18666
"ATP2A3",373,324
"ATP2B1",3827,3479
"ATP2B2",0,166
"ATP2B3",1,1
"ATP2B4",6563,26222
"ATP2C1",12576,15011
"ATP2C2",16,10
"ATP4A",2,3
"ATP4B",3,0
"ATP6AP1",13156,11886
"ATP6AP1L",249,258
"ATP6AP2",15078,17479
"ATP6V0A1",7949,9233
"ATP6V0A2",2286,2167
"ATP6V0A4",628,694
"ATP6V0B",12238,12613
"ATP6V0C",1591,1400
"ATP6V0D1",7898,11542
"ATP6V0D2",9,66
"ATP6V0E1",15053,18202
"ATP6V0E2",2670,2342
"ATP6V1A",11006,13605
"ATP6V1B1",266,193
"ATP6V1B2",53954,41282
"ATP6V1C1",10979,10960
"ATP6V1C2",107,95
"ATP6V1D",7678,9310
"ATP6V1E1",14391,15286
"ATP6V1E2",396,409
"ATP6V1F",12248,10656
"ATP6V1G1",21714,10113
"ATP6V1G2",24,647
"ATP6V1G2-DDX39B",0,0
"ATP6V1G3",0,0
"ATP6V1H",7172,5697
"ATP7A",2026,7904
"ATP7B",576,569
"ATP8A1",190,153
"ATP8A2",186,19
"ATP8B1",390,124
"ATP8B2",7467,14131
"ATP8B3",229,381
"ATP8B4",66,117
"ATP9A",6098,6099
"ATP9B",450,1525
"ATPAF1",4722,5963
"ATPAF2",1180,1414
"ATR",2289,2360
"ATRAID",8183,13687
"ATRIP",2,16
"ATRN",5064,11851
"ATRNL1",2,341
"ATRX",2905,5283
"ATXN1",2507,3173
"ATXN10",8631,10001
"ATXN1L",2329,4038
"ATXN2",2733,2363
"ATXN2L",10221,5919
"ATXN3",1474,1512
"ATXN3L",0,0
"ATXN7",1155,1201
"ATXN7L1",971,597
"ATXN7L2",525,481
"ATXN7L3",3693,4154
"ATXN7L3B",10399,11075
"AUH",1055,563
"AUNIP",90,169
"AUP1",15029,11186
"AURKA",652,1828
"AURKAIP1",7363,7602
"AURKB",867,1170
"AURKC",69,48
"AUTS2",314,950
"AVEN",864,809
"AVIL",822,180
"AVL9",4746,2495
"AVP",0,0
"AVPI1",1956,1051
"AVPR1A",293,327
"AVPR1B",0,0
"AVPR2",62,8
"AWAT1",0,0
"AWAT2",0,1
"AXDND1",0,8
"AXIN1",3424,2372
"AXIN2",190,163
"AXL",584,689
"AZGP1",7236,2270
"AZI2",1516,2418
"AZIN1",7497,13043
"AZIN2",660,694
"AZU1",3,1
"B2M",108445,263704
"B3GALNT1",61,122
"B3GALNT2",260,809
"B3GALT1",306,1083
"B3GALT2",111,52
"B3GALT4",159,1561
"B3GALT5",0,3
"B3GALT6",3467,3348
"B3GAT1",1253,5
"B3GAT2",17,2
"B3GAT3",5573,3655
"B3GLCT",2122,3064
"B3GNT2",2049,4172
"B3GNT3",0,3
"B3GNT4",42,14
"B3GNT5",596,190
"B3GNT6",0,0
"B3GNT7",47,198
"B3GNT8",47,26
"B3GNT9",311,1719
"B3GNTL1",608,377
"B4GALNT1",43,20
"B4GALNT2",0,4
"B4GALNT3",130,804
"B4GALNT4",598,220
"B4GALT1",2958,3298
"B4GALT2",3103,3995
"B4GALT3",3619,4095
"B4GALT4",1823,1550
"B4GALT5",3737,6610
"B4GALT6",1134,1854
"B4GALT7",3189,1963
"B4GAT1",3153,3213
"B9D1",1292,884
"B9D2",154,213
"BAALC",106,2301
"BAAT",35,32
"BABAM1",2547,2556
"BACE1",3110,3949
"BACE2",23739,30879
"BACH1",1779,2634
"BACH2",35,130
"BAD",1782,2001
"BAG1",5451,4085
"BAG2",332,237
"BAG3",2090,2236
"BAG4",1472,2412
"BAG5",2317,3292
"BAG6",32257,20418
"BAHCC1",5753,4213
"BAHD1",1683,2293
"BAIAP2",5796,5776
"BAIAP2L1",771,882
"BAIAP2L2",1754,1038
"BAIAP3",125,5
"BAK1",2389,3918
"BAMBI",3347,1470
"BANF1",12078,9598
"BANF2",0,1
"BANK1",5,4
"BANP",915,2790
"BAP1",7379,8386
"BARD1",468,723
"BARHL1",0,1
"BARHL2",0,3
"BARX1",0,8
"BARX2",0,2
"BASP1",337,932
"BATF",31,287
"BATF2",974,587
"BATF3",67,132
"BAX",7366,4282
"BAZ1A",2880,3574
"BAZ1B",5479,6481
"BAZ2A",5638,6782
"BAZ2B",2125,2234
"BBC3",2193,1675
"BBIP1",732,558
"BBOX1",4,4
"BBS1",143,99
"BBS10",2251,1719
"BBS12",1282,847
"BBS2",3432,4139
"BBS4",2569,2482
"BBS5",2826,2211
"BBS7",1218,1017
"BBS9",937,1525
"BBX",4075,4109
"BCAM",2741,622
"BCAN",582,23460
"BCAP29",5238,4489
"BCAP31",16877,17299
"BCAR1",5438,8901
"BCAR3",4181,4337
"BCAS1",6,22
"BCAS2",2490,3070
"BCAS3",2856,1553
"BCAS4",42,32
"BCAT1",276,539
"BCAT2",1985,1494
"BCCIP",1981,2142
"BCDIN3D",417,574
"BCHE",4208,1870
"BCKDHA",113,199
"BCKDHB",708,1107
"BCKDK",4458,6171
"BCL10",826,1623
"BCL11A",5,20
"BCL11B",23,16
"BCL2",3735,2265
"BCL2A1",1870,4294
"BCL2L1",9554,5140
"BCL2L10",0,2
"BCL2L11",755,1155
"BCL2L12",1355,1278
"BCL2L13",8037,6863
"BCL2L14",3,0
"BCL2L15",25,13
"BCL2L2",4633,5094
"BCL2L2-PABPN1",19,18
"BCL3",952,868
"BCL6",1546,934
"BCL6B",660,267
"BCL7A",1795,1489
"BCL7B",5221,3507
"BCL7C",3544,3240
"BCL9",1555,2991
"BCL9L",2266,2609
"BCLAF1",4080,5673
"BCO1",1,1
"BCO2",43,45
"BCOR",1931,2391
"BCORL1",149,866
"BCR",2010,1782
"BCS1L",2533,2712
"BDH1",604,1302
"BDH2",2288,2273
"BDKRB1",4,9
"BDKRB2",16,100
"BDNF",6,3
"BDP1",2589,2345
"BEAN1",15,416
"BECN1",6127,6058
"BECN2",0,0
"BEGAIN",129,140
"BEND2",0,0
"BEND3",133,312
"BEND4",0,1
"BEND5",96,693
"BEND6",13,141
"BEND7",54,111
"BEST1",8416,9328
"BEST2",0,1
"BEST3",0,0
"BEST4",56,5
"BET1",4850,1929
"BET1L",6146,4181
"BEX1",0,4
"BEX2",4,239
"BEX4",209,1596
"BEX5",12,7
"BFAR",12367,7559
"BFSP1",3309,518
"BFSP2",37,1
"BGLAP",19,27
"BGN",8008,7953
"BHLHA15",1,1
"BHLHA9",2,1
"BHLHB9",299,202
"BHLHE22",62,18
"BHLHE23",0,0
"BHLHE40",20951,11254
"BHLHE41",104,1983
"BHMT",0,2
"BHMT2",25,27
"BICC1",261,424
"BICD1",1859,948
"BICD2",2692,2623
"BID",846,1396
"BIK",3,11
"BIN1",125,943
"BIN2",153,96
"BIN3",1987,1982
"BIRC2",7779,4085
"BIRC3",445,122
"BIRC5",1113,2674
"BIRC6",4342,5893
"BIRC7",28733,136
"BIRC8",0,0
"BIVM",104,2580
"BIVM-ERCC5",0,2
"BLACE",0,0
"BLCAP",8333,6200
"BLID",0,1
"BLK",2,4
"BLM",377,422
"BLMH",2510,5528
"BLNK",62,30
"BLOC1S1",2118,101
"BLOC1S2",1639,1920
"BLOC1S3",911,1133
"BLOC1S4",1417,1366
"BLOC1S5",1657,2555
"BLOC1S5-TXNDC5",10,2
"BLOC1S6",4316,7908
"BLVRA",2719,4849
"BLVRB",6249,3514
"BLZF1",2602,4011
"BMF",1145,3135
"BMI1",3297,3527
"BMP1",4948,3037
"BMP10",0,0
"BMP15",0,0
"BMP2",155,17
"BMP2K",1738,761
"BMP3",0,0
"BMP4",985,204
"BMP5",19,1
"BMP6",86,49
"BMP7",0,1705
"BMP8A",31,39
"BMP8B",62,984
"BMPER",8,3
"BMPR1A",1040,2026
"BMPR1B",17,668
"BMPR2",2723,8370
"BMS1",2656,2226
"BMX",329,26
"BNC1",0,2
"BNC2",3802,2280
"BNIP1",1078,799
"BNIP2",5371,7294
"BNIP3",1053,3439
"BNIP3L",8453,12687
"BNIPL",10,25
"BOC",494,1016
"BOD1",4334,3697
"BOD1L1",2497,4780
"BOD1L2",0,2
"BOK",2025,109
"BOLA1",1656,1920
"BOLA2",0,5
"BOLA3",2091,2550
"BOLL",0,1
"BOP1",6046,3432
"BORA",281,351
"BPGM",2389,2075
"BPHL",1858,2777
"BPI",1,11
"BPIFA1",0,1
"BPIFA2",0,0
"BPIFA3",1,0
"BPIFB1",0,0
"BPIFB2",0,0
"BPIFB3",1,0
"BPIFB4",1,12
"BPIFB6",0,1
"BPIFC",0,2
"BPNT1",2510,4762
"BPTF",3156,4788
"BPY2",0,0
"BPY2B",0,0
"BPY2C",0,0
"BRAF",2826,1914
"BRAP",1838,2598
"BRAT1",10292,2677
"BRCA1",1527,983
"BRCA2",552,328
"BRCC3",864,1197
"BRD1",2537,3002
"BRD2",21627,21295
"BRD3",1289,886
"BRD4",6097,3766
"BRD7",5395,4582
"BRD8",3235,4874
"BRD9",6686,2624
"BRDT",0,0
"BRF1",2251,2236
"BRF2",434,815
"BRI3",12499,9006
"BRI3BP",947,1507
"BRICD5",329,104
"BRINP1",1,0
"BRINP2",0,20
"BRINP3",0,0
"BRIP1",377,443
"BRIX1",6810,2323
"BRK1",9772,16697
"BRMS1",4743,3581
"BRMS1L",505,962
"BROX",3111,6721
"BRPF1",1679,1742
"BRPF3",2581,3717
"BRS3",0,0
"BRSK1",121,2227
"BRSK2",26,165
"BRWD1",3278,2988
"BRWD3",1109,1474
"BSCL2",98,554
"BSDC1",4623,6570
"BSG",39959,52089
"BSN",68,87
"BSND",1,0
"BSPH1",0,0
"BSPRY",3,0
"BST1",47,3259
"BST2",5894,16875
"BSX",0,0
"BTAF1",1844,1713
"BTBD1",7032,8583
"BTBD10",2100,2474
"BTBD11",3,13
"BTBD16",0,0
"BTBD17",0,0
"BTBD18",17,4
"BTBD19",2287,639
"BTBD2",7155,6159
"BTBD3",3829,8268
"BTBD6",4002,3063
"BTBD7",1808,2586
"BTBD8",4,8
"BTBD9",1648,4095
"BTC",0,33
"BTD",1889,3021
"BTF3",30127,37294
"BTF3L4",4528,4571
"BTG1",3628,16255
"BTG2",1027,1864
"BTG3",98,3281
"BTG4",1,0
"BTK",1300,701
"BTLA",13,9
"BTN1A1",4,1
"BTN2A1",3456,3875
"BTN2A2",4875,4211
"BTN3A1",3096,2892
"BTN3A2",5884,4447
"BTN3A3",1755,1670
"BTNL2",0,2
"BTNL3",0,1
"BTNL8",1,4
"BTNL9",1763,244
"BTRC",1319,1248
"BUB1",718,1640
"BUB1B",510,995
"BUB3",3074,4171
"BUD13",1163,1380
"BUD31",5059,3767
"BVES",36,455
"BYSL",3643,2927
"BZW1",7835,7602
"BZW2",10120,13152
"C10orf105",0,1
"C10orf120",0,0
"C10orf53",0,0
"C10orf55",11,8
"C10orf62",16,1
"C10orf67",0,8
"C10orf71",0,2
"C10orf82",8,8
"C10orf88",598,555
"C10orf90",1631,356
"C10orf99",0,5
"C11orf1",2515,1684
"C11orf16",4,4
"C11orf21",31,8
"C11orf24",7791,6207
"C11orf40",0,0
"C11orf42",3,5
"C11orf45",17,51
"C11orf49",1286,1708
"C11orf52",3,1
"C11orf53",0,1
"C11orf54",1122,1470
"C11orf58",12874,14770
"C11orf65",69,58
"C11orf68",3437,3397
"C11orf71",2153,1221
"C11orf80",523,328
"C11orf86",0,0
"C11orf87",1,0
"C11orf91",89,11
"C11orf94",4,2
"C11orf95",1630,2471
"C11orf96",15306,1034
"C11orf98",105,88
"C12orf29",1116,1206
"C12orf4",854,1317
"C12orf40",0,1
"C12orf42",10,3
"C12orf43",1420,1575
"C12orf45",1466,901
"C12orf50",0,0
"C12orf54",0,1
"C12orf56",0,2
"C12orf57",5964,6659
"C12orf60",239,497
"C12orf65",1308,1224
"C12orf66",1045,723
"C12orf71",1,1
"C12orf73",575,763
"C12orf75",56,2116
"C12orf76",4726,1536
"C14orf119",7316,5813
"C14orf177",0,0
"C14orf178",4,1
"C14orf180",0,3
"C14orf28",422,289
"C14orf39",0,10
"C14orf93",738,1011
"C15orf39",2573,1252
"C15orf40",1516,1412
"C15orf48",28,122
"C15orf61",1088,974
"C15orf62",121,31
"C15orf65",67,89
"C16orf46",85,72
"C16orf54",30,12
"C16orf70",930,1684
"C16orf71",57,31
"C16orf72",2450,4562
"C16orf74",978,1088
"C16orf78",0,0
"C16orf86",572,591
"C16orf87",794,691
"C16orf89",22,48
"C16orf90",0,0
"C16orf91",869,1162
"C16orf92",0,0
"C16orf95",91,94
"C16orf96",142,28
"C17orf100",299,341
"C17orf107",14,16
"C17orf49",92,72
"C17orf50",0,0
"C17orf58",1555,879
"C17orf64",2,0
"C17orf67",11,4
"C17orf75",2041,2111
"C17orf78",2,0
"C17orf80",1391,2596
"C17orf97",608,192
"C17orf98",0,0
"C17orf99",0,2
"C18orf21",1724,1300
"C18orf25",3633,2537
"C18orf32",463,976
"C18orf54",389,651
"C18orf63",0,0
"C19orf12",2313,3509
"C19orf18",36,11
"C19orf25",1816,2231
"C19orf33",21,6
"C19orf38",112,36
"C19orf44",507,680
"C19orf47",1146,1029
"C19orf48",3625,2674
"C19orf53",7220,6502
"C19orf54",1283,989
"C19orf67",16,13
"C19orf71",455,961
"C19orf73",123,99
"C19orf81",184,76
"C19orf84",1,0
"C1D",996,1780
"C1GALT1",5886,5292
"C1GALT1C1",2312,1730
"C1QA",3767,3198
"C1QB",3987,2891
"C1QBP",10452,13091
"C1QC",2965,3190
"C1QL1",48,253
"C1QL2",0,0
"C1QL3",9,4
"C1QL4",1,10
"C1QTNF1",1709,1396
"C1QTNF2",33,32
"C1QTNF3",130,128
"C1QTNF3-AMACR",3,5
"C1QTNF4",66,61
"C1QTNF5",0,0
"C1QTNF6",2271,2776
"C1QTNF7",0,47
"C1QTNF8",0,0
"C1QTNF9",112,0
"C1QTNF9B",10,1
"C1R",3992,2140
"C1RL",1182,1851
"C1S",6483,3074
"C1orf100",26,2
"C1orf105",0,0
"C1orf109",1413,1790
"C1orf112",394,648
"C1orf115",306,51
"C1orf116",63,45
"C1orf122",5917,5475
"C1orf127",145,13
"C1orf131",931,2088
"C1orf141",0,0
"C1orf146",3,5
"C1orf158",0,1
"C1orf159",1279,933
"C1orf162",480,181
"C1orf167",1,1
"C1orf174",1681,1698
"C1orf185",0,0
"C1orf189",3,1
"C1orf194",8,9
"C1orf198",3083,11426
"C1orf21",4043,13432
"C1orf210",0,1
"C1orf216",3888,3237
"C1orf226",110,67
"C1orf35",1998,2448
"C1orf43",17798,40586
"C1orf50",648,686
"C1orf52",1717,1531
"C1orf53",145,666
"C1orf54",808,334
"C1orf56",637,846
"C1orf68",1,4
"C1orf74",22,715
"C1orf87",0,43
"C1orf94",0,0
"C2",1173,289
"C20orf141",0,1
"C20orf144",52,10
"C20orf173",0,0
"C20orf194",2933,3105
"C20orf202",23,12
"C20orf27",3406,4792
"C20orf85",0,0
"C20orf96",881,1218
"C21orf58",527,316
"C21orf62",4,4
"C21orf91",3439,4429
"C22orf15",1,8
"C22orf23",97,111
"C22orf31",0,0
"C22orf39",2761,3660
"C22orf42",0,5
"C22orf46",1970,2171
"C2CD2",310,268
"C2CD2L",2612,1329
"C2CD3",1441,2230
"C2CD4A",0,0
"C2CD4B",22,2
"C2CD4C",92,24
"C2CD4D",88,49
"C2CD5",3494,2409
"C2orf15",20,53
"C2orf16",182,307
"C2orf42",677,1006
"C2orf49",921,1906
"C2orf50",3,17
"C2orf66",115,6
"C2orf68",1776,1791
"C2orf69",1024,1088
"C2orf72",0,284
"C2orf73",1,2
"C2orf74",136,176
"C2orf76",930,710
"C2orf78",0,0
"C2orf80",1,0
"C2orf83",3,0
"C2orf88",2410,2666
"C2orf91",737,0
"C3",3116,299
"C3AR1",425,718
"C3orf14",20,2276
"C3orf18",134,1440
"C3orf20",112,47
"C3orf22",0,0
"C3orf33",10,248
"C3orf38",1831,2361
"C3orf49",2,6
"C3orf52",18,150
"C3orf62",1459,708
"C3orf70",41,888
"C3orf80",23,87
"C3orf84",0,0
"C4A",175,39
"C4B",108,48
"C4BPA",0,3
"C4BPB",2,0
"C4orf17",1,0
"C4orf19",25,374
"C4orf3",10035,24462
"C4orf33",604,1149
"C4orf36",130,576
"C4orf45",0,1
"C4orf46",550,1093
"C4orf47",20,129
"C4orf48",2068,1778
"C4orf50",0,1
"C4orf51",0,0
"C5",566,110
"C5AR1",447,351
"C5AR2",30,9
"C5orf15",4562,11383
"C5orf22",15958,3246
"C5orf24",4080,6457
"C5orf34",698,275
"C5orf38",1,204
"C5orf46",0,4
"C5orf47",9,8
"C5orf49",0,0
"C5orf51",8315,4157
"C5orf52",0,7
"C5orf63",13,268
"C6",1,0
"C6orf118",0,0
"C6orf120",1095,1219
"C6orf132",18,17
"C6orf136",1478,1690
"C6orf141",8,4
"C6orf15",0,0
"C6orf163",11,5
"C6orf201",16,34
"C6orf223",1,9
"C6orf226",1522,1243
"C6orf47",1771,3366
"C6orf52",264,73
"C6orf58",2,5
"C6orf62",14523,20380
"C6orf89",8533,13988
"C7",125,67
"C7orf25",83,65
"C7orf26",2271,2117
"C7orf31",17,708
"C7orf33",0,0
"C7orf50",9737,4401
"C7orf57",17,12
"C7orf61",29,20
"C7orf77",0,0
"C8A",0,1
"C8B",0,0
"C8G",397,58
"C8orf33",3890,6095
"C8orf34",2,0
"C8orf37",173,163
"C8orf48",10,248
"C8orf58",1209,1084
"C8orf74",0,0
"C8orf76",369,547
"C8orf82",2256,1784
"C8orf86",5,0
"C8orf88",44,324
"C8orf89",0,32
"C9",3,2
"C9orf116",93,81
"C9orf129",0,0
"C9orf131",0,0
"C9orf135",0,0
"C9orf152",1,0
"C9orf153",10,3
"C9orf16",3457,2009
"C9orf24",0,2
"C9orf40",987,352
"C9orf43",79,54
"C9orf50",12,10
"C9orf57",1,0
"C9orf64",102,932
"C9orf72",1210,232
"C9orf78",4832,2999
"C9orf85",1287,736
"C9orf92",0,1
"CA1",1,7
"CA10",3,0
"CA11",412,423
"CA12",1109,244
"CA13",17,75
"CA14",4838,22985
"CA2",246,686
"CA3",0,6
"CA4",364,21
"CA5A",0,1
"CA5B",1504,2057
"CA6",13,1
"CA7",2,2
"CA8",100,235
"CA9",1,7
"CAAP1",2023,859
"CAB39",3735,5662
"CAB39L",1135,2269
"CABIN1",11729,3707
"CABLES1",10967,28224
"CABLES2",706,692
"CABP1",121,20
"CABP2",0,0
"CABP4",15,7
"CABP5",0,0
"CABP7",22,10
"CABS1",0,0
"CABYR",13,17
"CACFD1",3266,906
"CACHD1",233,773
"CACNA1A",44,93
"CACNA1B",0,0
"CACNA1C",181,107
"CACNA1D",3,262
"CACNA1E",1,14
"CACNA1F",1,24
"CACNA1G",1,19
"CACNA1H",276,206
"CACNA1I",1,2
"CACNA1S",0,1
"CACNA2D1",41,987
"CACNA2D2",115,8
"CACNA2D3",7,8
"CACNA2D4",70,117
"CACNB1",420,230
"CACNB2",34,17
"CACNB3",519,813
"CACNB4",34,13
"CACNG1",0,0
"CACNG2",0,1
"CACNG3",0,0
"CACNG4",1,9
"CACNG5",0,0
"CACNG6",0,0
"CACNG7",0,6
"CACNG8",14,7
"CACTIN",1945,1451
"CACUL1",1691,1688
"CACYBP",3226,6655
"CAD",6000,4272
"CADM1",126,9901
"CADM2",4,0
"CADM3",28,4
"CADM4",443,1460
"CADPS",5,4495
"CADPS2",313,984
"CAGE1",5,3
"CALB1",4,18
"CALB2",25,3
"CALCA",0,0
"CALCB",0,1
"CALCOCO1",6810,8129
"CALCOCO2",4314,5646
"CALCR",26,5
"CALCRL",1294,568
"CALD1",24692,14835
"CALHM1",0,0
"CALHM2",303,543
"CALHM3",0,0
"CALM1",14508,19539
"CALM2",46801,44644
"CALM3",19822,22657
"CALML3",2,32
"CALML4",137,45
"CALML5",47,81
"CALML6",35,22
"CALN1",0,3
"CALR",28074,40460
"CALR3",0,2
"CALU",32464,49851
"CALY",3,0
"CAMK1",94,73
"CAMK1D",161,147
"CAMK1G",127,614
"CAMK2A",78,311
"CAMK2B",19,44
"CAMK2D",272,3484
"CAMK2G",1170,822
"CAMK2N1",227,2072
"CAMK2N2",47,59
"CAMK4",27,13
"CAMKK1",574,143
"CAMKK2",2558,3689
"CAMKMT",400,316
"CAMKV",0,15
"CAMLG",2049,4688
"CAMP",0,17
"CAMSAP1",1780,1490
"CAMSAP2",3033,7939
"CAMSAP3",1,5
"CAMTA1",1718,2549
"CAMTA2",4306,2312
"CAND1",6002,10513
"CAND2",19,83
"CANT1",2346,5636
"CANX",41688,62318
"CAP1",34554,26645
"CAP2",1936,2446
"CAPG",1544,1161
"CAPN1",8647,10339
"CAPN10",2142,810
"CAPN11",18,75
"CAPN12",9,13
"CAPN13",0,0
"CAPN14",22,183
"CAPN15",2771,1326
"CAPN2",12920,43342
"CAPN3",4627,2356
"CAPN5",5994,799
"CAPN6",296,1
"CAPN7",2164,2917
"CAPN8",2,7
"CAPN9",7,62
"CAPNS1",25612,21088
"CAPNS2",41,13
"CAPRIN1",20528,24246
"CAPRIN2",6035,1692
"CAPS",943,323
"CAPS2",8,107
"CAPSL",0,0
"CAPZA1",8882,11201
"CAPZA2",9112,11018
"CAPZA3",0,0
"CAPZB",12178,15436
"CARD10",763,91
"CARD11",50,31
"CARD14",367,275
"CARD16",3308,61
"CARD17",0,0
"CARD18",0,0
"CARD6",2228,847
"CARD8",3706,2815
"CARD9",107,53
"CARF",446,662
"CARHSP1",2164,1939
"CARM1",2402,2841
"CARNMT1",1136,664
"CARNS1",55,10
"CARS2",3653,3868
"CARTPT",0,1
"CASC3",6081,10390
"CASD1",3915,5034
"CASK",849,1488
"CASKIN1",17,95
"CASKIN2",1467,1984
"CASP1",4011,189
"CASP10",742,425
"CASP14",20,22
"CASP16P",29,6
"CASP2",4046,2504
"CASP3",2503,2192
"CASP4",7033,2636
"CASP5",13,1
"CASP6",716,533
"CASP7",686,1060
"CASP8",1613,1264
"CASP8AP2",599,815
"CASP9",1460,986
"CASQ1",3,11
"CASQ2",229,84
"CASR",0,1
"CASS4",22,19
"CAST",11726,8507
"CASZ1",39,100
"CAT",1726,4302
"CATIP",25,5
"CATSPER1",17,195
"CATSPER2",233,109
"CATSPER3",2,1
"CATSPER4",0,0
"CATSPERB",0,191
"CATSPERD",1,8
"CATSPERG",238,52
"CAV1",30461,16396
"CAV2",12157,4430
"CAV3",0,1
"CBARP",687,199
"CBFA2T2",3593,2442
"CBFA2T3",146,18
"CBFB",3228,5011
"CBL",1823,1956
"CBLB",403,1293
"CBLC",0,4
"CBLL1",2628,2362
"CBLN1",35,457
"CBLN2",0,24
"CBLN3",69,148
"CBLN4",5,3
"CBR1",24507,9606
"CBR3",1977,1408
"CBR4",2349,2047
"CBS",4,14
"CBSL",0,1
"CBWD1",845,471
"CBWD2",766,1233
"CBWD3",101,19
"CBWD5",486,19
"CBX1",4656,7392
"CBX2",966,1250
"CBX3",42882,22362
"CBX4",6189,6806
"CBX5",7811,8757
"CBX6",6126,4862
"CBX7",2084,1892
"CBX8",1634,1457
"CBY1",1706,1583
"CBY3",36,16
"CC2D1A",3202,1923
"CC2D1B",8967,3860
"CC2D2A",1620,2821
"CC2D2B",4,5
"CCAR1",2841,3472
"CCAR2",7127,6205
"CCBE1",20,8
"CCDC102A",500,644
"CCDC102B",106,359
"CCDC103",0,1
"CCDC105",0,1
"CCDC106",1336,973
"CCDC107",913,335
"CCDC110",8,92
"CCDC112",266,437
"CCDC113",136,261
"CCDC114",23,21
"CCDC115",2756,5145
"CCDC116",38,14
"CCDC117",63,169
"CCDC12",2748,1608
"CCDC120",36,569
"CCDC121",362,784
"CCDC122",124,383
"CCDC124",6542,4730
"CCDC125",64,121
"CCDC126",675,691
"CCDC127",4160,2228
"CCDC13",75,23
"CCDC130",5026,2020
"CCDC134",155,246
"CCDC136",12,148
"CCDC137",1511,1890
"CCDC138",225,294
"CCDC14",7913,2162
"CCDC140",191,97
"CCDC141",15,0
"CCDC142",752,355
"CCDC144A",191,98
"CCDC144NL",1,3
"CCDC146",247,182
"CCDC148",23,36
"CCDC149",151,1533
"CCDC15",204,278
"CCDC150",42,55
"CCDC151",10,22
"CCDC152",31,33
"CCDC153",5,29
"CCDC154",1094,177
"CCDC157",303,248
"CCDC158",7,7
"CCDC159",2105,982
"CCDC160",1,1
"CCDC166",0,0
"CCDC167",2273,1959
"CCDC168",0,4
"CCDC169",0,72
"CCDC169-SOHLH2",0,2
"CCDC17",165,44
"CCDC170",9,27
"CCDC171",288,358
"CCDC172",0,0
"CCDC173",5,15
"CCDC174",1465,2057
"CCDC175",0,0
"CCDC177",0,1
"CCDC178",7,0
"CCDC179",56,57
"CCDC18",288,183
"CCDC180",397,35
"CCDC181",24,122
"CCDC182",0,0
"CCDC183",95,38
"CCDC184",2,58
"CCDC185",0,0
"CCDC186",512,520
"CCDC22",2162,1510
"CCDC24",414,378
"CCDC25",4044,3543
"CCDC27",0,1
"CCDC28A",806,1189
"CCDC28B",911,1072
"CCDC3",194,219
"CCDC30",339,178
"CCDC33",0,1
"CCDC34",940,880
"CCDC38",3,2
"CCDC40",313,179
"CCDC42",0,0
"CCDC43",2932,3227
"CCDC47",6123,9978
"CCDC50",16526,7114
"CCDC51",2046,1742
"CCDC54",0,0
"CCDC57",4485,1180
"CCDC58",831,900
"CCDC59",1524,2248
"CCDC6",1265,1911
"CCDC60",0,0
"CCDC61",597,667
"CCDC62",88,48
"CCDC63",1,1
"CCDC65",41,65
"CCDC66",1025,717
"CCDC68",31,0
"CCDC69",396,122
"CCDC7",4,29
"CCDC70",1,0
"CCDC71",1631,1754
"CCDC71L",12528,2616
"CCDC73",15,22
"CCDC74A",4,285
"CCDC74B",2,83
"CCDC77",524,724
"CCDC78",2070,520
"CCDC8",3155,3673
"CCDC80",6998,5971
"CCDC81",25,15
"CCDC82",2118,2828
"CCDC83",4,0
"CCDC85A",52,39
"CCDC85B",6789,4818
"CCDC85C",492,570
"CCDC86",3123,1747
"CCDC87",4,38
"CCDC88A",2152,2077
"CCDC88B",231,307
"CCDC88C",115,33
"CCDC89",92,2
