"GENE_SYMBOL","GSM4799042--1060699","GSM4799043--1014406","GSM4799044--1048276","GSM4799050--1097378","GSM4799052--1048434","GSM4799063--1082336","GSM4799072--1095369","GSM4799074--1020492","GSM4799077--1094680","GSM4799080--1058310","GSM4799081--1092277","GSM4799082--1048939","GSM4799083--1031074","GSM4799092--1050416","GSM4799109--1037570","GSM4799112--1081859","GSM4799114--1048099","GSM4799115--1025388","GSM4799118--1029017","GSM4799119--1072745"
"HTN1",1470,0,5,0,365,0,96,0,0,58,0,0,40,3,0,0,100,0,313,0
"HTN3",0,0,1,0,140,0,0,1,8,0,0,0,36,10,15,0,0,0,1,0
"HTR1A",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"HTR1B",0,0,0,0,0,0,0,0,16,0,0,0,3,0,0,0,1,0,0,0
"HTR1D",100,0,0,0,46,0,0,0,0,4,50,0,42,14,0,0,0,0,0,0
"HTR1E",0,0,0,0,4,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0
"HTR1F",4,0,0,0,12,0,0,5,0,67,0,0,4,9,26,0,0,1,1,3
"HTR2A",0,0,85,1,12,0,0,18,4,11,34,0,206,48,30,2,1983,0,1,0
"HTR2B",4153,5,407,209,16,0,1739,53,0,462,273,0,5,4825,195,130,18,185,3,0
"HTR2C",0,0,0,0,2,0,8,0,0,0,7,0,67,92,0,0,0,8,0,0
"HTR3A",0,1,0,0,5,0,0,0,0,0,0,0,36,0,0,0,16,16,0,24
"HTR3B",0,0,0,0,2,0,23,0,0,2,6,0,57,0,0,0,0,0,0,0
"HTR3C",0,0,0,1,5,0,0,0,0,0,290,0,34,0,0,0,0,0,0,0
"HTR3D",0,0,0,0,6,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0
"HTR3E",0,0,0,0,15,0,0,0,0,0,1,0,63,237,0,0,0,0,0,0
"HTR4",0,0,0,14,107,0,0,0,0,0,0,41,49,0,0,0,16,0,0,0
"HTR5A",0,0,0,0,9,0,0,0,0,0,0,0,17,0,0,0,12,0,0,0
"HTR6",0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1
"HTR7",0,0,0,1,0,1,0,0,0,17,1,0,1,46,5,14,6,12,18,0
"HTRA1",4343,3734,2748,625,325,10,1325,4571,3687,1498,1113,952,300,3675,4036,1168,1,714,224,84
"HTRA2",356,587,369,166,47,5,414,260,2546,467,76,534,52,290,517,352,0,334,46,1
"HTRA3",214,680,70,2,16,0,20,372,5,18,52,22,11,128,499,272,2,70,0,40
"HTRA4",525,0,1,363,116,0,14,0,0,22,118,230,56,269,64,10,21,9,107,0
"HTT",1869,814,519,2347,716,18,1587,1900,7,1181,1881,2228,385,1734,1948,679,4006,2804,471,751
"HUNK",713,27,0,44,29,0,106,202,0,433,27,350,184,557,76,4,20,49,0,42
"HUS1",1060,581,1074,1053,406,4,716,634,1,1983,1501,680,173,2021,1381,536,18,2126,267,12
"HUS1B",0,5,23,0,6,0,0,0,0,0,9,0,1,0,5,0,0,1,0,0
"HUWE1",7490,2557,2312,6059,2287,29,5335,4385,194,5022,5733,3816,846,5485,7564,3870,257,9019,1739,889
"HVCN1",272,193,1513,128,88,2,936,83,2,105,844,390,118,525,257,69,0,152,22,0
"HYAL1",440,0,9,186,124,0,34,42,0,38,1020,1002,63,238,9,169,0,40,40,169
"HYAL2",330,211,770,144,155,1,864,105,1,396,1887,3,44,882,741,457,7594,369,104,83
"HYAL3",0,0,0,27,5,0,43,1,0,149,55,0,9,72,190,2,0,78,28,95
"HYAL4",139,0,0,0,20,0,0,230,0,0,0,0,40,4,0,4,20,0,0,0
"HYDIN",45,21,1,14,63,0,3,0,0,5,18,1,396,5,478,0,7,13,6,0
"HYI",82,357,29,173,60,0,27,106,0,54,56,113,14,46,126,14,0,39,122,3
"HYKK",309,54,1,582,371,0,180,562,0,617,280,87,352,761,170,247,7,597,37,0
"HYLS1",896,8,582,181,121,5,301,602,1,832,490,0,82,768,517,156,4,399,8,1
"HYOU1",1081,375,95,327,121,6,2622,800,4,2137,2445,352,175,1481,1402,74,8565,653,152,270
"HYPK",169,40,97,416,93,0,328,111,1,189,195,129,167,98,256,15,16,184,113,66
"IAH1",2288,419,407,2827,287,1,2054,740,1,2277,1785,259,334,2141,1970,1310,10,3038,114,120
"IAPP",0,0,0,7,1,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0
"IARS2",6866,2236,1299,1844,319,1,5336,2011,4,5914,1815,1236,232,2980,4941,1292,3756,4970,586,64
"IBA57",595,475,96,494,228,2,778,319,1,459,769,910,255,580,637,731,2,1011,132,99
"IBSP",181,0,0,0,0,0,0,6,0,0,0,0,13,53,153,0,0,0,12,0
"IBTK",3258,798,3888,2798,2015,2,2225,2489,21,2935,3940,498,559,6005,3736,2351,7995,2450,2058,157
"ICA1",848,1067,474,160,206,3,622,1424,2,1404,2062,1990,161,682,715,196,0,1260,50,90
"ICA1L",301,303,244,677,41,2,242,146,2,339,378,70,300,520,207,106,33,177,52,10
"ICAM1",1506,884,167,452,357,6,2219,164,5,3214,7742,31,271,2278,1583,40,4,1525,168,315
"ICAM2",310,238,1555,57,23,3,478,175,2,202,1900,47,30,316,285,355,33,116,0,0
"ICAM3",2,0,0,18,0,0,23,22,0,0,97,0,3,11,5,0,0,28,0,32
"ICAM4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ICAM5",0,0,0,0,7,0,0,0,0,1,1,0,20,0,0,0,24,0,0,0
"ICE1",2505,612,661,1102,1028,9,2557,1792,14529,828,1803,880,177,2220,1672,1373,7,1640,1326,9
"ICE2",2818,554,1947,4981,1028,37,2732,1960,7,2478,1920,2203,526,2347,2273,1007,288,3203,906,121
"ICK",1443,303,492,899,1297,2,769,1252,5,3357,554,1036,200,3287,674,154,32,1338,1497,5
"ICMT",969,557,664,819,153,9,1397,462,8,2305,1247,69,198,1767,1683,4193,1,792,196,159
"ICOS",234,0,975,0,31,0,178,110,0,50,116,0,0,153,90,0,52,131,5,0
"ICOSLG",8,0,1,1,1,0,36,4,0,4,0,0,12,13,38,0,0,8,0,0
"ID1",262,572,258,44,71,0,117,276,0,76,139,217,12,28,77,180,0,14,0,199
"ID2",2898,1505,2172,3285,845,2,2057,4968,10,1896,6513,1090,145,5268,1758,544,11831,1380,436,299
"ID3",181,267,89,41,30,1,237,93,1,87,854,12,19,1156,162,177,8547,113,6,29
"ID4",2942,1146,655,167,746,0,366,1455,0,1693,139,782,67,802,649,56,206,903,447,67
"IDE",1912,249,902,705,172,0,1011,1080,0,1193,1711,122,246,1260,1361,1380,114,931,143,93
"IDH1",6090,2096,1269,3452,188,4,2350,3132,33,2887,13069,559,409,9665,4904,417,1453,3741,402,227
"IDH2",698,152,390,285,187,0,802,796,11,128,343,626,175,635,226,3980,24,373,190,94
"IDH3A",1120,373,30,763,200,3,1881,1307,2,1616,1926,430,183,1160,1475,618,18,1938,270,111
"IDH3B",2367,881,279,4359,930,9,2463,1388,722,914,4249,2004,329,5745,2473,2815,1,6506,888,386
"IDH3G",1842,450,180,1490,747,8,2179,1395,1006,1746,3040,1649,200,2260,2022,1519,60,2083,931,218
"IDI1",2485,211,1520,1343,366,2,1674,1685,3,3219,4184,353,96,2182,1143,2006,0,3048,502,117
"IDI2",17,0,0,37,1,0,9,29,0,39,0,0,15,6,4,750,0,29,0,0
"IDNK",691,17,169,707,54,0,217,174,0,259,529,70,148,353,265,152,0,401,33,11
"IDO1",262,0,71,0,1103,0,616,619,0,198,3417,0,96,773,202,531,0,270,1175,0
"IDO2",68,0,2,45,4,0,25,0,1,4,63,0,30,50,23,0,12,0,30,0
"IDS",2448,1300,1211,3066,1421,3,1451,1456,5,2625,2686,776,288,2500,4177,1043,965,1550,574,81
"IDUA",71,83,40,44,49,0,74,76,0,40,16,4,4,24,147,14,0,57,77,54
"IER2",216,1849,122,49,101,2,286,104,1,227,136,128,52,53,315,101,0,76,268,868
"IER3",197,468,49,16,119,0,356,77,0,45,102,54,76,314,432,54,0,176,122,396
"IER3IP1",3101,458,1580,2763,332,3,2455,1374,1,4792,4380,261,332,5005,2917,1708,66,4131,205,305
"IER5",785,340,458,381,292,1,680,250,16,747,363,61,68,468,451,309,433,278,208,219
"IER5L",79,32,0,21,19,0,13,66,0,84,32,7,6,11,100,17,0,24,17,10
"IFFO1",456,677,1084,1000,1199,4,794,226,5,533,655,472,195,660,585,1157,13,875,1312,36
"IFFO2",988,58,85,175,199,0,174,271,2,238,66,1196,61,108,144,62,265,59,131,766
"IFI16",4936,4843,6957,3867,4438,71,28717,6253,9,22307,9931,1852,650,17905,13938,1744,112,18675,6969,1436
"IFI27",2144,3138,6890,603,626,78,1799,1854,236,2584,30685,1330,51,7514,10425,3639,40299,509,392,1762
"IFI27L1",472,56,416,401,127,1,273,134,5,758,764,118,77,486,462,270,13,755,46,7
"IFI27L2",656,479,1746,157,231,13,734,570,595,2258,1137,345,3,578,1021,275,1,1393,199,225
"IFI30",19,206,300,49,63,0,108,67,4,43,616,29,32,204,119,33,1,17,17,16
"IFI35",789,40,1099,229,357,21,962,217,20,1694,3812,1075,84,1616,1046,141,1,1269,406,340
"IFI44",378,1487,2368,189,415,4,523,2090,4,2239,2633,691,56,3648,1738,654,4,459,352,735
"IFI44L",427,1249,5028,402,705,11,421,2806,6,1712,5307,27,226,4044,2799,853,981,393,485,1551
"IFI6",111,328,180,102,283,1,344,207,794,629,1142,40,96,408,1932,145,2415,107,1096,244
"IFIH1",1059,159,1888,91,195,4,1189,1047,0,841,2254,179,63,1012,1518,131,4569,691,617,155
"IFIT1",377,147,575,134,120,1,372,214,1,4934,6744,96,30,2100,1570,398,3,448,95,133
"IFIT1B",0,0,1,0,0,0,0,0,0,1,4,0,2,12,0,0,0,7,0,0
"IFIT2",693,283,2019,218,293,2,861,454,2,7561,9004,74,41,2557,1743,45,1,807,905,137
"IFIT3",1169,707,1138,1196,619,21,1472,1146,5,6717,15296,551,179,3707,3318,543,355,2165,501,299
"IFIT5",822,392,1285,20,149,1,530,370,0,1561,1511,119,74,763,525,228,501,372,289,2
"IFITM1",4052,2103,9785,665,2772,87,15193,2634,3821,6555,9702,1546,182,11242,8993,3241,4288,1584,854,1932
"IFITM10",71,0,9,28,17,0,6,140,0,42,29,67,1,134,54,37,0,23,7,67
"IFITM2",7208,6233,8316,5282,1943,60,21021,1902,4241,45769,24628,1664,281,20738,27871,4408,26910,7987,1052,1414
"IFITM3",19527,8955,11031,7807,10326,172,31665,4312,956,63223,36696,5414,501,42841,31483,8916,39143,8885,3919,6105
"IFITM5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA1",0,0,0,0,0,0,0,0,0,11,0,0,16,3,5,0,0,0,0,0
"IFNA10",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IFNA13",0,0,0,0,1,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0
"IFNA14",0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"IFNA16",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA17",0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"IFNA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA21",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA6",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IFNA7",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"IFNA8",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"IFNAR1",2063,1251,1436,1448,378,5,3656,2176,1047,4695,6223,546,219,8613,3573,896,26,5755,201,70
"IFNAR2",126,11,300,138,104,0,342,260,8,368,343,1,61,911,590,86,11,233,37,59
"IFNB1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNE",5,0,0,0,1,0,0,0,0,6,0,0,0,0,270,0,0,0,0,0
"IFNG",0,0,314,1,17,0,44,0,0,36,115,0,6,41,38,0,0,15,24,0
"IFNGR1",4161,1969,12674,808,613,31,4384,2228,49,2575,21719,1047,210,11140,2087,1088,520,2704,221,267
"IFNGR2",1284,1474,1902,823,276,5,1900,742,14,2058,1216,732,318,3192,3480,768,507,2230,432,193
"IFNK",0,0,40,13,0,0,5,0,0,0,0,0,1,7,62,3,40,0,14,2
"IFNL1",0,0,1,0,0,0,0,0,0,0,11,0,61,0,0,0,0,0,0,0
"IFNL2",0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"IFNL3",0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"IFNLR1",1,0,122,8,5,0,15,160,0,11,63,52,75,23,22,39,0,33,1,1
"IFNW1",0,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0
"IFRD1",1895,2774,926,2137,1587,12,3362,1146,1,2064,2336,586,525,2948,2837,1852,528,2001,1358,139
"IFRD2",561,434,480,344,40,9,444,207,0,668,576,45,93,354,746,510,1,556,109,163
"IFT122",924,298,21,1353,517,4,804,244,7,499,1177,56,265,1593,1088,184,21,598,298,27
"IFT140",128,1,11,124,119,0,258,35,1,193,257,114,182,284,120,14,0,113,134,9
"IFT172",1865,300,909,2452,421,0,525,1105,5,1526,751,737,430,1236,1481,621,34,1469,251,71
"IFT20",387,82,121,680,125,8,1082,295,4,397,1245,100,129,1483,1187,205,0,1894,52,6
"IFT22",1814,34,701,850,120,7,1972,63,6,5720,1355,188,118,2368,1475,687,2,1565,164,1
"IFT27",1145,371,530,681,387,1,115,343,0,645,403,520,210,685,651,285,38,515,297,56
"IFT43",1475,844,669,1299,396,5,1039,364,18,1473,1497,117,94,1066,1692,988,8,944,77,186
"IFT46",1002,153,240,1309,94,5,901,479,3,1722,2490,680,163,758,900,800,1,1058,179,16
"IFT52",1385,385,960,740,221,8,2170,489,8,4097,2716,1184,180,4403,1618,236,1,2624,295,12
"IFT57",790,316,910,79,160,0,1277,1169,0,1143,10462,175,45,2148,1612,443,38,895,176,41
"IFT74",745,581,557,1147,252,3,578,606,0,1259,1136,452,240,961,1669,602,0,371,335,16
"IFT80",892,157,846,333,179,1,264,466,1,769,725,647,349,1535,1309,127,1,1020,69,1
"IFT81",1407,228,228,842,608,3,1208,1245,7,4197,763,227,276,1644,2546,476,1,1343,1666,29
"IFT88",1221,97,1610,3629,1194,6,3383,707,4,1835,1002,719,326,1746,1946,715,0,3251,961,91
"IGBP1",5283,621,2533,2882,525,22,4198,2290,6,6977,3969,723,113,5920,3850,2077,0,8931,797,263
"IGDCC3",1,0,8,25,66,0,0,0,0,5,0,0,110,19,0,0,0,0,0,0
"IGDCC4",242,6,915,1092,113,0,991,152,1,156,0,84,227,3987,297,623,32,169,0,0
"IGF1",469,1079,1005,212,257,0,304,959,0,776,218,94,89,991,410,822,70,105,174,16
"IGF1R",2449,997,1138,9927,1892,11,3715,2409,0,5738,2196,902,636,3327,5115,1851,24,15559,1489,205
"IGF2",181,2383,526,154,162,0,342,1552,0,75,0,7,11,20959,103,1354,52,42,45,17
"IGF2BP1",0,0,0,0,29,0,0,0,0,12,1,0,131,89,0,0,6,16,0,0
"IGF2BP2",745,513,5,2782,511,6,208,755,2,3523,443,230,226,1693,4794,81,686,2106,396,177
"IGF2BP3",0,19,161,28,102,0,1,30,0,454,57,23,242,135,131,1,0,136,0,2
"IGF2R",2590,1046,614,1519,921,3,1477,2221,4,944,2434,1920,476,3093,3259,2284,9201,1437,934,139
"IGFALS",0,0,0,3,3,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0
"IGFBP1",0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IGFBP2",15,56,6,90,2,4,744,8,36,142,29,21,134,330,56,30,113,69,9,2
"IGFBP3",1942,4282,11021,8807,2451,22,3181,2916,8,3457,633,2979,102,2669,741,569,165,1953,1786,272
"IGFBP4",2391,9488,3667,971,390,22,1013,4862,1773,3417,3320,1740,233,3473,1957,2910,11392,587,83,433
"IGFBP5",3412,12813,8138,132,1412,33,4106,7014,10,3161,357,3121,117,9053,932,7158,6687,1335,839,100
"IGFBP6",235,1755,2,7,27,0,52,449,0,165,9,9,10,57,70,475,78,75,15,60
"IGFBP7",4780,4695,14250,23029,2616,18,3794,3496,14,5133,2048,1146,167,5435,6790,3560,8578,5891,696,445
"IGFBPL1",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"IGFL1",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,67
"IGFL2",194,0,0,0,6,0,0,71,0,0,0,348,17,2,2,0,0,1,60,66
"IGFL3",0,0,0,1,36,0,0,43,0,0,0,185,23,0,5,0,0,1,0,0
"IGFL4",2,0,0,126,35,0,0,99,0,121,0,52,34,0,53,0,0,184,58,8
"IGFLR1",21,1,165,23,60,0,119,89,0,64,52,23,31,58,180,4,20,23,32,41
"IGFN1",0,0,1,0,8,0,0,62,0,21,0,9,85,87,0,1018,30,0,0,0
"IGHMBP2",272,136,44,750,185,0,341,304,14,340,224,235,77,302,132,212,1384,219,255,163
"IGIP",2106,691,409,290,336,0,410,726,5,1520,521,630,45,692,333,416,60,1340,381,0
"IGLL1",0,0,14,0,0,0,4,0,0,0,0,0,5,0,1,0,0,1,0,0
"IGLL5",0,10,2243,2,20,1,5038,67,1600,0,17,0,12,283,123,5,0,259,13,20
"IGLON5",0,22,0,0,2,0,0,0,0,0,0,0,22,1,0,0,32,0,0,0
"IGSF1",77,0,0,1,39,0,0,0,0,13,0,0,56,160,264,1,1,0,0,0
"IGSF10",61,365,47,47,20,8,59,394,0,51,1626,64,90,387,4,13,0,25,7,0
"IGSF11",1554,0,0,4374,918,1,956,233,0,1773,73,56,69,439,430,186,12,2781,204,0
"IGSF21",0,0,1,0,11,0,27,5,0,8,1,0,3,89,38,0,10,8,0,16
"IGSF22",204,0,35,93,5,0,57,80,0,35,130,0,66,91,55,3,17,12,0,46
"IGSF23",0,0,0,20,2,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0
"IGSF3",754,17,280,4886,1372,4,122,1441,0,3177,2682,224,281,1294,7044,147,0,10331,519,486
"IGSF5",104,0,0,15,9,0,0,0,0,40,0,0,25,11,27,0,0,4,0,0
"IGSF6",4368,1298,6687,1347,513,9,3187,2304,16,2456,14435,566,273,7861,3621,260,351,884,488,332
"IGSF8",182,34,99,606,621,1,916,131,18,421,613,85,61,331,1635,24,0,502,197,145
"IGSF9",163,0,0,14,10,0,0,149,1,0,0,808,33,0,7,0,40,1,0,148
"IGSF9B",34,1,8,0,6,0,0,29,6,25,0,1,13,14,61,1,0,64,0,121
"IHH",0,0,0,0,1,0,0,1,0,0,20,0,2,0,0,0,29,0,0,62
"IK",5982,2830,6770,3321,1404,16,6199,5457,2370,6814,8920,2323,115,7245,3709,3610,71,4569,2009,61
"IKBIP",592,286,333,207,40,0,199,460,11,842,270,15,72,726,1299,249,0,507,358,16
"IKBKB",2256,491,804,1789,1775,2,2347,1653,9,1252,1888,2350,457,2068,1527,784,9973,1002,1014,271
"IKBKE",627,98,376,202,155,8,559,310,65,877,635,125,127,742,299,14,14,624,332,259
"IKBKG",9,3,0,10,20,0,4,6,0,32,55,0,9,32,40,4,0,23,1,0
"IKZF1",1163,51,4423,99,168,1,1982,348,11,295,1275,52,73,880,421,10,4,304,54,8
"IKZF2",836,377,586,3,33,1,273,420,10,467,257,331,182,693,224,394,22,248,101,35
"IKZF3",485,94,4254,63,470,4,3546,434,5311,42,1098,11,175,598,402,1,91,556,257,7
"IKZF4",201,176,148,215,156,0,158,62,1,146,166,163,154,512,236,171,12,130,291,72
"IKZF5",1845,85,978,399,785,0,1326,170,14,946,1394,572,127,895,927,324,18,793,319,12
"IL10",108,2,0,13,5,0,122,65,0,1,146,0,16,221,71,4,0,95,0,0
"IL10RA",539,336,1945,151,434,5,1256,654,38,249,1131,320,38,739,842,183,12,274,198,68
"IL10RB",720,448,834,600,98,5,1492,451,1,1194,3724,740,123,5143,1850,672,11946,1117,40,28
"IL11",88,0,0,0,7,0,0,4,0,2,0,0,18,0,35,0,0,0,0,0
"IL11RA",655,420,653,519,100,4,589,1276,0,202,623,2111,34,843,228,338,6,586,1,98
"IL12A",0,0,0,0,3,0,0,61,0,1,0,0,1,1,0,0,0,0,1,0
"IL12B",4,0,0,0,11,0,0,138,0,0,25,0,11,10,0,0,0,2,14,0
"IL12RB1",83,2,202,25,78,1,251,13,10,63,598,83,182,246,116,0,84,16,104,43
"IL12RB2",0,20,18,37,128,0,537,51,0,2,136,1,75,128,2,224,1,360,61,5
"IL13",0,0,0,1,8,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0
"IL13RA1",3001,1531,1283,756,544,6,1683,1705,7,2924,4039,126,152,4725,2754,1366,9660,2772,443,322
"IL13RA2",0,62,0,11,19,0,266,339,1,107,1926,0,67,57,5905,0,15,7,1,0
"IL15",393,44,800,61,102,1,357,169,2,79,371,113,65,249,117,297,1158,295,61,9
"IL15RA",380,421,820,75,48,2,206,381,758,91,667,138,62,140,107,108,4,66,5,64
"IL16",1783,243,3105,990,618,4,1651,570,7,931,1887,294,300,1097,699,46,2,632,827,53
"IL17A",0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"IL17B",0,0,0,0,1,0,2,0,0,2,0,0,0,16,0,4,0,1,0,0
"IL17C",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IL17D",175,297,1,659,423,0,149,0,0,20,14,37,1,118,19,919,7,337,144,0
"IL17F",0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0
"IL17RA",1122,170,442,414,505,1,533,1010,9,491,1540,1359,354,820,844,228,22,358,326,371
"IL17RB",182,1,384,77,24,0,32,232,0,59,987,185,82,141,105,25,0,83,10,1
"IL17RC",4,5,0,65,59,1,50,100,4,34,36,36,93,50,53,2,11,47,86,15
"IL17RD",283,285,14,148,117,0,57,70,4,146,155,0,227,1300,347,77,44,544,17,18
"IL17RE",255,5,1,25,26,0,42,517,0,35,515,669,135,51,34,58,0,14,5,14
"IL17REL",0,0,1,0,6,0,1,0,8,0,0,0,26,0,0,0,15,0,0,0
"IL18",989,10,1967,79,69,7,1178,701,1,437,2996,1651,28,1491,764,4150,7,260,178,108
"IL18BP",659,71,1142,217,476,0,698,346,38,392,1836,317,13,872,147,51,0,84,61,197
"IL18R1",63,83,706,19,15,0,57,101,0,67,517,18,31,78,206,0,0,37,120,32
"IL18RAP",1,90,398,25,105,0,33,463,1,1,589,0,13,13,28,0,0,31,0,0
"IL19",0,0,0,0,11,0,0,0,0,11,0,0,24,0,0,0,4,8,0,0
"IL1A",3,1,0,0,25,0,7,0,0,4,98,0,21,9,3,0,0,0,0,0
"IL1B",63,200,245,7,4,0,539,6,0,138,704,0,54,163,52,0,0,2,8,178
"IL1F10",0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0
"IL1R1",1879,1388,3404,292,64,0,291,1872,13,737,3401,1389,126,1317,963,430,8476,228,65,86
"IL1R2",579,74,0,17,2,0,705,708,0,5,646,195,110,67,36,6,0,26,37,29
"IL1RAP",878,12,108,259,358,2,1633,365,11,4675,861,428,405,1290,3249,206,188,2601,222,94
"IL1RAPL1",19,0,0,16,53,0,64,167,0,451,90,0,78,287,345,0,0,26,56,0
"IL1RAPL2",0,0,0,20,9,1,25,14,3,8,0,0,64,2,39,0,0,0,0,0
"IL1RL1",5,2,0,8,9,0,0,12,4,6,2684,4,42,32,0,1,0,0,0,29
"IL1RL2",114,0,0,2,4,0,0,23,0,0,0,159,25,21,21,55,0,5,0,2
"IL1RN",292,1,0,14,18,74,227,720,7578,32,1372,833,45,78,22,154,0,18,0,725
"IL2",81,0,24,0,1,0,0,0,0,4,7,0,11,6,2,0,0,0,0,0
"IL20",99,0,0,11,15,0,0,0,0,0,0,0,15,4,0,0,0,0,0,42
"IL20RA",206,5,0,6,13,0,0,600,0,1,132,1421,53,11,0,0,0,0,0,1
"IL20RB",1145,8,4,20,5,0,33,1885,6,64,94,4188,27,110,85,33,0,150,37,487
"IL21",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"IL21R",64,0,423,0,43,0,248,1,0,20,79,0,151,108,44,3,0,61,13,1
"IL22",0,0,118,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IL22RA1",121,0,0,7,2,0,0,118,2,45,0,187,25,0,2,0,0,3,0,416
"IL22RA2",202,0,80,1,19,0,74,94,4,4,0,8,25,0,0,0,0,0,0,0
"IL23A",1,0,0,61,2,0,24,91,0,28,30,0,17,26,56,0,0,16,3,52
"IL23R",40,0,0,6,11,0,73,0,0,0,125,10,139,18,0,0,0,0,3,0
"IL24",92,158,739,94,8,1,454,400,6,109,24,0,43,26,105,75,0,72,18,24
"IL25",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
"IL26",17,0,267,0,7,0,30,1,0,0,0,0,3,0,0,0,0,1,11,0
"IL27",0,0,1,5,4,0,3,0,0,0,24,0,22,1,0,0,0,0,0,0
"IL27RA",177,96,526,32,145,0,240,528,0,173,317,25,131,96,371,111,0,170,200,28
"IL2RA",966,54,465,18,5,1,796,444,20,253,335,0,27,607,179,44,46,197,49,30
"IL2RB",298,5,660,17,147,1,244,377,0,41,241,14,28,194,147,1,0,77,17,0
"IL2RG",4147,73,4878,146,333,17,5867,358,32,500,6804,285,46,2391,903,109,633,997,63,71
"IL3",0,0,0,0,3,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"IL31",0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,44,0,0,0,0
"IL31RA",291,1,0,1,57,0,0,0,7,0,0,0,33,31,0,4,13948,1,0,8
"IL32",1607,299,1813,342,289,6,1332,701,122,968,2780,210,35,1395,851,6686,4261,176,189,163
"IL33",1008,328,5884,175,211,4,3962,1636,1,506,6805,1197,21,796,29,769,20,204,360,194
"IL34",20,0,43,0,4,0,41,18,5,1,78,286,39,126,54,9,1,13,12,10
"IL36A",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IL36B",0,1,0,0,1,0,0,0,0,0,108,0,25,0,0,0,0,0,0,0
"IL36G",0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,8
"IL36RN",47,0,0,0,3,0,0,0,28,0,0,491,19,0,0,0,0,0,0,127
"IL37",0,0,0,0,1,0,0,0,10,0,0,9,0,0,9,0,0,0,0,0
"IL3RA",290,168,444,397,125,0,298,188,0,66,3473,222,38,306,224,45,0,101,62,35
"IL4",0,0,0,0,25,14,1,0,0,0,16,0,2,1,1,0,0,1,0,0
"IL4I1",62,1,4,9,2,0,86,2,372,0,20,0,23,6,2,0,67,14,6,7
"IL4R",907,158,971,233,161,9,1195,1157,2,386,964,1113,175,608,336,107,1672,237,249,687
"IL5",0,0,0,5,0,0,0,0,0,5,32,0,0,12,1,0,0,0,12,0
"IL5RA",4,0,1,126,8,4,41,6,0,11,120,8,252,13,7,0,0,9,0,0
"IL6",0,3174,0,0,32,7,72,63,0,35,32,0,3,85,27,0,199,11,0,232
"IL6R",402,414,239,276,750,1,2230,314,18,1457,2012,170,304,828,1608,773,0,1017,839,125
