"GENE_SYMBOL","GSM4799042--1060699","GSM4799043--1014406","GSM4799044--1048276","GSM4799050--1097378","GSM4799052--1048434","GSM4799063--1082336","GSM4799072--1095369","GSM4799074--1020492","GSM4799077--1094680","GSM4799080--1058310","GSM4799081--1092277","GSM4799082--1048939","GSM4799083--1031074","GSM4799092--1050416","GSM4799109--1037570","GSM4799112--1081859","GSM4799114--1048099","GSM4799115--1025388","GSM4799118--1029017","GSM4799119--1072745"
"ADAMTS20",0,20,0,0,22,6,0,0,0,0,0,0,69,11,27,0,1,0,0,0
"ADAMTS3",51,14,134,113,10,0,66,55,0,65,90,0,48,423,42,7,6,220,0,6
"ADAMTS4",40,1295,29,28,436,1,1214,343,5,237,25,0,343,916,907,126,54,58,216,346
"ADAMTS5",1030,3006,530,100,132,3,153,3735,2,275,239,35,213,2705,163,747,33,130,49,47
"ADAMTS6",49,89,233,4,146,0,121,495,12,68,220,0,78,288,108,23,8,177,468,16
"ADAMTS7",5,0,1,6,35,0,1,19,0,8,1,0,1,25,2,2,0,3,1,0
"ADAMTS8",2,0,0,0,10,0,5,4,20,1,499,0,68,1,0,29,0,0,0,0
"ADAMTS9",726,2143,996,89,247,0,414,1180,0,213,260,82,238,1408,295,777,8,595,180,102
"ADAMTSL1",144,505,88,125,45,0,19,112,23,323,20,402,109,1420,58,276,0,72,50,60
"ADAMTSL2",9,1,17,9,20,0,27,6,2,0,15,1,15,9,2,27,1,1,0,0
"ADAMTSL3",164,86,61,79,27,0,28,386,0,61,561,459,237,947,174,522,48,45,13,0
"ADAMTSL4",275,254,0,206,272,2,126,403,1,98,392,53,127,172,167,114,28,37,252,182
"ADAMTSL5",10,34,5,12,7,0,4,0,4,10,1,49,5,0,4,91,17,0,2,0
"ADAP1",0,101,1,13,29,0,5,25,83,3,16,1,19,2,6,0,0,1,0,0
"ADAP2",632,2030,644,586,483,4,604,1117,39,812,1227,182,221,2524,2004,562,8045,478,811,577
"ADAR",6769,2199,5152,5605,3717,29,9584,4601,25,10302,10661,3123,646,13988,8868,1165,1315,9753,1872,572
"ADARB1",1560,73,692,748,330,3,1130,1072,10,1164,681,450,143,2335,687,275,35,1590,126,149
"ADARB2",18,0,0,0,14,0,13,18,0,1,19,0,23,6,0,0,60,98,4,0
"ADAT1",718,104,478,1133,555,17,1211,481,0,1529,1125,104,280,1583,2284,357,3,1302,498,14
"ADAT2",727,156,173,1180,249,0,855,698,13,647,1396,657,212,741,1591,266,1,1057,181,261
"ADAT3",0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0
"ADCK1",1020,198,235,566,387,0,510,131,1,1022,930,177,115,510,388,222,0,837,290,145
"ADCK2",279,275,10,83,166,0,209,321,4,1018,501,51,46,303,450,150,0,209,80,0
"ADCK5",13,2,4,7,35,1,87,2,98,5,12,39,22,19,57,1,0,13,17,22
"ADCY1",58,168,677,704,131,0,97,55,1,126,1416,2,576,678,816,188,52,1562,24,0
"ADCY10",17,0,0,27,78,0,6,0,1,11,0,0,263,24,4,0,38,2,1,0
"ADCY2",505,5,0,4,58,0,0,571,0,48,0,312,464,2,0,1303,6,35,56,7
"ADCY3",127,205,108,259,36,1,568,342,21,223,460,245,78,288,521,75,0,161,7,52
"ADCY4",676,1241,2044,95,118,2,367,1128,1,95,982,913,76,288,149,256,0,53,18,194
"ADCY5",117,519,92,94,34,0,7,54,4,51,108,45,66,39,20,40,4,5,20,0
"ADCY6",1275,845,984,850,442,6,447,1141,2,946,682,290,124,1725,546,101,14,623,136,74
"ADCY7",27,19,1,21,24,0,46,86,3,38,242,43,43,81,72,4,6,10,75,35
"ADCY8",6,0,0,0,26,0,0,411,0,1,20,6,47,0,1,0,4,0,0,0
"ADCY9",809,172,197,382,333,0,339,216,0,304,219,128,284,188,215,542,18,328,267,123
"ADCYAP1",0,0,24,0,0,0,0,172,6,1,0,0,17,14,0,0,0,0,0,0
"ADCYAP1R1",142,74,104,24,48,0,14,22,0,10,86,4,105,53,3,67,127,10,17,5
"ADD1",6724,2871,2337,5706,1980,16,3167,3212,14,2996,3708,2726,521,5648,3327,2249,48,4535,767,455
"ADD2",172,103,24,507,80,0,60,103,20,101,76,0,200,131,0,277,15,60,6,10
"ADD3",6239,5190,5432,7106,2191,15,5144,3721,3,5242,3245,2231,335,8288,2420,2121,3529,2582,1426,60
"ADGB",0,0,0,0,12,0,0,101,0,0,0,0,134,17,54,0,0,0,0,0
"ADGRA1",40,0,0,0,7,0,0,0,0,0,0,0,18,0,0,4,12,0,0,0
"ADGRA2",185,85,2,485,326,1,562,83,0,268,161,10,46,1070,78,11,0,53,387,2
"ADGRA3",1948,194,234,5574,414,1,865,467,0,2031,433,234,273,2311,1592,1372,2,1467,159,122
"ADGRB1",15,0,4,1,31,0,120,0,0,5,0,5,2,0,2,0,0,0,29,0
"ADGRB2",16,22,0,10,10,0,16,20,0,9,0,0,19,8,15,35,1,1,0,0
"ADGRB3",2,46,0,13,753,0,24,421,8,20,65,0,89,282,45,0,0,210,391,1
"ADGRD1",278,107,39,113,73,0,53,180,10,36,705,6,57,241,0,211,5,21,0,0
"ADGRD2",0,0,0,0,34,0,0,29,0,0,0,21,161,0,0,0,0,0,1,10
"ADGRE1",0,0,0,2,69,0,36,1,0,17,761,0,244,124,41,0,6,5,0,0
"ADGRE2",253,86,3,559,462,0,259,388,13,98,1963,1323,416,270,173,1,77,136,215,51
"ADGRE3",0,0,0,1,29,0,0,5,1,19,947,0,235,5,35,0,6,0,0,0
"ADGRE5",811,788,763,458,476,3,1640,729,0,756,3714,273,334,733,1334,612,66,1137,302,289
"ADGRF1",0,1,0,0,6,0,0,42,7,16,1909,0,442,6,0,0,32,1,0,0
"ADGRF2",231,0,0,0,14,0,0,0,0,0,0,14,45,2,0,34,1,0,0,2
"ADGRF3",100,0,0,111,31,0,45,2,8,12,56,1,31,17,30,12,5,14,10,1
"ADGRF4",50,0,0,0,16,0,0,23,5,0,0,149,27,7,0,7,0,0,0,5
"ADGRF5",1455,5704,2550,316,263,4,1748,2775,4,1162,14605,155,148,3642,334,1065,1039,422,17,137
"ADGRG1",3278,467,22,574,5447,3,4197,948,26,5021,1598,949,416,395,6764,41,1,5301,3248,179
"ADGRG2",339,49,137,284,123,0,115,205,0,103,89,401,187,372,213,84,224,86,31,0
"ADGRG3",0,0,0,1,8,0,3,8,1,15,416,0,41,0,2,0,10,5,0,0
"ADGRG4",0,0,0,0,19,0,10,0,0,0,0,0,55,0,0,0,30,22,0,1
"ADGRG5",0,11,44,0,12,0,126,2,0,20,310,1,51,25,50,0,5,31,18,114
"ADGRG6",287,38,567,182,773,2,1105,819,0,250,1970,519,113,978,46,9,4,651,751,65
"ADGRG7",0,0,0,27,13,0,0,4,0,0,0,0,118,4,0,0,4,0,0,0
"ADGRL1",120,133,23,105,232,0,193,99,4,138,95,76,40,123,141,52,22,71,300,84
"ADGRL2",1526,238,2075,139,51,1,1136,694,8,421,2158,22,141,2877,442,283,1,336,3,105
"ADGRL3",570,122,176,15,99,0,100,257,4,14,181,39,149,1088,72,64,19,75,0,42
"ADGRL4",381,3427,930,154,325,1,467,1810,0,464,1349,64,97,1316,217,1463,0,330,17,208
"ADGRV1",144,83,1,14,151,0,116,36,1,66,1400,17,181,39,216,24,49,506,67,0
"ADH1A",4,18,0,1216,2,1,0,0,0,10,4,1,2,60,1,9,0,5,0,0
"ADH1B",287,24743,1064,4245,745,12,7,346,10,8,28151,672,20,523,0,1613,4719,53,1,0
"ADH1C",1,439,0,1179,0,17,0,0,1,6,143,0,11,82,0,423,0,8,0,0
"ADH4",13,0,0,2763,28,0,0,0,1,1,14,0,52,110,0,0,0,2,0,38
"ADH5",5892,3371,4753,4529,834,7,5855,2885,5,8845,8471,1472,286,25390,5521,2657,367,10266,513,241
"ADH6",59,10,0,301,8,0,0,9,0,9,19,0,36,130,6,0,18,29,0,0
"ADH7",0,0,0,20,8,0,0,0,0,7,0,0,20,0,0,52,0,0,0,0
"ADHFE1",758,457,1883,3077,310,1,1493,545,10,1109,622,469,52,776,236,890,0,612,173,15
"ADI1",2166,1265,384,2234,867,7,1161,678,5,1848,853,276,283,736,2145,2237,0,1188,436,96
"ADIG",0,0,0,0,33,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0
"ADIPOQ",306,15950,0,0,372,14,0,283,0,0,0,329,64,189,0,1453,13,11,0,0
"ADIPOR1",3577,816,654,2164,1112,2,4402,1287,22,4161,3065,1171,441,2091,3755,1461,20,3613,574,287
"ADIPOR2",3015,1484,541,6432,1334,3,1505,1224,2995,3528,1465,1361,250,1382,900,746,6,6554,886,79
"ADIRF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADK",1514,993,1803,799,96,6,755,1754,6,1618,2756,994,120,1552,1168,995,1,623,133,97
"ADM",52,973,67,113,4,2,666,31,8,12,50,43,2,24,114,55,34,44,6,194
"ADM2",26,0,193,2,16,0,14,81,0,140,1,0,40,0,49,0,1,12,22,0
"ADM5",2,0,0,0,12,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0
"ADNP",7438,1083,3039,6423,1858,29,7358,3268,136,6458,6960,1152,493,11867,11878,2041,1006,9832,1466,212
"ADNP2",909,53,647,853,203,0,493,530,0,889,604,1401,265,669,759,24,0,1028,192,495
"ADO",867,102,323,121,182,1,439,329,0,1286,439,2,69,596,877,488,6,613,111,36
"ADORA1",0,2,0,0,12,0,0,2,7,1,1,12,31,54,6,10,0,2,0,0
"ADORA2A",0,0,1,6,24,8,17,0,0,0,0,0,53,2,2,1,0,0,0,0
"ADORA2B",606,0,0,589,2,2,44,352,0,65,165,627,65,73,32,9,1,324,9,9
"ADPGK",2052,1216,3251,2780,1300,12,3383,1407,7,1799,3594,1675,471,2628,3105,819,0,2142,318,472
"ADPRH",106,101,233,52,44,0,879,174,0,97,957,20,33,458,85,286,25,352,79,1
"ADPRHL1",0,0,123,96,2,0,0,0,0,20,40,0,5,79,0,2300,0,20,1,0
"ADPRHL2",829,63,11,298,165,5,281,15,4,520,607,542,80,429,770,539,0,287,232,39
"ADPRM",582,204,222,1708,267,1,673,407,1,1332,898,120,43,828,607,292,0,1328,59,12
"ADRA1A",4,251,0,59,14,50,6,4,1,0,48,0,35,6,0,0,0,0,0,0
"ADRA1B",0,0,0,10,2,0,0,0,0,0,0,0,2,9,0,0,0,9,0,0
"ADRA1D",1,0,3,4,2,0,0,73,0,0,0,0,2,0,0,0,0,0,0,0
"ADRA2A",325,514,530,1,9,0,140,213,0,5,25,136,4,46,3,105,157,13,0,1
"ADRA2B",12,6,0,31,49,0,24,90,1,1,0,0,8,15,0,0,0,0,0,23
"ADRA2C",1,0,32,15,0,0,8,1,0,21,0,0,6,0,2,3,0,25,0,0
"ADRB1",23,403,0,0,80,0,1022,0,0,18,1856,0,55,93,0,88,1,2,0,0
"ADRB2",33,1027,89,686,16,0,92,622,0,101,349,158,11,93,94,192,0,17,8,59
"ADRB3",0,0,0,0,14,0,1,0,4,0,25,7,7,0,0,0,0,0,0,0
"ADRM1",265,227,84,145,249,5,834,297,2,200,674,229,73,960,1485,679,1,1050,219,101
"ADSL",3713,674,2007,5802,557,14,5641,825,6930,5782,4081,494,516,5487,5482,3990,13,5510,500,196
"ADTRP",1245,0,203,24,65,2,184,214,0,36,2628,6,109,246,149,1,0,21,4,7
"AEBP1",813,1861,2433,1226,3897,24,2389,2153,576,5946,668,565,448,11365,6109,176,14640,16566,7289,358
"AEBP2",1590,428,2109,2858,1027,2,1821,2609,4,2405,1612,1185,331,3249,1361,460,4,4804,616,98
"AEN",1075,222,125,1444,601,0,1398,334,219,2093,633,0,147,1321,2476,265,61,1751,603,86
"AFAP1",1251,398,304,262,164,4,1461,880,0,1911,179,265,99,1275,1344,173,22,425,237,127
"AFAP1L1",381,531,244,209,796,0,581,489,1,1561,1405,460,40,1335,942,386,78,867,744,7
"AFAP1L2",350,268,70,40,792,1,920,677,8,312,823,517,55,1222,2014,190,0,645,759,155
"AFF1",2188,1496,1136,190,484,3,2192,1957,2,1238,2505,2163,171,2705,1225,2427,171,1399,466,191
"AFF2",4,7,0,202,14,21,0,0,0,34,0,0,28,145,0,0,36,16,0,0
"AFF3",1450,179,371,8674,249,2,2230,280,29,332,1323,105,318,337,83,75,1,640,454,0
"AFF4",5699,2155,1882,3986,2179,5,2555,2978,289,4468,1674,1033,322,4928,2472,1542,12639,3539,2737,228
"AFG3L2",2421,204,747,1612,626,2,843,1373,1,1713,1283,842,318,1132,762,815,1,1617,158,145
"AFM",0,0,0,701,0,0,0,0,0,0,0,0,44,0,0,0,8,0,0,2
"AFMID",502,88,373,1055,421,1,629,675,1,537,1152,460,326,541,951,367,49,767,73,32
"AFP",0,20,0,1,15,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0
"AFTPH",1154,827,1395,502,431,2,980,1117,1,1368,1148,920,91,939,1559,264,135,912,346,33
"AGA",554,430,217,655,225,1,902,317,11228,1599,2517,381,32,2416,2002,172,36,4180,98,12
"AGAP1",1064,497,141,853,156,5,366,818,10,415,371,274,164,541,1935,322,2461,834,522,151
"AGAP2",17,34,138,123,72,0,212,30,50,4,124,0,33,74,90,56,8,53,49,15
"AGAP3",860,427,351,676,2319,1,1250,1025,31,2012,1114,576,284,618,1892,322,10,922,3380,381
"AGAP4",150,61,112,212,248,4,119,110,0,134,134,108,78,159,204,124,3,108,328,87
"AGAP5",8,1,1,6,0,0,0,19,0,7,2,1,2,6,12,16,0,1,0,0
"AGAP6",513,581,186,603,317,2,461,809,1,629,603,470,130,362,826,299,12,327,1064,448
"AGAP9",324,316,110,199,290,1,381,556,0,225,336,901,69,170,164,158,0,81,207,369
"AGBL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0
"AGBL2",4,0,271,603,14,0,22,18,0,67,53,2,311,122,557,0,7,82,0,0
"AGBL3",223,101,65,367,147,29,178,131,0,116,198,8,174,107,155,77,18,423,57,0
"AGBL4",28,0,0,53,29,0,0,34,0,0,0,0,224,14,0,0,32,31,14,0
"AGBL5",227,572,34,584,50,0,315,567,8,527,233,95,100,448,511,169,1,409,52,16
"AGER",332,0,358,129,42,0,124,284,48,81,97962,260,18,144,80,26,0,53,242,182
"AGFG1",2330,2001,839,2578,400,5,1502,1444,1,1159,1024,123,422,1957,2117,975,48,1942,117,112
"AGFG2",118,124,42,110,90,0,249,543,0,213,73,88,221,125,140,26,22,173,11,27
"AGGF1",2050,548,849,959,470,1,1215,1440,0,2043,835,991,61,1444,1629,963,519,1549,787,51
"AGK",1944,697,666,2601,1232,7,2507,908,2,1973,2106,1013,397,2628,2738,246,14,2026,320,337
"AGL",2665,852,779,1058,437,3,925,896,4,1517,644,1214,183,1643,1483,8136,0,820,316,91
"AGMAT",95,40,0,66,4,0,80,7,1,19,21,6,76,50,55,253,0,5,1,0
"AGMO",0,30,0,110,19,2,12050,39,5,114,0,0,88,315,1669,5,19,7,0,1
"AGO1",1224,801,1064,955,393,1,1149,582,1,863,2511,1941,363,2329,1121,439,1327,1381,118,110
"AGO2",2665,1287,1504,2730,1400,6,5741,2412,16,1779,1479,429,464,3090,2980,1503,52,1800,482,99
"AGO3",1698,1204,1812,2990,607,1,1679,2048,3,1996,1679,1242,1135,3403,1993,712,7,988,562,134
"AGO4",1470,77,1256,1607,376,1,446,1008,7,739,1716,915,327,1834,1470,388,8,644,153,199
"AGPAT1",848,237,1353,897,342,8,1081,394,0,3964,1166,54,91,2692,597,357,9,1925,109,176
"AGPAT2",120,245,36,175,250,0,86,92,21,20,123,52,3,56,146,85,21,138,205,72
"AGPAT3",1296,409,291,971,518,1,477,593,6,521,518,659,118,919,815,585,333,598,320,177
"AGPAT4",118,233,422,178,75,1,117,758,0,198,453,6,65,326,228,46,10,93,3,0
"AGPAT5",656,9,669,679,313,1,844,329,3,1260,749,29,78,1217,1123,567,3,1101,190,83
"AGPS",1954,850,254,1313,677,6,1999,757,6,1224,1665,1271,247,2127,2239,772,4737,1820,308,239
"AGR2",158,0,0,0,10,0,0,297,1,0,8333,28,13,0,1,0,0,0,0,0
"AGR3",0,0,0,0,50,0,0,0,4,0,6927,0,100,0,0,0,0,0,0,0
"AGRN",113,36,0,91,69,0,82,89,10,80,80,28,69,81,555,8,38,22,19,61
"AGRP",0,0,0,23,1,0,0,0,0,5,82,0,1,34,1,0,28,14,0,0
"AGT",226,26,4,872,147,15,907,0,10,335,163,0,23,388,0,299,0,10,12,0
"AGTPBP1",1106,452,1209,259,33,1,395,925,0,745,1574,112,212,1018,998,302,0,1296,48,14
"AGTR1",4,425,373,56,17,1,0,247,0,6,32,35,24,80,2,218,0,8,0,0
"AGTR2",0,0,0,0,4,0,0,0,1,0,222,0,10,3,0,0,0,0,0,0
"AGTRAP",1140,852,780,1097,172,10,2673,555,1,2671,3711,250,285,2627,1855,679,0,1334,161,109
"AGXT",0,0,0,550,3,0,0,0,0,0,0,1,16,6,0,0,0,0,0,0
"AGXT2",0,0,0,66,1,0,0,0,32,0,0,0,161,0,0,1,68,0,0,0
"AHCTF1",3336,1789,688,1205,764,3,2892,1752,0,3561,1658,932,334,1955,3510,830,119,2616,1639,35
"AHCY",4832,302,416,3453,300,11,6420,1817,497,4647,4612,595,365,4358,6294,1539,2489,7754,592,612
"AHCYL1",5702,3034,2177,5422,1146,9,3534,2772,2945,4701,3321,1062,540,4107,4754,2667,5985,11553,521,679
"AHCYL2",2816,89,409,3474,2786,4,2566,1017,2,1222,4869,1087,232,4647,700,614,0,2328,462,13
"AHDC1",69,95,45,117,65,0,76,194,1,66,69,217,108,141,84,72,6,37,62,52
"AHI1",3806,2342,683,2402,2314,8,2996,4436,1,2460,2536,2710,372,3032,4291,1411,6843,1706,6507,365
"AHNAK",18981,24656,8512,7025,1066,44,4578,23857,1559,4167,16842,17756,635,10442,5180,8854,40589,3136,364,2070
"AHNAK2",5551,1404,99,50,634,12,91,5479,44,2065,1403,12869,130,88,4309,349,30630,189,803,393
"AHR",2114,1848,2803,189,1566,8,2679,2610,75,6638,2111,1363,321,2913,3194,315,1800,4730,994,220
"AHRR",344,0,9,785,30,0,106,164,0,2,61,113,97,15,51,327,261,36,7,1
"AHSA1",2185,673,620,2520,614,5,2964,1048,6,2909,3879,406,260,3628,3104,2402,1,3608,379,253
"AHSG",0,0,0,3589,0,0,0,0,0,6,0,74,33,4,0,0,0,0,0,0
"AHSP",0,124,0,1,26,0,66,0,0,0,24,0,51,0,0,100,0,0,17,0
"AICDA",0,0,0,0,31,0,0,0,0,0,9,0,155,0,0,0,54,43,0,0
"AIDA",1501,577,1234,481,292,1,917,803,0,1354,966,170,100,1889,1214,449,98,2193,251,99
"AIF1",1179,2160,3602,481,409,13,3759,1138,6522,2859,7228,212,5,3648,1744,376,35253,712,212,108
"AIF1L",1215,548,146,1146,4626,1,626,30,2,5812,431,3,101,2680,625,223,4,3275,2346,61
"AIFM1",1984,1154,170,697,586,4,875,1819,2,1750,2345,945,309,1974,1690,1178,66,1909,186,62
"AIFM2",633,1394,299,364,94,3,287,411,52,448,734,52,90,311,514,327,0,365,142,13
"AIFM3",168,0,2,61,33,0,50,27,1,2,27,0,30,61,9,0,7,73,52,0
"AIG1",2714,917,844,3796,411,4,317,784,28,1416,1963,760,113,3396,961,1334,5,1528,108,26
"AIM2",7,0,3804,0,37,8,1279,103,14,40,535,0,11,106,142,0,0,111,288,31
"AIMP1",2945,756,2856,2820,297,7,4197,3530,2,5974,3031,1763,106,2949,3372,2028,2206,3150,475,112
"AIMP2",608,28,2,557,98,1,819,2,0,968,822,78,115,1010,889,957,0,925,49,8
"AIP",321,105,201,1065,415,5,2209,694,72,571,1484,214,89,1398,1412,508,34,1488,136,175
"AIPL1",0,2,0,0,11,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0
"AIRE",0,0,121,5,5,0,8,0,0,0,0,11,35,0,0,0,6,0,0,6
"AJAP1",19,0,0,8,24,0,0,50,0,6,177,0,242,12,29,0,40,0,0,62
"AJUBA",768,2,4,335,8,0,115,409,0,402,688,2136,80,1035,294,28,33,197,0,76
"AK1",117,51,160,46,57,0,80,47,33,68,484,147,56,201,106,1143,11,136,25,12
"AK2",3062,1619,2189,3645,1543,9,4683,1480,7,6664,6574,1805,414,5294,5459,4215,14,4601,529,785
"AK3",1645,2382,1163,1596,1073,3,1348,1782,10,1923,1308,717,164,1356,1541,5273,103,1340,458,115
"AK4",2323,1028,127,396,429,2,1174,1556,15,449,749,1199,168,226,519,278,102,402,137,117
"AK5",51,0,12,1113,26,0,52,49,1,255,105,32,146,213,97,0,0,55,3,1
"AK6",1666,374,1465,684,470,4,2833,1173,8,3908,1728,402,44,2755,1600,1071,0,2917,245,14
"AK7",0,0,1,1,96,0,6,46,0,13,167,72,179,17,28,9,1,32,0,3
"AK8",81,0,14,20,4,0,53,12,0,23,138,0,2,87,69,0,0,59,0,185
"AK9",559,816,1055,160,205,3,675,427,0,466,288,198,225,184,879,182,0,365,276,19
"AKAP1",1263,1386,744,860,379,0,679,1276,1,626,1424,966,121,321,1184,2390,0,1088,544,65
"AKAP10",1339,521,1313,2284,728,3,1726,922,1,1216,1352,754,262,1305,1069,689,0,1570,749,60
"AKAP11",3517,999,3499,2217,946,5,1934,2248,3,2649,1647,1145,219,2649,3435,1077,0,3069,1169,296
"AKAP12",8771,12298,2728,11261,2546,30,9297,2136,4,13557,2395,71,332,5522,779,4723,2922,13379,5976,69
"AKAP13",13846,5296,7010,3645,1800,34,7257,7793,14,3336,20155,5301,1024,9006,5493,6313,2012,3341,2584,751
"AKAP14",0,0,0,0,0,0,0,0,0,1,0,0,29,0,13,0,0,0,4,0
"AKAP17A",495,577,531,300,600,0,691,718,0,266,372,1057,50,173,647,161,97,187,833,239
"AKAP3",20,0,13,139,3,0,0,0,0,72,73,0,17,17,30,0,0,188,0,0
"AKAP4",0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"AKAP5",165,15,384,644,156,0,78,229,0,100,304,2,201,258,86,94,0,119,215,0
"AKAP6",140,114,19,424,828,13,5940,134,8,365,492,17,369,576,93,5837,4,492,2724,2
"AKAP7",729,78,773,346,142,1,527,354,0,299,790,167,38,427,260,221,17,306,155,16
"AKAP8",798,621,682,1082,801,1,1397,436,0,842,660,1567,262,858,1084,529,0,687,969,403
"AKAP8L",257,75,2,199,400,0,493,473,0,109,210,288,70,430,399,219,13,254,137,163
"AKAP9",16542,10580,15030,7446,3174,36,14111,14624,12,34670,14578,7860,1129,17583,22543,15642,5463,14645,10440,293
"AKIP1",544,127,56,315,109,1,918,246,13,1215,1313,294,53,2115,1154,331,0,554,128,101
"AKIRIN1",1186,630,228,651,127,1,1021,717,1,1872,705,145,289,993,2050,450,1,704,112,72
"AKIRIN2",525,319,780,299,324,0,484,150,0,411,329,15,67,463,876,1200,38,371,117,49
"AKNA",242,298,865,131,414,1,1023,470,46,96,381,85,304,430,578,16,1018,181,136,78
"AKNAD1",4,144,0,53,8,0,4,4,6,61,1,25,51,18,25,54,0,86,0,51
"AKR1A1",5095,1552,4035,3744,761,26,5420,2020,16,7516,15766,2623,895,11327,9085,1787,45301,3745,1162,380
"AKR1B1",2256,588,2861,2504,1026,43,3892,1457,83,5311,12073,250,193,14341,5068,6911,32,2795,268,186
"AKR1B10",27,0,0,77,14,0,0,0,0,36,0,0,36,218,0,202,9,0,0,103
"AKR1B15",0,72,0,1,8,0,0,1,0,10,1,0,12,0,2,45,1,6,0,0
"AKR1C1",195,4037,680,312,194,2,30,2897,0,29,733,610,46,124,55,1832,0,76,48,7
"AKR1C2",209,4184,0,149,232,5,61,816,0,22,531,875,52,115,0,1474,538,46,27,3
"AKR1C3",439,1970,757,254,18,3,7,605,0,81,4224,354,56,600,82,2084,0,41,74,15
"AKR1C4",0,3,1,324,1,0,0,48,8,10,1,0,27,6,0,0,0,3,0,0
"AKR1D1",0,0,0,161,35,0,0,10,0,0,0,0,131,0,10,0,7,0,0,0
"AKR1E2",159,65,0,1,33,0,17,112,0,4,171,120,59,53,16,0,0,40,29,78
"AKR7A2",483,262,322,404,12,4,619,264,0,597,281,148,61,550,760,385,0,342,5,215
"AKR7A3",2,0,0,101,34,0,0,8,1,3,0,0,16,15,27,38,12,6,0,7
"AKT1",263,268,40,385,284,0,411,470,8,339,686,490,39,462,1251,298,1,481,152,138
"AKT1S1",193,153,87,146,128,0,156,312,27,86,110,25,31,53,186,200,27,96,99,59
"AKT2",962,627,47,612,812,4,518,578,0,348,223,1029,405,499,560,440,78,381,609,90
"AKT3",3134,1182,3453,258,564,5,1992,1543,8,8763,1863,228,753,4085,6369,545,5659,13075,1542,129
"AKTIP",1848,694,1278,304,193,0,600,865,7,1156,1729,211,92,2530,1073,1734,33,1225,23,243
"ALAD",2450,1511,473,1197,549,1,702,495,22,2661,1832,955,229,2869,1342,638,7,1438,682,13
"ALAS1",2329,673,1083,810,224,4,2863,466,2,2630,9227,967,195,3462,1190,1529,56,1971,119,46
"ALAS2",11,484,1,40,8,0,59,40,0,85,937,0,13,16,0,853,0,63,0,0
"ALB",3,0,0,42372,99,0,0,0,0,12,0,464,59,0,0,0,958,0,0,0
"ALCAM",1351,409,1303,114,79,0,235,1945,0,3578,3466,477,219,1297,1542,126,0,1135,272,189
"ALDH16A1",214,232,403,94,334,1,199,255,6,65,137,129,105,110,188,37,0,125,343,117
"ALDH18A1",936,69,633,573,337,2,1786,328,2,2891,1705,13,151,4242,2787,266,237,1431,248,89
"ALDH1A1",525,1786,2258,1093,1845,32,8264,780,2,1122,10855,1489,88,15501,633,628,5,16745,749,1
"ALDH1A2",4136,37,93,62,78,0,203,18,0,143,465,0,247,2451,164,114,123,28,13,0
"ALDH1A3",255,321,274,6,336,10,49,274,14,3046,227,454,428,1723,967,531,24,3051,136,77
"ALDH1B1",404,27,341,612,240,0,321,463,2,61,1932,541,115,1895,1390,1041,521,3078,31,44
"ALDH1L1",429,745,1,615,19,1,0,114,0,0,6,8,121,97,38,277,5,4,0,0
"ALDH1L2",1531,133,261,624,162,2,299,504,0,223,277,169,241,467,286,138,33,95,380,38
"ALDH2",2774,4980,815,1992,375,1,1788,1667,8,371,9085,2777,347,1862,1132,3652,35,113,78,93
"ALDH3A1",16,0,0,0,3,0,0,16,7,58,179,458,10,2,34,0,0,47,0,80
"ALDH3A2",4436,1710,2243,1543,878,7,893,3685,19,2969,7749,7025,346,1658,1896,3088,0,3964,456,205
"ALDH3B1",161,29,108,166,11,0,318,109,14,144,675,41,109,253,224,26,7132,155,90,6
"ALDH3B2",1033,0,3,1,1,1,5,289,0,0,30,1555,101,12,19,0,6,0,0,509
"ALDH4A1",148,856,0,200,119,0,210,171,0,234,89,20,87,88,83,87,8,283,111,81
"ALDH5A1",655,120,88,755,416,8,316,330,1,2083,592,388,47,583,463,1269,0,981,153,8
"ALDH6A1",2991,1467,169,5780,391,4,1759,872,0,2076,2904,228,370,4167,1690,799,410,2411,62,8
"ALDH7A1",4373,1169,1117,2151,851,13,2885,2158,5,3361,2820,1495,230,2479,2193,357,0,4472,262,133
"ALDH8A1",4,1,6,157,24,2,46,79,0,0,15,103,59,5,103,0,0,15,16,0
"ALDH9A1",4320,2850,1978,1899,1532,5,3871,2798,1,5385,7410,1248,181,7687,3053,2579,2169,4338,687,52
"ALDOA",25010,4066,5279,10870,8590,175,77592,6987,9405,30758,52914,9675,2604,46562,27011,59482,497,55947,4627,2989
"ALDOB",6,10,0,3882,22,0,5,44,0,10,1,3,53,62,26,0,0,29,0,0
"ALDOC",408,434,289,11,157,4,1303,959,0,4605,919,4,30,141,16,15,0,147,71,4
"ALG1",138,146,169,406,131,2,238,232,1,246,244,206,84,367,408,49,0,451,34,1
