"GENE_SYMBOL","GSM5133918--MGH200","GSM5133935--MGH253","GSM5133942--MGHPDL002"
"SLC22A18",971,2545,1315
"SLC22A18AS",36,64,52
"SLC22A2",0,1,1
"SLC22A23",543,1233,532
"SLC22A24",0,0,1
"SLC22A25",0,0,0
"SLC22A3",172,67,222
"SLC22A31",0,518,14
"SLC22A4",364,626,215
"SLC22A5",1142,2408,602
"SLC22A6",0,8,1
"SLC22A7",4,19,0
"SLC22A8",0,0,1
"SLC22A9",16,1,0
"SLC23A1",19,1,36
"SLC23A2",3282,53420,10763
"SLC23A3",28,219,66
"SLC24A1",4776,819,1654
"SLC24A2",58,23,13
"SLC24A3",111,17,167
"SLC24A4",28,307,87
"SLC24A5",669,4,4191
"SLC25A1",1355,11041,7031
"SLC25A10",12,1142,183
"SLC25A11",1077,3787,4909
"SLC25A12",3081,3289,1999
"SLC25A13",5090,20385,6929
"SLC25A14",538,917,975
"SLC25A15",511,225,1258
"SLC25A16",1629,5042,1227
"SLC25A17",524,6259,2734
"SLC25A18",29,231,58
"SLC25A19",377,1223,828
"SLC25A2",8,2,1
"SLC25A20",574,484,1932
"SLC25A21",1,0,4
"SLC25A22",675,9041,2533
"SLC25A23",842,3118,5301
"SLC25A24",2627,508,3943
"SLC25A25",1013,1546,2556
"SLC25A26",1044,1041,1750
"SLC25A27",379,4101,1251
"SLC25A28",842,6821,2355
"SLC25A29",538,13283,3282
"SLC25A3",22091,15195,27914
"SLC25A30",762,1319,2537
"SLC25A31",4,7,0
"SLC25A32",1481,3760,3145
"SLC25A33",544,3107,961
"SLC25A34",46,834,99
"SLC25A35",148,274,614
"SLC25A36",2591,18478,9601
"SLC25A37",1466,22896,4372
"SLC25A38",1908,956,2955
"SLC25A39",2838,14878,8911
"SLC25A4",386,1638,6962
"SLC25A40",1022,2492,3000
"SLC25A41",0,16,9
"SLC25A42",132,536,1919
"SLC25A43",1368,2392,2325
"SLC25A44",1016,3772,5347
"SLC25A45",911,4212,1427
"SLC25A46",3326,1964,4630
"SLC25A47",0,7,5
"SLC25A48",11,15,1
"SLC25A5",3291,10886,42203
"SLC25A51",1273,516,1106
"SLC25A52",0,22,5
"SLC25A53",29,56,420
"SLC25A6",15062,38214,46426
"SLC26A1",246,62,634
"SLC26A10",776,429,72
"SLC26A11",2347,10328,1693
"SLC26A2",2946,1049,5336
"SLC26A3",0,0,106
"SLC26A4",342,116,764
"SLC26A5",142,13,11
"SLC26A6",950,14377,3276
"SLC26A7",221,240,41
"SLC26A8",52,2,15
"SLC26A9",7,4,27
"SLC27A1",3740,25029,4852
"SLC27A2",157,1,84
"SLC27A3",888,7508,4179
"SLC27A4",1072,4297,3747
"SLC27A5",72,805,618
"SLC27A6",30,5,19
"SLC28A1",1,10,3
"SLC28A2",187,23,13
"SLC28A3",111,320,15
"SLC29A1",9087,68666,7626
"SLC29A2",348,1212,646
"SLC29A3",6698,536,985
"SLC29A4",125,9420,162
"SLC2A1",718,4040,2991
"SLC2A10",4530,2030,1502
"SLC2A11",452,2481,1477
"SLC2A12",360,265,19
"SLC2A13",1465,1147,2136
"SLC2A14",47,5,40
"SLC2A2",13,0,0
"SLC2A3",1690,4850,2892
"SLC2A4",148,546,44
"SLC2A4RG",1854,13209,3247
"SLC2A5",371,223,2504
"SLC2A6",171,53,928
"SLC2A7",0,2,0
"SLC2A8",868,3325,1371
"SLC2A9",1226,14,434
"SLC30A1",1044,2143,3121
"SLC30A10",0,10,5
"SLC30A2",4,141,20
"SLC30A3",4,0,4
"SLC30A4",739,190,792
"SLC30A5",6792,2720,5158
"SLC30A6",3811,2139,2869
"SLC30A7",5340,1161,2556
"SLC30A8",83,27,75
"SLC30A9",6777,3086,8531
"SLC31A1",2822,1528,7331
"SLC31A2",358,8,161
"SLC32A1",0,0,2
"SLC33A1",1832,784,3895
"SLC34A1",7,4,2
"SLC34A2",55,7,2
"SLC34A3",73,86,29
"SLC35A1",190,1719,860
"SLC35A2",573,1975,2928
"SLC35A3",1666,503,1589
"SLC35A4",2743,4841,9575
"SLC35A5",3097,1004,4448
"SLC35B1",1953,7942,3548
"SLC35B2",1955,10638,9889
"SLC35B3",2028,4604,3178
"SLC35B4",1625,5466,7052
"SLC35C1",1111,1364,1984
"SLC35C2",2556,20151,6153
"SLC35D1",1562,1649,1858
"SLC35D2",2661,2054,3389
"SLC35D3",0,1,0
"SLC35E1",1263,5381,4344
"SLC35E2B",790,23487,4132
"SLC35E3",1451,1235,1172
"SLC35E4",92,237,473
"SLC35F1",23,466,303
"SLC35F2",203,1026,569
"SLC35F3",4,0,19
"SLC35F4",24,7,2
"SLC35F5",5118,1354,3525
"SLC35F6",2695,1450,4387
"SLC35G1",106,317,836
"SLC35G2",520,162,115
"SLC35G3",0,18,0
"SLC35G5",0,43,6
"SLC35G6",109,10,6
"SLC36A1",4401,761,1974
"SLC36A2",0,13,4
"SLC36A3",8,2,2
"SLC36A4",2068,1109,880
"SLC37A1",924,617,1482
"SLC37A2",6464,584,3758
"SLC37A3",3652,8219,6503
"SLC37A4",497,3300,1917
"SLC38A1",1762,77,19080
"SLC38A10",3647,30912,9397
"SLC38A11",30,515,54
"SLC38A2",10881,7871,19519
"SLC38A3",38,19,13
"SLC38A4",333,7,29
"SLC38A5",887,881,1111
"SLC38A6",6793,1957,1769
"SLC38A7",636,5242,3288
"SLC38A8",0,5,4
"SLC38A9",1409,2008,940
"SLC39A1",1003,11425,12335
"SLC39A10",4127,3579,4243
"SLC39A11",1179,1694,2066
"SLC39A12",0,0,1
"SLC39A13",4163,11195,5195
"SLC39A14",988,2499,4843
"SLC39A2",0,1,3
"SLC39A3",184,1250,2140
"SLC39A4",256,3728,1150
"SLC39A5",46,3,24
"SLC39A6",7119,14665,14759
"SLC39A7",9354,11148,17152
"SLC39A8",1407,1073,3059
"SLC39A9",2840,2711,6197
"SLC3A1",199,59,16
"SLC3A2",7380,23197,28090
"SLC40A1",27107,1365,5727
"SLC41A1",1109,8649,3474
"SLC41A2",2450,84,537
"SLC41A3",1140,2059,4750
"SLC43A1",1785,14114,941
"SLC43A2",2030,148,2095
"SLC43A3",2490,19885,2817
"SLC44A1",12959,4204,12868
"SLC44A2",12419,7213,6681
"SLC44A3",757,68,949
"SLC44A4",53,38,45
"SLC44A5",241,105,183
"SLC45A1",99,14,19
"SLC45A2",1123,5723,6775
"SLC45A3",139,2061,629
"SLC45A4",686,4787,1607
"SLC46A1",709,504,784
"SLC46A2",59,6,44
"SLC46A3",1737,129,1339
"SLC47A1",2193,30,1022
"SLC47A2",15,14,8
"SLC48A1",532,1145,2073
"SLC4A1",0,6,2
"SLC4A10",14,1,5
"SLC4A11",262,1125,834
"SLC4A1AP",2317,1925,2764
"SLC4A2",4025,26446,14391
"SLC4A3",752,26897,1038
"SLC4A4",195,21,677
"SLC4A5",3,142,29
"SLC4A7",6558,1536,4821
"SLC4A8",758,62,202
"SLC4A9",21,9,2
"SLC50A1",3129,6323,3494
"SLC51A",119,42,188
"SLC51B",5,14,2
"SLC52A1",7,77,22
"SLC52A2",773,9455,3776
"SLC52A3",26,9,121
"SLC5A1",86,14,8
"SLC5A10",23,118,70
"SLC5A11",10,23,11
"SLC5A12",39,64,3
"SLC5A2",80,128,21
"SLC5A3",1528,1006,4969
"SLC5A4",265,140,7
"SLC5A5",7,9,8
"SLC5A6",875,24960,3730
"SLC5A7",0,0,0
"SLC5A8",0,19,0
"SLC5A9",238,27,44
"SLC6A1",339,282,30
"SLC6A11",0,1,1
"SLC6A12",58,19,282
"SLC6A13",35,2,13
"SLC6A14",0,13,0
"SLC6A15",1,9450,3384
"SLC6A16",427,1729,150
"SLC6A17",50,16566,3504
"SLC6A18",0,0,0
"SLC6A19",0,0,5
"SLC6A2",0,3,2
"SLC6A20",0,14,4
"SLC6A3",27,16,17
"SLC6A4",0,41,7
"SLC6A5",0,0,1
"SLC6A6",3717,2497,5143
"SLC6A7",6,36,25
"SLC6A8",4941,11392,10891
"SLC6A9",507,2494,180
"SLC7A1",1079,3666,12067
"SLC7A10",2,100,18
"SLC7A11",207,369,281
"SLC7A13",0,0,0
"SLC7A14",60,2,1
"SLC7A2",2589,287,410
"SLC7A3",0,0,2
"SLC7A4",33,6106,21
"SLC7A5",12812,18991,61842
"SLC7A6",1664,3727,2547
"SLC7A6OS",367,211,1072
"SLC7A7",6270,324,4038
"SLC7A8",5752,11989,2582
"SLC7A9",12,92,9
"SLC8A1",2504,88,1339
"SLC8A2",0,37,8
"SLC8A3",12,3,13
"SLC8B1",2396,2212,2404
"SLC9A1",2408,5497,2259
"SLC9A2",0,0,2
"SLC9A3",79,24094,257
"SLC9A3R1",621,1098,3362
"SLC9A3R2",714,5128,1704
"SLC9A4",34,0,1
"SLC9A5",816,2480,213
"SLC9A6",1424,908,2988
"SLC9A7",1428,117,1321
"SLC9A8",3037,10976,4025
"SLC9A9",2794,63,943
"SLC9B1",203,302,169
"SLC9B2",382,1551,1881
"SLC9C1",62,7,18
"SLC9C2",31,32,5
"SLCO1A2",4,2,74
"SLCO1B1",4,0,0
"SLCO1B3",0,0,1
"SLCO1B7",0,8,0
"SLCO1C1",50,38,141
"SLCO2A1",505,381,1794
"SLCO2B1",7995,279,10527
"SLCO3A1",2522,190,1160
"SLCO4A1",24,970,241
"SLCO4C1",8,1,12
"SLCO5A1",37,105,167
"SLCO6A1",0,3,16
"SLF1",1982,619,919
"SLF2",6515,8994,4179
"SLFN11",4082,502,4548
"SLFN12",1003,7,1369
"SLFN12L",527,4,466
"SLFN13",437,57,1240
"SLFN14",25,0,9
"SLFN5",7151,143,6153
"SLFNL1",32,88,10
"SLIRP",2859,1760,2731
"SLIT1",131,117,38
"SLIT2",13436,217,1295
"SLIT3",13168,170,2199
"SLITRK1",0,11,1
"SLITRK2",0,143,504
"SLITRK3",0,0,0
"SLITRK4",519,70,152
"SLITRK5",121,28,12
"SLITRK6",0,86,566
"SLK",8601,2769,4835
"SLMAP",5674,992,3751
"SLN",1,524,12
"SLPI",73,431,54
"SLTM",7703,15489,8618
"SLU7",3983,1521,6283
"SLURP1",0,0,12
"SLX1A",0,79,9
"SLX1A-SULT1A3",19,12,19
"SLX1B",0,38,10
"SLX4",2177,2693,1160
"SLX4IP",489,2121,1118
"SMAD1",3632,42,465
"SMAD2",10094,10867,6767
"SMAD3",5183,6265,3262
"SMAD4",5035,11955,4927
"SMAD5",7911,2026,5211
"SMAD6",297,90,537
"SMAD7",332,992,2301
"SMAD9",845,417,364
"SMAGP",193,73,226
"SMAP1",2598,261,903
"SMAP2",4708,1783,7985
"SMARCA1",6945,3293,7618
"SMARCA2",20936,311,6834
"SMARCA4",12629,21192,12577
"SMARCA5",16540,5732,11960
"SMARCAD1",10532,10550,6338
"SMARCAL1",2912,3007,2563
"SMARCB1",7870,6186,8521
"SMARCC1",9625,10342,13528
"SMARCC2",14196,2044,7023
"SMARCD1",3990,4852,5404
"SMARCD2",2431,7312,7123
"SMARCD3",1377,8248,2950
"SMARCE1",894,3945,4468
"SMC1A",4711,7039,15454
"SMC1B",238,51,29
"SMC2",2829,1303,4593
"SMC3",8142,2833,5441
"SMC4",8998,1824,5565
"SMC5",10241,2148,4251
"SMC6",5888,11655,4137
"SMCHD1",17582,8390,7880
"SMCO1",0,3,1
"SMCO2",84,21,2
"SMCO3",16,12,67
"SMCO4",61,339,1290
"SMCP",0,0,0
"SMCR8",3812,1122,4988
"SMDT1",837,2386,3821
"SMG1",37282,5289,12432
"SMG5",7161,20164,12953
"SMG6",5783,659,2087
"SMG7",11679,8992,9138
"SMG8",1135,861,2268
"SMG9",1080,5240,3736
"SMIM1",10,429,128
"SMIM10",46,178,1205
"SMIM10L1",0,1725,2726
"SMIM10L2A",0,438,518
"SMIM10L2B",1,97,85
"SMIM12",701,2437,2609
"SMIM13",114,1407,2427
"SMIM14",968,616,6434
"SMIM15",756,1122,3949
"SMIM17",36,97,7
"SMIM18",250,0,3
"SMIM19",1687,2973,2534
"SMIM2",2,22,4
"SMIM20",445,1595,1504
"SMIM21",0,0,2
"SMIM22",6,14,2
"SMIM23",0,8,1
"SMIM24",19,12,4
"SMIM3",1086,655,1344
"SMIM4",526,1027,1107
"SMIM5",26,201,77
"SMIM6",13,21,10
"SMIM7",212,3873,3331
"SMIM8",186,364,584
"SMIM9",7,10,1
"SMKR1",0,25,66
"SMLR1",56,6,1
"SMN1",551,667,446
"SMNDC1",838,1197,2186
"SMO",3701,12382,4115
"SMOC1",46,7,40
"SMOC2",9106,323,2883
"SMOX",717,5113,3061
"SMPD1",2531,3489,2191
"SMPD2",861,1581,550
"SMPD3",114,495,730
"SMPD4",2668,22562,5194
"SMPDL3A",6324,234,1537
"SMPDL3B",24,6,150
"SMPX",0,148,13
"SMR3A",0,0,0
"SMR3B",0,0,0
"SMS",10069,5939,15033
"SMTN",5329,10661,7130
"SMTNL1",195,46,23
"SMTNL2",358,105,3
"SMU1",3040,2577,9277
"SMUG1",398,4127,2457
"SMURF1",1849,5681,3943
"SMURF2",3963,4845,2651
"SMYD1",0,35,22
"SMYD2",3321,11679,5203
"SMYD3",324,926,618
"SMYD4",2134,1357,1905
"SMYD5",1282,11351,2777
"SNAI1",112,743,167
"SNAI2",5842,17724,4678
"SNAI3",22,7,297
"SNAP23",3642,1116,7841
"SNAP25",419,7022,29
"SNAP29",1853,33350,4311
"SNAP47",1404,3751,2638
"SNAP91",4,0,100
"SNAPC1",343,377,657
"SNAPC2",494,2915,1959
"SNAPC3",2442,405,2123
"SNAPC4",1066,10219,2338
"SNAPC5",252,2629,2642
"SNAPIN",748,3479,3076
"SNCA",1258,8122,16159
"SNCAIP",2951,59,50
"SNCB",0,779,3
"SNCG",63,68,91
"SND1",23076,13327,25139
"SNED1",2163,1028,1528
"SNF8",2526,4627,4328
"SNIP1",420,2451,1625
"SNN",142,1292,4874
"SNPH",165,440,406
"SNRK",2529,1658,4485
"SNRNP200",25722,8632,24862
"SNRNP25",1093,2996,2014
"SNRNP27",1614,911,1938
"SNRNP35",288,2366,1638
"SNRNP40",2070,3600,2776
"SNRNP48",604,2754,1985
"SNRNP70",17515,103196,36568
"SNRPA",994,5112,4042
"SNRPA1",844,3703,2800
"SNRPB",1054,5879,14613
"SNRPB2",1914,3364,6312
"SNRPC",1472,7472,8343
"SNRPD1",1848,5670,4758
"SNRPD2",2108,13947,12395
"SNRPD3",3189,3518,7906
"SNRPE",1751,12413,7972
"SNRPF",1465,1631,2885
"SNRPG",1262,1759,2649
"SNRPN",1393,919,2744
"SNTA1",638,2897,2020
"SNTB1",1130,1994,2502
"SNTB2",4280,2647,4710
"SNTG1",0,523,0
"SNTG2",27,5,8
"SNTN",0,0,0
"SNU13",1132,7301,11836
"SNUPN",927,1114,1127
"SNURF",81,18,60
"SNW1",2808,4550,5432
"SNX1",12713,10673,15117
"SNX10",1675,179,10370
"SNX11",1571,1109,2402
"SNX12",787,2573,6439
"SNX13",6205,2285,5258
"SNX14",7328,3487,4390
"SNX15",9,117,108
"SNX16",720,697,530
"SNX17",6220,8127,10247
"SNX18",3262,1009,8050
"SNX19",5407,7215,5434
"SNX2",12993,2051,6641
"SNX20",134,6,2027
"SNX21",826,8115,1726
"SNX22",80,2413,1292
"SNX24",1378,92,942
"SNX25",2784,3519,2471
"SNX27",4998,6231,4950
"SNX29",15284,724,3313
"SNX3",3023,4769,14008
"SNX30",2653,2071,9129
"SNX31",13,6,0
"SNX32",221,3338,151
"SNX33",1018,3883,4164
"SNX4",2744,2491,3568
"SNX5",6934,15795,9554
"SNX6",7525,1869,7094
"SNX7",5174,352,1610
"SNX8",1415,5578,5514
"SNX9",11101,2867,7365
"SOAT1",12609,4169,10446
"SOAT2",72,266,16
"SOBP",2397,453,287
"SOCS1",37,48,626
"SOCS2",192,1419,445
"SOCS3",122,431,3158
"SOCS4",2093,1470,2913
"SOCS5",4185,1642,2022
"SOCS6",4779,30353,6344
"SOCS7",841,2078,2915
"SOD1",7276,9173,7250
"SOD2",5636,3001,22028
"SOD3",69,272,831
"SOGA1",3104,19979,6881
"SOGA3",0,15,8
"SOHLH1",0,0,0
"SOHLH2",0,27,70
"SON",69669,37657,20841
"SORBS1",1031,1755,3132
"SORBS2",354,1753,4312
"SORBS3",13177,14655,4730
"SORCS1",47,1492,789
"SORCS2",6356,595,566
"SORCS3",30,0,5
"SORD",394,1836,1753
"SORL1",15890,67,4533
"SORT1",6345,4342,30442
"SOS1",15865,5850,5970
"SOS2",8709,2198,4307
"SOST",0,1,2
"SOSTDC1",0,14,14
"SOWAHA",78,24,2
"SOWAHB",1,2,1
"SOWAHC",321,270,930
"SOWAHD",25,6,459
"SOX1",8,2281,8
"SOX10",0,0,0
"SOX11",13,231,15
"SOX12",587,11992,3844
"SOX13",2425,12181,11547
"SOX14",0,0,0
"SOX15",26,232,37
"SOX17",151,34,177
"SOX18",199,702,574
"SOX2",31,1476,739
"SOX21",1,1,1
"SOX3",0,0,0
"SOX30",26,11,24
"SOX4",2216,31183,10329
"SOX5",1728,2888,4701
"SOX6",1085,3348,1865
"SOX7",6,993,244
"SOX8",38,6085,465
"SOX9",767,8957,118
"SP1",11016,3985,10824
"SP100",12777,1700,7802
"SP110",730,318,1033
"SP140",1040,55,1806
"SP140L",1745,140,1861
"SP2",3073,1158,2084
"SP3",12988,3828,7282
"SP4",1895,332,996
"SP5",1,0,24
"SP6",0,0,183
"SP7",16,9,8
"SP8",0,0,21
"SP9",0,0,5
"SPA17",110,53,108
"SPACA1",0,0,1
"SPACA3",0,3,1
"SPACA4",0,58,0
"SPACA5",0,0,0
"SPACA5B",18,0,0
"SPACA7",0,0,0
"SPAG1",226,50,275
"SPAG11A",0,0,0
"SPAG11B",0,0,0
"SPAG16",668,65,845
"SPAG17",104,145,17
"SPAG4",87,730,598
"SPAG5",472,3820,2207
"SPAG6",14,13,12
"SPAG7",1771,3372,3115
"SPAG8",47,62,296
"SPAG9",25250,13164,13346
"SPAM1",0,1,0
"SPANXA1",0,0,0
"SPANXA2",0,0,0
"SPANXB1",0,0,0
"SPANXC",0,0,0
"SPANXD",0,0,0
"SPANXN1",0,0,0
"SPANXN2",0,0,0
"SPANXN3",0,0,0
"SPANXN4",0,0,1
"SPANXN5",0,0,0
"SPARC",302833,62432,125812
"SPARCL1",14406,1051,6417
"SPAST",4431,1317,2102
"SPATA12",84,0,47
"SPATA13",617,862,6497
"SPATA16",0,0,0
"SPATA17",168,251,119
"SPATA18",639,145,166
"SPATA19",0,0,0
"SPATA2",490,1950,2934
"SPATA20",2773,16827,5860
"SPATA21",67,43,0
"SPATA22",6,2092,22
"SPATA24",4,64,128
"SPATA25",44,93,94
"SPATA2L",46,536,1310
"SPATA3",0,0,1
"SPATA31A1",0,16,8
"SPATA31A3",0,2,0
"SPATA31A5",0,0,0
"SPATA31A6",0,43,3
"SPATA31A7",0,11,0
"SPATA31D1",0,0,1
"SPATA31D3",0,0,0
"SPATA31D4",0,0,0
"SPATA31E1",2,0,0
"SPATA32",37,6,12
"SPATA33",125,448,624
"SPATA4",0,21,6
"SPATA45",5,22,5
"SPATA5",2483,648,1512
"SPATA5L1",511,1137,1134
"SPATA6",1566,849,1098
"SPATA6L",30,17,40
"SPATA7",2953,754,553
"SPATA8",0,1,1
"SPATA9",20,269,138
"SPATC1",58,4,108
"SPATC1L",131,1744,625
"SPATS1",0,0,0
"SPATS2",4900,5098,4027
"SPATS2L",21428,7772,7572
"SPC24",8,1748,690
"SPC25",3,224,483
"SPCS1",3299,3448,12010
"SPCS2",3011,2526,4002
"SPCS3",1468,7765,13827
"SPDEF",0,38,11
"SPDL1",1344,4340,1532
"SPDYA",75,203,40
"SPDYC",0,0,1
"SPDYE1",969,21,16
"SPDYE2",1626,69,17
"SPDYE2B",24,4,1
"SPDYE3",1574,700,621
"SPDYE4",10,0,1
"SPDYE5",1307,167,46
"SPDYE6",603,114,14
"SPECC1",4410,229,1393
"SPECC1L",4,5500,3470
"SPECC1L-ADORA2A",7,2,1
"SPEF1",1,77,29
"SPEF2",553,19,144
"SPEG",1923,266,196
"SPEM1",0,0,0
"SPEN",19259,13362,6762
"SPESP1",189,353,360
"SPG11",21706,5012,8692
"SPG21",10900,10045,7974
"SPG7",7425,28367,7463
"SPHK1",537,3182,2160
"SPHK2",1143,3202,1744
"SPHKAP",0,1,0
"SPI1",2952,156,4125
"SPIB",1,14,1227
"SPIC",33,0,10
"SPICE1",4918,1183,1255
"SPIDR",10818,12621,3917
"SPIN1",3959,9332,9101
"SPIN2A",104,0,4
"SPIN2B",90,435,569
"SPIN3",125,524,698
"SPIN4",98,262,949
"SPINK1",0,0,11
"SPINK13",4,0,2
"SPINK14",0,0,0
"SPINK2",1,6,16
"SPINK4",12,3,0
"SPINK5",137,8,94
"SPINK6",0,1,2
"SPINK7",8,0,0
"SPINK8",10,0,0
"SPINK9",25,2,0
"SPINT1",356,1956,673
"SPINT2",751,71,1663
"SPINT3",0,4,0
"SPINT4",26,0,0
"SPIRE1",3252,5305,3752
"SPIRE2",125,2135,419
"SPN",842,17,1946
"SPNS1",68,274,550
"SPNS2",480,215,649
"SPNS3",11,6,81
"SPO11",0,0,0
"SPOCD1",177,59,200
"SPOCK1",810,227,586
"SPOCK2",406,73,5008
"SPOCK3",0,1,0
"SPON1",13379,8338,2567
"SPON2",5583,21681,2288
"SPOP",2439,3436,3672
"SPOPL",2066,677,1986
"SPP1",5650,2603,134030
"SPP2",0,0,0
"SPPL2A",6911,1503,5431
"SPPL2B",1737,18848,6825
"SPPL2C",0,0,0
"SPPL3",7732,5112,3815
"SPR",130,1618,1512
"SPRED1",5780,2896,13945
"SPRED2",738,4629,4187
"SPRED3",10,54,158
"SPRN",44,4326,279
"SPRR1A",0,0,43
"SPRR1B",1,0,82
"SPRR2A",0,0,42
"SPRR2B",0,0,2
"SPRR2D",0,0,29
"SPRR2E",0,1,37
"SPRR2F",0,7,4
"SPRR2G",0,1,9
"SPRR3",0,0,268
"SPRR4",1,0,2
"SPRTN",617,1675,1651
"SPRY1",1692,1111,4138
"SPRY2",1005,1747,14863
"SPRY3",104,161,203
"SPRY4",139,5991,14495
"SPRYD3",963,1081,4850
"SPRYD4",576,840,1799
"SPRYD7",329,694,1389
"SPSB1",717,2843,4139
"SPSB2",216,617,466
"SPSB3",3,102,138
"SPSB4",3,12,11
"SPTA1",170,29,383
"SPTAN1",61641,15781,20800
"SPTB",66,8,55
"SPTBN1",55426,62474,31875
"SPTBN2",451,463,2651
"SPTBN4",170,68,40
"SPTBN5",361,634,302
"SPTLC1",3007,2498,6004
"SPTLC2",2593,1231,6300
"SPTLC3",593,26,191
"SPTSSA",399,6683,3920
"SPTSSB",1,4,4
"SPTY2D1",1810,812,1965
"SPX",0,12,177
"SPZ1",1,0,0
"SQLE",1349,3364,4337
"SQSTM1",14608,5380,18733
"SRA1",1136,9678,2420
"SRBD1",2517,1413,1245
"SRC",1010,11447,15826
"SRCAP",36662,9300,11577
"SRCIN1",46,1631,301
"SRD5A1",336,605,1335
"SRD5A2",0,12,1
"SRD5A3",1149,4137,2933
"SREBF1",6965,8747,24439
"SREBF2",6185,7257,27354
"SREK1",8724,13324,6956
"SREK1IP1",644,2367,2300
"SRF",2066,5315,5174
"SRFBP1",2156,265,1415
"SRGAP1",10651,1149,3266
"SRGAP2",7153,12167,6894
"SRGAP2B",1348,233,540
"SRGAP2C",1618,434,752
"SRGAP3",2058,922,358
"SRGN",5974,153,9100
"SRI",4306,3606,4808
"SRL",22,64,41
"SRM",2269,31788,6787
"SRMS",2,26,17
"SRP14",2867,8846,22389
"SRP19",119,1075,1504
"SRP54",5639,2073,4678
"SRP68",3651,10526,6253
"SRP72",12784,9388,12977
"SRP9",1649,16013,15555
"SRPK1",2144,4223,4796
"SRPK2",5712,7302,6445
"SRPK3",64,393,112
"SRPRB",2973,2832,6636
"SRPX",2218,1483,4950
"SRPX2",3150,378,587
"SRR",893,259,355
"SRRD",577,1514,2784
"SRRM1",25756,41368,8018
"SRRM2",138815,74319,60965
"SRRM3",46,2808,464
"SRRM4",0,1,2
"SRRM5",550,99,55
"SRRT",6209,36391,10562
"SRSF1",1511,13266,14659
"SRSF10",1715,12328,9392
"SRSF11",19729,70176,17793
"SRSF12",96,239,128
"SRSF2",120,31385,12545
"SRSF3",4711,15876,23439
"SRSF4",3482,26920,6352
"SRSF5",10830,10911,22770
"SRSF6",5459,83183,23733
"SRSF7",2222,13562,11878
"SRSF8",1257,2743,7510
"SRSF9",1275,2056,4912
"SRXN1",47,13,114
"SRY",110,1,0
"SS18",4650,17016,6567
"SS18L1",724,30267,2785
"SS18L2",262,2226,1357
"SSB",5395,4995,7249
"SSBP1",1746,3310,6618
"SSBP2",2268,1179,1410
"SSBP3",1882,3325,2447
"SSBP4",1392,15415,5378
"SSC4D",28,137,110
"SSC5D",47966,741,647
"SSH1",5005,7557,6192
"SSH2",5307,2977,3902
"SSH3",1229,3743,1881
"SSMEM1",0,0,0
"SSNA1",1187,2800,5510
"SSPN",628,551,1371
"SSR1",8662,13745,17537
"SSR2",9988,29093,19948
"SSR3",5257,5493,14267
"SSR4",7632,8779,21727
"SSRP1",4144,17037,11698
"SST",10,3,1
"SSTR1",0,0,0
"SSTR2",220,129,118
"SSTR3",11,0,31
"SSTR4",0,0,0
"SSTR5",0,0,1
"SSU72",1685,27728,7229
"SSUH2",31,3207,2184
"SSX1",0,0,17
"SSX2",0,0,1
"SSX2B",0,0,0
"SSX2IP",2572,636,2663
"SSX3",0,3,0
"SSX4",0,0,0
"SSX4B",0,0,0
"SSX5",1,6,1
"SSX7",0,0,0
"ST13",11628,12758,36083
"ST14",1109,19,1126
"ST18",44,24,14
"ST20",144,6363,269
"ST20-MTHFS",0,12,2
"ST3GAL1",316,4713,7171
"ST3GAL2",1545,4812,4701
"ST3GAL3",1699,5005,1417
"ST3GAL4",8318,5719,10844
"ST3GAL5",2364,8989,12344
"ST3GAL6",4804,10049,16424
"ST6GAL1",1579,2315,19110
"ST6GAL2",1270,14,208
"ST6GALNAC1",12,27,53
"ST6GALNAC2",2529,1491,18894
"ST6GALNAC3",19,498,328
"ST6GALNAC4",232,815,1547
"ST6GALNAC5",239,4,316
"ST6GALNAC6",1659,1758,3091
"ST7",3257,2220,2999
"ST7L",1155,618,1109
"ST8SIA1",297,867,1238
"ST8SIA2",41,564,12
"ST8SIA3",0,1,2
"ST8SIA4",1464,86,2062
"ST8SIA5",9,285,24
"ST8SIA6",1022,12,196
"STAB1",15169,4894,11233
"STAB2",319,69,60
"STAC",487,15,73
"STAC2",27,156,14
"STAC3",494,484,425
"STAG1",12070,1430,3386
"STAG2",19025,2468,10664
"STAG3",739,1884,706
"STAG3L5P-PVRIG2P-PILRB",4,1043,220
"STAM",4769,1396,4461
"STAM2",5241,1952,2327
"STAMBP",2194,5645,3099
"STAMBPL1",589,1196,1364
"STAP1",30,11,607
"STAP2",376,532,257
"STAR",146,27,20
"STARD10",710,5934,975
"STARD13",3741,5755,2145
"STARD3",4350,6569,4334
"STARD3NL",2469,2057,3403
"STARD4",82,201,1613
"STARD5",259,245,438
"STARD6",0,5,1
"STARD7",6029,3766,18038
"STARD8",980,1131,1236
"STARD9",15896,7986,1055
"STAT1",43190,3081,71765
"STAT2",15534,17666,17986
"STAT3",13295,2346,15774
"STAT4",784,1056,635
"STAT5A",3733,3216,8279
"STAT5B",4752,6576,7187
"STAT6",10032,47440,19917
"STATH",0,0,0
"STAU1",5150,10573,10754
"STAU2",1889,1793,2918
"STC1",29,540,1654
"STC2",10,210,112
"STEAP1",569,772,619
"STEAP1B",195,487,1147
"STEAP2",573,147,244
"STEAP3",323,404,984
"STEAP4",1875,577,665
"STH",0,1,0
"STIL",594,1415,837
"STIM1",4899,4230,3207
