"GENE_SYMBOL","GSM5133918--MGH200","GSM5133935--MGH253","GSM5133942--MGHPDL002"
"RNF224",5,36,32
"RNF225",0,0,1
"RNF24",505,7087,3838
"RNF25",895,2528,1476
"RNF26",747,2109,1564
"RNF31",2696,676,2540
"RNF32",33,542,141
"RNF34",2212,2222,2577
"RNF38",4065,1681,6284
"RNF39",67,29,52
"RNF4",2628,4937,6705
"RNF40",3697,1581,6904
"RNF41",1188,1480,3378
"RNF43",140,973,352
"RNF44",488,11047,5813
"RNF5",1360,2308,4673
"RNF6",2642,638,6364
"RNF7",1885,3047,5178
"RNF8",1759,2656,2873
"RNFT1",900,3075,1057
"RNFT2",63,255,164
"RNGTT",1288,962,2345
"RNH1",3177,14295,10837
"RNLS",269,27,291
"RNMT",2235,10773,5149
"RNPC3",8097,530,4209
"RNPEP",4706,20761,7537
"RNPEPL1",5593,10057,7742
"RNPS1",1782,8313,9944
"ROBO1",15494,9567,5627
"ROBO2",21,24,9
"ROBO3",710,2505,699
"ROBO4",1298,485,627
"ROCK1",12914,5172,6378
"ROCK2",8380,2862,3936
"ROGDI",302,2825,1310
"ROM1",134,166,151
"ROMO1",1046,5325,2943
"ROPN1",28,23,1928
"ROPN1B",315,349,2083
"ROPN1L",0,12,3
"ROR1",6635,500,304
"ROR2",4536,176,852
"RORA",1408,264,1007
"RORB",9,0,10
"RORC",35,4,59
"ROS1",6,1,4
"RP1",39,0,0
"RP1L1",46,115,34
"RP2",1668,192,2443
"RP9",658,4840,1330
"RPA1",6182,5656,8726
"RPA2",1512,4077,4262
"RPA3",739,881,1778
"RPA4",0,3,2
"RPAIN",1320,2504,2520
"RPAP1",1122,2832,2560
"RPAP2",2781,1823,1343
"RPAP3",2391,1028,2423
"RPE",2842,1324,3090
"RPE65",78,31,11
"RPEL1",0,5,7
"RPF1",1993,1293,1454
"RPF2",1436,1571,2432
"RPGR",1264,2140,1262
"RPGRIP1",251,93,27
"RPGRIP1L",2747,819,1057
"RPH3A",19,9,178
"RPH3AL",123,78,136
"RPIA",1116,3473,2356
"RPL10",76608,54540,105672
"RPL10A",23225,69859,58402
"RPL10L",0,0,7
"RPL11",53457,88776,63427
"RPL12",33689,95076,70876
"RPL13",16512,41537,127838
"RPL13A",114042,144551,163795
"RPL14",32491,29043,48598
"RPL15",18620,23392,73966
"RPL17",3471,4400,3973
"RPL17-C18orf32",0,4,0
"RPL18",11965,30960,46695
"RPL18A",12504,44942,37960
"RPL19",54599,72041,92248
"RPL21",43046,32020,48608
"RPL22",12333,43047,32185
"RPL22L1",1144,2078,2187
"RPL23",41590,35486,64959
"RPL23A",19844,38149,34608
"RPL24",14218,25015,42967
"RPL26",7506,13476,26891
"RPL26L1",436,623,1312
"RPL27",31768,29983,46532
"RPL27A",63916,69433,46026
"RPL28",12768,91603,47938
"RPL29",4421,37106,51618
"RPL3",51013,92574,202388
"RPL30",10776,72358,47104
"RPL31",40053,24645,60178
"RPL32",65151,56998,85826
"RPL34",29075,45586,63248
"RPL35",14170,33192,46574
"RPL35A",27206,26991,47473
"RPL36",16138,47637,29706
"RPL36A",3754,5143,6338
"RPL36A-HNRNPH2",0,1,1
"RPL36AL",3307,4654,11746
"RPL37",22579,74298,50628
"RPL37A",45270,91876,55607
"RPL38",14067,32622,26036
"RPL39",6910,10004,25664
"RPL39L",52,1508,384
"RPL3L",0,108,14
"RPL4",62226,79589,143693
"RPL41",18423,24565,39167
"RPL5",47904,21980,67936
"RPL6",21008,32724,58302
"RPL7",20233,96078,74497
"RPL7A",41966,32250,119494
"RPL7L1",2389,11446,8631
"RPL8",20893,108862,86410
"RPL9",63609,18977,74374
"RPLP0",63724,122353,107720
"RPLP1",69729,166471,141932
"RPLP2",22541,88799,45871
"RPN1",9349,6172,19703
"RPN2",27009,20917,35723
"RPP14",278,1446,1572
"RPP21",75,730,512
"RPP25",98,4809,1780
"RPP25L",80,1158,1711
"RPP30",1406,1617,1546
"RPP38",590,337,694
"RPP40",264,702,485
"RPRD1A",996,10621,5314
"RPRD1B",950,6769,4927
"RPRD2",9214,4435,5507
"RPRM",9,1,1
"RPRML",12,0,0
"RPS10",4839,13100,14003
"RPS10-NUDT3",16,2,1
"RPS11",87765,83015,94537
"RPS12",33605,304234,94075
"RPS13",12742,36987,28483
"RPS14",20571,36022,75212
"RPS15",13029,26714,37786
"RPS15A",22081,20817,39482
"RPS16",12778,52379,65047
"RPS17",63012,59021,69022
"RPS18",73040,190715,231857
"RPS19",19579,99219,61310
"RPS19BP1",562,5276,7728
"RPS2",12194,117432,110385
"RPS20",46080,185491,53727
"RPS21",2317,41839,31526
"RPS23",19261,27545,43978
"RPS24",67072,49480,71702
"RPS25",18084,33357,32041
"RPS26",18832,3790,5857
"RPS27",42869,127142,83007
"RPS27A",47065,92428,56433
"RPS27L",2217,3720,9658
"RPS28",3649,52129,26831
"RPS29",25256,30460,30228
"RPS3",34033,51325,89655
"RPS3A",32643,48091,89107
"RPS4X",39289,50387,188687
"RPS4Y1",17357,21900,95
"RPS4Y2",1,0,0
"RPS5",17421,36389,49209
"RPS6",33979,31860,98721
"RPS6KA1",4010,2455,4045
"RPS6KA2",3374,10110,1674
"RPS6KA3",7131,5941,11361
"RPS6KA4",1823,6433,5347
"RPS6KA5",1164,1823,2447
"RPS6KA6",220,143,20
"RPS6KB1",3008,3864,2538
"RPS6KB2",2306,4201,3031
"RPS6KC1",6439,6238,3274
"RPS6KL1",40,133,936
"RPS7",34223,54506,50129
"RPS8",21318,94122,112828
"RPS9",20559,38540,43914
"RPSA",53508,30694,54716
"RPTN",0,0,1
"RPTOR",5170,3573,3375
"RPUSD1",101,3514,2839
"RPUSD2",259,745,1457
"RPUSD3",593,3199,3971
"RPUSD4",547,5579,1484
"RRAD",41,67,79
"RRAGA",2357,2209,5020
"RRAGB",882,2892,1143
"RRAGC",278,3942,2106
"RRAGD",1935,1935,3852
"RRAS",450,499,1381
"RRAS2",519,772,754
"RRBP1",28797,45238,19373
"RREB1",8183,7732,3801
"RRH",14,93,25
"RRM1",2658,2351,3539
"RRM2",53,1625,3046
"RRM2B",1555,2111,4507
"RRN3",2170,3395,4218
"RRNAD1",1004,3307,2264
"RRP1",908,7657,2148
"RRP12",1042,4647,2183
"RRP15",721,3563,3988
"RRP1B",3334,5210,3694
"RRP36",1337,5734,2363
"RRP7A",434,3938,4406
"RRP8",591,1589,1499
"RRP9",403,2261,2414
"RRS1",172,4945,2536
"RS1",0,3,6
"RSAD1",828,22755,4448
"RSAD2",713,30,971
"RSBN1",1610,631,2044
"RSBN1L",2492,5147,3046
"RSC1A1",0,0,0
"RSF1",5539,2435,4163
"RSL1D1",6127,8123,16888
"RSL24D1",2118,3150,7847
"RSPH1",10,31,47
"RSPH10B",0,75,13
"RSPH10B2",0,12,8
"RSPH14",0,18,4
"RSPH3",581,112,942
"RSPH4A",513,469,26
"RSPH6A",7,14,3
"RSPH9",82,671,53
"RSPO1",52,4,19
"RSPO2",0,6,1
"RSPO3",360,1,355
"RSPO4",4,19,24
"RSPRY1",5326,1968,3929
"RSRC1",2546,406,1887
"RSRC2",4047,7807,6071
"RSRP1",3458,5874,8974
"RSU1",4806,1328,5496
"RTBDN",0,0,0
"RTCA",1845,1885,2159
"RTCB",2687,3480,10495
"RTEL1",17,171,130
"RTEL1-TNFRSF6B",98,987,537
"RTF1",6812,7064,7428
"RTKN",1063,6815,2768
"RTKN2",152,529,602
"RTL1",883,5,65
"RTN1",323,44,1000
"RTN2",491,2626,520
"RTN3",7352,4458,7003
"RTN4",8870,8285,17824
"RTN4IP1",299,311,612
"RTN4R",234,729,509
"RTN4RL1",21,509,194
"RTN4RL2",598,173,129
"RTP1",0,2,0
"RTP2",0,0,0
"RTP3",0,0,1
"RTP4",372,69,2932
"RTP5",6,1,35
"RTTN",5521,42912,1690
"RUFY1",3917,5443,4025
"RUFY2",1864,1053,805
"RUFY3",10670,8244,3351
"RUFY4",24,7,177
"RUNDC1",916,1232,2087
"RUNDC3A",23,53,69
"RUNDC3B",68,19,43
"RUNX1",5715,1463,5658
"RUNX1T1",3190,2152,309
"RUNX2",10037,1806,999
"RUNX3",360,6205,2735
"RUSC1",1614,10209,1754
"RUSC2",5452,4450,2264
"RUVBL1",754,1988,4218
"RUVBL2",1274,7133,6296
"RWDD1",5481,2230,5378
"RWDD2A",259,761,762
"RWDD2B",676,1696,1286
"RWDD3",227,373,365
"RWDD4",1058,1608,1437
"RXFP1",1,14,17
"RXFP2",0,1,1
"RXFP3",0,0,0
"RXFP4",0,5,2
"RXRA",2388,4683,5349
"RXRB",2087,18992,7056
"RXRG",12,1183,7469
"RYBP",1756,2347,4898
"RYK",6206,6265,5033
"RYR1",1909,149,343
"RYR2",1774,100,335
"RYR3",1317,223,50
"S100A1",194,11203,43031
"S100A10",6635,10618,15736
"S100A11",10763,5786,30712
"S100A12",0,0,10
"S100A13",767,11769,7808
"S100A14",0,122,82
"S100A16",955,1454,3431
"S100A2",10,8,268
"S100A3",12,36,332
"S100A4",2724,462,6064
"S100A5",57,0,10
"S100A6",8176,2169,46118
"S100A7",0,8,167
"S100A7A",0,1,15
"S100A8",12,9,524
"S100A9",143,56,1217
"S100B",310,84,47320
"S100G",10,2,0
"S100P",0,16,1
"S100PBP",2469,8732,2569
"S100Z",1,6,17
"S1PR1",1667,170,1589
"S1PR2",793,5774,2133
"S1PR3",366,1391,1589
"S1PR4",43,4,842
"S1PR5",18,54,48
"SAA1",11,6,89
"SAA2",18,4,11
"SAA2-SAA4",0,0,7
"SAA4",0,10,0
"SAAL1",736,1327,928
"SAC3D1",231,976,831
"SACM1L",4534,2880,6269
"SACS",8765,2935,4831
"SAE1",3903,7348,7951
"SAFB",6359,20937,11360
"SAFB2",2955,8387,3870
"SAG",0,32,2
"SAGE1",0,0,4
"SALL1",486,1239,3948
"SALL2",556,213,516
"SALL3",0,25,7
"SALL4",1107,3297,85
"SAMD1",507,14843,2365
"SAMD10",24,1473,1113
"SAMD11",192,374,224
"SAMD12",86,39,50
"SAMD13",81,67,360
"SAMD14",165,283,110
"SAMD15",130,9,83
"SAMD3",166,50,196
"SAMD4A",6768,3456,5024
"SAMD4B",9593,13465,7551
"SAMD5",74,341,145
"SAMD7",0,2,1
"SAMD8",1881,689,1951
"SAMD9",5388,534,3059
"SAMD9L",7002,353,8070
"SAMHD1",17564,484,12012
"SAMM50",2687,4445,5739
"SAMSN1",1744,52,2282
"SAP130",3864,3603,1994
"SAP18",3689,3312,12082
"SAP25",13,275,99
"SAP30",750,1315,675
"SAP30BP",2566,14042,5240
"SAP30L",952,1696,3928
"SAPCD1",2,274,75
"SAPCD2",1,1225,606
"SAR1A",6034,5586,6406
"SAR1B",1632,1753,3501
"SARAF",10731,10550,23145
"SARDH",222,213,305
"SARM1",384,660,818
"SARNP",25,149,69
"SARS2",178,1755,328
"SART1",4395,3410,5619
"SART3",3594,5609,5463
"SASH1",9960,4381,5469
"SASH3",1165,16,5748
"SASS6",406,352,525
"SAT1",10199,41389,58011
"SAT2",1259,7373,4610
"SATB1",4103,104,4145
"SATB2",1966,323,550
"SATL1",4,0,0
"SAV1",4684,595,2977
"SAXO1",27,0,4
"SAXO2",22,77,491
"SAYSD1",511,1787,1063
"SBDS",2100,3531,8204
"SBF1",6321,25251,19211
"SBF2",18456,2795,2560
"SBK1",4,84,223
"SBK2",0,0,0
"SBK3",0,0,1
"SBNO1",7765,2191,4812
"SBNO2",3101,7141,11324
"SBSN",0,14,93
"SBSPON",41,443,34
"SC5D",2094,436,2022
"SCAF1",2152,6114,5517
"SCAF11",13336,6333,9732
"SCAF4",6255,4638,2505
"SCAF8",15662,2431,3684
"SCAI",894,801,819
"SCAMP1",4885,719,2994
"SCAMP2",4063,2912,7824
"SCAMP3",2282,13084,8989
"SCAMP4",1103,8388,4063
"SCAMP5",186,315,1257
"SCAND1",161,4623,4187
"SCAP",4936,7492,6836
"SCAPER",4091,943,1440
"SCARA3",3123,75,1021
"SCARA5",102,29,1073
"SCARB1",3023,17054,7657
"SCARB2",9556,16375,22436
"SCARF1",725,771,1075
"SCARF2",2033,17658,3489
"SCCPDH",4167,1021,922
"SCD",7278,6088,35856
"SCD5",334,81,696
"SCEL",3,0,16
"SCFD1",11194,3462,3785
"SCFD2",1941,1505,3875
"SCG2",104,50,482
"SCG3",24,0,6
"SCG5",337,180,100
"SCGB1A1",3,1,1
"SCGB1C1",10,0,0
"SCGB1C2",0,0,0
"SCGB1D1",0,0,0
"SCGB1D2",0,10,11
"SCGB1D4",0,0,0
"SCGB2A1",0,0,2
"SCGB2A2",0,1,7
"SCGB2B2",2,29,17
"SCGB3A1",0,0,6
"SCGB3A2",0,0,7
"SCGN",0,14,0
"SCHIP1",9,6,44
"SCIMP",698,23,1606
"SCIN",432,18004,8572
"SCLT1",2726,7216,1447
"SCLY",104,1070,253
"SCMH1",4165,11204,2776
"SCML1",916,162,2307
"SCML2",112,52,195
"SCML4",165,16,241
"SCN10A",0,0,4
"SCN11A",94,38,21
"SCN1A",44,52,5
"SCN1B",1079,420,1012
"SCN2A",276,7,10
"SCN2B",251,1,4
"SCN3A",234,35,30
"SCN3B",13,6,25
"SCN4A",21,102,66
"SCN4B",2195,434,219
"SCN5A",4,6,12
"SCN7A",11,26,4
"SCN8A",95,146,97
"SCN9A",376,31,71
"SCNM1",1590,3265,2744
"SCNN1A",396,51,38
"SCNN1B",32,3,110
"SCNN1D",810,4831,316
"SCNN1G",0,2,2
"SCO1",920,2155,3232
"SCOC",1046,3560,6938
"SCP2",11208,3182,6666
"SCP2D1",0,0,0
"SCPEP1",8199,13406,7892
"SCRG1",103,1099,131
"SCRIB",1708,70869,10811
"SCRN1",1594,384,2876
"SCRN2",406,2476,2221
"SCRN3",1171,859,1480
"SCRT1",4,23,14
"SCRT2",0,0,1
"SCT",13,5,27
"SCTR",83,1,11
"SCUBE1",49,139,28
"SCUBE2",1267,327,823
"SCUBE3",854,1094,257
"SCX",67,1199,29
"SCYL1",4816,8203,7054
"SCYL2",9423,1855,4894
"SCYL3",1217,1990,1992
"SDAD1",3236,2020,4355
"SDC1",2769,146,7069
"SDC2",2017,786,5274
"SDC3",3317,15578,56735
"SDC4",885,5431,2359
"SDCBP",37753,53318,108120
"SDCBP2",58,327,305
"SDCCAG8",5793,4190,1966
"SDE2",1322,1078,4790
"SDF2",461,2939,2571
"SDF2L1",223,29910,3126
"SDF4",2432,19713,13042
"SDHA",6591,5655,9346
"SDHAF1",28,1415,1126
"SDHAF2",208,1435,969
"SDHAF3",442,1376,1506
"SDHAF4",245,363,800
"SDHB",3422,3425,4925
"SDHC",4473,5421,11552
"SDHD",1787,1683,3937
"SDK1",10135,24397,464
"SDK2",51,3165,723
"SDR16C5",0,0,15
"SDR39U1",248,1164,796
"SDR42E1",29,9,130
"SDR42E2",1,1,7
"SDR9C7",4,36,5
"SDS",642,59,796
"SDSL",196,28,920
"SEBOX",8,0,1
"SEC11A",3843,6639,10856
"SEC11C",1044,6796,8412
"SEC13",5214,4886,8500
"SEC14L1",6977,8024,6230
"SEC14L2",565,175,641
"SEC14L3",0,42,1
"SEC14L4",3,5,0
"SEC14L5",58,22,25
"SEC14L6",12,0,14
"SEC16A",13184,15906,11108
"SEC16B",158,124,102
"SEC22A",1079,1686,1043
"SEC22B",2664,3335,7846
"SEC22C",1036,2781,5997
"SEC23A",21033,761,5869
"SEC23B",6364,1820,7244
"SEC23IP",7257,1884,3566
"SEC24A",14584,522,3949
"SEC24B",13773,3940,4953
"SEC24C",7388,1268,4546
"SEC24D",22937,1280,6279
"SEC31A",43091,27469,19787
"SEC31B",1110,1917,1964
"SEC61A1",20020,24945,26374
"SEC61A2",1066,1259,411
"SEC61B",3724,4219,6572
"SEC61G",2109,3196,4089
"SEC62",12082,4491,11728
"SEC63",11335,6932,8821
"SECISBP2",9001,7362,7418
"SECISBP2L",8983,1942,9400
"SECTM1",345,58,1472
"SEH1L",1657,11786,2609
"SEL1L",5331,2584,15375
"SEL1L2",8,6,25
"SEL1L3",3865,3882,8503
"SELE",14,10,646
"SELENBP1",2904,23374,6319
"SELL",312,8,5464
"SELP",328,2,757
"SELPLG",1064,132,3089
"SEMA3A",1536,500,383
"SEMA3B",1185,1765,15339
"SEMA3C",17552,8302,5735
"SEMA3D",4701,34,368
"SEMA3E",1262,55,14
"SEMA3F",550,1428,749
"SEMA3G",136,23,552
"SEMA4A",1897,7869,1785
"SEMA4B",646,2572,2635
"SEMA4C",2137,7212,3738
"SEMA4D",1576,6541,4053
"SEMA4F",332,1301,902
"SEMA4G",285,1823,307
"SEMA5A",6203,4799,4623
"SEMA5B",362,607,85
"SEMA6A",6386,44899,5088
"SEMA6B",721,240,832
"SEMA6C",1548,5716,343
"SEMA6D",3884,816,474
"SEMA7A",454,2220,2765
"SEMG1",0,0,2
"SEMG2",0,0,0
"SENP1",3481,866,1804
"SENP2",3033,1925,3754
"SENP3",282,2327,2084
"SENP5",5301,2320,4051
"SENP6",21881,14421,7319
"SENP7",5761,2935,2517
"SENP8",107,122,177
"SEPHS1",1577,1594,3220
"SEPHS2",759,7101,14849
"SEPSECS",1087,2215,1657
"SERAC1",688,1093,1138
"SERBP1",5504,16592,25371
"SERF1A",5,29,43
"SERF2",15523,17618,35581
"SERGEF",561,1266,635
"SERHL2",114,517,181
"SERINC1",7783,3327,18379
"SERINC2",862,2915,777
"SERINC3",8664,8654,19025
"SERINC4",0,0,0
"SERINC5",7419,808,2757
"SERP1",2065,5285,15719
"SERP2",158,477,200
"SERPINA1",2998,32,5528
"SERPINA10",6,0,3
"SERPINA11",0,0,2
"SERPINA12",0,0,21
"SERPINA2",0,0,1
"SERPINA3",0,0,65
"SERPINA4",0,0,0
"SERPINA5",43,6,3226
"SERPINA6",0,0,0
"SERPINA7",0,0,0
"SERPINA9",0,0,193
"SERPINB1",2110,2423,6286
"SERPINB10",0,0,1
"SERPINB11",0,0,1
"SERPINB12",0,0,0
"SERPINB13",0,1,23
"SERPINB2",0,0,84
"SERPINB3",0,0,28
"SERPINB4",0,0,13
"SERPINB5",0,9,29
"SERPINB6",5637,13292,7158
"SERPINB7",18,10,62
"SERPINB8",515,150,1343
"SERPINB9",383,126,2864
"SERPINC1",1,9,1
"SERPIND1",279,259,1
"SERPINE1",1330,3949,2968
"SERPINE2",6798,21198,199319
"SERPINE3",220,15,13
"SERPINF1",28422,893,36064
"SERPINF2",205,144,191
"SERPING1",53608,2025,39183
"SERPINH1",19039,20287,19222
"SERPINI1",621,12,485
"SERPINI2",9,20,0
"SERTAD1",133,713,1033
"SERTAD2",1869,2026,4181
"SERTAD3",218,1644,1421
"SERTAD4",1368,98,473
"SERTM1",1,0,0
"SESN1",1306,3310,2583
"SESN2",486,1906,1496
"SESN3",7285,2622,6041
"SESTD1",4070,3127,3276
"SET",14122,18028,34117
"SETBP1",16006,1315,939
"SETD1A",4824,5123,3812
"SETD1B",6686,4577,3331
"SETD2",16335,4273,5745
"SETD3",3784,2604,3878
"SETD4",1080,4702,1997
"SETD5",28234,10708,7702
"SETD6",729,3643,2245
"SETD7",3082,3035,5020
"SETD9",452,500,713
"SETDB1",4878,7016,4508
"SETDB2",4078,5759,5092
"SETMAR",1079,2149,1117
"SETSIP",4,0,39
"SETX",34856,6624,12346
"SEZ6",245,34,3
"SEZ6L",17,5,4
"SEZ6L2",598,170,924
"SF1",10171,57010,16054
"SF3A1",6570,7745,10891
"SF3A2",2288,4523,3776
"SF3A3",4800,10726,6911
"SF3B1",58996,71653,32967
"SF3B2",11435,11739,17106
"SF3B3",11516,9971,14981
"SF3B4",2039,5136,5881
"SF3B5",679,2880,5039
"SF3B6",1983,1917,5123
"SFI1",2238,6210,2879
"SFMBT1",1391,947,1464
"SFMBT2",2657,1293,2072
"SFN",1,11,189
"SFPQ",16763,34438,24263
"SFR1",446,165,404
"SFRP1",519,405,9356
"SFRP2",55518,1476,14301
"SFRP4",16536,331,9021
"SFRP5",0,0,23
"SFSWAP",8204,12372,4962
"SFT2D1",1310,1522,3738
"SFT2D2",3217,4057,7313
"SFT2D3",0,0,0
"SFTA2",0,0,3
"SFTA3",0,0,1
"SFTPA1",5,1,0
"SFTPA2",0,9,1
"SFTPB",1,5,0
"SFTPC",144,503,33
"SFTPD",32,0,17
"SFXN1",1292,2648,1294
"SFXN2",602,1826,953
"SFXN3",3259,2758,6366
"SFXN4",938,8868,1580
"SFXN5",770,1144,949
"SGCA",375,70,800
"SGCB",1492,1192,4414
"SGCD",4872,2559,7318
"SGCE",2268,1779,1773
"SGCG",64,13,11
"SGCZ",0,14,1
"SGIP1",1158,237,319
"SGK1",9527,37400,21798
"SGK2",127,38,14
"SGK3",63,5115,2286
"SGMS1",1169,56,1312
"SGMS2",1997,40,1048
"SGPL1",4498,2006,4173
"SGPP1",1180,317,2693
"SGPP2",62,560,177
"SGSH",3301,18119,4086
"SGSM1",62,1,14
"SGSM2",7080,38528,7567
"SGSM3",2902,14622,10126
"SGTA",1036,5911,5559
"SGTB",1138,881,1639
"SH2B1",2475,13074,6407
"SH2B2",74,1104,559
"SH2B3",3165,1696,4713
"SH2D1A",261,6,600
"SH2D1B",36,0,72
"SH2D2A",150,1211,567
"SH2D3A",56,71,301
"SH2D3C",709,498,1443
"SH2D4A",173,318,171
"SH2D4B",0,142,10
"SH2D5",8,36,63
"SH2D6",12,22,13
"SH2D7",1,2,1
"SH3BGR",198,329,183
"SH3BGRL",7830,2295,17735
"SH3BGRL2",157,179,484
"SH3BGRL3",3984,8811,9668
"SH3BP1",2432,5491,2112
"SH3BP2",5196,4962,6898
"SH3BP4",2863,10616,6501
"SH3BP5",1136,59,869
"SH3BP5L",447,7508,5930
"SH3D19",10408,1035,1611
"SH3D21",7441,9049,1639
"SH3GL1",2791,6691,5930
"SH3GL2",0,0,1
"SH3GL3",10,1,1
"SH3GLB1",14749,2507,6355
"SH3GLB2",1681,14201,8795
"SH3KBP1",8479,1614,6444
"SH3PXD2A",20944,26897,6263
"SH3PXD2B",21092,7345,2446
"SH3RF1",1061,976,2264
"SH3RF2",57,3,20
"SH3RF3",1123,57,642
"SH3TC1",1498,2209,2999
"SH3TC2",173,647,1089
"SH3YL1",1269,9590,1696
"SHANK1",1090,34,30
"SHANK2",213,6,10
"SHARPIN",938,16326,3822
"SHB",232,121,139
"SHBG",41,10,17
"SHC1",10447,40520,12261
"SHC2",1068,28174,158
"SHC3",863,202,58
"SHC4",809,212,6110
"SHCBP1",332,973,1452
"SHCBP1L",0,1,1
"SHD",0,3,10
"SHE",336,107,349
"SHF",465,449,220
"SHH",0,12,5
"SHISA2",14,160,1116
"SHISA3",0,0,15
"SHISA4",2010,1874,2678
"SHISA5",4494,5569,14160
"SHISA6",158,5,1
"SHISA7",0,11,2
"SHISA8",0,8,104
"SHISA9",0,2,0
"SHKBP1",4095,2726,5168
"SHMT1",631,713,3960
"SHMT2",3344,4631,7415
"SHOC2",7903,903,3667
"SHOX",0,30,4
"SHOX2",626,281,583
"SHPK",3,1662,371
"SHPRH",5568,324,1764
"SHQ1",1442,1218,2035
"SHROOM1",142,5199,489
"SHROOM2",243,2541,324
"SHROOM3",334,626,159
"SHROOM4",3979,1003,494
"SHTN1",9582,2964,1963
"SI",0,0,0
"SIAE",854,963,1462
"SIAH1",280,1554,1482
"SIAH2",443,1215,1906
"SIAH3",4,12,8
"SIDT1",440,40,818
"SIDT2",11209,4688,3797
"SIGIRR",406,4093,2084
"SIGLEC1",6549,514,4246
"SIGLEC10",261,11,1822
"SIGLEC11",33,10,134
"SIGLEC12",12,0,9
"SIGLEC14",499,36,351
"SIGLEC15",20,34,87
"SIGLEC5",0,0,91
"SIGLEC6",104,0,93
"SIGLEC7",643,9,228
"SIGLEC8",211,0,853
"SIGLEC9",1049,175,544
"SIGLECL1",0,0,0
"SIGMAR1",639,3247,10079
"SIK1",0,2,50
"SIK2",4231,1977,2341
"SIK3",4525,3018,2185
"SIKE1",853,1176,3493
"SIL1",2958,1167,2997
"SIM1",154,7,64
"SIM2",136,116,108
"SIMC1",1900,2175,966
"SIN3A",5683,6295,6122
"SIN3B",4634,29715,6162
"SIPA1",3407,7376,7765
"SIPA1L1",8631,535,2896
"SIPA1L2",3863,491,2007
"SIPA1L3",3206,1516,2784
"SIRPA",8939,24733,20771
"SIRPB1",688,8,600
"SIRPB2",146,3,678
"SIRPD",70,0,11
"SIRPG",201,0,691
"SIRT1",2993,887,1788
"SIRT2",3024,7137,8277
"SIRT3",573,6826,1227
"SIRT4",86,407,78
"SIRT5",934,6018,1870
"SIRT6",256,2463,1405
"SIRT7",433,6146,2209
"SIT1",123,6,864
"SIVA1",984,4064,4294
"SIX1",63,52,388
"SIX2",29,24,286
"SIX3",10,41,0
"SIX4",765,35,120
"SIX5",145,1153,1135
"SIX6",0,180,2
"SKA1",18,1273,429
"SKA2",941,2120,2545
"SKA3",69,905,1319
"SKAP1",149,3,540
"SKAP2",2335,296,7170
"SKI",4683,13319,8458
"SKIDA1",145,83,40
"SKIL",6236,2823,4046
"SKIV2L",5703,7434,7696
"SKOR1",243,297,60
"SKOR2",0,5,1
"SKP1",8095,8389,16711
"SKP2",1443,1407,1496
"SLA",1470,87,3925
"SLA2",264,5,546
"SLAIN1",102,25,487
"SLAIN2",7320,2250,4533
"SLAMF1",198,10,954
"SLAMF6",447,4,1631
"SLAMF7",713,58,7513
"SLAMF8",876,61,3988
"SLAMF9",4,285,3
"SLBP",1300,2432,5501
"SLC10A1",68,6,1
"SLC10A2",0,0,0
"SLC10A3",1390,1301,1748
"SLC10A4",0,73,11
"SLC10A5",12,454,6
"SLC10A6",67,1,8
"SLC10A7",793,477,874
"SLC11A1",719,679,398
"SLC11A2",11356,5888,8676
"SLC12A1",64,22,19
"SLC12A2",5091,899,1528
"SLC12A3",49,3,119
"SLC12A4",5715,5091,5610
"SLC12A5",11,118,88
"SLC12A6",6101,846,2370
"SLC12A7",2475,10586,5045
"SLC12A8",1158,208,678
"SLC12A9",2499,16747,5464
"SLC13A1",0,6,2
"SLC13A2",0,3,1
"SLC13A3",299,318,1836
"SLC13A4",248,516,86
"SLC13A5",6,11,9
"SLC14A1",25,33,115
"SLC14A2",73,39,4
"SLC15A1",0,18,11
"SLC15A2",129,39,389
"SLC15A3",5668,121,5746
"SLC15A4",1522,3017,3972
"SLC15A5",10,0,0
"SLC16A1",2117,4040,5811
"SLC16A10",347,121,215
"SLC16A11",47,2,23
"SLC16A12",2,9,5
"SLC16A13",302,14,170
"SLC16A14",52,33,133
"SLC16A2",2049,530,478
"SLC16A3",1362,9406,3830
"SLC16A4",1634,342,2673
"SLC16A5",1119,3560,923
"SLC16A6",208,88,775
"SLC16A7",1690,103,578
"SLC16A8",71,62,47
"SLC16A9",31,2,12
"SLC17A1",0,7,1
"SLC17A2",0,10,0
"SLC17A3",0,1,4
"SLC17A4",0,0,4
"SLC17A5",3867,297,2605
"SLC17A6",0,1,0
"SLC17A7",10,588,39
"SLC17A8",0,4,0
"SLC17A9",1081,39764,2610
"SLC18A1",0,6,9
"SLC18A2",507,9,105
"SLC18A3",0,0,0
"SLC18B1",2981,20682,9002
"SLC19A1",794,6891,1539
"SLC19A2",1075,3931,6155
"SLC19A3",80,437,54
"SLC1A1",714,52,108
"SLC1A2",41,31,155
"SLC1A3",3827,279,3813
"SLC1A4",648,812,2312
"SLC1A5",824,4201,5955
"SLC1A6",0,8,0
"SLC1A7",205,133,79
"SLC20A1",5638,12428,5026
"SLC20A2",1153,5523,3283
"SLC22A1",93,145,42
"SLC22A10",14,0,0
"SLC22A11",0,21,11
"SLC22A12",1,7,1
"SLC22A13",0,7,1
"SLC22A14",79,19,3
"SLC22A15",1364,164,345
"SLC22A16",4,4,7
"SLC22A17",1804,1918,995
