"GENE_SYMBOL","GSM5430032--HN001","GSM5430035--HN002","GSM5430037--HN003","GSM5430039--HN004","GSM5430041--HN005","GSM5430043--HN007","GSM5430045--HN008","GSM5430047--HN009","GSM5430049--HN010","GSM5430051--HN012","GSM5430053--HN014"
"SH3TC1",4269,4540,1787,4711,1888,3684,4197,3928,1383,1121,2294
"SH3TC2",98,354,859,163,172,81,200,675,688,162,121
"SH3YL1",1061,1232,2626,1479,3178,775,2803,2976,2957,2481,1384
"SHANK1",349,42,196,52,36,2,169,28,42,70,24
"SHANK2",5553,544,258,3319,143,1251,1760,1103,491,1903,3487
"SHARPIN",8280,2888,9917,8346,5465,5846,5824,9509,4474,4276,6358
"SHB",1956,654,2217,3042,2479,3865,2153,2423,4741,1838,3591
"SHBG",34,0,5,4,6,15,0,1,14,20,1
"SHC1",23216,13614,11835,27982,10978,20624,21062,36614,15010,7083,18319
"SHC2",1959,540,620,292,501,237,435,148,55,441,176
"SHC3",406,532,113,118,145,55,55,1014,69,234,32
"SHC4",67,0,17,22,15,319,41,2,1,155,1
"SHCBP1",741,1255,1279,1278,450,931,839,770,1689,447,612
"SHCBP1L",2,0,0,14,0,1,0,0,73,0,0
"SHD",814,12,2,16,42,13,6,0,14,68,0
"SHE",912,646,143,131,78,173,85,144,86,343,17
"SHF",738,93,168,160,174,467,219,59,40,688,126
"SHH",1,10,1,11,6,4,10,0,14,9,9
"SHISA2",1527,217,142,369,123,153,195,12,5,226,6
"SHISA3",19,0,0,10,0,0,0,0,0,0,0
"SHISA4",3279,545,576,249,346,265,175,149,36,3766,372
"SHISA5",31953,9987,17466,18006,28951,15296,13871,21037,20991,11112,8784
"SHISA6",11,119,0,20,61,1,0,0,9,487,9
"SHISA7",23,3,0,6,5,1,1,17,5,0,1
"SHISA8",7,0,2,5,20,4,0,9,2,25,28
"SHISA9",44,113,1,8,208,2,1,0,0,427,0
"SHKBP1",11099,3669,8267,6770,4928,7614,7454,8022,6013,3995,5154
"SHMT1",1900,956,2882,2179,8680,2604,1799,793,3003,8236,2138
"SHMT2",6674,4978,6049,9313,6457,14002,5800,7250,11530,6421,6467
"SHOC2",2205,1683,1551,1845,1682,4383,2021,2188,3188,2119,794
"SHOX",0,4,1,20,0,1,36,1,4,0,0
"SHOX2",1340,958,1165,234,238,121,1001,256,316,5,27
"SHPK",426,315,370,410,379,477,1199,472,336,377,1201
"SHPRH",1037,733,891,653,624,672,535,503,991,1135,257
"SHQ1",1444,651,1134,874,855,554,552,583,788,982,295
"SHROOM1",1010,267,648,300,482,731,471,1460,947,398,191
"SHROOM2",2450,994,3410,1884,1549,3615,806,4028,3687,1769,717
"SHROOM3",573,493,477,312,4118,1683,100,920,591,4256,1078
"SHROOM4",2361,1556,208,331,316,300,336,190,149,936,80
"SHTN1",3214,2008,3660,2524,1447,2846,2030,1861,3881,1693,1407
"SI",2,2,0,13,0,19,8,1,2,1,0
"SIAE",1465,1592,2537,1071,2436,922,441,530,1319,1724,985
"SIAH1",1177,1018,3663,1988,682,1566,4274,2859,2233,752,1170
"SIAH2",6261,3248,3403,10305,3904,5995,6963,5254,11049,4072,4643
"SIAH3",3,0,0,12,0,6,13,0,0,65,12
"SIDT1",166,47,54,53,88,72,97,945,272,681,199
"SIDT2",9718,1179,3010,1236,1595,1533,1724,2764,1050,3015,1384
"SIGIRR",2195,832,755,1109,1248,621,1132,883,2095,1794,1481
"SIGLEC1",7034,164,884,218,575,343,336,540,184,70,138
"SIGLEC10",1924,273,173,85,212,181,103,280,48,188,65
"SIGLEC11",27,0,2,0,5,1,4,9,5,15,1
"SIGLEC12",319,63,30,61,38,10,189,46,15,1,29
"SIGLEC14",413,0,28,0,65,32,272,40,19,0,7
"SIGLEC15",1275,106,1,5,42,0,9,90,5,9,7
"SIGLEC5",17,126,6,8,0,4,131,0,0,0,10
"SIGLEC6",26,23,8,18,4,9,33,18,1,4,0
"SIGLEC7",806,173,18,37,54,28,74,66,3,13,13
"SIGLEC8",57,9,9,2,0,2,16,9,7,14,0
"SIGLEC9",799,193,59,25,54,46,135,85,44,24,38
"SIGLECL1",0,0,0,0,0,0,0,0,2,1,0
"SIGMAR1",6941,3908,12834,6125,6907,10680,5080,4210,11048,5850,12347
"SIK1",143,338,1367,161,66,756,114,166,13,103,1410
"SIK2",3323,1353,3113,1373,1892,1883,1573,1462,2371,5722,1334
"SIK3",4544,2483,4514,1680,2987,3460,3238,3566,3346,3323,2629
"SIKE1",2082,1401,1512,2526,1325,2300,1619,965,2400,1678,1663
"SIL1",6046,1762,4179,3005,2501,3334,1817,5307,3582,3009,3596
"SIM1",148,0,14,2,7,7,0,1,0,147,2
"SIM2",627,1391,647,163,5953,302,44,1,223,12220,28
"SIMC1",364,322,246,320,336,396,169,663,851,449,5
"SIN3A",4343,2169,4837,4254,3316,3283,5074,3839,5598,5600,2785
"SIN3B",9965,5212,9241,6113,4358,5175,5504,4311,6271,4691,4469
"SIPA1",7598,2319,1798,3732,2758,1693,4211,4833,4831,1708,3137
"SIPA1L1",5892,2768,2538,2103,2712,4591,5473,4660,5509,3901,1868
"SIPA1L2",3157,3386,5109,3105,2574,5304,7818,4199,5294,6594,3073
"SIPA1L3",5628,1260,5048,4219,2619,4313,4431,7245,11300,4586,2890
"SIRPA",29793,5955,19119,12089,3026,8987,8052,13171,7077,2660,4699
"SIRPB1",747,390,51,28,45,99,530,178,13,25,24
"SIRPB2",985,302,117,74,50,44,134,134,44,18,45
"SIRPD",14,0,0,0,0,1,4,0,0,0,0
"SIRPG",276,46,30,7,65,112,63,85,77,29,60
"SIRT1",932,393,845,510,398,1247,610,510,1095,778,263
"SIRT2",8878,2417,4114,6512,5997,4577,2471,6015,8623,7707,2650
"SIRT3",1767,969,1820,1373,1080,996,862,755,2549,1645,819
"SIRT4",85,0,57,23,38,34,25,50,35,91,50
"SIRT5",1423,406,1661,697,999,709,1138,669,1498,1354,875
"SIRT6",2935,1013,2693,2690,1785,1927,1837,1405,2784,1375,1473
"SIRT7",2869,1903,3788,5084,6222,3812,4031,5179,4855,3824,4990
"SIT1",234,66,31,17,51,103,64,41,154,41,62
"SIVA1",6168,2425,3616,4312,2978,3072,3018,2941,4097,3137,3410
"SIX1",1064,106,172,138,190,374,165,25,525,2275,63
"SIX2",918,45,313,345,142,65,663,108,160,249,35
"SIX3",34,1,2,32,28,0,1,0,0,5,0
"SIX4",735,118,43,301,195,196,392,85,92,732,48
"SIX5",4433,1189,2897,1995,2247,3020,2278,3356,3224,1769,1869
"SIX6",2,0,0,0,0,12,0,2,0,2,0
"SKA1",408,464,349,663,421,499,393,161,626,355,295
"SKA2",1623,1555,1840,3013,1807,2170,2278,1442,3652,1558,1631
"SKA3",257,513,985,1864,466,855,277,445,702,445,391
"SKAP1",230,52,61,32,91,98,28,76,78,186,48
"SKAP2",2395,497,3437,650,279,823,2946,2477,1399,260,1243
"SKI",11899,3817,7264,8623,6284,7327,6342,7114,8676,8694,3630
"SKIDA1",41,57,95,39,59,94,88,47,285,227,37
"SKIL",5125,2560,5555,2339,1189,4100,5361,6224,3215,1243,847
"SKIV2L",6638,2730,6943,4737,3361,5951,5622,5689,5650,4268,5843
"SKOR1",38,20,19,21,20,31,13,41,72,102,39
"SKOR2",2,0,0,0,0,0,0,0,0,0,0
"SKP1",10899,8560,13099,9302,10271,16583,5889,14070,14424,15128,6783
"SKP2",2022,1177,1637,4585,1587,1419,995,1151,9042,1470,1096
"SLA",1956,1180,322,115,471,488,1138,551,270,263,224
"SLA2",449,121,105,56,129,221,102,173,163,72,84
"SLAIN1",39,20,0,7,18,41,17,1,23,391,0
"SLAIN2",5013,3055,3277,8356,4166,5164,5482,4977,6144,5665,3745
"SLAMF1",273,145,86,7,90,167,44,56,82,26,44
"SLAMF6",297,109,45,5,55,188,71,88,54,57,7
"SLAMF7",3117,1083,633,537,934,1895,3526,2288,146,192,667
"SLAMF8",6892,452,342,292,757,452,352,640,362,110,206
"SLAMF9",107,231,43,36,41,56,692,7,188,7,322
"SLBP",3398,2989,2313,4813,2725,3511,1876,2316,2404,3356,1621
"SLC10A1",3,0,1,0,0,0,1,6,0,18,0
"SLC10A2",0,0,0,6,0,0,0,0,0,4,0
"SLC10A3",5671,1568,4374,3505,3524,4974,4166,6355,5089,2485,6161
"SLC10A4",9,11,1,9,20,0,0,0,1,36,1
"SLC10A5",13,9,2,28,8,8,11,40,11,16,0
"SLC10A6",10,654,94,627,392,1457,542,719,1477,128,842
"SLC10A7",495,433,377,595,385,684,848,830,931,365,499
"SLC11A1",3501,5108,554,382,653,424,3102,490,370,110,274
"SLC11A2",3112,1579,2526,1789,4450,6957,2068,4261,4255,4294,1324
"SLC12A1",1,0,0,7,1,16,0,0,0,17,4
"SLC12A2",1899,1072,973,1107,384,2967,732,693,2122,37647,419
"SLC12A3",26,12,7,2,7,11,8,14,0,0,13
"SLC12A4",7467,3874,9263,4999,2259,3160,3264,2138,3695,3291,3559
"SLC12A5",187,42,73,45,28,111,422,28,24,22,24
"SLC12A6",3974,3275,2250,2512,4096,5920,3706,3817,20192,3847,1634
"SLC12A7",7338,1657,398,2548,1621,1948,795,540,10826,2035,491
"SLC12A8",5366,939,1392,1490,898,590,639,575,1438,561,247
"SLC12A9",4780,2366,3841,3995,4504,2016,3030,2980,7972,2983,1713
"SLC13A1",0,0,1,1,0,6,5,0,0,0,1
"SLC13A2",0,0,1,0,1,5,0,1,9,2185,1
"SLC13A3",384,93,89,46,82,114,115,47,89,576,262
"SLC13A4",13,21,33,72,461,625,85,104,276,324,122
"SLC13A5",53,108,8,253,17,27,1789,11,141,1383,33
"SLC14A1",70,78,7,6,1,6,8,12,9,133,10
"SLC14A2",26,2,3,3,2,7,17,1,0,10,1
"SLC15A1",47,51,108,323,335,2294,94,3893,61,91,359
"SLC15A2",396,138,202,501,147,135,461,657,817,1471,259
"SLC15A3",13761,574,1251,809,810,4981,1258,6066,11056,413,1923
"SLC15A4",2789,921,1888,1388,889,1515,1698,1331,1941,1447,937
"SLC15A5",2,0,0,0,0,9,0,0,0,0,0
"SLC16A1",10768,5877,16998,15445,3209,9908,17119,5837,35648,3317,8071
"SLC16A10",387,224,42,28,48,123,170,123,50,275,11
"SLC16A11",36,38,23,51,53,32,10,3,24,403,17
"SLC16A12",19,6,0,0,0,17,18,0,4,25,0
"SLC16A13",717,272,781,342,493,1167,793,343,674,339,382
"SLC16A14",295,47,60,73,311,114,76,419,952,970,48
"SLC16A2",7765,942,1726,1237,931,1329,714,1579,671,1007,1803
"SLC16A3",13740,7726,7477,7077,5068,5610,10830,7077,10119,4886,22030
"SLC16A4",391,155,34,57,13,46,52,17,16,146,13
"SLC16A5",948,563,1062,523,1054,725,323,491,1787,1307,1180
"SLC16A6",90,645,96,273,1090,110,57,204,1200,1182,36
"SLC16A7",216,354,57,113,452,37,86,12,1325,643,19
"SLC16A8",107,24,8,33,23,9,6,4,107,18,99
"SLC16A9",65,1305,0,1590,485,878,2665,2,3219,1475,218
"SLC17A1",6,0,1,0,1,2,0,0,0,0,0
"SLC17A2",1,0,0,2,0,8,0,0,0,1,8
"SLC17A3",0,0,0,0,1,0,0,0,0,0,1
"SLC17A4",0,0,0,1,0,0,0,0,0,0,1
"SLC17A5",2675,1040,1041,641,605,682,575,1721,669,969,223
"SLC17A6",0,1,0,7,0,14,0,1,0,0,4
"SLC17A7",83,47,29,54,49,15,87,38,52,52,16
"SLC17A8",0,0,0,6,0,5,15,0,5,0,0
"SLC17A9",1693,658,784,361,265,472,384,208,688,46,87
"SLC18A1",42,4,1,4,4,10,12,2,6,11,1
"SLC18A2",231,12,68,53,8,71,77,21,27,68,49
"SLC18A3",0,1,6,0,1,0,61,0,0,6,0
"SLC18B1",1150,864,630,1043,878,1304,508,880,1177,1705,565
"SLC19A1",2370,920,1057,3212,740,1086,1222,719,922,675,1063
"SLC19A2",469,919,1446,773,457,487,842,820,976,1611,638
"SLC19A3",68,82,107,70,21,39,28,192,36,41,90
"SLC1A1",59,482,33,28,109,84,86,64,76,1210,13
"SLC1A2",62,11,16,29,21,35,9,5,25,138,11
"SLC1A3",4656,850,2042,2321,1247,712,1114,1303,994,7309,908
"SLC1A4",8814,2576,13120,3931,6841,9146,3225,9560,14965,10721,2831
"SLC1A5",24545,8391,15830,25361,16597,22713,13682,34299,25236,8613,7692
"SLC1A6",1,0,9,16,1,10,27,1,7,7,33
"SLC1A7",70,2,0,4,5,8,0,0,0,88,0
"SLC20A1",6458,5316,5181,7531,2270,2166,9459,4919,2767,2429,1649
"SLC20A2",5695,6343,2946,22709,7329,13514,4404,7063,8640,10827,3838
"SLC22A1",86,39,264,205,6,33,115,303,141,46,82
"SLC22A10",1,1,4,0,1,0,1,1,1,3,0
"SLC22A11",5,0,0,17,6,6,29,1,61,5,8
"SLC22A12",1,1,1,1,1,2,0,1,0,0,1
"SLC22A13",0,14,9,0,1,2,13,4,10,10,27
"SLC22A14",8,4,11,41,24,50,1,4,6,26,21
"SLC22A15",946,738,1132,596,434,298,409,391,662,704,198
"SLC22A16",42,0,0,11,0,1,0,0,5,1,6
"SLC22A17",1789,429,791,428,523,293,588,385,277,2802,98
"SLC22A18",1890,470,1146,1256,1371,630,2009,2606,510,1745,1581
"SLC22A18AS",185,35,15,112,27,54,555,255,148,49,184
"SLC22A2",0,19,1,1,4,0,1,1,1,13,0
"SLC22A23",9533,6447,23233,13543,7175,23809,17051,19571,17861,8380,21206
"SLC22A24",0,0,0,3,0,0,0,2,1,0,0
"SLC22A25",0,0,0,12,1,1,0,1,0,3,7
"SLC22A3",104,616,6304,1495,332,1414,1149,4154,4,1630,853
"SLC22A31",7,8,3,25,23,1,34,12,5,7,0
"SLC22A4",214,315,98,43,71,157,123,27,238,63,58
"SLC22A5",819,362,1214,499,663,575,201,479,827,1762,389
"SLC22A6",1,0,0,8,0,2,0,0,5,0,0
"SLC22A7",1,0,2,0,0,9,4,0,0,0,0
"SLC22A8",0,0,1,8,0,2,0,0,0,2,0
"SLC22A9",0,2,0,9,1,0,0,0,1,4,2
"SLC23A1",1,1,57,17,43,10,2,58,117,107,40
"SLC23A2",3357,2064,5621,2204,731,2648,1805,1878,1368,2556,1962
"SLC23A3",67,61,119,75,137,46,217,54,153,105,38
"SLC24A1",929,622,455,243,294,407,523,456,636,621,297
"SLC24A2",410,26,192,70,24,54,137,633,1,25,12
"SLC24A3",2778,912,1420,1006,3898,1831,1724,4405,5395,3140,1099
"SLC24A4",59,90,15,15,21,24,66,9,19,21,1
"SLC24A5",0,0,0,0,0,5,2,0,0,25,0
"SLC25A1",7451,2248,6047,6676,7987,6026,3796,3771,7624,4545,13742
"SLC25A10",734,205,617,573,2250,859,764,811,2708,1858,1146
"SLC25A11",7137,2892,4129,2774,5089,6261,3931,3205,7783,8340,5910
"SLC25A12",1633,965,1563,1681,1210,1185,1671,1587,2372,4507,843
"SLC25A13",2236,1071,2999,2240,2431,1511,2170,2315,7975,1462,1483
"SLC25A14",694,394,541,567,652,494,277,310,386,462,356
"SLC25A15",191,247,428,535,101,225,149,196,289,214,121
"SLC25A16",1390,1224,900,824,865,855,581,835,891,983,544
"SLC25A17",1744,807,1247,1807,851,1571,1189,1004,1808,909,1857
"SLC25A18",26,0,1,1,1,5,10,10,6,23,34
"SLC25A19",1176,261,441,561,730,433,445,472,906,511,390
"SLC25A2",0,0,9,6,0,15,0,0,0,5,5
"SLC25A20",1671,476,420,598,551,267,202,671,142,1244,302
"SLC25A21",9,6,2,11,90,37,18,7,21,172,4
"SLC25A22",3359,1216,2312,9003,2110,3728,2862,4336,7408,2354,3416
"SLC25A23",1801,248,639,1473,7934,3557,4378,2295,11027,9393,4926
"SLC25A24",2520,2130,2228,1796,506,1761,1949,1116,2351,899,771
"SLC25A25",1348,1424,937,3349,1898,3255,1984,946,4475,2265,1832
"SLC25A26",1419,722,496,1294,1145,686,589,658,564,1286,609
"SLC25A27",388,203,1289,95,279,138,287,207,146,527,146
"SLC25A28",3916,1703,4106,6577,4486,6829,2212,5693,8494,3491,2748
"SLC25A29",6728,1547,1971,1167,2650,943,1630,2388,1041,4289,589
"SLC25A3",27877,15007,30428,19510,23220,31156,12750,22489,40494,35921,23295
"SLC25A30",664,551,665,1188,313,884,413,604,624,860,340
"SLC25A31",0,1,0,0,0,0,0,1,0,1,0
"SLC25A32",1121,1413,2140,1524,491,1425,1175,1068,1313,684,611
"SLC25A33",452,229,255,527,370,462,127,363,857,834,260
"SLC25A34",358,148,149,121,220,63,136,180,13,1232,96
"SLC25A35",804,283,272,140,467,190,315,159,99,342,573
"SLC25A36",2429,1956,3130,2125,1325,1641,1877,1211,3698,2327,939
"SLC25A37",2837,9360,2987,5860,1964,3388,7274,2317,6413,4120,1801
"SLC25A38",2036,910,1058,1372,1067,804,605,1033,1288,2219,421
"SLC25A39",18327,7513,18816,23460,18779,16753,19718,24285,21190,10914,19634
"SLC25A4",2328,540,251,1185,1524,578,385,1066,2594,20680,1809
"SLC25A40",561,333,390,491,533,309,165,338,861,492,185
"SLC25A41",1,6,0,1,33,1,0,2,46,53,4
"SLC25A42",1143,141,281,280,388,558,553,230,760,1976,357
"SLC25A43",1770,1622,2360,1821,3403,3187,3090,4063,2832,1594,1992
"SLC25A44",3749,1833,2771,3096,1770,3121,2572,3946,4223,2406,2243
"SLC25A45",790,264,316,116,428,326,339,334,285,592,770
"SLC25A46",1632,2415,3085,1459,1183,3332,1339,2079,2470,2312,812
"SLC25A47",1,0,1,0,5,7,1,4,0,2,3
"SLC25A48",129,1,43,12,8,63,12,7,323,121,5
"SLC25A5",21731,9994,31291,27962,20988,32220,13465,31272,38677,20299,24111
"SLC25A51",989,562,802,519,755,682,508,302,931,973,360
"SLC25A52",1,0,0,2,0,5,2,0,8,1,1
"SLC25A53",256,106,242,111,117,143,175,150,91,176,186
"SLC25A6",45935,15879,66149,33819,33230,30483,8512,41009,30321,44975,9419
"SLC26A1",10,6,1,8,28,5,3,5,28,27,84
"SLC26A10",329,129,212,80,86,33,96,55,39,61,37
"SLC26A11",2707,523,352,597,659,647,670,119,603,875,633
"SLC26A2",1253,614,934,413,751,460,605,377,487,7147,230
"SLC26A3",0,0,0,1,2,11,0,3,0,1,1
"SLC26A4",7,51,2,15,9,36,2,0,67,32,5
"SLC26A5",0,1,2,9,0,2,1,1,12,6,0
"SLC26A6",2363,2460,2405,3830,1378,845,1242,1010,701,917,877
"SLC26A7",8,24,5,1,1,11,0,1,1,4,11
"SLC26A8",4,18,1,17,0,0,65,4,3,12,8
"SLC26A9",33,67,3,344,89,12672,250,1445,1788,422,690
"SLC27A1",6246,777,1875,1417,1038,807,886,642,726,3182,1113
"SLC27A2",61,1,15,9,145,27,7,53,304,511,17
"SLC27A3",3674,1434,1320,1763,2516,2013,1275,1037,2784,2465,944
"SLC27A4",4875,3555,8647,16813,7392,13851,6707,8640,18684,4859,16845
"SLC27A5",135,66,197,97,221,144,127,109,426,606,98
"SLC27A6",10,30,1,8,365,1,0,0,4,1281,14
"SLC28A1",1,1,3,8,0,6,1,2,2,7,5
"SLC28A2",0,3,1,1,5,9,3,2,1,5,14
"SLC28A3",1586,936,4832,1178,315,6720,8844,6329,1496,438,6784
"SLC29A1",10381,1794,3411,3716,1016,3160,3162,1665,3827,2808,1838
"SLC29A2",795,9,475,62,369,91,385,430,2572,1861,79
"SLC29A3",3886,169,332,278,361,264,221,1265,203,365,159
"SLC29A4",370,86,130,345,504,240,482,127,190,156,1459
"SLC2A1",84973,52027,56072,66006,20723,61517,137502,81494,110677,11591,91259
"SLC2A10",1030,821,694,249,302,181,481,207,107,1326,32
"SLC2A11",814,162,471,105,201,124,105,86,43,293,74
"SLC2A12",2137,102,137,582,218,781,284,453,1166,451,184
"SLC2A13",251,227,67,110,170,222,84,124,221,150,22
"SLC2A14",21,0,42,31,0,9,21,2,8,7,0
"SLC2A2",0,0,0,0,0,0,1,0,1,1,0
"SLC2A3",2425,4872,960,885,632,1241,9489,673,684,343,1808
"SLC2A4",209,14,19,43,135,9,13,19,29,4307,3
"SLC2A4RG",17909,4484,9670,11046,12581,4646,11007,8416,7832,10675,13125
"SLC2A5",4012,105,159,157,548,246,148,220,304,1107,158
"SLC2A6",1192,555,423,1255,252,652,418,139,325,94,192
"SLC2A7",6,6,5,0,1,11,1,2,1,3,0
"SLC2A8",1695,899,1440,3941,795,591,1072,360,1734,1144,1297
"SLC2A9",2115,1875,874,2115,278,1050,308,4184,903,1045,579
"SLC30A1",1796,1052,2501,1272,736,1834,1700,3944,1861,1246,1536
"SLC30A10",4,0,0,6,0,0,1,3,0,14,17
"SLC30A2",16,28,0,5,17,1,1,4,1,103,53
"SLC30A3",247,177,68,47,47,33,5,19,48,7,0
"SLC30A4",445,458,464,494,448,558,658,486,1059,560,423
"SLC30A5",2280,1442,3198,1471,1445,1800,908,1814,3437,2496,646
"SLC30A6",2091,1141,2835,2212,1002,1960,2051,2219,3032,1529,719
"SLC30A7",2612,1924,2254,1920,569,1911,1397,2511,2423,1097,1005
"SLC30A8",0,65,5,4,0,4,2,0,0,0,0
"SLC30A9",2999,2512,2212,3363,2252,3020,2193,2396,2111,4432,1715
"SLC31A1",5809,2090,3587,7668,2121,4718,2655,4824,5524,4973,3967
"SLC31A2",3993,1870,3038,3646,1104,4098,2003,2028,1790,2419,1557
"SLC32A1",0,0,0,4,0,0,0,0,0,0,0
"SLC33A1",3249,1522,2079,2040,786,2017,1972,2030,3826,1573,1155
"SLC34A1",0,24,80,49,39,3,0,23,104,28,33
"SLC34A2",13,20,2,34,61,28,40,2,0,4900,2
"SLC34A3",0,0,24,3,59,24,10,50,28,27,64
"SLC35A1",825,388,663,866,416,404,286,473,618,530,345
"SLC35A2",5435,2012,4098,3292,1670,3516,1959,6437,3170,1787,1117
"SLC35A3",1259,1067,1267,762,762,1071,691,977,1710,1523,490
"SLC35A4",7461,3191,7819,5181,6891,5970,4265,7436,11462,9163,7845
"SLC35A5",1304,865,1062,725,685,799,958,1071,1489,860,426
"SLC35B1",3708,1855,2419,3693,2815,2849,2163,3757,4422,3392,2275
"SLC35B2",8143,2426,3040,3648,1844,3902,5663,3393,5964,4340,3463
"SLC35B3",1416,718,1214,934,569,809,564,782,619,792,329
"SLC35B4",1983,1666,1151,1786,818,831,891,544,622,871,452
"SLC35C1",4910,1914,2608,2094,4437,4204,1803,3488,3595,3861,904
"SLC35C2",8384,2386,7457,3996,3793,4551,4842,5345,4171,4418,4645
"SLC35D1",1984,1815,2242,1781,842,1706,1169,2346,1946,1377,850
"SLC35D2",1317,961,1604,1730,937,1202,867,1886,948,671,1009
"SLC35D3",0,0,0,6,0,0,0,6,12,2,0
"SLC35E1",7208,3920,9249,6131,4508,9163,6456,4128,8939,5355,5770
"SLC35E2B",3543,1231,1714,1493,2236,762,1738,1613,1413,3538,793
"SLC35E3",1981,1267,851,986,1254,957,594,1065,1011,1610,941
"SLC35E4",1013,660,995,629,394,2110,598,368,1650,525,1183
"SLC35F1",29,0,2,6,0,3,2,0,8,14,3
"SLC35F2",1417,1731,2994,2395,1322,2192,4218,2622,917,1864,1371
"SLC35F3",478,172,113,605,1243,233,485,336,1568,242,437
"SLC35F4",0,0,6,9,0,7,1,0,0,3,8
"SLC35F5",2551,1321,3189,1336,1712,1994,3366,2342,4279,2753,1176
"SLC35F6",11598,5064,10549,7119,6730,5528,8680,9480,6852,5330,7008
"SLC35G1",215,163,259,173,150,194,118,198,476,310,49
"SLC35G2",225,348,174,193,54,121,290,189,151,94,73
"SLC35G3",0,8,1,11,0,0,19,0,0,1,1
"SLC35G5",19,26,8,16,2,1,22,5,25,13,6
"SLC35G6",0,0,1,1,0,6,0,1,0,0,1
"SLC36A1",3435,1026,2595,1333,1234,1666,1880,2868,6149,843,950
"SLC36A2",50,1,2,1,27,15,6,0,4,287,12
"SLC36A3",0,1,0,1,0,4,6,0,4,0,0
"SLC36A4",453,651,233,388,248,448,426,244,602,318,351
"SLC37A1",1188,391,538,759,1322,407,69,1462,446,1591,60
"SLC37A2",8154,1877,2768,1673,1631,7972,2743,4583,5583,792,3828
"SLC37A3",1984,2019,2878,1940,1045,1561,1868,1605,1060,1542,656
"SLC37A4",1362,630,2020,882,1075,1343,640,747,610,1557,837
"SLC38A1",7558,6860,14968,9603,3342,18015,11935,10753,19679,10804,4391
"SLC38A10",16244,4362,8479,10580,5933,6969,9687,6024,6089,8282,8275
"SLC38A11",151,6,5,21,2,6,6,0,5,54,0
"SLC38A2",21683,28798,69639,23993,11236,54025,38716,19876,34822,12495,16436
"SLC38A3",150,12,54,4,694,10,52,0,1,842,45
"SLC38A4",746,564,263,112,78,71,218,47,955,273,24
"SLC38A5",23585,4147,7274,10167,2884,10933,5705,6624,5390,2264,3807
"SLC38A6",1317,266,280,398,249,228,284,440,319,233,152
"SLC38A7",5134,1485,4453,2169,1881,2917,3276,5557,3157,1140,3104
"SLC38A8",0,0,1,0,4,22,0,6,24,0,84
"SLC38A9",765,708,1359,479,328,481,563,1074,942,429,310
"SLC39A1",16839,8629,11064,13609,7593,6901,6856,9794,9277,5664,9499
"SLC39A10",1310,552,1947,516,144,482,749,511,721,650,172
"SLC39A11",4258,428,1402,3618,2221,1414,2490,5871,1767,3130,1864
"SLC39A12",0,0,0,4,0,6,18,9,0,0,0
"SLC39A13",13233,3632,5645,3040,1833,2920,2878,2131,2142,1944,1445
"SLC39A14",7416,5799,4429,4231,768,5500,3929,2396,5540,1807,1490
"SLC39A2",281,76,1023,609,1341,3308,1494,3187,1066,1558,1747
"SLC39A3",4192,983,2944,2989,1589,1574,1477,1188,1634,1401,890
"SLC39A4",1202,847,4041,3439,1641,2233,2293,3772,4017,1321,3019
"SLC39A5",6,12,16,14,2,2,7,2,0,11,7
"SLC39A6",4788,5972,7938,6589,1561,8586,4253,6090,9624,5079,3339
"SLC39A7",25522,8717,12025,10921,5895,12574,11295,13595,10804,6885,9388
"SLC39A8",1047,1647,425,649,253,659,233,664,278,1636,418
"SLC39A9",8664,3565,6578,5997,3288,7635,6966,7419,8073,4944,4093
"SLC3A1",32,10,2,19,16,14,4,20,20,25,0
"SLC3A2",34521,10680,23756,43220,16372,29868,28060,49032,44490,14988,40178
"SLC40A1",6273,1010,430,249,622,342,932,8420,843,2713,356
"SLC41A1",3541,1976,2350,2874,1075,3395,1815,2514,2963,5306,1776
"SLC41A2",628,181,282,77,79,169,186,304,69,355,77
"SLC41A3",3290,1698,3795,4192,1435,1462,1286,1958,2934,3186,1407
"SLC43A1",947,501,180,201,133,144,177,134,46,213,54
"SLC43A2",9426,1766,2070,3306,1020,1187,4534,2306,5468,1480,2538
"SLC43A3",6092,2243,320,1272,2782,2162,1056,2250,2547,1892,890
"SLC44A1",6645,6186,11088,11510,7128,14169,8662,9555,27835,7748,5142
"SLC44A2",17011,7180,10867,7071,12712,16964,9635,9288,16977,20378,11076
"SLC44A3",532,146,718,185,923,278,230,833,48,558,334
"SLC44A4",23,143,11,370,7,24,84,24,597,295,99
"SLC44A5",750,12,1480,1013,98,1485,930,2756,1179,1083,1124
"SLC45A1",94,36,20,92,28,12,83,15,2,56,51
"SLC45A2",6,1,0,13,7,6,0,0,0,5,18
"SLC45A3",890,310,408,671,159,242,242,290,96,271,297
"SLC45A4",1282,931,994,1745,656,1101,1451,1675,1123,893,753
"SLC46A1",1210,288,347,420,376,321,198,269,789,1109,129
"SLC46A2",36,20,18,1,20,36,0,11,7,14,93
"SLC46A3",1001,763,840,655,139,250,178,78,36,708,83
"SLC47A1",490,3,74,127,312,356,23,23,5,972,38
"SLC47A2",156,363,2828,1023,350,200,973,329,1402,190,1280
"SLC48A1",5854,680,2129,1886,4281,3344,2396,5533,8147,4347,3584
"SLC4A1",15,355,4,10,5,4,6,17,5,1,2
