"GENE_SYMBOL","GSM5430032--HN001","GSM5430035--HN002","GSM5430037--HN003","GSM5430039--HN004","GSM5430041--HN005","GSM5430043--HN007","GSM5430045--HN008","GSM5430047--HN009","GSM5430049--HN010","GSM5430051--HN012","GSM5430053--HN014"
"SAP25",49,39,15,25,50,0,22,27,14,16,8
"SAP30",607,321,293,411,379,458,502,163,821,599,212
"SAP30BP",6147,3137,4889,6785,5530,4592,5497,5335,5883,4428,5459
"SAP30L",2117,1009,2561,1576,1512,2514,930,2064,2171,2142,710
"SAPCD1",23,18,44,65,45,1,14,3,10,40,33
"SAPCD2",558,794,1697,4744,3534,1863,531,794,10954,2098,2705
"SAR1A",10852,5600,7718,9718,4882,12280,7804,8646,9788,6388,4737
"SAR1B",2418,1863,2744,2127,2444,4769,1763,4582,3605,4448,1761
"SARAF",12769,7207,6867,5079,5296,10149,6091,8199,11012,11169,2626
"SARDH",396,18,120,47,45,52,33,56,50,15,30
"SARM1",904,642,236,156,532,245,225,236,299,1848,86
"SARNP",163,101,162,232,238,167,227,127,203,166,178
"SARS2",651,212,464,433,393,289,272,520,458,541,288
"SART1",11614,2890,7937,13265,7455,8013,11997,7043,12096,6802,13034
"SART3",3878,1422,3521,2683,2352,4150,2608,2757,4940,3783,1906
"SASH1",2349,1666,1524,1174,12512,3191,1729,4558,3839,10818,2350
"SASH3",3880,765,497,184,455,466,408,440,266,273,172
"SASS6",392,296,864,516,306,431,256,245,749,389,169
"SAT1",36565,43205,21622,49201,22986,24538,62597,33462,91666,21368,11339
"SAT2",2900,1617,1672,1551,2335,1959,956,1023,1170,2962,999
"SATB1",2393,838,538,306,762,226,432,633,189,2724,292
"SATB2",686,434,571,314,175,304,519,236,339,156,127
"SATL1",1,0,1,10,1,8,17,4,16,1,2
"SAV1",3206,1221,1892,2977,1248,2730,3023,1588,2133,2108,1432
"SAXO1",0,0,0,0,1,5,0,1,2,5,6
"SAXO2",20,92,32,36,26,24,24,37,1,73,2
"SAYSD1",1282,536,1071,845,866,965,582,1150,747,942,383
"SBDS",7146,5102,8772,8217,7602,9062,4490,6340,13049,10286,8745
"SBF1",12411,5089,10457,14485,13121,12635,8207,6557,18080,14026,18617
"SBF2",3018,1491,2158,1369,1137,1405,3028,2650,1846,2392,994
"SBK1",677,48,29,96,385,53,33,41,83,1307,45
"SBK2",123,0,0,0,8,0,0,0,0,111,0
"SBK3",33,4,0,0,16,32,5,34,8,158,0
"SBNO1",3711,2532,3617,2863,3002,5007,2787,3639,5162,4434,2554
"SBNO2",11278,10707,22545,18545,14112,18044,10905,12420,11989,5938,11434
"SBSN",1800,37705,24382,146969,300970,497902,165328,215469,309483,128159,267133
"SBSPON",123,391,0,0,384,1,1,0,1,590,1
"SC5D",1026,1352,2902,1064,1789,3315,2003,4715,1653,3393,2212
"SCAF1",13535,3764,9654,9864,9338,10733,9555,15738,12596,8777,7864
"SCAF11",7453,4824,9831,4369,4179,9138,10673,6429,12011,7439,2937
"SCAF4",4278,2186,4360,5069,3754,3231,2861,4840,2802,4642,1725
"SCAF8",2541,1768,2300,1809,1365,2539,2251,2259,3298,2887,1202
"SCAI",313,343,159,456,229,250,263,135,562,350,263
"SCAMP1",1388,1123,2607,1075,941,1347,1571,2777,2453,1459,836
"SCAMP2",12766,3934,8401,10870,13869,13198,10730,17632,15839,10654,11787
"SCAMP3",8337,2999,4592,8401,4446,5028,2600,6950,4837,4359,5453
"SCAMP4",12520,2893,7632,7789,7059,6878,7024,5301,6627,5781,4829
"SCAMP5",859,731,218,1301,150,320,320,482,148,431,133
"SCAND1",9578,2022,6882,4322,5334,18687,3953,3537,4493,4404,7148
"SCAP",7087,3592,4402,5430,5116,5096,3722,4604,4526,7688,3319
"SCAPER",779,492,961,879,735,2151,3533,2036,2709,1352,994
"SCARA3",1815,489,384,435,2674,1306,374,464,280,4195,234
"SCARA5",751,385,2468,1045,73,52,1100,1401,24,128,149
"SCARB1",6664,509,3602,1246,888,2606,1343,13914,6443,2160,1915
"SCARB2",15563,5208,7150,8724,4607,8535,9220,17303,11349,12581,5598
"SCARF1",1932,1621,372,333,258,585,521,408,222,356,139
"SCARF2",4692,2236,1458,687,564,418,1109,781,284,215,296
"SCCPDH",2615,614,414,242,359,460,289,687,538,1305,106
"SCD",7305,2308,37756,5292,13228,31417,34808,62328,29894,9999,31066
"SCD5",2428,1126,674,824,323,1496,968,3289,2440,980,1203
"SCEL",30,3193,1387,8189,61271,12147,2317,10077,4441,49627,7228
"SCFD1",4336,2451,4688,3405,3175,3618,4052,3309,5125,3263,2358
"SCFD2",1234,611,814,3146,1516,1152,717,1189,1784,1565,704
"SCG2",385,117,163,134,85,25,287,45,11,23,50
"SCG3",37,0,5,0,1,1,0,0,0,12,0
"SCG5",600,1169,365,574,42,182,240,165,34,9,108
"SCGB1A1",64,0,1,1,0,4,1,8,0,33,18
"SCGB1C1",0,0,0,1,0,0,0,0,0,0,0
"SCGB1C2",0,0,0,0,0,0,0,0,0,0,0
"SCGB1D1",0,0,0,0,0,0,0,0,0,1,0
"SCGB1D2",1,0,0,0,0,0,0,0,0,29,0
"SCGB1D4",1,0,1,0,0,0,0,0,0,0,0
"SCGB2A1",0,4,0,3,14,3,10,0,1,48,1
"SCGB2A2",0,1,0,1,0,3,0,0,0,4,0
"SCGB2B2",19,42,19,7,15,2,25,33,31,33,13
"SCGB3A1",30,4,0,5,7,6,6,7,1,15372,5
"SCGB3A2",1,1,0,0,1,0,1,1,1,133,0
"SCGN",0,0,0,1,1,1,8,0,1,114,0
"SCHIP1",142,171,50,53,56,34,59,7,59,307,12
"SCIMP",430,79,15,5,82,14,15,78,1,45,1
"SCIN",415,18,140,73,629,184,193,18,94,2041,46
"SCLT1",660,599,507,690,496,517,551,436,1046,629,447
"SCLY",392,137,250,159,153,104,165,120,324,173,198
"SCMH1",2500,1024,1578,1801,1138,785,866,807,1462,2460,734
"SCML1",303,497,492,498,282,264,109,146,382,333,90
"SCML2",34,20,22,45,41,26,19,23,60,129,6
"SCML4",108,53,38,1,22,17,25,20,13,10,1
"SCN10A",2,2,0,6,1,12,2,1,0,0,1
"SCN11A",7,9,10,16,183,31,4,0,0,113,0
"SCN1A",1,1,1,13,3,12,26,0,2,23,4
"SCN1B",1424,506,173,123,512,176,118,302,97,3928,108
"SCN2A",9,7,11,29,1,10,19,24,4,29,25
"SCN2B",267,14,56,8,20,35,241,21,14,528,18
"SCN3A",80,18,19,30,8,25,12,0,11,2,0
"SCN3B",643,56,790,113,156,224,143,40,116,385,18
"SCN4A",1634,9,1,10,242,12,10,14,2,3440,3
"SCN4B",641,295,212,355,501,290,303,137,249,649,178
"SCN5A",1612,31,9,18,161,10,2,1,1,1070,14
"SCN7A",25,8,0,6,3,2,16,5,0,50,1
"SCN8A",167,152,109,25,57,174,451,177,58,83,76
"SCN9A",139,20,23,30,666,100,131,24,66,161,16
"SCNM1",4335,2135,2819,2702,2274,2126,1639,2254,2974,2035,3019
"SCNN1A",224,317,759,2571,23328,17130,3729,12147,14247,17984,7042
"SCNN1B",86,0,720,394,8476,2724,589,1958,14,7177,4492
"SCNN1D",268,249,717,1717,616,3724,4198,1514,3259,821,14113
"SCNN1G",48,20,488,157,359,612,905,1064,864,1832,2624
"SCO1",2416,1789,2261,1506,1712,2677,1967,1164,2576,2726,1154
"SCOC",822,1573,1073,1332,1370,2116,846,968,1859,1808,777
"SCP2",6223,2844,3407,3612,5375,2786,2793,6864,4374,6382,2089
"SCP2D1",0,0,0,0,1,0,0,0,0,0,0
"SCPEP1",25319,1884,1446,6028,2415,1736,6984,19095,9125,4478,3878
"SCRG1",38,1,3,0,0,0,4,0,2,8,0
"SCRIB",11957,4487,17440,21035,27139,20080,7012,5358,4920,17316,10270
"SCRN1",7930,3901,5945,7179,1706,9227,10525,5311,15471,3033,6751
"SCRN2",2220,1096,1655,1374,1750,729,1235,1702,1023,3139,2065
"SCRN3",928,745,1281,634,756,590,1350,1100,1520,1455,509
"SCRT1",1,1,0,1,1,14,4,1,2,1,0
"SCRT2",2,1,0,4,1,1,0,1,0,1,0
"SCT",770,0,44,1,57,6,14,1,1,156,1
"SCTR",6,0,0,0,1,0,0,4,0,1,2
"SCUBE1",133,162,42,10,43,4,20,40,6,26,10
"SCUBE2",223,66,211,37,43,17,236,40,28,263,34
"SCUBE3",298,1179,56,11,93,99,59,89,188,79,24
"SCX",1203,85,689,231,353,445,333,703,207,507,207
"SCYL1",12868,4204,7494,12141,6899,9540,7454,8776,13760,6269,10050
"SCYL2",2361,2173,3272,1606,2224,6689,3153,3156,4622,2814,1476
"SCYL3",1071,875,1376,683,874,772,974,960,1024,1286,743
"SDAD1",2584,2045,2221,5387,2483,2971,2038,2289,3992,3100,1974
"SDC1",77523,113049,84113,135429,78489,109062,184516,155075,141282,55397,222414
"SDC2",7786,3189,2316,1159,1051,430,1913,342,435,412,276
"SDC3",16628,2138,2321,4114,1326,1658,2197,2944,2374,2774,3103
"SDC4",21994,9248,32779,53991,9418,43371,68856,19686,34922,14075,30304
"SDCBP",9692,4435,6281,4725,3001,3522,6618,5293,4607,5167,1666
"SDCBP2",732,2047,2245,5905,10169,14818,2484,5886,6209,5706,5650
"SDCCAG8",2289,1324,2442,1888,1277,775,1983,722,1509,1225,1052
"SDE2",1145,878,1378,1126,632,1797,1222,1407,1749,1147,587
"SDF2",4036,1767,3106,3477,2332,2413,3598,4478,2874,2396,2613
"SDF2L1",2988,1112,2661,2757,2066,3044,1394,1677,1823,1335,3000
"SDF4",34689,9166,15075,19633,10044,12828,9671,28584,19635,9866,12989
"SDHA",13104,7458,9192,11115,4597,5542,7462,5350,19161,14470,7299
"SDHAF1",1007,736,968,1340,999,1015,1035,1263,1395,1127,730
"SDHAF2",1479,568,938,1721,756,1031,611,1065,1204,603,1302
"SDHAF3",414,454,888,646,566,278,595,131,1602,600,375
"SDHAF4",727,636,383,577,558,299,473,362,294,815,266
"SDHB",6003,3081,4975,5881,4582,5387,3871,5438,7888,6937,4493
"SDHC",5957,3327,5756,4894,4656,5019,8426,7198,7056,7151,5038
"SDHD",1845,1295,3329,1402,2706,2626,1245,2893,3008,3650,1375
"SDK1",1470,500,551,883,1064,1230,3001,101,4310,108,2892
"SDK2",11753,1463,786,3755,606,1595,4485,3526,1939,519,781
"SDR16C5",112,1293,2479,5611,5720,9755,2467,6457,6399,3497,2107
"SDR39U1",3180,870,2258,1756,2360,1545,1646,1883,2615,3403,2320
"SDR42E1",840,1054,937,2125,1106,2292,1262,2264,3682,2213,1229
"SDR42E2",6,0,1,2,3,14,6,1,0,14,2
"SDR9C7",0,454,938,1174,2259,15921,3879,4959,4760,1375,8288
"SDS",2130,516,130,71,198,61,219,417,55,25,47
"SDSL",1256,302,328,170,145,95,202,272,156,224,106
"SEBOX",0,0,0,0,0,3,0,0,0,0,0
"SEC11A",8026,4323,6117,6824,5327,5414,7386,7066,7007,4794,3706
"SEC11C",1586,1450,1518,1516,1901,3304,1149,1541,1372,3956,1950
"SEC13",11020,6895,7012,6233,7238,6440,5127,5995,5662,6218,3827
"SEC14L1",7713,4355,3615,3075,3292,4420,7905,4010,4114,5659,3099
"SEC14L2",7808,830,2585,1180,589,1840,2144,4215,248,1000,2330
"SEC14L3",0,0,1,2,0,0,33,0,0,0,1
"SEC14L4",8,0,70,29,11,38,14,0,4,1,3
"SEC14L5",19,0,47,21,79,42,26,18,20,266,100
"SEC14L6",8,9,10,0,1,1,2,1,4,0,10
"SEC16A",16092,5660,14888,18542,6721,13063,6419,5715,15117,9894,9529
"SEC16B",18,7,16,18,7,25,39,30,34,3,31
"SEC22A",1569,862,1306,1758,817,1232,1297,1805,2328,994,1423
"SEC22B",5065,2320,2251,2188,1672,2256,2919,2563,3556,2995,1925
"SEC22C",2457,1527,1429,1030,874,920,1036,623,795,1561,630
"SEC23A",5683,3421,4983,2267,886,3360,4314,2310,2743,2069,1228
"SEC23B",4080,2199,6168,3822,2848,6606,2973,4214,5961,4776,3229
"SEC23IP",4065,1998,3251,2595,1460,3743,2660,3551,3150,2866,906
"SEC24A",1590,1593,2582,1107,1456,5446,2225,2333,2881,1801,1360
"SEC24B",1960,2235,2545,2286,1949,3392,4066,2764,3232,3142,1516
"SEC24C",15800,6553,10129,12368,11011,20335,9734,16610,14671,15143,10490
"SEC24D",5344,3139,2624,2258,980,3466,3908,2023,3578,1967,1111
"SEC31A",18035,7486,12285,9812,11589,5716,11940,12937,18030,11493,8696
"SEC31B",479,600,720,740,586,206,220,216,204,650,137
"SEC61A1",69754,24252,28799,46429,18190,33994,28358,48816,40433,23055,20079
"SEC61A2",558,431,480,301,381,275,271,482,332,426,148
"SEC61B",6566,4841,5697,9662,6385,6977,3889,6231,8283,4526,7733
"SEC61G",2733,1823,2791,3324,2081,3978,3188,2658,39262,1404,5239
"SEC62",13308,9852,9818,14325,6985,8124,7788,11295,9799,8461,6741
"SEC63",8990,5643,8007,8445,3437,7528,5134,5607,7905,6834,5280
"SECISBP2",2655,1982,3166,1556,2338,2431,962,2686,3444,3194,2152
"SECISBP2L",1647,1420,1448,810,2641,2013,1350,1739,1926,3333,439
"SECTM1",1603,1690,1302,1156,3741,3031,2387,2685,5820,1314,4953
"SEH1L",2056,1299,3153,1848,2061,1450,1802,2498,4385,2711,1590
"SEL1L",7919,3887,4740,3291,1838,7731,6004,4805,6119,3196,2497
"SEL1L2",31,1,1,7,10,8,1,1,0,1,0
"SEL1L3",7148,1119,797,558,656,2154,1067,7686,1390,799,893
"SELE",1972,2958,74,136,265,63,49,228,141,259,0
"SELENBP1",1243,172,227,272,839,59,193,166,464,10126,328
"SELL",1250,2238,151,125,56,494,2675,308,120,54,53
"SELP",1917,778,12,61,192,33,28,420,50,256,1
"SELPLG",4947,1311,613,207,648,1407,1024,608,463,334,468
"SEMA3A",478,440,32,93,48,768,758,151,177,214,171
"SEMA3B",2861,1032,892,380,253,1488,746,332,1649,1018,406
"SEMA3C",6661,5715,9486,5232,137,2579,9279,4766,2420,2115,959
"SEMA3D",81,11,94,54,2,32,146,222,3,32,44
"SEMA3E",11,8,0,12,0,11,2,2,1,33,1
"SEMA3F",11662,9610,6126,10303,10818,9940,7973,10225,15128,16776,10460
"SEMA3G",1651,117,70,96,107,94,34,101,214,976,20
"SEMA4A",3429,1343,2683,6204,4587,2622,2167,3863,5839,4901,4252
"SEMA4B",10741,13811,24756,34300,16666,30461,58082,31317,22883,12946,30137
"SEMA4C",4122,3485,5171,2871,2484,1895,3934,2811,1071,3356,1356
"SEMA4D",2304,1035,2309,476,3711,3045,1702,3862,5673,5438,2214
"SEMA4F",1428,516,1646,538,243,427,968,463,933,277,448
"SEMA4G",170,156,55,154,92,43,106,3,16,294,173
"SEMA5A",3460,1798,992,810,917,982,2094,1527,8469,3161,1089
"SEMA5B",910,151,74,41,55,63,30,76,40,5,2
"SEMA6A",1090,418,132,631,429,1352,527,699,281,923,146
"SEMA6B",5498,4033,1043,1214,592,1348,1452,1014,1036,346,975
"SEMA6C",4463,594,598,287,1037,333,294,482,126,6518,169
"SEMA6D",394,239,376,396,247,105,1157,139,62,158,161
"SEMA7A",1946,1759,424,2866,948,3933,3384,1291,672,1041,1039
"SEMG1",0,0,1,0,0,27,1,4,9,0,0
"SEMG2",0,0,0,9,1,2,0,8,8,0,1
"SENP1",1145,1007,1333,996,774,1965,1628,1183,1790,1327,557
"SENP2",2806,1709,2238,3333,1505,3265,2794,3475,5054,2790,1771
"SENP3",2075,1137,1609,1406,1512,1893,1517,965,2279,1588,1775
"SENP5",2929,1961,2785,3690,1584,3244,2183,3354,4157,1767,1230
"SENP6",3855,2479,5778,3039,2574,4694,3518,2650,4220,4590,1126
"SENP7",685,475,696,270,305,275,469,387,656,767,222
"SENP8",103,47,160,140,215,130,157,226,219,224,50
"SEPHS1",3185,1691,3293,2274,2365,2084,1577,2260,3081,3406,1347
"SEPHS2",5829,2794,4466,3823,2692,7711,2100,5200,3839,3619,3628
"SEPSECS",586,394,244,405,293,256,310,374,210,506,268
"SERAC1",673,428,436,311,698,1589,535,664,968,967,622
"SERBP1",28992,18856,41667,36194,22656,30047,29639,28706,50036,31501,32304
"SERF1A",39,20,45,28,16,23,12,13,37,36,18
"SERF2",44474,28377,30283,35729,39061,21638,25878,33270,33406,30515,26722
"SERGEF",976,256,763,776,697,500,730,820,922,829,609
"SERHL2",57,43,48,57,88,32,25,12,55,96,30
"SERINC1",12871,6642,7309,5990,4471,9742,8066,7944,9254,8431,5734
"SERINC2",78444,8467,20788,18411,15608,25956,27635,92230,21057,6763,26264
"SERINC3",20042,8745,19563,10933,7464,14559,22080,15259,9191,9896,11492
"SERINC4",40,3,17,19,23,17,14,23,25,32,22
"SERINC5",4966,3792,7762,3253,3444,5943,4544,7477,16311,5310,2079
"SERP1",13240,9289,15358,14881,8257,25437,14492,20761,23848,11206,10753
"SERP2",80,68,12,38,2,5,10,4,0,63,5
"SERPINA1",6149,4430,1760,360,462,2203,3720,4187,1333,324,1848
"SERPINA10",0,0,18,1,0,0,0,0,0,0,0
"SERPINA11",8,0,1,3,19,1,0,11,0,5,0
"SERPINA12",0,0,0,24,0,1,0,45,0,8,34
"SERPINA2",1,1,0,0,0,4,4,1,0,0,0
"SERPINA3",9,0,4,40,2,86,9,301,1,56,25
"SERPINA4",0,0,1,0,0,3,0,17,0,0,0
"SERPINA5",52,14,0,2,1,1,10,1,1,1102,2
"SERPINA6",13,0,2,5,1,19,0,3,0,0,14
"SERPINA7",0,0,0,0,0,4,0,0,0,0,0
"SERPINA9",63,0,1,0,12,18,9,185,0,0,9
"SERPINB1",3609,39871,25442,39090,65138,60296,25139,23045,91874,16140,53651
"SERPINB10",1,43,26,52,63,24,9,1,27,29,93
"SERPINB11",3,31,9,337,3097,1391,336,1605,4387,847,313
"SERPINB12",61,1,1,1,41,24,0,161,32,141,66
"SERPINB13",196,735,2478,5536,18163,18139,895,11638,6855,16949,10427
"SERPINB2",2,28327,13141,5852,5046,6356,3092,2039,1093,2369,6650
"SERPINB3",291,2092,807,24123,3314,104108,1315,54257,347,6591,20995
"SERPINB4",92,931,169,10455,615,30923,139,6877,38,282,1393
"SERPINB5",3672,24329,44847,37505,27380,34515,44882,27686,34427,19002,29006
"SERPINB6",8090,6548,8232,5229,12263,7136,3080,2557,1102,8998,6479
"SERPINB7",357,461,359,1457,242,8189,1728,4397,120,2340,7671
"SERPINB8",1089,1998,2611,2038,1459,4280,3034,2022,1308,1939,4879
"SERPINB9",2131,3703,1112,1048,623,2463,3055,466,872,495,672
"SERPINC1",4,5,14,1,16,11,5,7,1,13,6
"SERPIND1",2,12,0,0,12,3,1,37,6,4,0
"SERPINE1",45453,42772,51502,27741,3186,16728,109203,7679,21198,233,12138
"SERPINE2",13765,12023,8715,15820,1673,5353,87358,2150,9269,1068,6343
"SERPINE3",4,12,5,0,0,1,0,2,0,0,0
"SERPINF1",28236,5207,9419,3724,5419,1932,5865,4125,9768,7026,853
"SERPINF2",1547,218,49,165,429,372,287,121,831,233,570
"SERPING1",32440,1582,15700,5967,3127,6814,9380,11365,3419,2216,8081
"SERPINH1",112941,30196,30791,21301,11904,23706,30544,22169,33846,3746,14795
"SERPINI1",285,215,65,64,75,91,159,77,143,419,38
"SERPINI2",2,0,0,12,19,5,2,0,18,24,0
"SERTAD1",2733,1021,2771,2265,2138,4736,2256,5591,2847,1425,2639
"SERTAD2",3357,2385,5404,5886,8120,4915,11166,6127,5716,4029,4683
"SERTAD3",4201,1148,2127,1600,1874,2483,2555,3722,2923,1345,1270
"SERTAD4",797,274,456,846,1683,402,174,644,728,1563,300
"SERTM1",0,0,1,0,0,1,0,0,0,5,0
"SESN1",1599,537,1020,670,1450,651,448,1133,770,2511,354
"SESN2",2432,1367,1635,2124,2989,2460,3362,3557,1968,4729,4007
"SESN3",7395,1787,7009,3367,2401,3080,11067,8270,30879,5360,2778
"SESTD1",1744,1557,1409,864,755,772,918,651,294,1741,340
"SET",23800,15051,31738,52075,19738,28186,29263,12255,39361,23041,17645
"SETBP1",1439,1037,1241,627,358,967,1786,503,992,1458,772
"SETD1A",5575,1842,4194,4990,3284,6422,3633,3467,5147,4559,3742
"SETD1B",5442,2396,3945,2159,3934,6720,2827,5236,5491,4701,2469
"SETD2",5320,3050,3648,3778,3999,3641,3719,2651,4342,7721,1637
"SETD3",5974,2538,4668,3632,3645,3319,4506,3832,4409,6141,2858
"SETD4",1048,593,1131,1119,1143,380,487,784,696,1296,306
"SETD5",7420,5363,7061,5776,5522,5613,6829,5540,5760,8142,3557
"SETD6",699,758,1784,1001,1406,566,946,842,962,1315,787
"SETD7",9646,3256,2342,3458,3341,4073,2777,5795,9273,6803,2310
"SETD9",246,125,259,97,287,100,142,191,481,282,123
"SETDB1",3790,1384,2920,2450,2209,1661,1582,2469,2288,3011,1788
"SETDB2",1102,471,826,675,671,466,280,360,344,996,342
"SETMAR",1037,352,272,397,680,159,127,284,327,1286,152
"SETSIP",7,0,5,11,1,11,7,3,10,5,4
"SETX",7049,3152,5912,7641,3583,6328,10473,2787,7370,5070,2547
"SEZ6",0,6,2,2,2,5,1,1,1,2,1
"SEZ6L",13,110,2,8,0,5,12,0,2,99,4
"SEZ6L2",2994,1485,3827,1631,262,526,8447,1947,1375,918,148
"SF1",28050,10177,24867,26026,17276,19775,18680,18077,33645,24338,16887
"SF3A1",14970,4143,10433,9138,7736,9089,8966,6443,14380,10985,9450
"SF3A2",12512,2988,10663,12004,10277,8086,6016,3475,11941,7840,6542
"SF3A3",9399,3358,6200,7035,5250,4699,3801,4792,8255,6118,4913
"SF3B1",21404,14828,26905,17015,17918,14967,17910,17642,19055,22187,9224
"SF3B2",30596,7971,20887,31412,15516,17861,23035,18897,29713,17300,20211
"SF3B3",17413,5816,16299,14294,10855,13796,12724,21496,16722,14033,10401
"SF3B4",10918,3921,9394,9867,9937,7809,7792,9830,13336,7172,9587
"SF3B5",8924,4625,5965,9884,7372,9790,3754,7374,9656,6432,9109
"SF3B6",4435,2824,7251,7214,4597,4479,4925,5404,7797,4141,4857
"SFI1",1645,894,1267,1285,1100,793,776,442,2039,1416,1110
"SFMBT1",803,333,429,373,412,470,366,425,571,1148,310
"SFMBT2",1219,504,210,185,107,200,557,165,719,284,210
"SFN",120914,253744,401859,489417,305499,438781,447151,524117,570899,121470,903973
"SFPQ",22482,12356,28335,23893,18556,23007,14290,23795,31296,22035,14158
"SFR1",587,256,499,638,215,439,697,205,972,291,287
"SFRP1",15299,1544,2913,1449,2971,4966,2366,104,4487,14738,1168
"SFRP2",80961,1084,7144,2469,5798,1719,5752,986,528,682,123
"SFRP4",13367,687,638,18,239,7,3600,58,3,36,5
"SFRP5",37,0,0,0,0,12,0,0,0,196,0
"SFSWAP",4729,2896,5610,3573,5724,4005,3165,3968,4444,4495,4634
"SFT2D1",2391,1731,1592,2214,1171,2084,1856,2034,1731,1190,1601
"SFT2D2",5172,2329,3780,3755,4024,5191,4335,5326,6154,4803,2948
"SFT2D3",883,392,944,576,768,557,611,499,1459,1063,625
"SFTA2",11,0,3,7,248,26,0,17,30,165,3
"SFTA3",0,0,0,8,0,0,0,2,0,0,1
"SFTPA1",16,1,0,1,1,31,1,0,12,9,6
"SFTPA2",0,7,0,1,48,31,0,1,6,369,4
"SFTPB",15,0,7,1,6,1,4,7,3,0,12
"SFTPC",0,0,1,8,0,5,0,1,0,4,0
"SFTPD",106,52,194,142,120,268,231,247,21,91,104
"SFXN1",1842,2343,3402,2568,2686,2361,2329,3896,5845,2405,1681
"SFXN2",715,254,195,127,422,334,218,417,697,884,194
"SFXN3",10404,3887,4071,4240,1359,4577,4425,4942,3066,901,3094
"SFXN4",1614,629,1899,1900,1325,1586,628,1397,1602,2068,425
"SFXN5",2289,929,1302,1343,1381,870,1757,2070,2191,884,898
"SGCA",1904,18,20,1,420,27,24,2,51,3068,12
"SGCB",4262,2115,1501,1623,555,1305,1681,493,1177,2552,380
"SGCD",4778,253,217,70,400,34,296,49,20,2739,0
"SGCE",1943,1055,439,277,1126,1185,418,191,326,837,133
"SGCG",886,0,3,9,205,7,24,6,1,1667,1
"SGCZ",0,0,0,0,0,0,26,0,0,2,1
"SGIP1",524,966,1199,504,258,133,486,182,81,42,99
"SGK1",9994,7086,5974,20560,12430,12595,9645,14470,47487,10353,10292
"SGK2",47,1,48,16,37,10,2,47,10,117,79
"SGK3",548,185,459,332,419,310,91,396,636,480,173
"SGMS1",2203,1435,2423,1299,695,2517,2342,1724,5602,1682,1387
"SGMS2",1112,1174,791,730,570,1588,895,687,2365,975,803
"SGPL1",11618,4294,6258,5294,5344,10542,6828,9378,6760,5233,4163
"SGPP1",614,678,1382,387,175,1240,650,391,852,323,158
"SGPP2",132,410,1371,2003,836,8516,10312,10032,6049,3275,4697
"SGSH",3035,1863,3365,2045,2268,2438,2608,274,2314,2399,3329
"SGSM1",65,10,12,5,12,7,6,8,9,173,44
"SGSM2",6752,2847,4200,2144,4443,2654,4525,1840,3319,8191,4156
"SGSM3",7344,2602,4011,4855,4830,5553,2949,2432,5376,7303,6234
"SGTA",9813,4350,9842,10975,7002,9455,6632,4851,10181,8928,6072
"SGTB",776,777,563,241,109,182,357,369,350,214,230
"SH2B1",4994,1933,4008,2770,4086,3964,2898,2567,2875,5585,2295
"SH2B2",1167,464,337,241,492,270,796,253,758,868,240
"SH2B3",6221,3090,1093,1486,746,1398,1899,929,973,643,562
"SH2D1A",218,57,25,5,64,77,5,24,30,18,19
"SH2D1B",39,31,5,10,14,45,10,3,86,2,0
"SH2D2A",884,1104,947,1408,265,382,2919,344,1473,60,1239
"SH2D3A",1284,1840,5591,4542,2856,3118,4353,1440,3888,2433,4725
"SH2D3C",2723,1842,758,1007,397,561,769,568,578,603,604
"SH2D4A",861,580,1584,1002,2341,2698,1282,1381,3477,3101,580
"SH2D4B",9,6,3,18,0,9,3,4,10,4,19
"SH2D5",552,3944,2317,3970,183,1925,3198,805,1521,117,1496
"SH2D6",2,12,11,24,15,2,37,3,2,1,6
"SH2D7",1,0,10,11,5,3,7,1,3,4,6
"SH3BGR",1558,12,72,95,254,10,20,55,31,3947,40
"SH3BGRL",7199,1592,839,1956,2326,760,4644,2799,1500,3195,1481
"SH3BGRL2",421,215,93,68,8943,1200,144,846,791,12160,294
"SH3BGRL3",69088,25994,30091,62773,45833,50733,48231,74414,40824,21905,56767
"SH3BP1",8817,3771,3943,16273,9501,11621,7293,4779,11050,6025,15129
"SH3BP2",10939,5830,4575,5235,3782,5999,9569,7954,4212,3400,12477
"SH3BP4",5098,2375,6695,5499,2232,2117,4263,4295,5848,8094,4142
"SH3BP5",5366,2755,738,378,913,820,1558,767,579,3631,351
"SH3BP5L",5908,2155,3812,2768,4560,7782,2791,5004,4654,4641,3572
"SH3D19",6712,3663,4077,3802,6728,5230,7450,3731,11948,5727,3836
"SH3D21",1540,2280,2952,2349,1894,2484,3156,4931,3819,572,4016
"SH3GL1",14224,8130,16256,18921,26622,21664,18951,10984,24711,11950,15302
"SH3GL2",12,0,0,0,0,8,0,0,0,21,0
"SH3GL3",165,12,46,172,471,159,351,303,285,844,771
"SH3GLB1",11450,6065,8641,5773,6784,7544,6553,6815,7702,7970,4082
"SH3GLB2",4564,4679,11440,12480,15856,10269,7363,8308,12868,12271,15110
"SH3KBP1",5792,2931,1163,1906,608,2298,1312,2080,683,1754,987
"SH3PXD2A",26872,13395,16954,15176,11484,17438,15837,18001,29191,13286,14249
"SH3PXD2B",17998,4368,6992,3876,2695,8954,8125,4013,8671,3796,4178
"SH3RF1",1898,1001,1247,1539,609,1003,1822,1566,1018,2569,584
"SH3RF2",3285,3487,10409,6641,5119,7138,4618,7011,15057,7444,6296
"SH3RF3",2034,1423,1153,1014,731,396,871,517,191,854,851
