"GENE_SYMBOL","GSM4799045--1050685","GSM4799049--1081893","GSM4799054--1005994","GSM4799056--1040211","GSM4799059--1005335","GSM4799060--1006796","GSM4799071--1055419","GSM4799075--1087088","GSM4799076--1096936","GSM4799079--1064719","GSM4799085--1096489","GSM4799086--1045404","GSM4799091--1028337","GSM4799095--1062786","GSM4799096--1045396","GSM4799102--1020143","GSM4799108--1046677","GSM4799111--1028265","GSM4799113--1097176","GSM4799116--1014302","GSM4799120--1091717","GSM4799122--1030566","GSM4799128--1028046","GSM4799129--1011434","GSM4799130--1064847","GSM4799131--1042693","GSM4799132--1081897","GSM4799133--1042013"
"SDC4",10,281,5020,1765,4182,128,2212,152,0,380,39,6217,79,12,4531,0,851,7748,744,1318,1999,3721,4114,5979,3746,156,562,2052
"SDCBP",63,3327,34017,114809,173328,5508,35117,8395,6,9418,28646,15799,4542,314,134201,1881,11421,50322,28856,87034,11862,170796,16696,48621,58829,678,12850,188187
"SDCBP2",0,0,16,28,24,21,126,14,0,3,0,0,16,0,5,0,0,27,34,114,34,39,201,49,163,0,116,66
"SDCCAG8",103,1818,3774,3733,4131,333,2451,2339,1,1724,983,5960,884,84,3743,0,609,5655,1749,2865,3936,5444,2913,1824,2229,51,492,2154
"SDE2",2,473,1488,1713,908,82,1032,313,0,647,42,303,126,8,1029,0,2,2336,671,786,1319,1889,985,906,838,0,715,1469
"SDF2",0,19,4123,2556,4455,284,3066,239,0,616,7,2399,311,89,6155,0,1165,4614,1448,3240,3628,4914,2079,1718,3834,386,766,4174
"SDF2L1",0,2,215,148,136,22,250,180,0,5,8,173,32,7,161,4,236,264,81,212,233,47,143,287,179,2,104,67
"SDF4",2,317,337,243,209,8,889,272,0,193,167,310,165,7,309,0,433,603,61,217,386,217,112,212,758,0,94,264
"SDHA",1,171,3329,6850,2527,179,2214,878,2,176,68,1444,851,23,2674,0,1031,2574,1361,2325,2750,5252,3826,3067,5450,106,377,2312
"SDHAF1",0,14,24,96,45,19,25,102,0,15,48,151,54,6,44,6,1,132,44,116,126,43,100,78,93,0,26,50
"SDHAF2",2,32,725,461,988,44,636,106,0,96,1,208,111,7,409,0,632,1056,220,261,608,734,375,609,464,0,85,860
"SDHAF3",0,38,1177,3524,2541,32,2258,193,0,665,120,500,39,27,2140,0,64,1489,1374,2308,1227,1807,1197,1263,735,0,1,2987
"SDHAF4",2,77,1235,330,371,30,162,11,0,17,28,782,27,26,370,0,281,263,121,73,363,193,417,179,323,8,9,366
"SDHB",0,377,7149,10501,6573,264,6012,481,0,1110,312,4057,474,7,6635,0,902,7744,2592,5094,3232,9349,4071,2542,9105,0,899,8356
"SDHC",2,156,3902,9602,6659,968,3047,720,0,1267,221,2068,415,16,6242,12,4234,5502,2704,16641,2755,6097,3905,3644,8696,268,1555,6561
"SDHD",4,546,13127,9380,28590,509,5331,1233,0,1551,79,2187,626,196,3341,0,3599,10599,4176,7280,6879,10829,12320,6141,3555,33,48,11297
"SDK1",1,93,0,5014,3617,52,26,171,0,11,71,52,21,8,56,0,0,1,2,71,244,31,86,23,51,0,4,51
"SDK2",0,4,0,403,117,113,248,152,0,36,0,0,14,9,298,0,609,6,18,2029,43,18,45,50,74,0,8,43
"SDR16C5",0,0,1,0,1392,37,105,2,1,0,0,0,0,0,0,0,0,0,0,176,0,152,2659,0,263,0,415,138
"SDR39U1",3503,9,339,339,390,18,84,7,0,225,2,89,21,1,282,0,93,159,128,558,401,511,307,371,558,0,117,349
"SDR42E1",0,5,1,16,75,132,0,39,0,6,0,1,5,23,37,0,0,0,14,542,1,60,846,4,71,0,217,0
"SDR42E2",6,11,5,5,10,10,22,0,0,5,0,12,0,1,3,0,12,12,7,15,14,15,24,5,2,0,0,4
"SDR9C7",0,0,0,0,0,8,10,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,11,0,116,0,460,0
"SDS",0,12,276,33,320,9,429,117,0,20,4,207,517,1,164,0,0,72,348,117,250,991,0,132,324,0,6,180
"SDSL",0,175,268,201,359,112,649,16,0,318,0,656,92,0,436,0,148,733,141,170,304,583,267,234,774,0,48,733
"SEBOX",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEC11A",5,353,8192,9226,6729,328,3768,1595,0,2452,215,1988,943,22,4451,0,1377,5032,1959,2831,3941,7635,3463,3784,4557,23,496,8202
"SEC11C",2,105,1529,5180,5252,131,4424,784,0,792,76,2513,278,69,8898,0,535,4448,1635,2211,1832,5122,2392,3740,5818,3,82,2997
"SEC13",10,223,10657,6422,4218,378,9403,625,0,1715,128,3261,591,18,6551,82,747,6340,2427,5356,4771,11901,4012,3812,6843,324,1211,9552
"SEC14L1",4,300,1600,1910,2842,215,1284,1108,0,912,21,393,912,6,925,131,699,1802,606,2007,1198,1987,1735,1360,2006,21,411,1023
"SEC14L2",1,41,728,254,197,48,595,65,0,12,20,327,16,8,230,0,34,677,71,410,437,295,261,194,301,0,69,306
"SEC14L3",0,0,22,1,24,119,0,1,0,0,0,14,0,3,0,0,0,0,0,0,6,2,0,3,0,0,1,0
"SEC14L4",1,0,0,0,12,44,244,12,0,1,0,187,0,1,0,0,0,450,15,1,0,0,99,0,12,0,1,83
"SEC14L5",0,143,18,14,37,28,0,23,0,12,0,0,0,2,0,0,1,0,3,10,0,0,62,0,0,0,0,79
"SEC14L6",1,1,0,0,67,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,440,0,6,0,0,0
"SEC16A",27,651,3012,1500,677,164,717,847,0,252,135,1469,405,79,1999,0,3318,2049,928,2597,1781,1618,1710,2330,2995,0,709,2177
"SEC16B",0,0,8,5,79,32,0,24,0,38,0,146,6,0,7,0,0,15,7,0,56,0,162,1,5,1,88,24
"SEC22A",2,332,2676,1107,1225,54,1218,129,0,89,12,645,385,10,2740,0,193,1429,536,1051,1167,1258,1034,436,969,393,239,1703
"SEC22B",8,256,27968,3977,13788,402,4762,1470,1,1142,3,2973,304,147,12017,0,1102,5559,4193,5991,6282,14218,3464,7032,7489,74,1389,9798
"SEC22C",1,469,3591,3773,2008,243,2827,436,0,593,344,1484,603,17,2597,96,778,3256,2231,1977,2398,5501,1995,3298,3996,0,789,3855
"SEC23A",3,253,6441,2372,3010,270,1684,514,0,1423,141,1547,424,43,3475,0,214,1232,1331,4690,2558,3677,2264,2985,1825,0,857,4099
"SEC23B",2,300,3746,2044,4472,128,2122,356,0,13,18,1909,151,2,3241,0,1537,3901,743,1493,2049,5080,1103,2437,2004,0,122,5576
"SEC23IP",58,251,2533,2035,2139,126,1167,439,0,268,34,2241,395,135,1877,0,563,1604,889,1556,1835,3349,1950,2169,2032,0,1219,2658
"SEC24A",0,88,1399,1098,1473,102,1332,766,0,108,1,1069,223,16,1172,125,725,758,550,1780,1178,1804,856,1193,531,0,133,1398
"SEC24B",161,320,1372,1125,1335,178,912,641,0,369,144,3308,147,43,1553,0,229,1428,770,3436,1187,836,1180,1212,1156,1,129,1315
"SEC24C",6,46,1075,606,867,51,266,55,0,25,52,469,26,1,709,0,210,454,428,584,1271,859,1280,811,1442,4,165,1087
"SEC24D",12,146,3335,1352,2601,303,2609,1163,0,531,54,580,612,23,1666,37,440,2479,948,3169,2442,1340,1428,1524,833,0,205,3158
"SEC31A",80,1471,16121,13454,15747,731,10473,5669,0,3148,1091,6029,2029,173,11591,0,6257,7566,6785,16717,15925,9982,10300,9976,8320,87,4443,18585
"SEC31B",54,905,287,304,938,116,256,729,0,141,58,664,328,17,515,0,529,345,697,740,664,1206,1546,283,1219,0,949,563
"SEC61A1",1201,1128,6580,4460,3441,149,5616,291,1,829,149,5256,630,57,6945,5,1228,8653,1483,5216,4971,2981,3482,2038,7489,0,1226,6721
"SEC61A2",5,258,966,537,626,102,266,193,0,5,5,110,10,2,509,0,0,533,193,356,665,488,669,464,896,0,89,676
"SEC61B",5,294,5778,5716,4073,289,3523,1343,0,1519,76,2158,947,42,4125,24,2015,3375,1642,4394,3391,6065,3616,3719,4895,39,929,4451
"SEC61G",4,275,3639,3693,3820,202,5155,391,0,911,175,3907,503,0,4235,19,830,6555,620,2682,1787,3201,2238,1687,2204,101,347,5863
"SEC62",2391,1421,15157,5556,5466,139,7202,5437,0,5313,697,7307,1502,109,10182,8,4610,8015,4925,6513,6302,7345,3989,5964,1902,216,816,6233
"SEC63",25,973,8139,8170,9405,413,6270,4482,4,2537,1726,9368,770,137,4399,0,3401,7883,3414,9073,5045,7629,4543,5730,2826,55,788,4095
"SECISBP2",67,1152,2716,1638,1355,248,563,1682,0,1031,401,185,257,111,2504,0,272,1113,1091,1934,3126,1819,2952,2271,2542,1,628,1871
"SECISBP2L",1,1269,3818,3933,4588,224,3130,1905,0,889,575,568,317,31,2441,73,1854,4391,1192,3616,4676,3491,2427,3416,1907,18,931,3872
"SECTM1",1,29,160,18,8,18,71,129,0,7,5,26,1,1,18,0,0,37,18,11,122,50,19,41,6,0,0,22
"SEH1L",0,92,4265,1972,910,352,1611,194,0,175,15,2878,499,19,1802,1,662,1602,576,1910,1757,3418,1256,768,2491,5,1070,1894
"SEL1L",45,967,7812,3577,10192,302,3473,2884,0,1156,209,5137,1197,26,7618,0,2705,5875,2682,7887,5238,5638,2896,6927,3342,5,644,3242
"SEL1L2",0,1,6,0,3,19,1,0,0,14,0,0,0,2,0,0,0,920,1,0,0,21,0,0,0,0,0,0
"SEL1L3",3,323,739,515,1663,113,861,2556,0,586,26,290,1220,13,974,0,66,155,638,344,1768,1609,1605,954,658,17,1,1088
"SELE",0,303,39,0,21,24,58,62,0,351,0,0,0,0,185,0,0,142,17,0,232,6,1251,69,93,0,73,43
"SELENBP1",10,3,67,2808,8613,640,536,1434,1,2323,61,37,684,2,247,2,1925,7778,237,10226,1222,1657,2067,2155,334,896,294,4353
"SELL",2,1143,227,188,3757,195,907,2024,0,197,1,52,201,42,828,0,2,903,463,492,1076,1331,736,383,625,0,0,679
"SELP",0,133,4,16,363,65,88,146,0,812,0,0,406,0,278,3,0,95,12,0,76,347,6866,18,365,0,0,212
"SELPLG",781,845,639,375,1679,10,1015,158,0,14,0,25,298,6,580,0,527,1595,443,289,1043,1861,525,665,390,11,1,607
"SEMA3A",0,343,879,724,388,191,728,343,0,46,1049,2505,562,44,63,0,199,1433,33,415,2044,164,267,51,119,0,1,359
"SEMA3B",0,1,2,50,12,7,39,6,0,187,2,0,14,8,363,0,1,496,36,0,317,36,12,870,366,1,46,39
"SEMA3C",1,477,7361,7242,6105,233,242,1228,0,511,1917,3533,391,29,378,0,6004,1796,1797,15328,5215,4670,2092,510,891,1,568,725
"SEMA3D",0,18,402,375,702,127,28,79,0,11,3,5,18,2,15,0,123,6,29,997,1898,10,458,4,4,0,54,156
"SEMA3E",1,11,0,18,669,169,1366,4,0,347,1051,11,0,0,30,0,536,3817,7,854,2280,0,298,0,47,0,0,110
"SEMA3F",0,174,18,14,10,1,8,10,0,47,0,83,121,2,29,0,6,56,12,2,11,2,541,17,41,0,67,16
"SEMA3G",1,11,19,12,57,32,33,151,0,567,0,0,301,8,44,0,0,105,8,212,150,28,179,68,132,0,0,48
"SEMA4A",6,226,498,303,653,125,509,783,0,45,42,21,1,7,689,0,31,190,332,541,1163,1218,931,719,730,0,142,428
"SEMA4B",0,95,527,412,486,42,382,131,0,15,0,280,169,2,165,0,344,767,215,1629,577,407,1269,295,560,1,529,282
"SEMA4C",1,69,477,349,260,115,421,21,0,51,41,373,22,16,178,0,161,808,259,220,409,352,713,377,435,216,350,506
"SEMA4D",59,970,1660,808,868,157,882,1725,0,150,1,884,876,61,895,9,537,659,605,241,2642,1806,1228,312,1153,78,237,821
"SEMA4F",0,7,551,150,280,113,538,2,0,19,19,1298,11,3,375,0,311,1522,132,1107,359,433,325,360,603,0,6,692
"SEMA4G",0,1,32,91,58,27,89,7,0,496,7,670,0,1,182,1,4,44,40,205,126,63,115,49,239,0,7,131
"SEMA5A",0,186,223,2813,7589,538,354,335,0,745,518,558,524,7,5871,0,124,25180,924,1870,3768,5178,4133,5706,605,182,1152,4016
"SEMA5B",1,1,238,42,35,4,1,112,0,155,0,1,73,15,116,0,51,14,40,3,127,0,391,44,16,0,0,80
"SEMA6A",0,1083,207,12862,4247,548,131,4485,0,1672,142,240,392,111,12166,0,889,248,2321,1479,300,3123,1445,6711,6693,7,1295,2208
"SEMA6B",0,35,5,3,1,3,16,2,0,105,0,6,12,18,5,0,13,116,0,1,16,1,29,3,2,0,2,1
"SEMA6C",0,76,40,28,9,24,81,5,0,66,3,50,28,5,25,0,179,28,5,19,42,1,15,5,37,0,44,38
"SEMA6D",0,352,234,334,2273,161,0,488,0,491,131,162,210,4,1017,0,4,102,455,1038,1753,1581,2187,3054,361,1,145,782
"SEMA7A",0,33,44,74,51,4,272,15,0,11,0,264,12,6,192,0,86,818,1,2,98,45,31,128,168,0,19,105
"SEMG1",0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEMG2",0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SENP1",1,593,1079,1147,933,168,336,411,0,277,5,469,143,26,706,0,1131,640,305,1300,996,829,1255,846,730,0,35,1368
"SENP2",1,66,4217,990,1331,170,1729,596,0,429,24,1050,80,11,3056,0,17,1844,1203,1164,1867,2832,1659,2163,1741,1,443,2288
"SENP3",0,53,163,111,146,49,131,141,0,48,5,43,45,0,141,0,7,138,113,85,184,140,175,265,114,1,123,103
"SENP5",16,904,6724,3955,2912,351,1679,643,0,334,394,2861,360,12,7679,3,307,2912,3397,2760,5269,8296,3901,2259,3949,0,877,7864
"SENP6",11514,1475,4789,2757,3772,177,2026,3843,0,1913,762,7656,615,62,2486,0,2471,1939,4795,3782,3114,3179,3904,4131,1163,81,322,2583
"SENP7",824,1067,3163,1239,1397,138,1264,2853,1,1392,337,1577,280,82,2200,31,132,1188,1492,1200,3038,823,3065,1250,980,10,434,1800
"SENP8",0,3,304,133,427,52,27,0,0,2,0,0,0,0,234,0,0,133,54,44,148,279,671,144,383,0,57,397
"SEPHS1",1,16,1869,1072,770,48,834,386,0,199,24,995,137,0,1045,0,344,569,624,609,538,808,1637,1547,1092,0,288,1776
"SEPHS2",5,418,1077,3429,2284,72,1786,356,0,152,3,1578,253,22,1287,0,2547,2621,1712,1936,1860,3151,1560,2752,2314,0,102,2596
"SEPSECS",0,534,1030,376,917,106,738,300,0,160,10,0,59,10,658,0,800,444,431,216,1042,593,1210,944,400,0,303,675
"SERAC1",0,486,1627,299,398,323,357,210,0,386,1,91,69,8,637,0,2,292,459,468,386,692,129,883,630,83,22,743
"SERBP1",31,1668,11892,11035,6410,546,8250,1487,0,4373,350,8890,2248,44,8282,0,1936,8698,4002,6027,8166,6841,10457,4107,10420,21,3327,8810
"SERF1A",5,0,9,28,26,21,17,7,0,0,0,18,7,0,31,0,1,26,7,39,19,18,15,11,4,1,2,22
"SERF2",4031,4204,30966,21842,26840,1680,32230,9046,0,8336,2566,17101,7586,1033,27447,562,16732,42294,13216,22151,29057,22669,21676,26724,26224,1219,8242,43183
"SERGEF",2,105,715,231,716,75,761,121,0,537,1,348,534,2,127,0,76,786,115,557,701,279,981,122,630,6,393,556
"SERHL2",0,4,133,133,51,13,75,4,3,25,8,50,2,0,116,4,85,147,27,113,68,56,57,84,145,0,34,69
"SERINC1",8,289,9248,5589,14105,307,5461,1937,1,4562,685,4040,1140,41,7356,0,1395,10198,5748,5049,5890,16497,6470,7082,5663,303,1153,9439
"SERINC2",2,37,1936,199,79,3,217,21,0,89,1,165,58,8,92,0,19,1307,53,24,53,39,111,276,264,0,297,183
"SERINC3",25,1122,16253,7480,10638,476,7650,1565,1,3016,193,12990,1756,21,6423,0,3204,12925,3176,6921,7893,15953,10533,4867,6378,21,1298,14050
"SERINC4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERINC5",4,624,3785,998,6721,426,8793,633,1,185,16,999,311,34,3957,0,2491,10148,2082,5931,3434,6197,3690,2389,7205,18,362,3402
"SERP1",14,202,6044,3027,6677,195,5679,1881,0,2259,563,3549,894,8,2872,1,1935,3332,2355,4375,3678,3833,2435,1977,1900,95,828,3089
"SERP2",0,2,30,25,114,18,131,37,0,0,4,0,110,0,0,0,12,65,3,0,100,65,20,0,163,0,0,33
"SERPINA1",53,2170,5805,1004,21873,49,2792,1529,0,148,283,46106,1089,8,2028,1,343,3196,33731,506,2397,11748,177,474,2795,474,467,4295
"SERPINA10",0,1,0,0,3,13,0,0,0,0,0,61,0,2,4,0,0,0,521,0,0,0,17,4,0,0,6,1
"SERPINA11",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,85,0,0,0,0,0,0,0,0,0
"SERPINA12",0,1,0,2,19,12,37,0,0,0,0,0,0,1,14,0,0,0,0,0,8,0,244,0,129,0,8,18
"SERPINA2",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERPINA3",0,12,0,0,1,13,1315,0,0,0,0,28,0,0,5,0,1,812,52,0,83,18,4,89,0,0,0,0
"SERPINA4",0,0,0,0,1,19,0,0,0,0,0,2,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0
"SERPINA5",1,0,1,1,1524,11,1572,79,0,4,29,855,4,0,0,0,2,4712,146,145,998,0,5,5260,433,0,8,106
"SERPINA6",0,0,0,0,1,24,0,0,0,1,0,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0
"SERPINA7",0,1,0,0,0,5,0,0,0,0,0,47,0,0,0,0,0,0,598,0,0,1,0,0,0,0,0,0
"SERPINA9",0,1,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"SERPINB1",7,591,5534,3565,4851,240,3555,924,0,1467,76,10039,801,25,3917,0,1441,2769,2439,984,3706,7765,2485,1722,3165,0,518,4991
"SERPINB10",0,0,0,0,0,43,1,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0
"SERPINB11",0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SERPINB12",0,1,0,0,0,4,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,26,0,42,0,0,0
"SERPINB13",0,18,28,0,0,78,11,20,0,0,0,0,0,1,0,0,0,0,16,0,0,0,437,0,252,0,1440,0
"SERPINB2",0,0,13,8,0,5,10,0,0,0,0,2908,0,0,0,0,1,89,0,717,1,8,63,0,29,0,2101,0
"SERPINB3",0,1,60,0,0,25,0,0,0,0,0,262,0,0,0,0,0,0,0,0,1,0,175,6,38,0,1090,0
"SERPINB4",0,0,86,0,0,2,0,1,0,0,0,47,0,0,8,0,0,0,0,0,3,0,183,0,4,0,817,0
"SERPINB5",0,0,66,0,0,32,248,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,4952,0,1729,0,3629,0
"SERPINB6",2,2226,6286,8545,6877,137,4706,911,0,2442,302,18122,2498,51,3945,0,397,7689,2899,3497,6433,8804,3976,1059,4104,652,1052,9227
"SERPINB7",0,0,605,0,764,5,20,36,0,0,0,23115,0,0,0,0,0,9,0,0,0,0,839,0,66,0,10,15
"SERPINB8",1,24,2195,181,428,34,872,135,0,29,0,808,8,9,381,0,397,1379,455,133,730,674,780,189,626,0,199,573
"SERPINB9",2,920,3754,4933,4712,265,644,1180,0,471,143,181,232,26,5422,1,4,2795,1169,203,1986,12873,740,381,480,1,27,1016
"SERPINC1",0,0,4,0,0,18,11,5,0,0,0,4,1,1,5,0,0,62,785,0,22,3,14,0,0,0,0,0
"SERPIND1",0,1,50,16,84,19,100,0,0,0,0,1,0,5,54,0,0,516,279,52,11,40,0,4,114,0,0,15
"SERPINE1",9,752,13159,1150,818,19,3302,71,0,174,277,18089,434,5,740,0,796,5264,397,1727,1428,3131,85,246,1103,0,475,1686
"SERPINE2",3,282,2797,3823,12101,705,306372,628,1,64,4332,356,476,101,21657,477,50702,718778,13177,29878,58255,19606,3228,50698,11902,58,4940,51532
"SERPINE3",0,1,174,42,58,2,113,13,0,0,0,0,0,0,73,0,1,30,16,9,79,45,0,0,14,0,106,14
"SERPINF1",12,1187,26353,19305,9649,655,2583,1236,4,1935,7,843,2268,86,6312,15,1753,1160,1653,5284,11620,42056,7841,38516,8444,303,236,5489
"SERPINF2",0,1,6,11,40,12,6,67,0,67,0,45,26,3,71,0,1,68,181,12,5,2,57,4,44,0,0,0
"SERPING1",34,1556,12368,10890,74722,493,10867,12272,1,15270,101,6264,5358,30,7402,3,945,3227,31558,2964,64549,40723,20390,5172,8066,267,75,16778
"SERPINH1",0,647,2439,8198,2292,109,2274,1203,0,1122,196,5236,822,10,2004,0,2224,1948,560,2495,4453,527,2982,3941,1488,0,308,2627
"SERPINI1",0,35,364,2006,1284,89,1730,173,0,75,0,46,1,2,262,0,31,590,1291,884,203,1994,51,603,258,0,14,3133
"SERPINI2",0,1,0,4,48,35,0,74,0,0,0,0,0,1,5,1,0,0,1,0,11,3,0,0,0,0,0,6
"SERTAD1",178,0,383,436,332,15,535,60,0,222,15,623,83,0,286,0,972,1118,221,395,878,462,184,517,650,10,8,380
"SERTAD2",6,676,3923,1373,969,103,3176,716,0,131,60,1688,190,52,1301,0,141,3295,1203,1767,2381,1776,1353,1710,1747,146,314,1710
"SERTAD3",0,12,1057,578,901,22,569,123,0,961,14,417,356,5,535,0,581,1082,309,1228,842,1032,1497,1061,516,0,310,669
"SERTAD4",0,5,280,45,31,113,0,139,0,169,0,0,122,9,453,0,243,9,25,11,412,86,2228,105,0,0,41,392
"SERTM1",0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"SESN1",1,122,786,643,1787,76,757,328,0,1128,330,123,47,44,917,0,364,1363,450,201,753,1892,1818,1607,864,0,36,840
"SESN2",1,36,371,596,279,55,354,130,0,2,120,169,8,3,106,0,725,794,70,337,339,298,145,501,261,0,53,184
"SESN3",1270,395,1113,4807,18151,319,5308,1423,0,1725,729,510,634,6,1577,0,957,4888,1022,3826,1669,2559,7713,7675,1001,1,1658,18197
"SESTD1",0,133,2924,2836,1721,186,697,639,0,1244,158,123,138,10,449,0,913,1331,792,2498,2166,1985,2173,3931,901,0,305,1266
"SET",131,1643,44424,32082,14327,880,7611,4045,0,11507,2087,22465,3124,164,22509,1,12480,17989,11525,28987,16206,23648,16033,22530,21251,1682,3378,28580
"SETBP1",11,252,234,2207,1423,244,852,1089,0,588,54,115,333,17,501,0,8,544,168,1421,1285,297,2539,346,137,4,198,227
"SETD1A",0,401,292,182,95,113,257,84,0,178,129,250,109,15,157,0,323,221,95,223,342,204,155,373,405,0,175,202
"SETD1B",140,722,906,341,449,94,581,748,1,318,62,282,340,71,661,0,829,618,353,551,859,597,648,588,1006,0,200,804
"SETD2",13,3695,6740,4033,3289,204,3558,3744,0,1225,1386,4916,1373,106,2540,0,2218,3175,2354,3984,5519,3280,3385,4383,1533,46,882,4157
"SETD3",6,85,2116,1082,1178,129,830,528,0,575,18,758,153,58,1001,1,15,665,624,586,1170,1406,1165,1094,1120,1,133,547
"SETD4",0,280,2483,1727,1781,169,721,715,0,44,67,1330,280,1,1968,0,2,1903,454,972,1893,1218,1828,611,1008,0,335,1322
"SETD5",52,4863,11738,4554,3684,657,5532,5111,0,3152,1906,6217,1878,497,3909,0,2666,5001,4683,5477,6789,6640,7913,6895,5274,1,5060,6927
"SETD6",0,13,331,334,162,33,99,455,0,588,11,237,63,6,390,0,2,234,195,317,550,288,492,642,344,0,375,306
"SETD7",1,349,2935,936,868,102,2109,519,1,3623,63,3348,392,15,773,4,150,2343,322,1207,1734,463,3011,2078,263,1,200,1294
"SETD9",0,4,65,594,784,85,276,185,0,0,1,142,24,1,477,0,0,747,201,265,333,787,35,485,699,0,10,417
"SETDB1",1,666,2316,1958,1390,151,1092,1126,0,49,431,427,150,36,1700,0,679,989,995,4978,2235,1701,1342,1181,1766,0,391,1745
"SETDB2",0,309,1746,1196,1772,126,660,1405,0,169,142,266,146,31,2402,1,2067,996,1220,1334,769,2256,1260,1462,2566,0,363,2533
"SETMAR",1,312,495,946,371,14,255,169,0,98,1,140,207,1,268,0,41,295,241,423,565,230,169,517,316,6,321,874
"SETSIP",0,0,1,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"SETX",10,8057,17316,7608,8691,510,5391,7439,0,3713,981,3940,2175,227,6764,33,2028,8650,6242,11021,11578,7419,11155,6554,6538,1,377,7902
"SEZ6",0,0,64,39,154,38,4,11,0,0,0,0,0,2,70,0,0,37,9,71,39,47,0,41,117,0,0,40
"SEZ6L",0,12,0,0,0,92,1,0,0,1,0,0,0,3,0,0,0,1,12,0,1,1,19,0,32,1,0,0
"SEZ6L2",0,4,93,90,60,43,129,59,0,0,1,588,86,5,76,0,0,941,4,20,90,70,336,960,261,0,1,395
"SF1",25,1785,3442,2258,2430,380,2594,1779,0,1277,278,3110,1316,115,1680,6,3470,3113,1135,3775,3857,1845,4037,2812,2843,106,2121,2917
"SF3A1",1,244,3377,1660,959,136,1345,594,1,573,167,1519,163,99,2614,0,620,2131,760,1755,2137,2285,1377,2676,2250,27,600,1708
"SF3A2",0,16,49,45,11,5,21,5,0,30,1,13,12,3,20,0,22,32,4,75,31,40,16,38,63,0,11,25
"SF3A3",975,1100,11909,7585,7591,213,3975,1747,0,2051,59,3803,1243,43,7197,0,214,7949,1921,4658,4616,10095,4371,4043,3772,1,193,8595
"SF3B1",27,14867,30819,17064,19158,808,10239,14764,2,5270,728,8775,4512,478,10758,0,9136,16732,9488,17668,20091,17483,22803,13817,12949,234,3938,16667
"SF3B2",16,1303,9301,5034,9878,460,6208,1968,1,3345,1019,4159,1580,95,4797,30,4697,8310,3396,8099,7986,8804,6894,6182,5276,43,1575,9693
"SF3B3",6,315,8656,5308,4621,420,5213,1123,1,1494,121,5955,1514,18,8009,1,1761,4443,2179,6928,4670,4695,7495,5043,8498,4,1391,6791
"SF3B4",1,37,924,1493,877,98,1001,168,0,137,39,1269,108,0,807,0,331,1116,329,2417,1281,1157,692,706,2432,4,160,1349
"SF3B5",1908,390,4261,4846,3505,396,5532,1022,0,2607,5,4473,1476,174,3990,221,2025,5307,1846,6476,2415,8549,4793,4255,9663,283,1017,3680
"SF3B6",0,1,9053,7041,5829,196,5760,1371,0,1893,300,5837,391,33,6585,7,2901,4799,2724,5566,4181,6878,3864,2781,3902,474,1140,9505
"SFI1",5,430,1074,474,378,200,453,216,0,11,146,575,246,44,1009,0,378,522,547,223,599,1466,204,998,906,1,919,554
"SFMBT1",2,202,1465,783,363,108,1556,606,0,57,386,1276,264,6,1305,0,353,1147,697,978,918,1019,390,1387,1045,1,785,958
"SFMBT2",4,348,1557,571,724,82,687,1720,0,23,0,242,514,43,675,0,782,696,350,83,1328,607,181,879,322,0,0,380
"SFN",0,0,17,1,25,0,50,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,4515,1,1864,0,9053,3
"SFPQ",30,2762,14647,10983,10381,781,8058,7046,12,4285,2131,7007,1643,236,7713,0,11797,6882,3957,8769,13663,5905,9296,8832,8487,530,5331,8818
"SFR1",1,27,452,477,514,27,338,252,0,833,1,757,33,0,604,0,197,288,296,191,371,1200,572,489,737,0,21,363
"SFRP1",6,16,2319,0,44,17,72450,58,0,1737,2,19,10,2,8876,0,1335,31480,4601,1285,18184,5453,6893,4153,795,0,77,115
"SFRP2",0,473,31,394,657,7,48,11291,0,1383,1,0,2169,0,663,1,687,265,0,257,14737,310,11054,257,1328,0,117,210
