"GENE_SYMBOL","GSM6935515--Patient1","GSM6935517--Patient3","GSM6935519--Patient4","GSM6935521--Patient14","GSM6935523--Patient16","GSM6935524--Patient18","GSM6935525--Patient19","GSM6935526--Patient20","GSM6935527--Patient21","GSM6935529--Patient23","GSM6935530--Patient24","GSM6935532--Patient25","GSM6935533--Patient27","GSM6935534--Patient28","GSM6935536--Patient31"
"ADGRB2",128,53,198,177,26,125,101,1285,1626,2058,453,279,795,129,22
"ADGRB3",147,55,35,15,45,8,30,61,1,42,163,46,498,58,8
"ADGRD1",1933,339,202,676,145,84,109,774,155,433,163,215,3332,87,5
"ADGRD2",0,0,0,1,0,1,0,13,0,0,5,1,0,0,0
"ADGRE1",334,175,145,25,239,80,9,123,125,26,1979,121,225,325,12
"ADGRE2",1576,1306,1718,1730,2218,3539,2177,4796,1793,1145,377,661,1031,5150,249
"ADGRE3",420,22,58,11,9,45,10,51,12,21,1,29,103,127,202
"ADGRE5",10019,6089,7132,824,3763,8773,3852,5824,5715,4254,1573,1785,4760,15289,1282
"ADGRF1",2,270,3039,14,22191,585,4221,25,6351,1278,10,1146,61,49,28
"ADGRF2",0,0,0,9,4,9,131,1,15,21,0,57,5,1,3
"ADGRF3",40,24,76,24,19,23,42,73,56,30,14,39,65,61,23
"ADGRF4",1,945,237,212,2732,1177,3063,151,1842,1704,367,735,27,327,1743
"ADGRF5",1146,5259,2764,732,1890,5052,1892,731,740,3168,1434,3114,17177,3929,183
"ADGRG1",3713,9277,2472,5067,6843,7193,34517,55666,14091,18765,11866,11385,2076,3294,1001
"ADGRG2",5947,11,801,76,29,10,8,136,98,35,6,159,194,818,13
"ADGRG3",9,23,119,97,38,68,13,102,7,61,76,29,7,158,167
"ADGRG4",0,0,0,7,22,0,0,0,0,2,0,0,182,0,18
"ADGRG5",712,301,2128,64,44,58,8,663,259,36,60,137,396,1707,33
"ADGRG6",2046,4433,2285,244,11033,16540,15056,6009,1725,11728,5078,2740,2916,2371,2017
"ADGRG7",47,10,1,0,279,6,1,42,0,47,66,238,0,2,4
"ADGRL1",1592,1130,1785,671,1426,4568,8108,1785,565,6226,2614,2376,3304,6557,60
"ADGRL2",3402,3405,2382,285,2066,7594,1357,5330,1303,8539,11814,894,8170,5580,20
"ADGRL3",384,110,486,51,200,75,562,10478,86,182,972,323,1885,262,98
"ADGRL4",492,868,1051,178,441,3576,459,293,539,1266,481,364,8289,2007,39
"ADGRV1",29,1187,101,948,520,66,190,9774,301,619,1787,10646,21,420,83
"ADH1A",2,0,3,9,12198,0,229,5,2,485,4288,5,91,12,0
"ADH1B",171,950,1530,170,79428,3,1406,503,180,2758,18349,388,12820,2188,8
"ADH1C",9,19,19,8,15383,0,286,118,436,457,3335,3471,207,4,15
"ADH4",4,5,14,1,23416,2,328,0,2,1324,10065,45,180,6,10
"ADH5",2266,3486,3486,809,8380,6933,9627,19286,4173,9178,8781,6032,6690,7814,913
"ADH6",2,0,4,0,5775,1,104,9,18,535,2367,33,2,0,4
"ADH7",0,9,2,5,737,0,0,0,0,13,1,1684,1,0,0
"ADHFE1",243,60,212,48,924,62,126,629,94,162,273,148,521,492,33
"ADI1",3342,4169,4119,1409,12883,4028,6719,5210,5017,5540,13526,2320,3553,7506,1143
"ADIG",5,0,3,0,2,0,0,1,0,5,2,0,3,1,4
"ADIPOQ",205,0,250,13,1,1,0,131,39,1,0,0,50423,2,1
"ADIPOR1",5373,6362,5348,2467,10306,11040,11333,13513,5503,4073,21178,4104,4693,12809,6207
"ADIPOR2",4163,3851,4611,1898,7575,10542,9572,14545,5108,8072,8186,4229,5687,6628,1661
"ADIRF",188,33055,1258,107,27546,8567,55817,2610,3163,33929,5411,3926,4697,1696,919
"ADK",2132,815,1330,455,3029,1769,2974,3548,1101,2675,2740,1538,1478,4328,1686
"ADM",315,392,680,270,1750,9830,4548,1899,459,851,1642,487,587,696,3826
"ADM2",1105,67,734,158,234,267,207,2540,601,135,3365,495,198,1104,24
"ADM5",90,24,90,18,20,63,80,571,19,187,48,69,170,71,12
"ADNP",9160,9611,10592,5201,14970,15794,19741,55368,12324,22843,43948,19261,10568,20330,10502
"ADNP2",1940,2435,2157,606,2360,5534,4714,13581,2070,7335,11022,3097,2423,4211,1569
"ADO",1426,1443,1831,455,2013,1717,1636,6704,1175,3116,1799,1083,1421,3603,515
"ADORA1",211,20,29,96,15,304,12,42,171,42,558,159,247,79,4
"ADORA2A",102,64,150,4,14,10,7,89,50,13,15,16,43,124,51
"ADORA2B",23,1276,55,40,2033,1897,19,126,34,186,112,906,21,449,31
"ADPGK",5093,3671,3943,1037,2783,4560,6645,9851,4523,4037,4167,3027,4629,9045,1944
"ADPRH",1172,451,1545,176,307,2683,1002,3543,1715,410,1395,596,2183,2994,239
"ADPRHL1",116,171,91,146,140,163,237,182,107,335,292,198,116,112,82
"ADPRM",263,254,472,64,321,431,212,578,289,449,246,188,490,1036,132
"ADRA1A",11,0,210,4,3035,6,79,4,8,126,334,15,137,370,6
"ADRA1B",289,19,84,5,185,786,22,21,12,14,48,2,256,112,0
"ADRA1D",4,10,1,75,0,32,5,12,0,15,0,5,29,3,0
"ADRA2A",433,386,1300,167,8,204,19,278,598,19,9,183,4059,3093,33
"ADRA2B",12,8,156,11,86,12,6,395,8,3,36,9,43,44,7
"ADRA2C",20,28,111,48,54,2,41,1922,275,7,1,138,295,121,0
"ADRB1",2155,438,68,34,28,19,593,3330,104,313,24,40,234,1356,95
"ADRB2",975,220,485,55,713,133,17,250,148,179,139,412,505,944,165
"ADRB3",1,1,5,11,0,0,0,1,0,1,1,1,44,4,0
"ADRM1",3769,3557,4481,2302,3677,5394,4895,6868,5313,4108,6681,2554,2473,6098,1814
"ADSL",1227,1799,2316,901,2272,2220,3831,10161,1702,4925,2858,1334,2014,5246,550
"ADTRP",810,32,1185,34,612,86,253,227,1152,82,6588,279,257,394,41
"AEBP1",36344,10489,5371,5512,1837,64712,11416,4761,19219,15637,3862,2589,111787,4884,93
"AEBP2",2887,2039,2749,721,2828,2617,7326,10166,1567,4114,5443,3195,2424,3983,1660
"AEN",1153,1546,1675,418,926,1893,2657,5327,1564,2019,1531,790,1559,3988,459
"AFAP1",5489,3328,3364,2071,1355,15260,1299,5263,4886,5238,7885,3104,10369,3754,1028
"AFAP1L1",290,932,813,164,644,1215,566,4165,687,1725,414,1052,3655,2640,628
"AFAP1L2",1483,776,811,68,775,960,199,1090,873,3402,4177,5578,1034,1938,344
"AFF1",11940,10456,11074,2801,12791,22561,14810,13428,10834,24058,41518,11396,18890,17045,6122
"AFF2",71,37,778,80,0,34,78,44,49,6,2062,21,108,126,4
"AFF3",729,212,5998,488,223,107,11,3835,445,68,116,300,1442,6091,114
"AFF4",9815,8323,9878,3984,19351,19554,29106,23599,11239,22606,21441,8198,16066,20142,6505
"AFG3L2",2623,3732,3928,2937,7418,8797,8021,22567,10543,8742,11326,6331,4056,12315,1860
"AFM",0,0,1,0,5390,0,78,0,0,331,2148,0,0,0,4
"AFMID",1265,938,759,108,2746,2001,3803,1556,1191,2992,2114,996,1120,1336,382
"AFP",0,0,2,0,81,1,6,0,3,5,9,0,3,0,0
"AFTPH",3571,2764,4626,3926,5173,7831,5976,13305,5939,8093,7681,3666,3920,9440,1538
"AGA",779,670,930,346,929,712,967,1110,834,2351,1278,1354,932,1543,271
"AGAP1",6593,4924,3170,1462,3563,5096,3568,5788,4144,5467,5742,2769,4187,2771,1173
"AGAP2",2615,1139,2946,673,904,930,2175,1366,1429,900,371,431,1474,5034,152
"AGAP3",3593,5562,1799,1770,4024,4170,4736,12363,3302,5368,3534,4393,3802,4220,1180
"AGAP4",296,93,232,107,87,92,117,335,56,119,60,109,228,223,95
"AGAP5",244,34,67,1,18,22,20,83,19,74,9,23,120,52,14
"AGAP6",740,296,587,253,280,361,361,813,234,561,181,415,922,736,375
"AGAP9",337,175,241,50,187,170,246,528,167,298,104,102,383,489,272
"AGBL1",0,0,0,0,0,2,0,0,0,0,0,43,0,0,0
"AGBL2",190,46,169,47,115,33,112,227,139,190,81,127,125,227,47
"AGBL3",143,85,169,226,97,122,155,637,116,340,144,97,340,289,129
"AGBL4",20,5,60,23,39,21,1,1186,15,240,121,2,29,20,0
"AGBL5",808,1123,1071,573,1807,2345,2234,8069,4240,3367,8503,976,1493,2207,415
"AGER",475,115,377,145,174,149,73,562,382,376,88,883,667,760,299
"AGFG1",3146,3336,4197,1655,6193,11932,4083,12195,3514,4596,11079,3440,5458,7628,3906
"AGFG2",1492,1376,1714,505,1527,593,2104,2090,1825,1290,1386,837,1313,3795,526
"AGGF1",2501,2158,2840,894,4167,3592,5356,9017,2942,5855,4205,2839,3527,7013,1884
"AGK",1388,2109,1530,717,2048,2113,2169,8478,1849,2977,5203,1267,1748,3868,760
"AGL",2191,1630,2591,1131,5988,5186,5482,7402,3750,8664,6480,3694,5629,5295,1643
"AGMAT",237,175,540,46,1681,320,223,387,831,1124,818,401,146,1204,23
"AGMO",77,893,45,10,834,2,58,421,9,224,588,91,247,34,1
"AGO1",5841,4246,7741,1499,4660,7533,10393,33775,13883,12165,15701,4940,6318,9889,1959
"AGO2",10309,8083,12242,2176,14429,24298,11981,59944,12850,20785,34939,9917,10479,14983,9423
"AGO3",4531,2504,4584,738,4661,8084,3885,9943,5402,7735,7253,5573,8417,6931,4810
"AGO4",2824,2364,3380,581,4895,4529,3876,15099,4513,4035,7335,3002,5137,4486,2815
"AGPAT1",3623,3043,3918,864,3129,4820,7312,4193,4069,5734,5395,2147,4374,5565,1148
"AGPAT2",1437,3869,779,358,3533,5082,1652,5843,4496,7412,1120,1603,3470,2352,719
"AGPAT3",7170,6069,6287,1941,11511,7771,21902,6815,8487,15001,14008,3652,6368,14857,1301
"AGPAT4",267,285,382,117,409,790,828,652,463,658,1869,710,1512,2358,43
"AGPAT5",1024,1428,1679,451,2467,3529,3481,6243,1686,3837,2844,1532,1397,5165,582
"AGPS",3295,3161,3250,471,5891,9617,4452,22774,3871,7062,12883,4411,5054,7561,938
"AGR2",37,44896,4566,1749,33462,7,3389,24,1167,8346,17,15911,4,2,737
"AGR3",0,38,34,2,30,0,2,45,8,60,0,166,0,0,3
"AGRN",6289,26369,6458,2376,14424,8730,21119,53335,52439,30469,17281,17730,6880,4460,4751
"AGRP",0,0,0,0,0,6,0,0,0,3,1,0,2,2,0
"AGT",57,85,54,6,11832,127,888,7,2,3498,7434,7,533,88,0
"AGTPBP1",2271,864,1981,764,2250,3924,752,7118,1484,2885,2277,1352,3046,5097,1965
"AGTR1",1,7,76,0,610,650,28,5,4,302,203,5,159,13,0
"AGTR2",0,0,0,337,0,0,0,1,0,0,0,177,1,0,0
"AGTRAP",1579,1220,1201,210,1000,2423,2242,1803,2541,1348,1706,1446,1067,2941,313
"AGXT",0,1,1,15,9247,8,170,1,0,686,4110,27,4,0,0
"AGXT2",46,0,0,5,2734,11,96,0,0,176,522,0,0,4,1
"AHCTF1",5085,3548,5190,2029,6909,10871,8910,25014,4147,8717,14054,5303,4829,10010,4481
"AHCY",3843,4867,3591,2126,8291,7148,13820,29912,5444,9090,19094,7666,2934,13095,1574
"AHCYL1",5500,4926,5963,3280,10633,9877,7232,12546,10007,14198,11612,7279,8137,11223,2810
"AHCYL2",2640,1602,1874,521,2967,2356,1409,4089,1970,2700,3309,4325,2337,3968,680
"AHDC1",2762,1159,3474,978,2145,4681,1507,3221,2653,3008,2451,1822,4207,3037,604
"AHI1",4954,576,1303,500,2531,3400,1519,6410,1629,2204,2567,3498,5839,2097,1076
"AHNAK",90143,183788,78394,28275,197776,327663,432222,347158,97291,264449,128515,178126,260930,180288,146359
"AHNAK2",2578,3508,1052,169,2902,39129,20284,3804,1389,8551,35538,29645,8860,2319,5085
"AHR",11975,34635,14561,2432,32676,31559,54196,31612,32868,45708,12108,29194,20882,23133,5430
"AHSA1",4010,5864,5147,2085,5701,11074,7704,23784,3975,7559,18425,4832,3302,7240,2206
"AHSG",0,4,13,8,15742,0,602,5,0,1885,11708,0,0,0,5
"AHSP",7,0,20,1,0,9,0,23,0,1,0,1,0,8,68
"AICDA",13,1,865,14,1,5,0,42,22,0,0,2,32,285,2
"AIDA",1716,732,1715,396,1340,2754,1500,3593,1201,2039,3311,946,2074,2962,664
"AIF1",4115,2912,2221,822,637,3051,273,1812,2555,612,1033,657,2784,7932,120
"AIF1L",798,84,1885,1982,199,42,109,13243,278,948,112,945,2776,1060,108
"AIFM1",1571,1419,1914,4014,3489,3152,3275,5725,2715,4461,6115,2242,1857,5121,553
"AIFM2",1933,687,825,362,1048,1259,699,3678,1674,1721,1688,475,2572,1256,488
"AIFM3",87,32,31,114,24,114,704,163,184,165,17,105,144,99,44
"AIG1",956,2132,1780,201,7204,2919,9539,12687,3033,2235,2662,3892,1962,2306,1083
"AIM2",752,317,1290,104,4684,1478,434,478,499,35,1680,3226,437,3543,52
"AIMP1",1249,1588,2046,647,3467,4812,5457,7097,2638,4516,4898,2709,2216,4316,1225
"AIMP2",718,1244,1103,423,1456,3374,2283,3321,1861,2182,1766,1296,739,2915,201
"AIP",1680,1964,2751,975,1291,3037,2260,3508,2127,2223,1829,1587,1974,6351,645
"AIPL1",0,0,0,5,4,0,0,3,1,0,3,0,0,1,0
"AIRE",0,0,175,10,0,3,5,39,0,4,174,1,1,422,1
"AJAP1",67,134,180,435,11,121,1,6,17,13,8,21,176,162,1
"AJUBA",1087,949,487,231,2936,652,479,2962,1086,3654,3779,3409,1461,1440,5769
"AK1",161,63,163,99,126,159,41,250,140,318,269,277,716,471,24
"AK2",5085,5308,5761,1013,6700,10346,8710,16395,7270,10000,10206,6332,5269,16702,3712
"AK3",1936,2528,2321,296,8894,9745,1854,13893,5062,11085,21201,2783,4297,4270,3626
"AK4",488,841,264,759,4982,1113,464,4051,287,1248,5571,1746,2833,5292,56
"AK5",8,166,71,20,28,60,8,83,12,73,21,7,127,178,7
"AK6",348,390,395,255,734,670,857,964,302,776,598,465,339,1229,402
"AK7",79,8,229,42,82,37,24,181,51,413,22,280,102,35,40
"AK8",84,23,10,62,94,32,25,359,138,70,2973,44,68,203,0
"AK9",648,360,1038,806,826,430,709,2958,728,1102,315,545,1204,1071,260
"AKAP1",2585,3671,2093,1851,5110,5916,11154,15028,3732,13725,8559,6022,3677,8649,1277
"AKAP10",2593,1728,2919,1100,2854,3306,1619,6850,1901,3114,2146,2830,3854,5480,1518
"AKAP11",6338,6257,10375,2778,10898,9266,12764,14586,6090,11492,11292,10332,12407,19167,7639
"AKAP12",2653,2512,6525,1688,2768,20393,1414,52377,7244,21238,430,2154,28077,6197,303
"AKAP13",28055,17256,26697,7901,17877,24276,45358,39468,24124,31534,17809,27758,39565,46146,19656
"AKAP14",0,0,0,0,13,5,0,1,5,2,0,3,1,1,4
"AKAP17A",2859,1121,3809,1393,1638,1235,3326,11566,2359,2972,3480,2272,3171,4648,1991
"AKAP3",90,68,96,11,87,81,404,442,45,47,11,80,169,169,19
"AKAP4",0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
"AKAP5",1357,347,1064,171,233,524,129,639,534,685,842,667,411,1264,285
"AKAP6",320,148,427,31,327,37,389,757,66,364,856,770,975,1162,368
"AKAP7",707,286,335,138,554,413,274,2228,336,681,659,154,556,1438,152
"AKAP8",2250,1916,2222,996,2191,2752,3667,6571,2230,3042,2563,1890,2788,5118,1701
"AKAP8L",3659,1854,3403,1676,1736,2558,3806,8716,3524,4238,3271,2863,3424,4386,2008
"AKAP9",12243,15323,11543,9290,18554,23534,22687,99303,16490,25378,21698,19522,23453,26326,11779
"AKIP1",526,333,516,172,831,1457,1376,868,658,713,684,926,971,1512,223
"AKIRIN1",2954,2226,4468,1105,3810,4235,5156,13100,5794,4943,6351,2613,3596,7214,1391
"AKIRIN2",2646,2167,3953,869,2618,2862,1953,5774,1730,1521,2344,1428,2030,4883,554
"AKNA",16725,7308,23608,2509,1954,4087,1049,14562,7700,4294,4137,3396,11118,32515,1959
"AKNAD1",9,0,3,6,0,3,8,0,0,0,5,2,5,7,21
"AKR1A1",4813,4167,4740,2303,5972,4440,7720,9281,6516,8060,3441,4175,3717,12464,1361
"AKR1B1",3489,4395,2299,959,1568,17993,4692,40954,14646,10007,21599,2486,2386,6650,1535
"AKR1B10",0,941,0,11,1434,5,7,44,6,66,402,556,21,2781,67
"AKR1B15",0,140,2,11,46,1194,658,33,4,17,70,90,47,1279,0
"AKR1C1",194,141,222,11,5557,36,7187,926,251,1696,1448,734,1525,488,6
"AKR1C2",93,1981,229,25,4991,178,11986,1120,63,12471,429,4673,1290,1221,0
"AKR1C3",551,165,1155,33,2800,45,3120,369,1686,1640,1465,1788,2544,1662,21
"AKR1C4",1,0,0,0,1638,0,109,0,0,102,633,7,0,1,0
"AKR1D1",4,13,8,20,2507,0,58,27,4,229,1034,7,6,4,1
"AKR1E2",268,172,485,181,32,900,269,2646,773,593,315,26,646,1072,13
"AKR7A2",1331,1566,2062,810,1945,2297,3506,2276,1752,2900,2432,1717,1255,2397,718
"AKR7A3",73,9,53,215,806,18,29,69,12,86,270,103,55,156,96
"AKT1",7263,9197,12823,2592,8324,6993,10752,29819,10179,12508,13613,8309,8853,18238,4259
"AKT1S1",3117,2321,1825,1320,3301,4593,5194,7624,3868,6725,4084,2515,2632,3714,1472
"AKT2",7022,3767,7773,1921,6343,8983,8236,15860,9148,11826,8340,4902,8084,11719,3967
"AKT3",11769,1601,3353,795,818,16098,1223,15444,6156,2379,8309,1077,10263,7624,5177
"AKTIP",3138,964,1058,531,1743,2248,2635,3905,1621,2251,1675,914,1702,2174,834
"ALAD",2158,2091,2195,847,3793,2560,2328,7010,1928,4463,6272,2566,4704,4304,946
"ALAS1",3386,6523,3531,1013,10211,12228,7863,7423,35099,14844,4235,1862,2383,6152,610
"ALAS2",25,87,272,1,3,233,1,741,1,0,9,48,136,110,1962
"ALB",45,38,245,5,870099,1,18883,5,248,83376,492633,1,33,32,1
"ALCAM",2213,20488,5632,4731,9673,3248,1386,23659,14854,9320,9143,13490,2324,5244,1532
"ALDH16A1",2649,1371,3004,493,1427,1035,3240,3475,3281,3563,1543,1324,1557,3286,475
"ALDH18A1",3903,3734,3974,2699,5913,8466,18851,23096,5070,11642,9038,2829,6881,9053,1426
"ALDH1A1",7016,2210,1280,930,9178,3226,14604,1164,1543,2680,7345,17379,3198,10357,237
"ALDH1A2",397,3673,172,106,913,424,2109,18755,449,313,199,207,427,352,52
"ALDH1A3",989,2689,941,762,26062,4461,6350,1946,3299,26272,799,4235,8313,3257,18
"ALDH1B1",1379,1556,1164,309,4724,6661,1546,8357,3438,4547,30438,1254,10056,2419,534
"ALDH1L1",10,1128,222,83,12132,17,1269,475,351,1473,3452,1832,1000,289,1
"ALDH1L2",2385,648,1186,419,156,6698,1447,11746,848,1027,1419,1769,10836,605,93
"ALDH2",9774,1717,1822,1405,11931,3813,1102,4443,3018,1928,41470,2587,5553,4222,76
"ALDH3A1",22,0,92,36,5272,0,3,94,35,60,817,659,1,255,25
"ALDH3A2",1979,1369,2156,815,10970,3741,1431,9060,2453,6540,14412,4846,4124,9215,1664
"ALDH3B1",987,704,1372,242,2780,3136,615,459,2169,1662,690,1286,819,1173,69
"ALDH3B2",144,321,1171,1699,4915,8182,8986,6029,7430,1891,4627,3039,18,681,40
"ALDH4A1",135,1865,251,364,4240,834,3205,457,1042,2431,1521,1116,412,708,53
"ALDH5A1",2036,3687,3137,1025,7587,424,2600,6817,4719,8599,11305,3473,1550,6772,1075
"ALDH6A1",1490,2739,1520,688,17115,5504,4094,8746,2254,5439,20058,2812,2933,2340,533
"ALDH7A1",1376,353,1129,189,2010,621,7244,559,2307,485,7655,2510,3016,5576,899
"ALDH8A1",137,17,56,5,3582,33,226,27,36,774,1306,26,52,26,8
"ALDH9A1",4200,2186,5999,2471,5119,6495,3089,5788,4204,4952,16184,2236,4802,9456,2823
"ALDOA",21717,60291,42424,24147,112257,85279,139725,64827,73432,61916,33736,30184,21337,51918,14255
"ALDOB",7,5,15,8,79172,0,1131,92,0,4897,25766,37,0,5,266
"ALDOC",636,273,661,119,2838,826,4085,4175,2654,1400,5711,218,458,2703,370
"ALG1",888,1011,1236,282,1165,1568,2068,2823,1244,1747,1408,1260,1147,2527,257
"ALG10",533,755,592,163,842,1054,1009,3353,569,1492,855,610,519,853,277
"ALG10B",573,679,857,185,1301,1304,1276,2639,743,1828,2176,1417,1082,1265,17
"ALG11",744,989,1113,346,909,1257,1696,1844,725,1307,1093,1213,1644,1426,1339
"ALG12",1256,1243,1309,425,1307,1343,3583,2565,1153,1984,1195,937,1453,2105,405
"ALG13",2394,1327,2391,695,2970,2520,1840,3901,1548,3160,2003,2746,5292,3983,1216
"ALG14",282,359,410,147,677,449,431,637,232,590,430,315,531,834,353
"ALG1L",117,516,162,10,227,0,304,977,117,166,13,450,8,278,0
"ALG1L2",30,53,9,1,43,14,77,105,13,28,31,17,10,73,2
"ALG2",1591,1706,1645,643,3080,3636,1578,3756,1715,3101,1951,1650,1826,3973,1092
"ALG3",1442,3258,1397,945,1341,3246,4463,5143,3409,2485,2629,1470,964,3342,672
"ALG5",780,1620,1390,361,1865,1591,3233,2666,869,3574,1445,1488,1132,2131,2517
"ALG6",631,217,748,239,1160,1155,614,895,639,1684,1659,1265,728,1390,603
"ALG8",870,900,1420,221,1919,2472,1945,6365,1888,4103,1862,2396,1204,2630,756
"ALG9",369,519,583,110,820,1028,720,1207,398,900,1075,518,1176,757,422
"ALK",91,42,7,37,2,1241,3,2939,6,7,196,6,24,25,0
"ALKBH1",621,718,688,217,724,1254,831,2342,529,1251,2016,1075,740,1195,530
"ALKBH2",574,402,420,249,544,661,1121,2295,519,1207,1096,584,447,1200,285
"ALKBH3",655,656,801,252,1253,1366,1140,2575,463,699,759,1412,1242,2415,159
"ALKBH4",393,680,511,216,508,565,911,1529,643,896,960,891,613,1155,220
"ALKBH5",5884,4822,6885,1858,5615,9189,3984,15252,9028,9774,7308,5062,6279,9988,1748
"ALKBH6",536,137,359,122,167,361,273,636,270,472,545,255,346,489,507
"ALKBH7",819,1875,996,569,1049,853,1524,1100,628,1095,1081,432,660,3253,122
"ALKBH8",511,587,990,189,1056,1137,1758,1291,516,1042,860,783,1186,2163,265
"ALLC",0,0,4,0,11,2,1,4,0,3,19,0,1,4,0
"ALMS1",6615,3519,6577,1494,7142,13667,8766,46137,11723,10242,16357,7820,10115,10021,4133
"ALOX12",2,6,6,8,244,25,503,1013,5,135,15,15,9,365,30
"ALOX12B",50,0,4,11,5,1,0,29,1,9,95,35,0,195,2
"ALOX15",8,405,647,358,621,188,9,9559,112,751,130,314,13,420,145
"ALOX15B",252,346,58,317,147,475,3,282,376,11,56,121,27,3501,1
"ALOX5",6132,5357,3025,698,7831,9124,7479,3766,7164,5034,1131,2536,1872,4031,327
"ALOX5AP",1135,552,1642,129,256,1529,258,538,942,145,523,180,482,2772,109
"ALOXE3",5,2,5,4,22,114,10,65,23,8,226,24,2,230,221
"ALPI",0,0,0,11,0,0,0,14,1,0,0,0,1,1,19
"ALPK1",2774,1572,2427,498,3022,3211,1903,5233,1711,1201,3164,2965,4587,4451,1103
"ALPK2",4166,177,1869,35,1337,525,617,351,919,687,2539,274,8572,1449,18
"ALPK3",733,883,824,701,1474,1268,965,912,855,3057,564,799,3225,1726,302
"ALPL",1184,310,1230,79,2082,1043,256,35556,3577,953,850,845,3168,1153,197
"ALPP",0,1,2,0,473,100,9,1,141,80,1,1292,0,0,758
"ALS2",1710,1108,1726,1050,3085,4665,1735,5811,2675,2398,5083,2376,4127,3348,889
"ALS2CL",413,1303,758,94,3048,3140,1494,4942,2006,1906,1025,4092,1492,1726,1883
"ALX1",1,4,52,0,0,4,0,428,0,85,13,0,17,0,0
"ALX3",0,0,61,3,3,4,10,308,14,1,2,2,21,24,0
"ALX4",2,0,0,10,0,0,1,3,0,1,468,0,22,2,1
"ALYREF",2520,2349,3092,1511,2429,3379,4178,12019,2673,4679,6047,2295,1277,4852,671
"AMACR",178,292,155,249,387,102,199,321,619,661,507,300,172,395,63
"AMBN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AMBP",4,0,7,6,40000,0,1489,0,0,6076,22159,2,3,1,0
"AMBRA1",3589,1548,3883,1188,3181,3824,5087,9328,1248,2564,3182,3414,3928,6651,1403
"AMD1",3789,3381,4220,3426,6605,9275,7120,15297,2691,6799,5516,5964,3371,8790,1731
"AMDHD1",42,14,54,22,2225,80,106,33,35,339,311,31,33,31,7
"AMDHD2",1237,441,961,500,404,894,2492,1398,970,831,1095,626,1008,2127,435
"AMELX",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AMELY",0,0,5,0,0,0,0,284,0,0,0,0,0,0,0
"AMER1",1972,813,1206,221,1475,1343,1540,4471,1405,2127,4187,1449,1322,2997,535
"AMER2",11,3,0,7,0,0,0,5,1,1,1,1,1,0,0
"AMER3",0,0,0,2,1,0,3,108,0,0,0,0,2,0,0
"AMFR",3656,3857,6994,2459,7328,8528,10831,16820,9742,10419,8563,4470,6639,9977,1247
"AMH",238,54,20,142,10,18,26,79,107,161,29,346,15,71,105
"AMHR2",7,4,14,3,8,0,3,1,7,0,0,0,2,5,2
"AMIGO1",273,324,307,366,695,1329,143,782,620,1388,246,320,767,1209,231
"AMIGO2",1204,2009,600,202,6178,9400,8022,6131,3225,26637,136,6794,1172,1717,1561
"AMIGO3",2,2,2,0,1,2,6,5,0,2,2,4,0,1,1
"AMMECR1",879,2368,830,537,3704,7188,3693,8697,1507,4205,4534,2601,782,2712,1737
"AMMECR1L",1659,1529,1800,426,2995,4777,2113,8303,2414,2471,3406,1596,2984,4046,769
"AMN",454,407,207,39,306,261,139,531,700,143,236,129,75,242,60
"AMN1",250,276,452,215,190,495,514,912,138,728,358,295,282,808,119
"AMOT",849,571,3778,565,220,196,15304,10275,3815,6961,3065,586,1590,924,4117
"AMOTL1",2998,6141,5732,705,2444,19588,12591,12071,3882,15099,11424,3136,11464,28430,9357
"AMOTL2",1913,998,3134,474,2790,7362,10768,922,2598,1972,3973,1529,7536,3055,4077
"AMPD1",99,40,110,13,1,0,0,10,4,1,9,12,250,105,3
"AMPD2",3346,1532,2164,494,1568,1805,1406,3717,2623,2064,2141,1113,2452,3246,976
"AMPD3",1625,1072,2480,520,1476,4178,1196,2482,1212,730,1791,1215,1688,3761,1265
"AMPH",18,3,24,155,19,135,608,879,44,29,58,21,244,34,2
"AMT",483,65,289,191,566,210,813,874,263,630,294,288,935,769,140
"AMTN",97,0,0,10,0,0,0,0,0,3,0,480,0,0,0
"AMY1A",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"AMY1B",0,0,0,1,0,0,1,0,0,1,15,0,1,0,0
"AMY1C",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"AMY2A",4,1,2,6,0,0,0,1,0,0,14,0,4,1,0
"AMY2B",596,146,365,132,371,232,121,179,203,147,565,179,897,798,110
"AMZ1",268,122,154,76,20,373,70,3468,139,104,89,107,538,168,24
"AMZ2",1659,1863,2500,1289,2391,3648,6185,8133,1774,6274,3573,1462,2647,6193,879
"ANAPC1",2363,2694,3439,719,4056,4170,7693,9701,2350,2996,4894,1981,2413,5034,895
"ANAPC10",382,331,511,201,567,716,649,1226,381,731,953,1408,622,1091,317
"ANAPC11",1631,2441,1738,1383,1444,2856,4286,6602,2117,4966,5191,1410,1283,5770,713
"ANAPC13",989,2146,1169,635,2093,1858,4070,4239,1415,1883,1548,809,1756,4023,572
"ANAPC15",452,1127,1024,498,1007,557,1101,1652,907,2561,697,918,628,2344,215
"ANAPC16",8585,3587,4069,976,4410,2814,4575,11008,3302,6536,3623,2633,4087,10946,1608
