"GENE_SYMBOL","S01","S02","S03","S06","S08","S10","S11","S12","S14","S16","S17","S18","S19","S20","S21","S22","S23","S24","S25","S26","S27","S29","S30","S31"
"CARD11",8.816872411,8.712784521,8.389953135,7.02277609,7.521594132,9.4458642,7.510587974,7.404721572,7.131815044,7.977229491,8.835577245,7.914566029,7.717057744,7.861291642,7.779364304,8.747940597,7.570664717,7.564639702,8.413917482,7.863218563,6.595352333,7.430568728,7.372360807,6.334851504
"CARD9",7.761154436,6.868874478,7.200130645,7.131815044,7.77184593,7.452677162,7.470506387,7.02277609,6.414542961,6.845475937,7.313990633,7.449304149,6.823952225,7.180009982,7.541044364,8.687498989,7.139557475,7.765591259,7.521594132,7.204320108,6.294694527,7.028108429,6.287821438,6.953146366
"CASP1",7.34124641,7.648896213,7.815560757,9.279324688,8.616685363,9.001706086,8.315532186,8.449043594,8.342116413,8.702125891,8.073284387,8.652977873,8.784770412,7.920641094,7.703293496,8.265961588,7.963741311,8.239098371,8.315532186,9.072228584,8.252629718,8.561700859,8.451787957,8.829677942
"CASP10",8.687498989,8.224129809,9.36788948,7.426263653,7.544277655,10.45537563,8.371697779,7.78517468,7.189733749,7.687219186,9.20841465,7.289261488,7.637505744,7.900171441,8.690123931,9.232896797,8.227937838,9.158554692,8.031402696,7.685305259,8.2725823,8.333250409,8.007656684,8.333250409
"CASP3",8.479018783,9.044116828,8.418153218,9.682321395,9.242497852,8.456998258,9.211949393,9.256964736,8.926889298,8.843508191,8.231745867,8.674921176,8.963382147,9.349242378,8.950012195,8.344176299,8.652977873,8.027583008,5.646926942,8.342116413,8.930822747,9.478792662,8.980454209,9.161153237
"CASP8",9.604057489,10.36688992,10.45537563,9.833017943,9.1524985,10.47072146,9.638661581,9.613770183,10.19572853,9.493076344,10.72842975,9.928523222,9.959460357,9.959460357,10.51713978,10.62957111,10.18302647,10.16922418,10.95901651,9.541989648,9.197772997,9.806821438,9.647630014,9.891644702
"CC2D1B",7.554066194,7.806078494,8.208464387,7.952947983,8.146493393,9.938599166,7.865145484,7.494897691,8.531159072,7.78517468,8.055879169,7.782621462,7.525490476,7.573281131,8.027583008,7.561231101,7.630095403,10.37422105,7.787727898,7.815560757,8.900452529,7.958631071,8.104981422,8.235422119
"CCL1",8.001291711,8.422810885,9.833017943,7.202225376,6.868874478,9.673969563,7.789959748,6.886767175,7.464307888,7.103606586,8.975056709,6.163571535,7.694959093,8.126243288,8.079466293,8.970524712,8.432274249,8.99526413,8.315532186,7.467407138,7.770206633,7.208767732,7.863218563,7.685305259
"CCL11",7.867324931,8.602947236,9.470221313,7.22409094,6.553246151,9.512521462,8.378911074,7.474814358,8.299897128,7.598401739,9.200772632,7.046419806,7.779364304,8.213288523,7.869504377,8.500078739,8.432274249,9.36788948,8.242576357,7.607493997,8.031402696,8.00561246,7.852897782,8.220642815
"CCL13",6.812094966,7.610338047,8.077385908,6.501267285,6.250061165,8.742550382,7.374878841,7.393598859,7.525490476,7.298577168,8.140134608,5.584365175,7.349970559,6.965759527,9.441478521,7.544277655,7.456050174,8.471341873,7.55078857,7.250712993,7.213215356,7.289261488,6.633343324,7.372360807
"CCL14",7.73757935,8.371697779,9.184665866,9.040303687,8.054053283,8.712784521,8.462270292,9.095156358,9.582301057,9.371494204,8.80166959,9.499609376,9.176168402,9.859458477,8.28443925,8.160329001,9.912841997,8.378911074,7.876107198,9.406813051,9.634404303,8.473448975,10.40207421,8.422810885
"CCL15",8.067273418,8.998485108,9.256964736,9.572764186,8.287717698,9.790396977,9.194773361,10.38853234,9.865562831,8.140134608,9.22087834,8.926889298,9.597909213,9.982375339,9.781598548,8.446947651,8.762588489,10.27942875,9.604057489,9.215484135,10.9377498,9.12777082,9.755919087,11.12961288
"CCL16",8.745245489,11.88133891,10.29640691,11.03094982,9.389786025,10.34277445,10.41186098,9.673969563,11.36840484,9.656009836,9.462957879,10.44402172,11.70774708,12.05114726,11.34178904,8.712784521,8.85474936,12.54218813,9.146757702,11.62409744,12.14377682,10.101207,11.75365188,11.01400126
"CCL17",8.446947651,7.336897307,7.645572145,7.326666306,7.283478003,8.796362326,7.058413715,6.918966841,7.985923873,6.585780314,7.665939443,7.21658156,7.439685032,8.02119554,8.845765761,8.72894982,8.00963711,9.146757702,6.798734609,7.155659982,7.694959093,6.565691687,7.401676564,6.526338062
"CCL18",7.761154436,8.257646281,7.467407138,8.525260786,6.812094966,8.169890708,8.378911074,9.275994207,7.891937288,10.40207421,7.525490476,8.915118559,7.843343153,6.662108482,7.618386956,7.169872305,8.075305522,9.406813051,8.281160803,10.70347019,8.72894982,7.863218563,8.090340959,7.966849395
"CCL19",9.484165839,11.03094982,10.06208609,9.267700351,8.069268334,10.00708344,7.891937288,9.143175425,8.371697779,9.912841997,9.604057489,11.25181995,10.73684413,10.09052434,8.213288523,9.282655168,11.39669916,7.963741311,8.333250409,9.781598548,8.674921176,7.898477416,8.178375157,7.049990459
"CCL2",8.077385908,7.687219186,7.920641094,8.215730949,8.193022151,8.405146305,8.833573191,8.796362326,8.354381098,8.848023332,8.15553276,9.971381506,9.714679171,9.090975252,8.231745867,8.636620071,9.761661468,8.018607172,7.833785678,8.662970546,7.939463509,8.031402696,9.293535789,9.572764186
"CCL20",8.85474936,9.358459913,9.023032253,7.525490476,8.894852699,9.689986154,12.10886503,9.689986154,10.27942875,10.95901651,10.63705195,10.68228926,9.398337649,8.349013086,14.20277655,8.655455634,10.38853234,7.999015186,11.27525845,8.992781935,8.534038949,8.900452529,9.256964736,10.87955928
"CCL21",8.737016271,10.23712629,8.459464195,8.726224188,7.776107146,9.256964736,7.605397443,8.635249075,9.597909213,9.62368639,8.277858864,10.81824678,10.80003033,10.33470747,8.011617537,8.860274812,11.65049586,9.773339873,8.674921176,9.928523222,9.76740385,6.803238816,9.023032253,6.762095459
"CCL22",8.512483401,8.00561246,8.799015958,7.202225376,5.947232766,8.781198112,7.833785678,5.868685462,7.222019352,6.294694527,8.29015611,6.845475937,7.703293496,7.661578093,6.959010593,8.702125891,7.767079297,8.427236788,6.571726363,6.546870068,7.733914822,7.411371756,7.476908701,6.429375048
"CCL23",5.699436971,5.891098668,6.047690794,4.150219411,7.345608485,7.404721572,7.494897691,5.563249981,6.812094966,5.463492013,6.483621386,7.046419806,6.942815104,6.803238816,5.882485765,6.725302684,6.443242035,7.419642673,6.328135,5.713983513,7.808229883,5.89971157,7.145319467,6.87450956
"CCL24",2.562175122,4.675625916,4.139596499,2.774662683,2.882611895,2.562175122,2.882611895,2.349687561,5.379811646,2.349687561,2.349687561,3.276055353,2.774662683,3.105249327,4.399760333,3.202733753,4.696179308,4.782591163,3.276055353,3.72762446,3.483829652,2.349687561,2.774662683,3.047905216
"CCL25",6.375660584,7.099229169,7.3777715,6.364464373,4.756876966,7.861291642,6.820199568,10.101207,6.45454202,6.496818428,7.5792222,5.584365175,12.99489222,6.965759527,7.345608485,7.107984002,6.959010593,8.43503057,7.946272052,7.326666306,6.823952225,6.953146366,7.084025405,8.098295833
"CCL26",9.506193983,9.298359973,11.01400126,8.104981422,8.586457857,11.01400126,7.88554341,7.946272052,8.023783907,7.369842774,10.4069676,7.557648648,7.758133783,8.1670553,8.782984262,9.553331755,8.35697221,8.274556926,9.312096675,7.502649071,7.213215356,8.312372658,8.374059117,7.028108429
"CCL27",6.483621386,6.401515313,7.479003044,6.287821438,5.713983513,7.507852748,6.420728503,5.563249981,6.23371904,4.8594501,7.236337727,5.947232766,5.594139875,6.125420774,6.250061165,7.032135767,5.929787973,7.289261488,6.210959664,5.434804717,5.937482809,6.130766139,5.762240037,6.429375048
"CCL28",4.399760333,3.897041924,5.594139875,3.67714149,4.308025058,4.041127994,4.08091841,4.224836005,4.328742925,3.95749544,4.8594501,4.696179308,7.091666564,4.782591163,3.825212863,4.170382499,4.08091841,3.57058478,5.379811646,3.371364915,4.612772809,4.150219411,4.477939642,6.301114785
"CCL3",10.72001538,11.06683372,13.22134834,8.99526413,9.604057489,13.67868456,9.478792662,9.62368639,10.17255535,9.036490546,12.63820875,9.673969563,9.260967318,10.49845654,10.27942875,11.34178904,11.17592642,12.69274229,9.882000641,9.993066229,9.111959867,8.975056709,9.693952184,9.13082529
"CCL3L1",8.787724975,9.949161622,10.85128361,8.488039571,8.944144148,11.65049586,9.086794146,9.481479251,9.344169744,9.12357325,11.22088754,9.959460357,8.747940597,9.851878707,9.790396977,9.326049944,10.35955878,12.48016955,9.329577109,10.07152977,8.745245489,8.427236788,9.176168402,9.015613595
"CCL4",9.682321395,10.85128361,12.4427271,8.591651585,9.613770183,12.9231644,9.673969563,9.20841465,9.793613872,9.452832552,12.14377682,9.22087834,8.912480315,10.13866538,9.938599166,10.90334059,10.64321129,12.391275,10.101207,9.833017943,8.944144148,9.139593148,9.412541512,9.982375339
"CCL5",7.963741311,9.314248528,7.977229491,8.602947236,9.920203466,8.320116984,8.92295585,8.40218602,8.437791936,9.068016343,7.861291642,9.015613595,9.200772632,8.80400573,8.178375157,11.25181995,8.72894982,7.882929432,9.200772632,10.52223285,8.252629718,8.023783907,9.036490546,7.974772864
"CCL7",3.702382975,4.328742925,4.139596499,4.08091841,3.812246973,6.490219907,4.280123657,4.097577038,3.72762446,3.431876385,4.8594501,3.60074843,3.647368099,3.851131931,3.997846847,4.08091841,3.483829652,3.777969101,4.017996205,4.113275313,3.371364915,4.294074357,4.041127994,4.113275313
"CCL8",7.507852748,7.983991232,8.782984262,7.02277609,6.388154459,9.1524985,8.064831002,7.720596522,7.600851314,7.525490476,8.609268292,7.123177014,7.200130645,7.598401739,7.713518966,7.850180552,7.794971552,8.619377069,8.073284387,8.018607172,7.733914822,7.941737216,7.028108429,8.118660168
"CCND3",9.740415998,9.521238838,10.04105357,8.767458951,9.64291886,9.20841465,10.05203166,8.868807091,9.158554692,8.739783326,9.392829244,8.782984262,8.624596598,9.0774003,8.833573191,9.833017943,9.336385183,9.810242096,9.322660362,8.215730949,9.4458642,8.35876657,9.031545596,8.970524712
"CCR1",8.542384025,8.558403842,9.336385183,8.320116984,8.201603526,9.242497852,8.254666411,7.682067339,8.118660168,7.713518966,9.072228584,7.665939443,8.062388587,8.075305522,8.15553276,8.702125891,8.395258851,8.813421627,8.12916694,7.806078494,7.445595336,8.1670553,8.077385908,7.77184593
"CCR2",8.408670476,8.960525779,9.223070432,7.985923873,7.449304149,9.706675215,8.023783907,7.82073321,8.312372658,8.583586579,8.712784521,8.011617537,8.277858864,7.974772864,8.102611804,8.306087269,8.418153218,9.395583447,8.612440184,8.270607674,7.5879601,8.374059117,8.126243288,8.178375157
"CCR3",8.712784521,8.790679538,9.928523222,7.38066416,7.26762795,9.314248528,7.818146984,7.610338047,7.600851314,7.618386956,9.236075246,6.443242035,7.213215356,7.561231101,8.178375157,8.118660168,8.227937838,8.975056709,8.771043245,7.789959748,7.985923873,8.381401691,7.812971014,7.743271006
"CCR4",9.28801033,9.273212505,10.29640691,7.78517468,7.761154436,10.29640691,7.961186191,7.799593004,7.949610018,7.969582816,9.663197164,7.145319467,7.77184593,7.861291642,8.333250409,8.539651425,8.374059117,8.737016271,8.622068775,7.726580962,7.847959304,8.175550637,7.869504377,7.078744173
"CCR5",5.762240037,5.68489043,6.12007541,5.605599861,7.99569109,6.913220587,6.000107683,5.563249981,5.129773392,7.467407138,5.785406727,7.538070542,6.000107683,5.328154524,5.922093136,5.574590475,5.392399208,6.981300757,6.448462477,7.789959748,4.612772809,6.077521732,5.419895743,5.922093136
"CCR6",9.877791284,8.633878079,10.17255535,7.099229169,6.868874478,10.73684413,8.894852699,8.270607674,8.636620071,8.02119554,9.429981283,7.847959304,8.246054343,8.268284631,8.567752371,9.056789215,8.330286773,9.225262524,7.613182096,8.405146305,7.847959304,8.534038949,7.944004634,7.437483542
"CCR7",6.307535043,6.812094966,7.103606586,5.40498677,4.308025058,7.395812979,5.379811646,6.23371904,5.777662793,6.94728214,6.918966841,7.861291642,6.334851504,5.508900997,6.420728503,7.087845984,6.328135,7.240449103,6.401515313,6.184601312,6.516027102,5.617059848,5.463492013,5.646926942
"CCR9",7.283478003,7.305882718,7.621029709,6.585780314,6.913220587,7.888157387,6.307535043,6.886767175,7.155659982,7.483310234,7.505250909,4.696179308,6.047690794,5.419895743,7.107984002,6.823952225,6.891569626,8.510721405,7.850180552,6.886767175,6.823952225,7.278645263,6.197780488,7.155659982
"CCRL2",9.406813051,9.719475639,11.51571174,8.1670553,8.633878079,10.48001738,8.705866398,8.337182927,8.712784521,8.327323137,10.23712629,7.941737216,8.465076388,8.6060964,8.930822747,9.303184157,8.944144148,9.604057489,8.880945945,8.806341871,8.767458951,9.082440928,8.756816672,8.723576294
"CD14",9.349242378,10.65679742,9.349242378,10.32664048,10.05203166,7.845738055,10.13043429,11.39669916,10.30213141,10.41186098,9.314248528,11.19766951,11.06683372,10.85128361,10.87955928,11.90414044,10.9377498,8.027583008,9.806821438,11.06683372,10.62209028,10.30213141,10.80003033,10.2095304
"CD160",9.027288924,9.512521462,11.44549134,8.412194647,8.196948969,12.10886503,8.224129809,8.462270292,8.32372006,8.071263251,12.48016955,7.00106292,7.735747086,8.702125891,8.520247433,9.349242378,8.835577245,10.35359732,9.557742399,8.185433146,8.215730949,8.702125891,8.050937975,8.68881146
"CD163",9.293535789,9.1524985,9.197772997,9.22087834,9.499609376,9.928523222,9.714679171,8.674921176,9.666715823,9.673969563,8.866705267,9.659678505,9.470221313,9.548921111,9.040303687,9.891644702,9.4458642,10.22025013,8.875147527,9.903915217,8.890478689,9.380835365,10.22025013,9.139593148
"CD164",12.07754452,8.66045197,8.274556926,10.63705195,11.83672428,8.622068775,11.90414044,11.34178904,10.73684413,10.63705195,8.344176299,11.15131971,11.12961288,10.65308403,10.62209028,7.610338047,10.85128361,8.500078739,10.65308403,10.86511502,11.42107664,10.86511502,10.76782179,10.62209028
"CD180",8.614562773,9.072228584,10.44402172,8.376420456,8.175550637,10.68228926,8.552044532,8.26329387,8.312372658,8.265961588,9.949161622,7.720596522,8.302961408,8.374059117,8.351789987,9.528275618,8.767458951,9.412541512,7.252807408,8.510721405,7.985923873,8.970524712,7.990111754,8.471341873
"CD19",7.831023454,8.029492852,7.265062073,6.741490131,7.250712993,8.083648089,7.19731174,7.922509822,7.426263653,8.638274971,7.151081458,8.146493393,7.823808246,7.703293496,6.145747505,7.439685032,7.35207844,8.823052944,7.131815044,7.941737216,7.770206633,6.81644691,7.966849395,7.937189802
"CD1A",7.369842774,8.292594522,9.409677282,7.184974663,7.283478003,9.197772997,7.374878841,7.414976932,7.787727898,7.320452483,9.227490436,5.947232766,6.924713094,7.5879601,7.937189802,8.149871505,7.75511313,9.200772632,8.528209929,7.155659982,7.313990633,8.153249616,6.526338062,8.294713685
"CD1B",3.105249327,4.215370907,2.882611895,3.15399154,3.202733753,5.777662793,2.882611895,3.15399154,3.95749544,3.67714149,2.882611895,3.97769749,3.483829652,2.990561106,4.215370907,2.990561106,3.97769749,4.565942183,2.349687561,3.72762446,2.349687561,3.825212863,3.239394553,2.774662683
"CD1C",7.77184593,8.633878079,9.842755799,7.901865466,7.006754122,10.13866538,7.663758768,7.969582816,8.66045197,8.182498568,9.582301057,8.199276247,7.891937288,8.248323684,8.320116984,7.810381271,8.374059117,9.572764186,9.052536005,7.836547902,7.502649071,8.851386346,7.768567335,8.36056093
"CD1D",5.207823227,5.891098668,7.250712993,9.329577109,7.510587974,7.084025405,5.762240037,5.699436971,6.438021593,6.438021593,6.94728214,7.776107146,8.756816672,6.250061165,6.438021593,5.785406727,6.184601312,8.144646964,6.501267285,5.89971157,7.502649071,5.956982723,8.178375157,7.302229943
"CD1E",8.558403842,9.285332749,10.37422105,8.126243288,8.124420037,10.86511502,7.63987691,8.162842098,8.451787957,7.801434502,10.5120467,7.323559395,7.930440494,8.577517186,8.528209929,9.293535789,8.930822747,10.05203166,9.275994207,7.879518315,7.658986854,8.589329134,7.801434502,8.252629718
"CD2",5.434804717,5.832607922,6.408357419,4.84407437,6.725302684,7.036163105,5.40498677,5.40498677,4.920550722,6.394673207,6.301114785,7.305882718,5.922093136,4.991039149,5.769951415,5.574590475,5.129773392,6.381635712,5.84374654,7.041291455,4.612772809,5.769951415,5.289421913,4.805644901
"CD200",10.01990331,9.882000641,11.7359146,8.790679538,6.868874478,11.0474582,8.146493393,8.395258851,7.867324931,8.397242293,10.9377498,7.926475158,8.408670476,8.1670553,8.767458951,9.074814442,8.784770412,8.484260642,8.950012195,8.260626152,7.5879601,9.20841465,7.665939443,7.782621462
"CD207",9.099933768,8.837581298,9.938599166,7.763372847,7.213215356,10.56005047,7.88554341,8.104981422,7.661578093,7.270193827,9.521238838,6.87450956,7.283478003,7.544277655,8.003568237,8.672014373,7.184974663,8.542384025,8.413917482,7.419642673,6.823952225,8.242576357,7.417309802,7.521594132
"CD209",8.528209929,9.225262524,9.982375339,7.505250909,8.43503057,9.72834045,8.446947651,7.901865466,8.599798071,7.703293496,9.806821438,7.656395615,8.149871505,8.294713685,9.015613595,9.344169744,8.68881146,8.840544745,8.657933395,7.53224177,7.38602445,8.446947651,8.327323137,8.536918826
"CD22",9.865562831,8.944144148,8.947078172,7.733914822,9.364284756,11.59853674,7.445595336,8.120628477,7.73757935,8.577517186,8.182498568,7.977229491,8.102611804,8.796362326,8.320116984,8.589329134,8.647812078,8.500078739,8.726224188,8.302961408,5.937482809,7.573281131,7.665939443,6.526338062
"CD24",14.65435826,12.5961492,13.58387453,8.750195754,13.13313361,10.42656825,12.69274229,13.13313361,11.03094982,10.16589301,13.97839053,11.22088754,12.63820875,10.97811082,12.07754452,12.5961492,13.36300877,9.719475639,14.42240893,10.02495594,9.386742806,8.750195754,8.731675453,11.51571174
"CD244",4.113275313,3.239394553,3.742140789,4.419981636,3.967596465,5.207823227,5.762240037,4.991039149,3.825212863,4.498260144,3.202733753,4.349460793,5.100088612,3.851131931,4.139596499,4.756876966,3.799281083,3.57058478,4.25721238,5.508900997,3.047905216,4.84407437,5.360341502,3.72762446
"CD247",8.333250409,8.591651585,9.285332749,8.475556077,8.399225734,9.541989648,8.011617537,8.413917482,8.451787957,8.589329134,8.85474936,8.525260786,8.227937838,8.66045197,7.483310234,8.602947236,8.820323195,9.232896797,9.20841465,8.695441096,7.770206633,8.067273418,8.126243288,7.479003044
"CD27",7.585755915,8.528209929,7.499952683,6.987129698,7.926475158,8.389953135,7.852897782,7.35207844,7.404721572,8.835577245,7.525490476,8.420666121,8.227937838,7.758133783,7.426263653,8.880945945,7.155659982,9.12357325,8.067273418,8.178375157,7.270193827,6.987129698,7.441886523,6.394673207
"CD274",7.77184593,8.381401691,9.103242314,7.77184593,6.812094966,8.756816672,7.876107198,7.175045302,6.501267285,7.374878841,8.616685363,6.992958639,7.302229943,6.839183437,7.274419545,10.47072146,7.492539086,7.36324055,8.169890708,8.060046822,8.550381393,8.274556926,7.933815148,7.914566029
"CD276",11.12961288,9.873581926,9.959460357,10.52223285,10.70347019,9.557742399,11.10580396,10.59381062,10.95901651,10.27942875,9.62368639,10.48001738,10.38853234,10.2095304,10.29068241,9.242497852,11.57622378,10.74637584,10.91941446,9.982375339,11.17592642,10.19572853,10.11028446,10.90334059
"CD28",6.793423129,6.987129698,7.456050174,7.326666306,6.250061165,7.678829419,7.151081458,7.036163105,6.812094966,7.053561112,7.336897307,7.692046103,6.334851504,6.125420774,6.857503916,6.420728503,6.35924329,7.127496029,6.420728503,6.102441036,5.937482809,7.38066416,5.882485765,6.754189569
"CD33",4.696179308,4.675625916,3.371364915,5.499401975,5.551909487,5.777662793,5.499401975,4.419981636,5.419895743,4.782591163,4.599533997,6.938348069,5.100088612,4.937061447,4.731162769,5.449148365,4.991039149,4.379539029,4.881745049,5.070403832,5.937482809,5.594139875,4.731162769,4.25721238
"CD34",7.298577168,7.63987691,7.965295353,8.35697221,7.801434502,7.665939443,6.820199568,8.120628477,7.564639702,7.393598859,7.372360807,7.890047338,7.492539086,7.955789527,7.21658156,7.358713436,7.831023454,7.426263653,7.561231101,7.22409094,7.38602445,7.806078494,7.507852748,6.839183437
"CD36",9.312096675,9.891644702,10.05203166,10.38853234,10.04105357,10.35955878,10.29068241,9.493076344,10.16589301,9.823410146,10.38137669,8.809881749,9.548921111,9.714679171,10.72001538,9.312096675,9.634404303,10.07152977,10.35955878,10.14985354,9.273212505,10.23712629,10.38853234,9.859458477
"CD37",8.023783907,7.470506387,7.838748076,6.965759527,7.189733749,7.581386965,6.241890103,7.336897307,6.35924329,7.411371756,7.487617425,7.521594132,7.049990459,7.5879601,6.725302684,7.810381271,7.630095403,6.913220587,7.281061633,7.449304149,4.364499911,6.15465952,6.364464373,5.535154753
"CD38",8.248323684,8.866705267,9.031545596,7.395812979,9.040303687,9.036490546,8.090340959,7.600851314,7.687219186,8.15553276,8.514245397,8.033618104,7.5879601,7.068364629,8.055879169,8.054053283,7.843343153,8.781198112,7.985923873,8.589329134,7.127496029,7.615784526,7.801434502,8.144646964
"CD3D",8.85474936,9.781598548,10.12327029,8.071263251,8.866705267,10.6708669,8.616685363,8.833573191,8.299897128,8.823052944,9.592399233,8.762588489,8.602947236,8.374059117,8.558403842,9.564466046,8.442702505,8.122596786,9.072228584,9.364284756,7.900171441,8.081557191,8.473448975,7.656395615
"CD3E",7.058413715,8.199276247,7.751398457,7.293919328,8.265961588,7.720596522,7.127496029,6.942815104,6.077521732,8.164948699,7.439685032,8.493567329,7.594562711,7.012445324,7.068364629,7.740425178,6.81644691,6.138256822,6.918966841,8.315532186,6.823952225,6.712961437,7.35207844,6.174086423
"CD3EAP",9.229718347,9.034018071,9.303184157,8.337182927,8.99526413,12.85426195,9.139593148,8.475556077,8.589329134,8.213288523,8.782984262,8.12916694,8.612440184,8.752450911,9.536122474,9.10655086,8.860274812,10.99691617,8.99526413,8.231745867,8.570506867,7.969582816,8.552044532,8.376420456
"CD3G",6.375660584,6.96238506,7.568048303,5.89971157,6.618336915,7.547510946,6.280948348,5.815431781,5.832607922,6.662108482,7.046419806,6.681358918,5.937482809,5.713983513,6.047690794,7.063266318,5.665908686,6.603386273,6.788111649,6.831567831,6.414542961,6.102441036,5.922093136,6.174086423
"CD4",8.6060964,9.242497852,8.695441096,8.674921176,8.833573191,9.082440928,9.034018071,9.004100508,8.570506867,9.732408792,8.970524712,9.225262524,9.023032253,8.85474936,9.452832552,9.993066229,9.326049944,7.983991232,8.260626152,9.912841997,8.2725823,8.843508191,9.082440928,8.277858864
"CD40",9.781598548,7.888157387,7.850180552,9.232896797,9.256964736,9.215484135,8.471341873,9.466589596,8.270607674,9.303184157,8.344176299,9.528275618,9.309944821,9.557742399,9.275994207,7.983991232,8.774627538,9.395583447,8.383205613,8.848023332,8.712784521,8.027583008,9.371494204,9.260967318
"CD40LG",6.429375048,7.445595336,7.645572145,6.987129698,7.302229943,8.385009535,6.394673207,6.793423129,7.012445324,7.687219186,7.826883281,8.057705056,6.807743022,7.5879601,6.820199568,7.219947764,7.278645263,7.326666306,7.529386821,6.973530142,7.658986854,7.320452483,6.681358918,7.70487092
"CD44",11.10580396,12.78558561,11.30411302,10.34277445,10.77891356,7.232226351,10.16589301,9.724272107,10.12327029,11.3209348,11.88133891,10.40207421,10.37422105,9.891644702,10.74637584,12.9231644,10.68228926,7.374878841,9.564466046,11.03094982,9.139593148,10.38853234,10.29068241,8.790679538
"CD46",11.49510384,11.17592642,10.92858213,12.48016955,11.77554511,11.16362306,12.05114726,11.97459186,11.7359146,11.83672428,9.813662754,11.39669916,11.75365188,11.49510384,11.03094982,10.52223285,11.27525845,11.25181995,12.78558561,11.90414044,11.39669916,12.5961492,11.34178904,12.63820875
"CD47",8.975056709,10.05203166,7.22409094,10.37422105,10.9377498,3.742140789,9.158554692,11.17592642,10.22025013,10.76782179,8.586457857,10.90334059,10.81824678,10.37422105,10.18302647,11.30411302,9.965420932,7.603300889,6.369685456,10.13866538,9.541989648,10.46304855,10.68228926,10.48001738
"CD48",8.395258851,9.285332749,10.01009687,7.88554341,8.900452529,10.40207421,8.429517928,8.235422119,8.720928401,9.1524985,9.539056061,9.006494929,8.66045197,8.550381393,8.468209131,9.034018071,9.099933768,10.01009687,9.383789086,9.264969899,7.900171441,8.570506867,8.514245397,8.813421627
"CD5",4.937061447,5.183315291,5.594139875,5.499401975,6.250061165,5.97698894,6.12007541,5.24185934,5.631993395,6.264949501,4.294074357,8.115762961,6.688236429,5.988548312,5.070403832,5.328154524,6.272948925,4.113275313,5.31543769,6.130766139,5.289421913,5.251387517,5.988548312,4.633922667
"CD53",8.520247433,8.970524712,8.70932546,8.806341871,10.35955878,9.81853645,9.412541512,8.726224188,9.254273564,10.04105357,8.731675453,10.17255535,9.568615116,9.115667774,8.366327905,9.12777082,9.470221313,10.64937064,9.031545596,10.3169505,8.506891786,9.303184157,9.215484135,9.161153237
"CD55",9.380835365,8.837581298,9.714679171,8.957669411,9.215484135,9.859458477,7.35207844,9.0774003,8.038289879,7.703293496,8.723576294,7.855615013,7.799593004,8.596886053,8.190694938,9.673969563,9.254273564,8.790679538,9.597909213,7.502649071,7.445595336,8.203843101,8.616685363,7.456050174
"CD58",7.15337072,7.184974663,6.505716142,8.845765761,9.063804102,7.21658156,8.990299741,9.429981283,8.742550382,8.890478689,6.565691687,9.293535789,9.247040122,8.564997875,8.762588489,6.595352333,7.682067339,9.275994207,8.242576357,8.726224188,8.845765761,9.225262524,9.072228584,9.499609376
"CD59",11.90414044,11.68159315,10.74637584,11.12961288,11.88133891,8.990299741,11.17592642,11.36840484,12.02478334,12.24600004,11.5413939,11.77554511,11.94090831,12.14377682,11.36840484,12.99489222,12.85426195,11.7359146,12.391275,11.70774708,11.97459186,12.78558561,11.39669916,11.15131971
"CD6",7.855615013,8.185433146,8.599798071,7.259981948,7.554066194,9.139593148,7.302229943,7.474814358,7.155659982,7.969582816,8.090340959,7.799593004,7.401676564,7.252807408,7.840948251,7.765591259,7.581386965,8.292594522,7.963741311,8.206082676,7.091666564,7.594562711,7.717057744,7.22409094
"CD63",13.87475092,13.8023746,14.42240893,13.58387453,13.30997293,10.74637584,12.9231644,13.67868456,12.63820875,13.47346253,14.9235035,12.4427271,12.391275,12.391275,14.65435826,14.9235035,13.58387453,12.78558561,13.87475092,12.78558561,12.85426195,13.87475092,12.24600004,12.85426195
"CD68",10.35955878,10.90334059,10.33470747,10.57242427,10.00407001,9.031545596,10.06208609,10.5120467,10.62209028,10.53520036,10.03000856,9.790396977,9.706675215,10.35359732,10.5472852,11.59853674,9.389786025,7.914566029,9.251582391,11.34178904,8.702125891,9.736412395,9.666715823,10.53520036
"CD7",7.39138474,7.278645263,6.294694527,6.059608642,7.07346294,4.280123657,12.07754452,5.328154524,5.006364994,5.97698894,5.631993395,7.250712993,4.920550722,5.574590475,5.31543769,7.063266318,5.605599861,5.070403832,10.70347019,5.617059848,5.937482809,4.713671039,5.713983513,5.251387517
"CD70",7.417309802,6.758142514,7.15337072,6.501267285,8.023783907,7.492539086,6.381635712,7.765591259,7.046419806,6.009667166,7.099229169,7.456050174,5.956982723,7.665939443,7.618386956,8.315532186,8.210846098,7.82073321,7.663758768,6.438021593,6.197780488,6.526338062,7.084025405,5.956982723
