"GENE_SYMBOL","GSM5512434","GSM5512437","GSM5512443","GSM5512446","GSM5512449","GSM5512452","GSM5512455","GSM5512458"
"AMFR",3111,6043,3525,7891,3433,2761,7018,4829
"AMH",670,252,317,7437,164,41,415,1405
"AMHR2",45,29,7,8,2,21,9,8
"AMIGO1",6,606,57,90,45,34,366,41
"AMIGO2",102,242,813,246,531,215,1426,445
"AMIGO3",0,0,0,0,0,0,0,0
"AMMECR1",226,749,1172,1635,960,788,1550,718
"AMMECR1L",516,1412,1585,1700,977,623,2196,1781
"AMN",394,540,701,273,222,61,403,823
"AMN1",33,412,578,219,286,129,715,368
"AMOT",176,456,794,11297,389,762,1153,1330
"AMOTL1",824,7907,4861,15798,5132,4046,10306,11839
"AMOTL2",332,1341,936,1176,596,528,2592,1164
"AMPD1",2,18,23,11,141,34,608,2
"AMPD2",3105,4713,7132,4084,6172,9119,9157,5345
"AMPD3",2975,5246,3679,2428,7663,5856,6772,14954
"AMPH",12,7079,312,921,143,79,454,105
"AMT",419,795,1563,3056,1567,1151,4113,1863
"AMTN",1,2,12,5,7,50,121,7
"AMY1A",1,0,1,0,0,0,1,0
"AMY1B",1,6,4,0,3,1,2,6
"AMY1C",0,0,0,0,0,0,1,0
"AMY2A",8,50,98,33,154,17,51,36
"AMY2B",1130,5929,14370,2124,3934,1621,10810,1699
"AMZ1",7,236,8,0,48,23,65,83
"AMZ2",1053,5634,3603,2493,1757,926,4295,3480
"ANAPC1",1026,6802,9509,5543,6212,2814,7409,9476
"ANAPC10",51,997,668,691,672,237,1090,627
"ANAPC11",743,1157,786,1122,428,354,703,1142
"ANAPC13",141,647,449,280,312,122,590,241
"ANAPC15",94,574,483,419,296,253,562,398
"ANAPC16",380,562,1373,1129,1024,751,1508,1826
"ANAPC2",1830,4037,3276,5350,2876,1787,4177,4354
"ANAPC4",342,2080,4020,1946,2628,1337,3803,2254
"ANAPC5",3025,8514,16312,8078,7934,11786,14809,15452
"ANAPC7",1068,3123,7264,3983,3463,2414,6526,5339
"ANG",12,243,136,60,148,149,384,1210
"ANGEL1",596,4388,2622,2977,2390,1510,4953,3334
"ANGEL2",824,1919,4590,1839,2813,1524,4588,2843
"ANGPT1",1443,465,25977,160,589,1262,1981,302
"ANGPT2",29,1578,718,1460,657,219,3845,3208
"ANGPT4",7,6,3,0,2,3,71,3
"ANGPTL1",30,86,270,10,599,72,2911,190
"ANGPTL2",260,2392,1597,766,1167,1501,5547,636
"ANGPTL3",2,0,0,0,0,0,1,670
"ANGPTL4",15,2428,61,1002,420,136,960,708
"ANGPTL5",0,2,0,5,2,0,8,0
"ANGPTL6",12,204,61,21,84,462,172,117
"ANGPTL7",647,364,0,2,8,10,22,63
"ANHX",1,0,0,4,1,1,1,3
"ANK1",899,929,542,770,867,695,1836,929
"ANK2",783,1970,2538,391,3288,1807,25776,2432
"ANK3",16754,5288,196692,7307,129922,31007,240322,22267
"ANKAR",42,1042,1280,357,900,372,2706,593
"ANKDD1A",62,397,151,479,572,226,654,210
"ANKDD1B",19,67,77,43,100,33,137,109
"ANKEF1",122,1578,680,938,607,495,1339,1684
"ANKFN1",0,912,33,31,5,88,58,24
"ANKFY1",1984,4471,7336,6824,6993,2536,8896,5177
"ANKH",284,3976,2795,1656,5283,3419,11821,10459
"ANKHD1",598,1255,1760,1971,1767,731,2057,1709
"ANKHD1-EIF4EBP3",136,104,640,406,425,248,524,316
"ANKIB1",1369,9231,5343,4766,5174,2562,11260,7228
"ANKK1",58,95,254,73,27,42,99,122
"ANKLE1",142,123,115,206,128,145,143,978
"ANKLE2",4715,10189,16941,18624,10091,11206,19660,19708
"ANKMY1",2445,1869,4833,3439,1784,853,4023,3409
"ANKMY2",60,834,582,253,895,244,1418,862
"ANKRA2",78,502,843,722,1011,439,2513,709
"ANKRD1",1,109,11,15,1,2,29,1
"ANKRD10",1778,7535,10383,11462,10484,12538,16856,6169
"ANKRD11",8982,14639,18194,41155,16335,12282,30947,28415
"ANKRD12",848,8507,10687,6469,11916,3899,16231,6918
"ANKRD13A",1432,1553,2659,2027,1700,956,4169,2226
"ANKRD13B",1611,1196,867,2976,2566,2732,2721,449
"ANKRD13C",684,2788,2382,2386,1825,959,2834,2071
"ANKRD13D",2246,2190,4363,4913,2258,1670,3661,6518
"ANKRD16",778,857,1044,697,813,409,900,1512
"ANKRD17",6170,24697,47895,18733,22353,11546,46708,25114
"ANKRD18A",1890,7719,3768,175,77,374,687,45
"ANKRD18B",3,11,892,1145,2,61,24,5
"ANKRD2",10,7,44,27,2,7,26,8
"ANKRD20A1",0,515,964,114,977,160,1022,140
"ANKRD22",23,123,662,45,1223,558,583,397
"ANKRD23",138,156,377,251,306,143,398,543
"ANKRD24",153,766,441,312,131,352,538,216
"ANKRD26",412,2612,2251,2549,1964,1284,3687,3113
"ANKRD27",1348,2487,2816,2253,1174,898,2864,3062
"ANKRD28",1066,5060,10140,6057,6745,2399,16716,5197
"ANKRD29",28,222,79,28,2267,788,2692,1041
"ANKRD30A",2,0,8,0,2,6,20,0
"ANKRD30B",4,154,0,0,3,0,10,2
"ANKRD30BL",0,104,0,0,1,0,1,1
"ANKRD31",1,204,50,216,48,78,368,22
"ANKRD33",17,13,1,0,0,15,0,1
"ANKRD33B",379,1126,486,268,989,1592,1256,4681
"ANKRD34A",14,74,97,105,56,39,205,108
"ANKRD34B",0,5,0,118,12,1,118,55
"ANKRD34C",1,2,0,2,1,1,16,2
"ANKRD35",52,53,1478,1862,139,58,252,4
"ANKRD36",2304,9491,9371,6586,5130,2623,10897,9794
"ANKRD36B",1951,5282,5556,5389,3414,2542,8168,4273
"ANKRD36C",758,6943,7592,5220,3949,2115,8757,7218
"ANKRD37",304,262,212,235,158,118,593,342
"ANKRD39",381,553,754,740,710,379,880,1833
"ANKRD40",440,3907,1977,1625,1372,1310,3384,2987
"ANKRD42",33,591,256,230,285,88,697,488
"ANKRD44",130,4173,3245,1121,9398,4248,21073,6289
"ANKRD45",6,74,9,8,45,39,98,289
"ANKRD46",156,1802,1480,624,1364,649,2586,1487
"ANKRD49",110,464,1005,578,784,373,856,911
"ANKRD50",318,3992,4538,4495,3576,1644,12588,3095
"ANKRD52",1848,5137,4487,6380,3420,2607,6039,8757
"ANKRD53",59,70,94,159,76,49,160,35
"ANKRD54",333,522,573,776,314,386,438,1063
"ANKRD55",1,2,17,11,78,11,314,50
"ANKRD6",525,2601,3609,2294,1327,3191,3863,2286
"ANKRD60",0,1,0,2,0,0,0,7
"ANKRD61",2,19,16,8,10,4,32,73
"ANKRD62",30,52,216,1,137,11,186,62
"ANKRD63",47,8,42,28,3,0,10,0
"ANKRD65",1093,237,1392,2157,292,809,631,974
"ANKRD66",1,2,0,0,0,1,0,0
"ANKRD7",0,178,29,27,1,4,22,15
"ANKRD9",382,339,436,836,88,104,257,446
"ANKS1A",3556,9662,8321,8974,4897,4442,10432,7187
"ANKS1B",26,831,282,597,584,170,5166,49
"ANKS3",1044,1308,1803,1490,1052,808,1778,1374
"ANKS4B",0,1,6,9,0,8,1,72
"ANKS6",499,1292,2994,2358,565,1580,3611,4431
"ANKUB1",0,7,9,5,0,2,20,4
"ANKZF1",1603,3597,6444,5207,3781,2101,5428,3813
"ANLN",417,8710,1943,3311,2003,992,3126,18614
"ANO1",765,3636,4945,2610,1858,1283,5997,1290
"ANO10",28,2148,721,985,676,458,1844,716
"ANO2",653,432,357,307,236,121,986,805
"ANO3",0,28,16,43,12,19,78,74
"ANO4",1,79,8,10,8,4,68,855
"ANO5",12,888,23,265,450,278,55,30
"ANO6",452,5432,6468,2682,7150,3861,18355,11534
"ANO7",219,381,1456,2714,155,82,161,54
"ANO8",249,515,446,7863,1101,668,2505,2326
"ANO9",15685,11182,19104,8153,15834,48049,14642,16396
"ANOS1",146,2540,1336,1266,549,362,2101,1319
"ANP32A",4800,7575,9056,8344,6573,5217,9044,5929
"ANP32B",4361,8814,8544,7104,7236,5040,13113,8146
"ANP32D",3,17,98,6,14,16,19,0
"ANP32E",344,945,687,344,665,335,1709,439
"ANPEP",692,4471,14106,1108,3435,2417,7852,6875
"ANTXR1",949,3784,9337,3413,3761,3639,13844,3498
"ANTXR2",166,671,819,193,1843,1332,3076,1042
"ANTXRL",18,20,187,0,4,0,7,0
"ANXA1",8237,4263,72417,49253,18059,2550,40542,2196
"ANXA10",0,2,2,1,0,0,0,30
"ANXA11",5529,5426,8338,10242,4558,2814,11139,6190
"ANXA13",4,109,33,6,4,3,8,34
"ANXA2",4252,28076,24849,7255,13452,7327,31454,17548
"ANXA2R",52,126,150,181,222,84,429,125
"ANXA3",31,1678,359,282,186,1451,438,455
"ANXA4",7748,2386,10631,3407,6006,2446,12076,6136
"ANXA5",940,11804,5265,4389,7012,3606,12978,5123
"ANXA6",2298,16921,8736,2641,7730,7023,25797,4064
"ANXA7",1446,4176,5873,3189,6314,4662,10057,7024
"ANXA8",1583,75,7015,1114,715,937,4640,9181
"ANXA8L1",1275,74,3302,618,970,658,1212,2785
"ANXA9",196,239,242,27,13,31,8,89
"AOAH",144,1383,647,105,4405,1774,4892,13553
"AOC1",7179,72,2304,4,353,55,124,110
"AOC2",672,1030,1128,1173,473,788,1308,1706
"AOC3",387,1822,1478,271,2274,842,8964,993
"AOX1",204,2987,652,14,786,251,7633,7666
"AP1AR",138,902,709,587,560,271,1440,1076
"AP1B1",6605,10294,16198,12083,10216,10294,17701,20261
"AP1G1",850,9195,5463,5956,6128,2418,11606,6535
"AP1G2",8573,20308,25089,18436,11777,11476,18255,14068
"AP1M1",1459,5512,3856,2991,2342,1492,4560,4447
"AP1M2",3,2365,668,4283,2,75,71,2091
"AP1S1",447,1834,1278,1741,850,958,1512,1709
"AP1S2",78,1349,1393,1374,1350,539,1994,1053
"AP1S3",56,1264,792,172,929,331,989,762
"AP2A1",7920,9180,16449,13533,10176,8881,17482,44996
"AP2A2",4581,13414,14453,12174,8477,5355,16239,12889
"AP2B1",3027,28997,10258,16978,10631,8154,20376,22245
"AP2M1",6002,29820,23422,21921,14309,9835,31561,21671
"AP2S1",1186,2732,2277,2437,1988,1726,3929,3858
"AP3B1",1348,6089,8648,6140,10439,4912,17683,10333
"AP3B2",97,989,106,937,876,5812,1345,1702
"AP3D1",11415,37021,24123,23154,16659,13804,24721,29688
"AP3M1",274,1365,3558,1446,2371,1077,3332,3440
"AP3M2",454,3160,964,1064,902,717,1655,2107
"AP3S1",216,3712,2018,799,2206,1399,5612,1897
"AP3S2",155,910,1031,653,845,469,977,851
"AP4B1",369,2355,2183,1753,1807,1010,3244,1703
"AP4E1",176,1534,1247,1075,1076,424,2066,1813
"AP4M1",1694,2591,2323,6703,2145,1134,2543,5114
"AP4S1",39,535,258,247,313,199,711,260
"AP5B1",2638,1591,1925,4908,1283,893,2473,3621
"AP5M1",507,3164,4099,1491,2070,809,2664,1843
"AP5S1",193,243,307,675,149,168,241,365
"AP5Z1",3882,6168,4859,6338,3905,3100,5364,8937
"APAF1",226,2551,2655,1683,2884,1729,5876,2954
"APBA1",80,1389,340,680,268,261,718,908
"APBA2",269,2744,7966,5858,932,637,3251,648
"APBA3",2282,3521,3055,3581,3195,3411,3623,7417
"APBB1",276,3355,716,3502,778,463,3362,610
"APBB1IP",522,895,3988,137,2386,749,4182,1320
"APBB2",869,12580,4493,3968,4482,3269,15993,3500
"APBB3",3728,4714,7254,6677,4891,3641,6223,5062
"APC",712,15006,13921,9569,12880,8724,24462,8224
"APC2",74,421,172,204,68,102,190,153
"APCDD1",135,1181,567,570,354,192,1701,202
"APCDD1L",7,983,46,197,30,107,160,34
"APCS",0,2,1,0,0,0,1,3787
"APEH",2717,3183,6178,9871,5464,3247,7712,7390
"APELA",0,0,0,0,0,0,0,0
"APEX1",8297,19940,23535,18559,12880,9655,16020,13234
"APEX2",1135,2760,2678,2784,1167,1056,1782,2626
"APH1A",2626,4438,4901,3427,3277,2452,4809,5579
"APH1B",28,408,119,341,307,264,826,256
"API5",1384,9444,10427,6191,7051,3262,9357,10349
"APIP",152,1240,653,604,895,287,1030,792
"APLF",23,776,1104,923,1522,671,2632,1467
"APLN",55,349,24,113,13,17,26,18
"APLNR",273,463,1622,670,2210,976,3713,829
"APLP1",36,359,82,1196,160,456,246,18
"APLP2",4270,33488,13095,15021,9305,8294,29317,17310
"APMAP",1686,14892,3431,2978,2142,1910,3498,2940
"APOA1",63,17,9,1,8,2,3,9354
"APOA2",4,0,2,1,0,1,2,6711
"APOA4",0,0,1,0,2,0,0,11
"APOA5",4,0,1,1,0,3,0,533
"APOB",9,77,41,34,32,19,361,107984
"APOBEC1",47,0,41,1,1,4,63,1
"APOBEC2",0,0,0,0,0,2,18,0
"APOBEC3A",7,57,14,411,344,78,80,233
"APOBEC3B",1693,554,2671,2046,1344,2463,1360,3895
"APOBEC3C",498,605,1422,865,2153,1813,3329,1841
"APOBEC3D",849,317,1247,629,1863,1521,2631,4181
"APOBEC3F",1413,968,1669,1173,2170,1809,2265,3597
"APOBEC3G",1099,557,1557,1001,3789,2396,4073,9540
"APOBEC3H",13,34,51,7,137,112,111,385
"APOBEC4",4,2,20,0,0,4,24,0
"APOBR",831,793,1117,374,1136,888,1810,1124
"APOC1",430,1565,926,233,1336,759,396,5413
"APOC2",2,10,17,4,11,20,0,195
"APOC3",0,0,1,0,0,0,0,3902
"APOC4",1,1,1,1,3,0,1,1
"APOD",161,114,1116,500,2738,280,9257,1593
"APOE",11605,6403,8576,6562,19167,11356,13533,19009
"APOF",1,1,0,0,0,6,6,750
"APOH",2,2,2,0,0,2,15,7624
"APOL1",627,1958,1727,7966,7191,3093,7466,4106
"APOL2",988,2347,2201,6447,4632,3866,8571,3906
"APOL3",124,823,437,250,3757,2072,3993,2618
"APOL4",122,1245,159,71,682,586,855,122
"APOL5",0,0,17,0,1,0,22,1
"APOL6",766,1089,801,642,5121,1569,3666,2418
"APOLD1",226,382,426,899,611,299,2117,409
"APOM",12,23,72,64,49,29,59,192
"APOO",81,1005,384,335,187,102,306,319
"APOOL",31,596,682,353,450,220,1000,554
"APP",41309,83686,49281,58675,34798,40092,99107,70942
"APPBP2",821,6638,3096,2049,3267,1942,5606,4024
"APPL1",141,1762,1686,2102,2852,1494,5787,2753
"APPL2",341,1846,2867,2451,1696,1028,5219,3687
"APRT",2235,4307,4107,4029,1473,1230,2774,3754
"APTX",574,1530,2660,1389,1026,1255,2749,945
"AQP1",377,3106,2146,846,2471,713,5131,1060
"AQP10",9,0,118,5,16,10,8,5
"AQP11",26,119,19,44,11,2,32,37
"AQP12A",891,14,658,2,1,5,0,0
"AQP12B",653,57,705,0,0,8,7,0
"AQP2",1,0,0,0,0,4,1,1
"AQP3",1619,4545,3687,41716,1101,1069,1312,712
"AQP4",1,2339,16,9,628,56,1849,111
"AQP5",15,806,56,4978,294,22,145,8
"AQP6",1,82,53,549,10,9,19,2
"AQP7",10,65,96,102,503,36,1735,186
"AQP8",1,1,6,13,3,25,13,11
"AQP9",34,243,43,69,459,392,293,981
"AQR",2067,12290,13354,8349,10811,4864,18016,12382
"AR",190,175,361,482,339,152,1337,1143
"ARAF",3075,12454,8400,9105,6870,4979,9904,10437
"ARAP1",8487,6607,14003,16597,11203,7844,17585,13158
"ARAP2",157,2438,3541,3339,7043,1862,10684,4789
"ARAP3",382,1570,1206,3099,886,628,3825,953
"ARC",31,219,82,83,13,10,16,145
"ARCN1",1756,12261,9720,5545,8370,4463,16275,8127
"AREG",20,518,48,89,647,122,2069,42
"AREL1",964,9208,8973,5977,5573,3405,8202,8846
"ARF1",9648,16984,21561,13492,11492,8125,18340,16497
"ARF3",994,2220,3876,1516,3168,4424,4186,4808
"ARF4",311,3032,2870,1852,3712,1873,8519,1528
"ARF5",2206,5566,5231,4636,2901,2410,4758,6486
"ARF6",4365,10521,11390,9368,7197,3868,10651,10419
"ARFGAP1",2337,8226,3841,6141,3659,3285,6244,5323
"ARFGAP2",1529,3152,3808,4124,2592,1735,4618,4388
"ARFGAP3",260,3680,1671,3344,1738,1229,3253,2187
"ARFGEF1",2186,22839,15465,8668,12609,5065,30087,11254
"ARFGEF2",4102,25173,15283,12289,11511,8864,18927,22964
"ARFGEF3",932,8977,959,9740,291,323,1664,903
"ARFIP1",48,1154,1348,650,1030,473,1470,928
"ARFIP2",1041,2919,2416,1999,1506,1485,2444,2570
"ARFRP1",2097,6964,3107,5013,2240,1682,4595,3971
"ARG1",33,2,2,0,10,6,47,2114
"ARG2",85,739,665,2631,100,124,819,808
"ARGFX",0,0,0,0,0,3,4,0
"ARGLU1",1907,5915,9274,15390,10673,9874,13587,6144
"ARHGAP1",3285,7586,11291,10397,6413,4284,13472,7616
"ARHGAP10",2590,1858,2828,469,1647,2197,3133,3198
"ARHGAP11A",459,6139,3550,3784,3215,1295,3432,8225
"ARHGAP12",776,2268,3558,2622,3025,4905,4680,2413
"ARHGAP15",15,400,380,61,1903,381,4034,692
"ARHGAP17",2233,4542,4117,3007,9040,5400,20522,7373
"ARHGAP18",141,2188,1641,495,3177,1068,3646,901
"ARHGAP19",12,22,16,34,21,18,29,73
"ARHGAP19-SLIT1",0,0,0,0,0,1,2,0
"ARHGAP20",73,261,842,356,400,87,1172,200
"ARHGAP21",774,8668,4932,3096,4098,2912,14278,7931
"ARHGAP22",1405,296,610,226,731,1070,1482,551
"ARHGAP23",3127,2118,6699,9828,3847,1369,5668,5643
"ARHGAP24",149,2121,970,766,1732,1027,10282,3470
"ARHGAP25",542,1567,1361,930,4169,1339,5812,2691
"ARHGAP26",825,3814,2444,803,9708,11600,18479,13231
"ARHGAP27",3106,2130,1820,1042,1901,937,2496,2252
"ARHGAP28",40,1976,237,261,997,376,2510,471
"ARHGAP29",221,12529,2952,2447,3020,1385,9602,2480
"ARHGAP30",884,1371,2046,1076,3992,1887,7090,2584
"ARHGAP31",333,3678,2345,3467,7799,5808,13873,2670
"ARHGAP32",864,11341,9049,123582,4651,4241,14839,2421
"ARHGAP33",1401,1623,1688,8726,1675,625,2252,2428
"ARHGAP35",6459,21034,26956,21654,16484,12361,35273,27057
"ARHGAP36",3,20,0,0,0,0,1,0
"ARHGAP39",1044,10017,1869,2659,527,390,1182,1921
"ARHGAP4",24953,15537,35733,35517,9946,9703,19257,12867
"ARHGAP40",16,7,97,2237,1,42,1,524
"ARHGAP42",42,3026,538,344,1109,808,3534,330
"ARHGAP44",66,3770,507,3152,439,225,942,303
"ARHGAP5",1400,54876,27016,12558,28821,9954,48351,17379
"ARHGAP6",221,1019,458,261,1194,996,3538,228
"ARHGAP8",407,735,222,459,127,145,169,782
"ARHGAP9",157,832,709,208,2148,747,3553,1727
"ARHGDIA",15795,24408,18252,19917,13136,11603,20345,29836
"ARHGDIB",806,4063,3326,2024,8685,2956,11552,22913
"ARHGDIG",22,61,94,19,14,10,40,11
"ARHGEF1",3541,13356,12654,13652,15156,8091,32257,18344
"ARHGEF10",819,20315,2943,2881,2285,3744,8217,3408
"ARHGEF10L",1262,3248,3170,6177,2977,1341,3503,2657
"ARHGEF11",1487,11811,11719,12890,10468,8389,14348,18864
"ARHGEF12",1438,14993,13625,21475,11718,6715,26126,18786
"ARHGEF15",184,636,501,351,497,256,1350,445
"ARHGEF16",1197,342,1003,5172,178,105,375,1891
"ARHGEF17",2551,19463,8946,17698,5158,5175,21256,6251
"ARHGEF18",235,424,398,621,358,415,1351,743
"ARHGEF19",1457,1057,3343,13266,3278,1913,3520,2983
"ARHGEF2",12776,12590,41180,31968,28921,26591,41942,13179
"ARHGEF25",399,776,1080,1766,745,978,4538,1498
"ARHGEF26",184,3208,486,3463,437,124,2533,1110
"ARHGEF28",6145,1191,3268,3974,24568,3126,21190,3312
"ARHGEF3",614,821,2104,778,3827,2155,4591,1402
"ARHGEF33",7,114,55,54,30,44,86,175
"ARHGEF35",36,596,569,493,17,9,131,399
"ARHGEF37",117,392,480,747,266,122,670,124
"ARHGEF38",44,256,109,111,32,317,247,136
"ARHGEF39",140,885,513,1328,357,170,512,886
"ARHGEF4",17974,2967,24080,9933,580,320,2653,320
"ARHGEF40",1418,6513,2586,2703,1471,2012,5724,2374
"ARHGEF5",959,1331,2707,5827,474,307,2005,2296
"ARHGEF6",165,1902,2117,776,4535,1240,8592,1737
"ARHGEF7",1700,9941,12829,11889,7465,5962,19071,7640
"ARHGEF9",526,1618,2340,1939,1777,1024,3855,1670
"ARID1A",10340,44037,76357,93205,49755,36772,81754,37392
"ARID1B",7608,21047,22170,69996,17635,12410,27300,30261
"ARID2",2274,8276,26852,10149,14643,9303,29171,21923
"ARID3A",1621,2113,1772,8059,2015,1503,2391,5325
"ARID3B",869,644,1169,2908,1395,1591,1241,1969
"ARID3C",2,189,3,2,0,11,11,19
"ARID4A",1028,4578,5511,3018,5488,3508,9488,4573
"ARID4B",1444,2606,9369,4065,8629,4979,13813,7339
"ARID5A",664,1324,1754,6010,3686,1543,6027,3988
"ARID5B",1378,3039,4284,5812,18351,5837,38636,9248
"ARIH1",517,2249,3627,2677,2397,1214,5231,2056
"ARIH2",1006,2689,4660,7354,6041,3848,10321,5352
"ARL1",781,4067,5351,1462,3587,2487,7560,3188
"ARL10",77,390,231,1341,138,137,438,209
"ARL11",37,44,171,11,104,59,205,83
"ARL13A",0,0,0,2,0,0,4,2
"ARL13B",32,948,482,352,395,252,866,566
"ARL14",1,2,8,6,18,67,138,3
"ARL14EP",299,983,1482,398,1128,647,2102,860
"ARL14EPL",0,0,1,0,0,0,0,0
"ARL15",74,996,1260,3938,1017,758,2371,825
"ARL16",347,1259,1083,1390,463,258,824,1372
"ARL17A",36,665,292,1372,595,287,2509,1189
"ARL2",477,2671,1326,1450,861,736,1719,1616
"ARL2-SNX15",0,1,0,0,1,0,0,1
"ARL2BP",190,1824,888,814,732,347,1706,949
"ARL3",169,1639,1154,1392,952,597,1597,1998
"ARL4A",34,698,384,252,799,203,984,1452
"ARL4C",1113,3232,2406,1627,4275,3889,9661,3457
"ARL4D",125,595,186,318,64,44,265,389
"ARL5A",158,937,1339,498,898,392,1790,750
"ARL5B",155,870,391,637,572,262,746,745
"ARL5C",1,6,14,0,1,1,11,68
"ARL6",4,411,196,109,132,59,231,147
"ARL6IP1",324,1699,852,1215,797,280,938,1358
"ARL6IP4",236,205,290,323,139,214,247,366
"ARL6IP5",554,1297,1610,443,3210,1645,4212,1179
"ARL6IP6",1179,1776,2354,5523,2194,1400,2843,3025
"ARL8A",1219,3199,4152,3192,2876,1371,4835,1988
"ARL8B",929,2429,2552,1929,2173,1287,4613,1791
"ARL9",115,986,170,138,98,169,167,57
"ARMC1",342,5264,2265,1851,1837,1026,3282,3057
"ARMC10",372,3357,2782,1304,1809,762,3164,1941
"ARMC12",52,162,26,171,323,364,405,1307
"ARMC2",107,2779,903,553,751,542,2244,770
"ARMC3",2,64,1,35,1,1,6,241
"ARMC4",3,739,13,2,13,9,28,2
"ARMC5",4115,2511,4189,4349,2210,1639,3803,2534
"ARMC6",2230,4387,3655,4490,1900,1484,2615,4144
"ARMC7",591,757,600,765,381,336,519,976
"ARMC8",589,8092,5749,4303,5303,2293,11368,5327
"ARMC9",771,4958,2365,2741,1478,1654,4031,3644
"ARMCX1",214,430,635,322,593,344,1726,301
"ARMCX2",129,170,439,1064,402,302,1664,153
"ARMCX3",136,1030,1513,1373,1688,1342,4381,576
"ARMCX4",1165,557,3464,1564,1650,492,4016,1125
"ARMCX5",435,803,1877,1008,1610,624,3340,1316
"ARMCX6",84,224,248,1107,220,291,800,117
"ARMS2",0,0,1,0,0,0,1,0
"ARMT1",87,2233,840,528,900,381,1249,1273
"ARNT",620,4774,3765,2314,2968,2098,6866,4064
"ARNT2",958,250,1664,2517,4513,3806,5524,4542
"ARNTL",109,829,944,1707,1344,531,1530,1088
"ARNTL2",127,2296,1525,795,5225,5310,7592,13078
"ARPC1A",1122,6152,4694,3976,2879,2214,5555,4309
"ARPC1B",1497,1981,4852,1818,4164,2716,6214,7293
"ARPC2",1787,6275,13739,10166,10544,7092,20209,13667
"ARPC3",654,2366,4703,1761,2334,1602,3611,3532
"ARPC4",312,428,847,864,540,393,794,535
"ARPC4-TTLL3",73,125,338,219,182,114,379,150
"ARPC5",1433,2136,3977,2033,2704,1733,4229,1950
"ARPC5L",1827,1847,1936,3490,1653,939,2627,2442
"ARPIN",65,413,417,343,352,251,852,497
"ARPP19",310,886,1147,1042,698,445,1719,1099
"ARPP21",0,69,8,2,7,14,24,15
"ARR3",2,2,0,0,0,0,13,0
"ARRB1",148,1674,562,247,958,656,1930,2078
"ARRB2",1156,1899,1510,2902,1808,1415,3310,2067
"ARRDC1",2273,3345,5155,5463,2075,987,2667,6370
"ARRDC2",1449,2327,3737,2787,2446,1348,5957,3480
"ARRDC3",800,3187,5924,3027,6363,2711,14243,2616
"ARRDC4",704,1563,1637,477,1009,567,1783,1920
"ARRDC5",24,99,58,5,615,197,1441,124
"ARSA",1257,2879,2770,2266,2212,2518,2844,2084
"ARSB",189,813,572,786,1345,776,2326,1869
"ARSD",1519,2929,2361,3485,1126,620,2366,1767
"ARSF",4,1,43,1,92,3,46,0
"ARSG",1482,1600,1984,2053,732,452,1288,5249
"ARSH",6,8,15,15,16,11,30,21
"ARSI",66,303,391,118,145,282,462,151
"ARSJ",18,1445,880,372,304,196,1277,1264
"ARSK",30,1255,369,301,462,229,878,656
"ART1",2,53,4,4234,5,1,9,1
"ART3",1,6,2,36,78,0,28,15
"ART4",1,24,6,0,44,9,562,210
"ART5",9,2701,6,377,0,9,17,5
"ARTN",26,192,207,293,5,15,35,92
"ARV1",555,1407,3260,815,1569,502,1936,1345
"ARVCF",2478,1724,3827,11986,820,809,1526,661
"ARX",6456,11,4276,10,2,12,12,6
"AS3MT",24,47,44,150,22,33,169,85
"ASAH1",466,9911,2297,682,1733,951,4312,2744
