"GENE_SYMBOL","GSM5512434","GSM5512437","GSM5512443","GSM5512446","GSM5512449","GSM5512452","GSM5512455","GSM5512458"
"TRIM66",1487,4377,9066,10110,7663,4446,11601,9052
"TRIM67",10,47,73,20,31,114,55,33
"TRIM68",558,1598,2460,1634,990,766,1720,1842
"TRIM69",11,95,119,47,431,157,368,270
"TRIM7",17,1186,91,68,117,22,305,114
"TRIM71",6,30,7,11,6,44,37,1649
"TRIM72",302,36,1688,33,29,66,131,75
"TRIM73",1277,243,672,1482,168,193,196,189
"TRIM74",813,462,535,1049,182,136,324,449
"TRIM77",0,0,0,0,0,5,2,0
"TRIM8",6716,4592,11549,13566,11003,8862,14472,24949
"TRIM9",39,2646,616,428,145,252,983,127
"TRIML1",1,0,0,0,0,3,0,0
"TRIML2",3,6,0,1,6,7,0,10
"TRIO",6063,33641,34691,196402,17473,33464,68163,66166
"TRIOBP",1032,1276,1986,3122,695,532,1292,1618
"TRIP10",720,4322,2470,6661,3236,4000,10445,6687
"TRIP11",637,17756,16116,7835,12983,6149,23083,9131
"TRIP12",7833,37642,57654,30818,47421,24594,71826,39959
"TRIP13",645,3598,1820,1357,1086,708,1825,3569
"TRIP4",535,3754,3587,2473,2851,1690,4292,3206
"TRIP6",8298,1043,17574,12728,6775,8283,11044,9383
"TRIQK",19,796,455,189,338,119,669,321
"TRIT1",1084,3740,2317,2345,2189,1752,3190,6297
"TRMT1",6320,8016,10599,11218,5223,5332,8677,14263
"TRMT10A",103,1038,1577,198,654,597,908,665
"TRMT10B",180,1088,1343,731,978,374,2320,762
"TRMT10C",83,2307,2783,944,1557,714,2905,2347
"TRMT11",172,3267,2211,1163,2554,1378,4549,1892
"TRMT112",2300,7125,4005,4799,3009,2526,3925,4219
"TRMT12",750,2783,1445,1616,873,742,2353,1381
"TRMT13",318,2415,3703,1761,2596,1049,3868,2071
"TRMT1L",322,4138,5048,610,2945,1707,5312,2698
"TRMT2A",5553,5135,9048,10060,5375,5928,6721,6999
"TRMT2B",1340,1427,3998,4447,3611,1783,7526,6072
"TRMT44",1574,1616,2247,5880,1599,1174,3055,4571
"TRMT5",397,4108,2270,1983,1828,795,3020,2208
"TRMT6",516,2143,2152,3675,1748,829,2310,2275
"TRMT61A",480,1612,1353,2045,662,427,774,950
"TRMT61B",585,1834,2486,1838,1619,856,2647,2693
"TRMU",1731,2148,4551,4331,2331,2098,4260,4168
"TRNAU1AP",266,3532,2150,2048,1872,1058,2285,4620
"TRNP1",139,299,53,55,17,11,55,38
"TRNT1",268,1470,2819,1536,2588,1549,4214,1530
"TRO",355,5967,1178,4379,685,933,6281,412
"TROAP",3060,7296,4340,7213,2463,3330,3301,25766
"TRPA1",11,2619,71,5,392,187,251,10
"TRPC1",163,3997,1054,830,574,369,3087,216
"TRPC3",10,169,86,311,60,12,147,75
"TRPC4",18,149,864,291,12119,142,19256,90
"TRPC4AP",3451,29991,9211,22643,11639,6561,18463,14130
"TRPC5",1,1,0,0,0,1,0,7
"TRPC6",5651,2838,28128,976,1472,1909,3323,1282
"TRPC7",6,7,5,1,0,0,2,2
"TRPM1",28,0,7,5,5,8,10,8
"TRPM2",2467,6333,5282,1512,3907,2734,5689,4397
"TRPM3",3,215,26,27,41,148,236,64
"TRPM4",7105,3560,11024,5210,4570,8038,8373,17799
"TRPM5",36028,156,63698,3229,1207,133,1287,115
"TRPM6",29,1964,719,40,599,93,1514,27
"TRPM7",2158,13323,23414,12959,20776,11203,33340,23212
"TRPM8",1,29,9,2,22,41,46,71
"TRPS1",599,21808,5656,6958,22362,7514,41133,20590
"TRPT1",1009,2342,2554,2839,1147,770,1678,1403
"TRPV1",74,38,132,194,81,47,105,201
"TRPV2",546,1851,962,623,2271,864,3794,1808
"TRPV3",50,1870,188,1031,66,45,346,411
"TRPV4",3541,385,1209,1797,1303,977,3917,3663
"TRPV5",11,143,54,138,175,100,142,17
"TRPV6",68,404,236,408,90,101,293,167
"TRRAP",19742,81884,54372,66679,43651,22906,65650,135652
"TRUB1",715,1979,1499,1150,1161,834,2043,1792
"TRUB2",1225,2219,2870,2758,1441,872,2147,1764
"TSACC",5,126,169,24,91,141,153,87
"TSC1",2635,7160,8665,9613,6936,4916,13121,8378
"TSC2",23291,35860,51524,37197,19980,13526,32787,30789
"TSC22D1",1991,13539,23094,17685,15536,12287,44743,7830
"TSC22D2",1585,7088,5104,8524,3242,3438,8121,14689
"TSC22D3",1572,2460,1964,1528,9456,2181,22985,2064
"TSC22D4",1634,3197,1922,3357,2435,1498,4602,4726
"TSEN15",83,1143,1348,462,682,481,1384,883
"TSEN2",1155,3613,6284,2637,3448,2153,6507,2591
"TSEN34",1255,2257,2394,3857,1724,1537,1960,2479
"TSEN54",1317,2571,1885,4503,1050,1104,1758,3592
"TSFM",996,1378,3455,1636,1546,1289,2398,2458
"TSG101",1396,5174,4931,3480,3452,1550,5732,3293
"TSGA10",236,3524,2904,1371,2320,598,2936,421
"TSGA10IP",6,9,24,5,21,11,21,5
"TSGA13",0,0,0,0,0,0,0,1
"TSHB",0,0,0,0,0,0,0,0
"TSHR",0,606,18,1,444,26,237,28
"TSHZ1",1630,1407,4334,2987,4658,4565,9325,3374
"TSHZ2",671,461,2486,461,3723,2280,20390,2419
"TSHZ3",434,780,2460,10421,1516,1330,6794,1134
"TSKS",7,134,93,12,67,55,143,9793
"TSKU",3248,2087,2004,4992,1602,656,3196,1252
"TSLP",3,33,66,37,110,17,126,47
"TSN",1021,4245,3622,3120,2351,1489,3582,2848
"TSNARE1",4991,11983,11350,4885,2816,1698,5479,4764
"TSNAX",463,1928,2638,791,1786,1072,3927,1100
"TSNAX-DISC1",0,1,4,0,0,0,1,0
"TSNAXIP1",103,475,219,790,149,123,370,288
"TSPAN1",1762,641,3538,1340,113,276,412,311
"TSPAN10",17,199,46,238,37,109,103,245
"TSPAN11",15,56,91,32,119,61,277,63
"TSPAN12",90,1493,572,174,236,297,2140,127
"TSPAN13",44,3746,391,874,2186,754,2581,5816
"TSPAN14",4082,1671,6299,4974,5197,2188,5888,4099
"TSPAN15",2009,3423,1584,1306,1147,2415,2177,3330
"TSPAN16",0,2,0,0,0,0,0,2
"TSPAN17",719,2313,2901,1801,1973,1075,2214,4499
"TSPAN18",681,924,895,197,499,425,1269,161
"TSPAN19",1,36,1,0,0,14,2,1
"TSPAN2",43,2208,124,182,192,90,507,61
"TSPAN3",1106,6172,4089,3418,3362,2135,6558,2531
"TSPAN31",479,1547,2771,781,1199,945,1960,1487
"TSPAN32",91,232,712,46,428,103,1340,184
"TSPAN33",884,1081,899,952,572,210,859,1283
"TSPAN4",408,1533,1042,1333,1280,1023,2837,1678
"TSPAN5",89,447,478,673,425,173,918,175
"TSPAN6",84,1044,712,1168,536,270,1464,899
"TSPAN7",18,343,48,22,108,37,461,90
"TSPAN8",13,58,22,2,36,10,98,92
"TSPAN9",2931,1486,15655,1684,1117,1048,1894,7336
"TSPEAR",139,189,199,1,2809,7863,2020,1636
"TSPO",2724,1247,4314,1754,2819,1738,2789,949
"TSPO2",0,0,0,2,0,0,11,2
"TSPY1",0,0,2,0,0,0,0,0
"TSPY10",0,0,0,0,0,0,0,0
"TSPY2",0,0,0,0,0,14,26,2
"TSPY3",0,0,0,0,0,0,0,0
"TSPY4",0,0,0,0,0,0,0,0
"TSPY6P",0,0,0,0,0,4,0,0
"TSPY8",0,0,4,0,0,0,0,0
"TSPYL1",10449,12802,12839,8309,7362,6509,12433,4840
"TSPYL2",1288,4791,2807,4953,3983,2007,19392,1945
"TSPYL4",1959,2602,1974,3969,1380,1155,3050,1737
"TSPYL5",3086,11463,3625,4346,428,303,1250,2403
"TSPYL6",8,14,56,3,66,14,58,0
"TSR1",2207,7156,13161,9119,9002,4695,14935,7045
"TSR2",643,1797,1396,1219,842,741,2060,1237
"TSR3",2058,2658,2840,2978,1475,1005,2646,2224
"TSSC4",1217,1634,1260,1900,901,800,1625,1945
"TSSK1B",8,45,155,67,23,26,105,366
"TSSK2",4,6,40,10,0,12,22,6
"TSSK3",8,99,30,29,22,28,91,98
"TSSK4",14,81,99,81,45,53,121,135
"TSSK6",52,357,176,187,82,72,242,470
"TST",3422,1014,998,1158,1451,660,1176,4123
"TSTD1",760,2159,3976,3319,1063,686,2645,1351
"TSTD2",884,5395,6856,5539,5451,2697,9987,5268
"TTBK1",1754,101,534,413,357,2536,520,205
"TTBK2",442,7222,4475,3750,3833,2283,8029,5776
"TTC1",855,2717,2503,1801,2066,1146,2848,1541
"TTC12",565,2106,2365,2228,1589,1496,3012,2289
"TTC13",586,2926,4012,2677,2989,1133,6247,3849
"TTC14",881,12975,18669,3543,13530,5305,28094,11697
"TTC16",9,126,91,10,158,66,262,114
"TTC17",4204,16011,25986,14614,19009,10167,32689,22037
"TTC19",955,2484,4578,3446,2311,728,5082,2179
"TTC21A",183,1197,1046,1071,1169,1273,3122,983
"TTC21B",277,5651,4419,2243,3181,1768,7022,5303
"TTC22",937,2180,975,603,347,174,517,1399
"TTC23",67,1047,718,621,929,806,2397,912
"TTC23L",7,211,85,84,75,107,71,176
"TTC24",4,214,38,0,153,72,141,130
"TTC25",54,618,64,535,123,284,235,269
"TTC26",80,1846,267,732,317,231,691,751
"TTC27",460,3950,3831,2656,3592,1507,6535,7360
"TTC28",1236,8997,4424,9507,6304,8045,18582,24583
"TTC29",0,174,10,2,1,0,7,4
"TTC3",6068,42506,34978,35815,28752,15926,74058,33743
"TTC30A",345,4400,1840,1068,647,568,1105,1679
"TTC30B",399,2413,1962,936,1202,589,1655,1784
"TTC31",1524,3913,2842,4203,2400,1542,4016,5943
"TTC32",95,631,631,481,485,203,575,393
"TTC33",231,1114,745,421,637,233,1292,754
"TTC34",46,121,95,316,85,72,122,229
"TTC36",28,33,67,132,22,9,32,175
"TTC37",1160,17344,17513,9391,12967,5305,23862,8176
"TTC38",164,1154,505,1425,817,468,1640,2117
"TTC39A",120,4366,580,141,206,95,169,178
"TTC39B",298,4477,1818,1229,2475,1401,5700,862
"TTC39C",415,4748,2915,3591,3623,1053,4626,3353
"TTC4",151,437,372,401,304,233,241,419
"TTC5",380,2468,1324,1034,947,718,2408,1706
"TTC6",32,385,105,4416,2135,2038,1477,788
"TTC7A",2148,2708,4138,3285,3075,1735,5376,4880
"TTC7B",234,11339,1946,1949,1600,1404,3299,4234
"TTC8",98,4050,1219,893,1033,719,2989,1252
"TTC9",18,923,196,380,123,34,636,247
"TTC9B",1,0,4,0,0,2,0,5
"TTC9C",453,1745,1880,1279,1415,718,2371,2076
"TTF1",872,3258,3856,3407,3313,1679,4933,3579
"TTF2",2486,6249,7898,7514,9290,5352,9954,16399
"TTI1",2801,21350,9358,16750,7152,4415,11124,15318
"TTI2",622,2496,1553,1737,1195,918,2364,2333
"TTK",137,4859,2201,2326,1742,603,1922,3886
"TTL",958,2257,3828,3224,1752,2185,3908,2236
"TTLL1",389,1518,1006,1882,694,649,1511,949
"TTLL10",63,157,147,1064,168,81,195,394
"TTLL11",296,1083,1052,918,762,361,1576,1435
"TTLL12",8995,5551,16675,9831,4238,3118,4878,7488
"TTLL2",6,8,0,1,0,2,0,0
"TTLL3",2928,6163,17841,13433,10514,4705,29005,4144
"TTLL4",2036,5592,5272,7510,5971,5190,8677,12696
"TTLL5",1234,21015,6546,11203,6678,4997,13050,14191
"TTLL6",13,114,3,21,24,483,153,4419
"TTLL7",6,2855,271,1868,149,90,1287,132
"TTLL8",0,13,21,1,2,3,33,15
"TTLL9",48,71,96,9,94,98,105,90
"TTN",581,31741,6588,1331,54440,36547,111775,15304
"TTPA",4,114,6,55,7,1,15,311
"TTPAL",499,4584,1759,1961,992,690,1356,1428
"TTR",0,7,1,4,2,5,10,2576
"TTYH1",22,10,38,9,12,18,123,32
"TTYH2",867,6565,3222,849,1349,2502,2754,2931
"TTYH3",2377,6691,4309,11052,5592,4413,7630,9448
"TUB",129,2671,363,1537,268,99,1260,362
"TUBA1A",16471,30190,26740,42886,17666,32404,38289,13686
"TUBA1B",34311,119124,73428,77825,54041,46881,63130,200845
"TUBA1C",11168,72611,35100,31894,24563,21900,30982,137172
"TUBA3C",3,0,4,0,0,8,0,0
"TUBA3D",16,8,6,3,8,0,64,9
"TUBA3E",3,3,5,2,4,0,2,0
"TUBA4A",3503,9682,2988,3861,2527,631,3644,1400
"TUBA4B",0,20,0,5,0,1,4,1
"TUBA8",5,3,32,30,16,56,19,29
"TUBAL3",84,143,138,6200,14,10,26,99
"TUBB",18391,93819,54783,88432,49801,39169,52610,101418
"TUBB1",7,33,22,60,45,54,81,95
"TUBB2A",132,1042,318,1206,482,1090,734,525
"TUBB2B",269,239,159,12394,269,9918,621,375
"TUBB3",15,48,36,1106,18,36,102,21
"TUBB4A",35,891,20,38,24,30,150,38
"TUBB4B",19764,97197,34452,46643,15985,7485,22637,36671
"TUBB6",1204,14064,3787,3886,3029,2993,9563,3142
"TUBB8",5,230,29,15,1,17,4,248
"TUBD1",86,1648,1264,1023,1354,531,2204,1863
"TUBE1",196,2527,2228,1065,1677,690,2448,1589
"TUBG1",2757,17719,6083,10340,3716,4006,4399,13538
"TUBG2",2687,11741,4430,4858,2975,4643,5874,8229
"TUBGCP2",4378,11735,8207,9788,7055,5180,9900,14456
"TUBGCP3",679,8143,5835,8586,6422,2909,8646,5564
"TUBGCP4",927,3143,3596,4362,2513,1441,4393,6288
"TUBGCP5",827,5825,6727,4573,3937,2038,6774,5991
"TUBGCP6",10490,21818,19122,41188,19196,17035,35887,32076
"TUFM",8112,11353,20031,14032,7618,5990,15285,10939
"TUFT1",1903,2024,3429,3151,1164,2212,3120,3801
"TULP1",42,11,12,30,13,11,5,11
"TULP2",3,12,2,3,7,12,11,139
"TULP3",3449,13030,5654,5972,4412,4694,24171,183566
"TULP4",10006,16619,13846,24841,10993,12860,16344,17306
"TUSC1",868,749,534,1458,367,86,338,1352
"TUSC2",178,388,518,879,424,413,617,693
"TUSC3",962,30255,2970,9834,2383,1530,6213,7576
"TUT1",984,1447,1849,2181,1180,1128,3145,1413
"TVP23A",39,89,27,3,107,106,171,187
"TVP23B",221,5038,3350,1683,4564,795,6919,2601
"TVP23C",186,2695,2924,2994,13697,1641,13245,3295
"TVP23C-CDRT4",0,26,4,4,31,4,16,22
"TWF1",473,2276,6063,935,2303,1421,4753,2070
"TWF2",1856,1551,2011,2589,1757,1011,2410,1325
"TWIST1",32,82,230,167,128,161,780,54
"TWIST2",36,20,49,26,83,17,190,224
"TWSG1",280,1594,943,1911,854,600,2114,3052
"TXK",23,279,123,121,1280,193,4091,258
"TXLNA",4652,9706,13141,15453,8932,6660,11687,18801
"TXLNB",25,83,360,1,1180,984,879,1254
"TXLNG",1501,3661,3077,2879,2614,859,3482,2223
"TXN",916,8298,7226,2502,2795,1529,5249,2713
"TXN2",1903,2341,3974,2611,1663,2018,3203,2329
"TXNDC11",1595,5802,5084,3554,9737,4270,9706,5511
"TXNDC12",347,1525,1484,867,1151,672,1283,1014
"TXNDC15",1483,3698,3867,2319,3486,1378,5212,2324
"TXNDC16",82,3069,742,1548,1404,1607,1740,894
"TXNDC17",373,970,1715,1444,1195,321,2361,657
"TXNDC2",5,46,28,22,26,24,94,2
"TXNDC5",624,888,1122,966,3286,784,4109,924
"TXNDC8",0,1,1,0,0,0,1,0
"TXNDC9",267,1942,1912,779,1522,674,1445,1313
"TXNIP",3101,20379,24840,15519,45097,9507,91728,11639
"TXNL1",639,8716,6021,4358,4850,1828,7043,5002
"TXNL4A",1722,7466,5539,6148,4182,2721,6670,4310
"TXNL4B",22,380,317,286,286,119,591,355
"TXNRD1",2758,8462,11305,5978,5300,4477,10096,4637
"TXNRD2",1113,1748,2077,2294,1157,1036,2271,1374
"TXNRD3",185,3539,2012,1225,660,329,2024,1501
"TYK2",7400,13356,13916,19264,16750,18808,21487,89560
"TYMP",4702,6507,4404,1992,33201,13473,22532,47847
"TYMS",1183,5231,2500,15622,4459,3198,4970,8938
"TYR",49,0,0,0,0,1,0,0
"TYRO3",732,4373,455,3669,545,186,1215,476
"TYROBP",189,821,752,196,1850,902,2037,1311
"TYRP1",204,2190,158,0,0,1,683,354
"TYSND1",4640,1209,6024,4315,2281,1580,4799,7019
"TYW1",1650,7351,7848,7147,6068,3521,10198,8736
"TYW1B",557,4674,3403,3148,1955,1122,4141,3640
"TYW3",314,1252,1580,918,1272,1695,1540,1266
"TYW5",167,998,1230,743,1125,663,1548,1243
"U2AF1",33,210,208,15,113,85,235,242
"U2AF1L4",571,796,1303,775,997,810,1292,934
"U2AF1L5",2,78,1,273,67,63,2,1
"U2AF2",13292,14032,26055,31500,15366,12574,20627,26125
"U2SURP",3238,19396,19242,11321,13762,7396,21635,18374
"UACA",960,10630,12222,7882,6344,6334,34112,4079
"UAP1",310,6021,7566,2845,3170,3082,8484,3124
"UAP1L1",1398,3071,1292,1231,709,455,1203,1348
"UBA1",17709,73692,37603,43647,36359,24221,45515,45057
"UBA2",1405,7158,9347,9310,8529,3719,17337,11068
"UBA3",415,1916,2129,2213,4659,1806,6768,2441
"UBA5",1328,4986,4071,2983,2879,1461,5287,2542
"UBA52",6265,29776,30156,19204,13285,16908,29350,39909
"UBA6",915,7506,6567,4614,8607,2850,12039,8751
"UBA7",4928,5194,9225,9664,29751,11472,26973,13661
"UBAC1",6682,6174,14086,11136,7632,4955,13767,7025
"UBAC2",753,3305,3326,4087,2025,1581,3501,2408
"UBALD1",1553,1507,2355,2365,1117,1071,2427,1601
"UBALD2",2550,1876,5255,6168,3885,1890,4183,7035
"UBAP1",1343,5033,4032,5987,3590,2631,7339,3317
"UBAP1L",408,448,709,747,402,303,717,857
"UBAP2",2804,11511,13704,13926,6838,5145,16373,14404
"UBAP2L",10821,39658,70449,30255,39802,31810,59784,42593
"UBASH3A",29,393,157,19,875,357,1407,1907
"UBASH3B",1492,17347,584,327,983,520,1690,1084
"UBB",20310,79132,51833,56905,32863,16819,40198,39390
"UBC",21255,64659,48329,36240,61829,34945,94484,64309
"UBD",6,24,29,4,1866,1560,1589,483
"UBE2A",462,1853,2179,1837,1887,1016,2724,1881
"UBE2B",156,2216,2801,1729,2758,1207,4320,1958
"UBE2C",1039,14917,1887,6262,1280,992,1809,7714
"UBE2D1",52,382,690,369,819,224,920,985
"UBE2D2",338,4951,5123,3035,3561,1410,6829,3399
"UBE2D3",7772,20251,27156,14946,20010,9640,31167,21871
"UBE2D4",217,1813,826,372,487,280,1069,807
"UBE2E1",763,5080,5034,2071,5083,3063,9508,2732
"UBE2E2",79,2495,1646,454,1080,478,1829,347
"UBE2E3",74,3285,2934,1894,1341,1018,2465,1868
"UBE2F",145,1074,765,236,591,371,960,528
"UBE2F-SCLY",0,6,2,0,3,3,4,2
"UBE2G1",469,1922,4229,2928,3799,824,5199,2983
"UBE2G2",3132,3611,5553,5374,3697,3128,6072,4938
"UBE2H",627,2640,3094,2016,1833,1210,5087,3665
"UBE2I",2945,8392,9815,9057,7438,4354,11779,8956
"UBE2J1",346,4357,2648,3012,5119,1554,6723,2489
"UBE2J2",554,3253,2832,2264,2402,1504,3409,2366
"UBE2K",735,2488,3763,2468,3168,1598,5016,2653
"UBE2L3",843,13228,5408,3745,4446,2443,6146,6705
"UBE2L6",2190,2916,999,1812,8478,2714,5248,6478
"UBE2M",2113,4479,4740,4320,2653,1930,3594,5886
"UBE2N",897,4724,7732,4018,3428,2562,6927,5832
"UBE2O",6968,12516,8330,10826,7760,5106,9848,11998
"UBE2Q1",1924,6850,9294,4645,5571,3335,8612,6355
"UBE2Q2",502,3726,3116,3341,1719,714,4602,762
"UBE2Q2L",5,269,11,48,8,19,27,36
"UBE2QL1",8,287,230,6622,182,50,482,255
"UBE2R2",2054,6287,5239,4701,4517,3602,12097,3315
"UBE2S",3598,4804,3474,8256,2058,1618,2224,8362
"UBE2T",359,2039,1363,1659,1148,801,1669,3213
"UBE2U",1,6,939,1,41,1,14,7
"UBE2V1",589,3877,2308,2824,1962,1153,4070,2303
"UBE2V2",156,3718,1489,727,983,426,1893,1149
"UBE2W",798,16682,19395,3837,7992,5052,13784,12070
"UBE2Z",3223,10107,7624,6169,9102,10799,12250,14760
"UBE3A",3802,15454,22247,9040,17988,9349,26040,12269
"UBE3B",5090,7229,17197,8981,8063,7304,16616,13866
"UBE3C",4605,20514,22035,20194,15433,8235,24555,23894
"UBE3D",156,1534,627,707,634,561,1119,896
"UBE4A",2381,20470,15432,13887,12892,7069,24879,20334
"UBE4B",3332,19393,22187,17287,11578,7597,18553,11959
"UBFD1",1130,4963,3484,3922,3133,3408,6947,2989
"UBIAD1",642,3216,1853,1742,1294,814,1614,1685
"UBL3",50,745,1385,653,1010,565,2535,831
"UBL4A",739,5207,922,1601,537,392,770,1993
"UBL4B",0,6,2,58,15,1,13,0
"UBL5",2737,6944,3477,3015,2288,2286,3988,3925
"UBL7",1502,2502,2627,2699,1814,1320,2856,3089
"UBLCP1",222,2601,2110,1060,2844,1383,4461,2064
"UBN1",5671,13186,13181,16778,8142,5956,13747,16765
"UBN2",2085,11553,10318,10043,7045,4526,17494,14053
"UBOX5",840,1712,1728,2040,1279,819,2248,2584
"UBP1",819,8894,9446,7210,8364,4053,14614,6537
"UBQLN1",2914,19920,16118,16340,12840,5619,26340,12042
"UBQLN2",836,6325,4504,4573,4147,1913,6403,5666
"UBQLN3",15,1726,37,21,96,21,288,37
"UBQLN4",3029,5751,11362,11705,9098,6873,12961,13974
"UBQLNL",5,1106,56,26,155,20,281,119
"UBR1",1048,10408,6810,6506,8789,3406,17880,7804
"UBR2",2853,16378,21295,11353,16581,6946,22287,12781
"UBR3",1750,21457,15670,8248,12180,4893,23395,12378
"UBR4",16833,133646,107131,135227,94137,72342,158502,97044
"UBR5",6652,83641,43759,28861,43240,22276,86761,37186
"UBR7",314,2822,1107,2528,1248,530,2435,1615
"UBTD1",295,551,592,867,316,295,922,557
"UBTD2",141,4635,1055,1927,977,486,2975,2050
"UBTF",10826,14972,19242,15373,10381,8559,17813,14673
"UBTFL1",4,0,1,0,10,1,6,0
"UBXN1",6508,5671,8299,7676,5626,5590,9122,5436
"UBXN10",91,185,403,228,77,25,156,67
"UBXN11",3525,7483,3735,11118,2521,2664,5861,5340
"UBXN2A",98,1893,694,894,808,296,1507,2339
"UBXN2B",175,4991,2883,1506,2099,888,3747,2133
"UBXN4",3096,10810,14401,11693,11036,5139,16107,7710
"UBXN6",6727,13337,11097,7897,5604,3888,10830,8564
"UBXN7",1603,10105,7373,6760,6004,3127,13715,8376
"UBXN8",61,1095,673,257,295,252,754,287
"UCHL1",214,7208,790,2268,500,1018,1338,225
"UCHL3",59,841,1122,432,548,280,844,335
"UCHL5",1319,3625,6027,2175,3023,1800,5120,3629
"UCK1",1443,3176,2450,5039,1686,1514,2885,2834
"UCK2",1284,3130,6525,3478,2474,6100,4972,5738
"UCKL1",4003,16445,9660,13432,5239,2241,8098,9257
"UCMA",0,1,1,0,0,3,0,0
"UCN",77,60,141,190,79,103,174,141
"UCN2",61,12,66,3318,128,82,331,500
"UCN3",6,52,0,4,0,6,0,2
"UCP1",8,16,2,3,0,3,10,29
"UCP2",4602,9418,41478,4835,8597,9271,10670,10883
"UCP3",446,278,1652,581,513,438,615,1026
"UEVLD",129,2015,2008,1024,1558,683,2736,2090
"UFC1",1809,3811,6882,2674,3084,2920,6104,3733
"UFL1",617,7189,5962,2676,5471,2028,8332,3537
"UFM1",102,438,1169,686,1553,691,2429,670
"UFSP1",84,251,261,151,120,85,120,477
"UFSP2",258,3147,1739,719,1955,852,3666,1514
"UGCG",147,2393,3513,2501,7948,2272,14071,2753
"UGDH",789,4529,4825,5040,3221,1782,7662,5003
"UGGT1",3004,13109,18422,11420,14443,7599,25042,15471
"UGGT2",307,8441,8282,8346,7128,3447,10747,2936
"UGP2",750,5721,6068,3278,5922,1890,13699,7503
"UGT1A1",15,1,189,432,135,97,31,989
"UGT1A10",21,10,6,3,1,19,56,4
"UGT1A3",7,2,160,312,148,87,49,112
"UGT1A4",25,17,436,737,362,185,58,1005
"UGT1A5",40,7,378,668,259,158,36,39
"UGT1A6",71,13,602,1109,499,322,80,130
"UGT1A7",6,3,5,2,22,22,50,37
"UGT1A8",9,4,10,10,10,17,54,0
"UGT1A9",1,8,17,11,14,45,49,187
"UGT2A1",0,6,2581,0,0,6,1,2
"UGT2A2",0,8,3408,2,2,18,0,2
"UGT2A3",1,0,17,0,27,2,12,98
"UGT2B10",0,0,4,0,0,0,4,610
"UGT2B11",6,0,80,4,505,14,191,2
"UGT2B15",5,0,37,4,22,1,41,1449
"UGT2B17",2,4,451,33,200,27,311,508
"UGT2B28",0,0,24,0,16,4,96,0
"UGT2B4",2,5,4,0,2,2,9,1864
"UGT2B7",2,30,8476,2,45,9,37,1195
"UGT3A1",18,59,2,0,0,9,4,205
"UGT3A2",14,70,10,1,0,10,11,3
"UGT8",217,1532,6702,2059,3324,3323,6155,1268
"UHMK1",1915,7630,11019,5102,6269,5059,10587,13676
"UHRF1",3983,3938,2648,21238,2650,1759,3880,16451
"UHRF1BP1",2862,13700,7120,11580,8000,5902,8102,10142
"UHRF1BP1L",341,6162,4130,5036,4850,2612,11459,7473
"UHRF2",1702,7576,8804,9765,8898,4103,19051,6616
"UIMC1",1683,6274,6371,5289,5509,3832,11688,5319
"ULBP1",0,51,34,124,34,44,66,65
"ULBP2",29,216,108,645,65,44,301,64
"ULBP3",29,654,63,398,25,18,100,29
"ULK1",21629,8572,33838,22357,6872,11165,13105,14919
"ULK2",1220,14267,7368,6691,3440,1622,5985,6096
"ULK3",3290,5475,11192,9457,3822,1992,5319,4761
"ULK4",333,5341,2597,2055,2766,1720,5511,3461
"UMOD",1,0,2,0,168,138,446,6
"UMODL1",75,318,1736,941,925,53,245,33
"UMPS",1796,5676,7746,5547,4055,2268,9210,3156
"UNC119",2257,4507,5022,2265,2330,2782,3523,5689
"UNC119B",2718,2295,3158,3202,1406,1710,4165,3780
"UNC13A",34,85,78,523,335,3122,1386,41
"UNC13B",1064,14694,6181,8477,8810,6864,16005,6334
"UNC13C",53,234,20,20,13,6,99,2
"UNC13D",3633,3169,3868,16013,4427,2217,6526,7204
"UNC45A",7496,11476,11426,15082,5593,3768,10404,7195
"UNC45B",1,338,11,1,8,42,71,15
"UNC50",464,3237,2541,1376,2690,1206,4191,2119
"UNC5A",32,92,204,16,56,140,155,42
"UNC5B",7933,5829,12004,13982,7884,4240,8471,3195
"UNC5C",111,501,310,528,4550,792,11078,464
"UNC5CL",76,281,154,253,188,87,290,485
"UNC5D",6,3427,8,131,0,2,66,3
"UNC79",11,111,53,38,137,106,592,4433
"UNC80",70,991,184,168,218,2451,932,19
"UNC93A",112,2851,52,8,0,1,13,13
"UNC93B1",3788,2848,6606,3293,5876,2334,4187,5151
"UNCX",0,0,1,0,0,4,2,1
"UNG",3142,4014,2906,7214,1666,1700,3622,6186
"UNK",4606,14456,12403,16587,9291,7642,13798,25817
"UNKL",3267,4110,5133,7109,5452,2865,8318,5840
"UPB1",31,62,72,14,479,3059,1249,1041
"UPF1",11717,28220,29606,34475,14753,10799,25656,35693
"UPF2",2207,7532,13203,8540,10985,5751,14855,16757
"UPF3A",1998,3551,4865,4827,2883,2108,4651,2069
"UPF3B",989,2480,3788,3716,3847,2731,6871,3815
"UPK1A",6,16,11,36,12,22,24,17
"UPK1B",0,66,146,0,122,72,1590,24
"UPK2",6,74,6,54,18,15,13,7
"UPK3A",1,171,3,1,11,29,63,70
"UPK3B",469,318,972,436,1250,164,1732,6163
"UPP1",259,976,478,684,1716,1015,4154,1980
"UPP2",1,2,0,0,4,6,17,117
"UPRT",50,1033,1229,931,775,440,1732,416
"UQCC1",693,9086,3760,3637,2098,1144,3307,2672
