"GENE_SYMBOL","GSM4128049","GSM4128050","GSM4128051","GSM4128052","GSM4128053","GSM4128054"
"SLC12A9",367,605,315,832,901,15
"SLC13A1",0,0,0,0,0,0
"SLC13A2",0,0,0,24,0,0
"SLC13A3",27,2,99,17,81,0
"SLC13A4",9,0,25,0,0,0
"SLC13A5",0,0,0,0,0,0
"SLC14A1",32,0,0,253,9,0
"SLC14A2",0,0,0,0,3,0
"SLC15A1",0,0,2,0,5,0
"SLC15A2",22,356,57,0,43,0
"SLC15A3",1586,697,1275,642,491,1600
"SLC15A4",411,839,445,582,492,30
"SLC15A5",0,0,0,0,0,0
"SLC16A1",355,18,340,87,171,715
"SLC16A10",140,75,145,21,33,0
"SLC16A11",1,0,16,0,5,0
"SLC16A12",7,0,2,0,2,0
"SLC16A13",0,0,3,0,0,0
"SLC16A14",33,102,115,90,238,0
"SLC16A2",41,1,100,6,63,87
"SLC16A3",825,73,1327,311,678,3773
"SLC16A4",60,0,31,45,4,0
"SLC16A5",41,0,3,11,11,0
"SLC16A6",27,1,33,138,19,0
"SLC16A7",19,0,2,0,0,0
"SLC16A8",0,0,0,44,0,0
"SLC16A9",14,5,10,114,5,57
"SLC17A1",0,0,0,0,0,0
"SLC17A2",0,0,0,0,0,0
"SLC17A3",0,0,0,0,0,0
"SLC17A4",0,1,0,20,0,0
"SLC17A5",104,43,91,146,25,0
"SLC17A6",0,0,0,0,0,0
"SLC17A7",13,0,1,0,3,1
"SLC17A8",0,0,0,0,0,0
"SLC17A9",374,9,227,78,1585,1
"SLC18A1",8,0,0,0,0,0
"SLC18A2",18,0,10,0,25,0
"SLC18A3",0,0,0,0,0,0
"SLC18B1",306,203,91,119,104,1593
"SLC19A1",71,257,88,372,132,57
"SLC19A2",0,45,0,33,3,0
"SLC19A3",91,6,6,0,74,0
"SLC1A1",18,63,11,453,129,2
"SLC1A2",1,0,14,4,30,0
"SLC1A3",350,5,80,58,15,0
"SLC1A4",477,1007,585,1441,869,0
"SLC1A5",313,424,424,577,671,127
"SLC1A6",6,0,0,0,0,0
"SLC1A7",0,26,2,0,21,0
"SLC20A1",1207,204,1344,1490,1722,25
"SLC20A2",91,78,95,262,245,0
"SLC22A1",33,22,24,0,22,0
"SLC22A10",0,0,0,0,0,0
"SLC22A11",0,0,0,0,0,0
"SLC22A12",0,0,6,0,0,0
"SLC22A13",0,0,0,0,0,0
"SLC22A14",5,1,8,0,5,0
"SLC22A15",31,0,23,0,19,0
"SLC22A16",0,0,0,0,0,0
"SLC22A17",163,134,794,859,4675,123
"SLC22A18",220,166,239,557,465,545
"SLC22A18AS",141,20,14,1346,99,0
"SLC22A2",0,0,0,4,0,0
"SLC22A23",157,164,188,452,377,63
"SLC22A24",0,0,0,0,0,0
"SLC22A25",0,0,0,0,0,0
"SLC22A3",3,0,10,0,0,0
"SLC22A31",0,0,0,0,15,0
"SLC22A4",1,48,0,0,2,0
"SLC22A5",31,63,63,60,182,0
"SLC22A6",0,0,0,0,0,0
"SLC22A7",0,0,0,0,0,0
"SLC22A8",0,0,0,0,0,0
"SLC22A9",0,0,0,0,0,0
"SLC23A1",0,0,31,51,20,0
"SLC23A2",157,71,78,27,122,0
"SLC23A3",54,5,18,77,17,0
"SLC24A1",72,17,99,171,58,0
"SLC24A2",4,0,98,0,159,0
"SLC24A3",66,12,95,660,572,1335
"SLC24A4",4,0,0,0,10,0
"SLC24A5",0,0,0,0,0,0
"SLC25A1",182,1198,368,641,886,161
"SLC25A10",42,79,163,258,122,769
"SLC25A11",497,737,863,1115,855,1109
"SLC25A12",101,82,68,97,116,0
"SLC25A13",136,608,197,437,449,1
"SLC25A14",151,362,246,150,998,0
"SLC25A15",0,12,5,58,53,0
"SLC25A16",128,262,95,142,238,0
"SLC25A17",91,656,109,154,272,139
"SLC25A18",0,276,0,0,4,0
"SLC25A19",156,341,234,99,166,390
"SLC25A2",0,0,0,0,0,0
"SLC25A20",69,89,72,102,114,8
"SLC25A21",0,0,0,2,1,0
"SLC25A22",64,16,54,248,106,0
"SLC25A23",33,344,155,305,111,12
"SLC25A24",87,0,102,292,76,0
"SLC25A25",82,261,107,284,183,104
"SLC25A26",151,350,148,220,329,1196
"SLC25A27",42,19,37,20,41,0
"SLC25A28",431,78,316,230,264,0
"SLC25A29",652,578,1029,1336,494,482
"SLC25A3",1111,1843,864,993,1472,245
"SLC25A30",6,4,10,2,16,2
"SLC25A31",0,0,1,0,0,0
"SLC25A32",178,655,283,229,1110,111
"SLC25A33",32,145,2,33,33,0
"SLC25A34",76,15,39,6,85,0
"SLC25A35",63,80,102,230,231,1344
"SLC25A36",353,82,261,274,571,74
"SLC25A37",3319,6764,773,667,682,3279
"SLC25A38",240,192,359,517,385,10
"SLC25A39",1065,4127,1604,3957,2811,1425
"SLC25A4",53,173,158,42,410,3
"SLC25A40",90,171,72,105,195,0
"SLC25A41",0,2,0,0,0,0
"SLC25A42",114,5,35,16,37,0
"SLC25A43",16,45,14,0,153,1
"SLC25A44",254,148,278,1248,451,8
"SLC25A45",279,1155,369,51,122,1
"SLC25A46",238,138,174,80,63,9
"SLC25A47",0,0,0,0,0,0
"SLC25A48",10,0,0,0,7,0
"SLC25A5",235,32,132,182,270,0
"SLC25A51",22,121,75,124,109,0
"SLC25A52",0,0,0,0,0,0
"SLC25A53",46,15,18,24,30,0
"SLC25A6",4419,10533,3585,2228,9370,4149
"SLC26A1",10,30,6,0,2,0
"SLC26A10",41,43,129,0,107,0
"SLC26A11",559,293,223,242,1101,0
"SLC26A2",248,9,285,188,215,0
"SLC26A3",0,1454,3,1,0,0
"SLC26A4",54,0,0,0,0,0
"SLC26A5",0,3,3,26,0,0
"SLC26A6",165,1235,236,248,507,1085
"SLC26A7",2,0,0,49,0,0
"SLC26A8",2,0,0,43,2,0
"SLC26A9",0,0,0,0,0,0
"SLC27A1",396,59,315,247,390,0
"SLC27A2",11,7,22,8,56,0
"SLC27A3",684,211,918,1808,981,723
"SLC27A4",95,54,182,74,63,0
"SLC27A5",22,666,5,87,88,677
"SLC27A6",0,0,0,0,2,0
"SLC28A1",0,0,0,0,0,0
"SLC28A2",4,4,0,0,1,0
"SLC28A3",195,0,42,0,5,0
"SLC29A1",844,1149,831,2738,2366,63
"SLC29A2",50,79,154,481,167,843
"SLC29A3",523,94,315,387,384,0
"SLC29A4",8,0,45,14,91,360
"SLC2A1",133,219,172,140,891,478
"SLC2A10",15,297,37,129,116,0
"SLC2A11",182,1048,471,301,1192,2
"SLC2A12",1,1,0,0,0,0
"SLC2A13",4,65,19,0,9,0
"SLC2A14",0,0,0,0,11,0
"SLC2A2",0,0,0,0,0,0
"SLC2A3",616,140,624,100,1170,7
"SLC2A4",20,9,0,54,24,0
"SLC2A4RG",1369,3419,2844,9880,14770,116
"SLC2A5",102,0,124,31,8,2
"SLC2A6",74,0,25,0,22,37
"SLC2A7",0,0,0,0,0,0
"SLC2A8",390,1090,519,384,670,610
"SLC2A9",11,0,12,0,0,0
"SLC30A1",150,238,263,257,737,1232
"SLC30A10",0,0,18,0,0,0
"SLC30A2",1,2,0,0,0,0
"SLC30A3",9,0,38,0,19,0
"SLC30A4",36,35,64,11,32,0
"SLC30A5",96,214,125,224,65,0
"SLC30A6",116,291,110,455,419,0
"SLC30A7",299,2490,622,739,761,101
"SLC30A8",6,23,25,0,42,0
"SLC30A9",425,937,350,1002,862,1
"SLC31A1",108,1733,190,362,209,6
"SLC31A2",134,59,88,0,27,0
"SLC32A1",0,0,0,0,0,0
"SLC33A1",366,382,210,472,186,1
"SLC34A1",0,0,0,0,0,1
"SLC34A2",6,0,0,0,0,0
"SLC34A3",0,0,0,0,0,0
"SLC35A1",169,493,144,552,202,41
"SLC35A2",111,68,195,252,156,776
"SLC35A3",305,169,237,672,417,0
"SLC35A4",153,516,203,384,553,2
"SLC35A5",8,2,1,13,7,0
"SLC35B1",387,392,299,502,388,7
"SLC35B2",22,0,17,18,9,0
"SLC35B3",43,137,87,51,133,1
"SLC35B4",253,71,192,123,265,2
"SLC35C1",228,250,334,143,418,48
"SLC35C2",444,1728,434,928,542,2152
"SLC35D1",153,81,182,345,218,3
"SLC35D2",144,12,56,77,83,0
"SLC35D3",4,0,258,29,2,0
"SLC35E1",504,952,571,939,579,1
"SLC35E2B",905,703,261,722,6149,1
"SLC35E3",371,281,1149,286,2548,2217
"SLC35E4",9,0,37,9,31,0
"SLC35F1",2,0,0,0,10,0
"SLC35F2",55,0,48,25,23,1
"SLC35F3",24,0,0,1,10,0
"SLC35F4",0,0,0,0,0,0
"SLC35F5",74,54,40,142,79,1
"SLC35F6",500,345,303,881,591,52
"SLC35G1",14,10,13,0,16,0
"SLC35G2",3,0,1,0,0,0
"SLC35G3",0,1,0,0,0,0
"SLC35G5",0,0,14,0,0,0
"SLC35G6",0,0,0,0,1,0
"SLC36A1",510,34,330,133,387,1
"SLC36A2",0,0,0,0,0,0
"SLC36A3",0,0,0,0,0,0
"SLC36A4",54,46,32,86,44,0
"SLC37A1",234,226,247,347,317,2
"SLC37A2",299,80,255,96,104,0
"SLC37A3",245,90,280,640,437,1403
"SLC37A4",181,1187,188,277,403,1
"SLC38A1",278,1800,269,2005,469,0
"SLC38A10",1453,1620,2598,2851,4166,2382
"SLC38A11",11,6,0,647,17,0
"SLC38A2",1723,8508,2795,5019,5438,1179
"SLC38A3",20,0,0,69,0,0
"SLC38A4",5,16,48,0,8,0
"SLC38A5",96,27,491,14,60,1163
"SLC38A6",437,101,142,157,289,891
"SLC38A7",254,5,297,148,275,0
"SLC38A8",0,0,0,0,0,0
"SLC38A9",45,96,31,0,55,0
"SLC39A1",1068,1855,1528,5346,2366,116
"SLC39A10",73,136,156,138,175,782
"SLC39A11",1149,14970,1740,4479,3719,270
"SLC39A12",1,0,0,0,0,0
"SLC39A13",721,60,1537,761,1404,2
"SLC39A14",111,15,94,58,40,0
"SLC39A2",24,12,0,0,3,0
"SLC39A3",182,832,540,280,269,225
"SLC39A4",63,210,133,207,723,464
"SLC39A5",0,0,0,0,0,0
"SLC39A6",586,2657,4623,28630,28118,883
"SLC39A7",1171,638,2624,3736,446,187
"SLC39A8",124,5,62,11,14,0
"SLC39A9",592,492,679,2391,651,1
"SLC3A1",0,0,0,0,0,0
"SLC3A2",1124,245,804,1295,859,595
"SLC40A1",114,34,39,110,52,0
"SLC41A1",46,1,10,10,29,0
"SLC41A2",65,927,123,58,117,0
"SLC41A3",408,37,212,397,480,0
"SLC43A1",250,45,260,1,183,0
"SLC43A2",820,22,409,859,1043,0
"SLC43A3",529,4,183,33,143,0
"SLC44A1",872,144,1153,960,402,2671
"SLC44A2",853,2506,1495,2637,1966,12115
"SLC44A3",26,46,9,78,14,0
"SLC44A4",14,164,126,987,158,2
"SLC44A5",0,0,6,0,1,0
"SLC45A1",1,0,14,0,44,1
"SLC45A2",0,0,4,0,22,8
"SLC45A3",198,3,172,550,32,0
"SLC45A4",178,516,141,548,970,43
"SLC46A1",144,55,56,36,155,0
"SLC46A2",12,0,1,9,2,0
"SLC46A3",530,919,347,1110,754,0
"SLC47A1",236,7,35,22,58,0
"SLC47A2",0,0,0,0,0,0
"SLC48A1",454,3691,583,2111,1327,2599
"SLC4A1",0,1,16,1,0,73
"SLC4A10",28,0,0,729,7,0
"SLC4A11",35,762,40,69,94,1
"SLC4A1AP",397,61,280,193,419,0
"SLC4A2",172,38,124,132,277,2
"SLC4A3",23,0,71,53,354,1
"SLC4A4",18,8,0,14,0,0
"SLC4A5",9,0,14,0,20,0
"SLC4A7",1076,819,1462,868,2018,7
"SLC4A8",150,53,138,30,565,1
"SLC4A9",0,0,0,0,0,0
"SLC50A1",278,2198,479,2955,1051,325
"SLC51A",0,0,13,96,7,0
"SLC51B",0,0,0,0,0,0
"SLC52A1",2,5,10,63,3,0
"SLC52A2",269,402,420,440,956,104
"SLC52A3",13,18,27,147,40,0
"SLC5A1",53,154,13,38,11,85
"SLC5A10",2,0,3,0,0,0
"SLC5A11",0,2,19,27,0,0
"SLC5A12",0,0,2,0,2,0
"SLC5A2",0,0,0,0,1,0
"SLC5A3",664,376,2029,1126,1076,873
"SLC5A4",0,0,0,0,1,0
"SLC5A5",9,0,0,0,13,0
"SLC5A6",779,6180,461,1885,2333,896
"SLC5A7",0,0,0,0,0,0
"SLC5A8",6,2816,1,41,1,0
"SLC5A9",0,0,0,0,0,0
"SLC6A1",11,5,4,0,15,0
"SLC6A11",0,0,2,0,22,0
"SLC6A12",27,0,3,0,19,0
"SLC6A13",0,0,7,0,0,0
"SLC6A14",151,0,0,0,2,0
"SLC6A15",0,0,0,0,0,0
"SLC6A16",109,0,94,14,46,0
"SLC6A17",0,0,12,0,8,0
"SLC6A18",0,0,0,0,0,0
"SLC6A19",0,1,0,0,9,0
"SLC6A2",5,0,0,0,0,0
"SLC6A20",9,0,4,0,25,0
"SLC6A3",0,0,0,0,0,0
"SLC6A4",9,0,0,11,0,0
"SLC6A5",0,0,0,0,0,0
"SLC6A6",144,14,97,54,204,406
"SLC6A7",0,0,27,0,14,0
"SLC6A8",40,0,247,214,365,30
"SLC6A9",75,2119,174,211,606,321
"SLC7A1",392,1205,382,964,1020,3
"SLC7A10",48,0,10,0,2,0
"SLC7A11",43,0,22,123,4,0
"SLC7A13",0,12,0,0,92,0
"SLC7A14",3,48,0,0,0,1
"SLC7A2",51,26,10,12,54,0
"SLC7A3",0,0,2,0,8,0
"SLC7A4",3,0,19,75,2,0
"SLC7A5",194,340,418,161,342,137
"SLC7A6",237,217,330,195,458,859
"SLC7A6OS",341,77,331,282,325,165
"SLC7A7",573,41,174,92,80,0
"SLC7A8",667,1066,740,6405,760,5
"SLC7A9",0,0,0,0,4,0
"SLC8A1",189,1,60,105,6,0
"SLC8A2",0,0,0,106,18,1
"SLC8A3",1,0,0,0,0,0
"SLC8B1",279,121,238,39,177,9
"SLC9A1",313,508,502,1121,724,224
"SLC9A2",0,255,0,0,379,0
"SLC9A3",0,0,0,0,0,0
"SLC9A3R1",541,2676,654,3171,9671,1094
"SLC9A3R2",49,414,370,2248,1397,1038
"SLC9A4",0,0,0,0,0,0
"SLC9A5",63,40,40,194,14,0
"SLC9A6",152,52,65,16,124,0
"SLC9A7",113,148,99,239,180,0
"SLC9A8",275,119,236,261,193,0
"SLC9A9",118,6,64,51,4,0
"SLC9B1",6,0,9,0,13,0
"SLC9B2",105,10,152,7,23,0
"SLC9C1",0,0,0,0,0,0
"SLC9C2",0,0,0,0,0,0
"SLCO1A2",0,0,0,0,0,0
"SLCO1B1",1,209,0,0,0,3
"SLCO1B3",0,0,0,0,0,0
"SLCO1B7",0,36,0,0,0,0
"SLCO1C1",16,0,0,0,9,0
"SLCO2A1",56,69,44,4,40,0
"SLCO2B1",707,223,285,187,156,54
"SLCO3A1",249,28,112,62,81,1
"SLCO4A1",40,0,42,0,43,0
"SLCO4C1",0,0,0,0,0,0
"SLCO5A1",3,0,12,0,4,0
"SLCO6A1",5,0,0,0,0,0
"SLF1",28,5,34,52,12,0
"SLF2",191,151,144,358,265,1340
"SLFN11",166,16,100,85,59,1
"SLFN12",93,8,61,299,84,0
"SLFN12L",87,0,8,3,0,0
"SLFN13",39,21,6,50,5,0
"SLFN14",0,0,0,0,0,0
"SLFN5",195,3,162,68,42,0
"SLFNL1",19,8,3,0,27,0
"SLIRP",562,3412,636,791,1265,219
"SLIT1",28,0,75,0,30,1
"SLIT2",218,1,95,46,90,0
"SLIT3",275,41,314,3,141,0
"SLITRK1",0,0,0,0,0,0
"SLITRK2",0,0,0,0,0,0
"SLITRK3",0,0,0,0,0,0
"SLITRK4",94,19,137,0,1454,0
"SLITRK5",1,549,3,0,4,0
"SLITRK6",4,0,9,8857,77,140
"SLK",409,110,254,291,503,0
"SLMAP",166,80,83,199,126,2
"SLN",0,0,0,0,0,0
"SLPI",2897,144438,318,91,489,1252
"SLTM",959,319,559,731,750,3
"SLU7",632,1077,490,381,1315,298
"SLURP1",0,0,8,0,223,0
"SLX1A",0,0,0,0,0,0
"SLX1A-SULT1A3",0,0,0,0,0,0
"SLX1B",0,0,0,0,0,0
"SLX4",70,20,59,46,39,0
"SLX4IP",86,15,48,91,25,13
"SMAD1",217,108,371,46,446,0
"SMAD2",636,560,788,1037,1155,1181
"SMAD3",574,319,487,1357,2471,1365
"SMAD4",322,116,340,271,457,1
"SMAD5",367,71,334,786,601,3
"SMAD6",35,42,76,36,113,0
"SMAD7",135,72,177,213,86,0
"SMAD9",10,0,26,7,37,0
"SMAGP",111,499,182,109,774,20
"SMAP1",331,393,340,138,441,225
"SMAP2",542,126,141,133,344,1
"SMARCA1",257,334,517,359,595,0
"SMARCA2",1691,5491,1329,2696,4367,508
"SMARCA4",1498,2189,1753,965,1259,106
"SMARCA5",167,103,136,6,271,1
"SMARCAD1",129,235,79,181,240,235
"SMARCAL1",67,25,25,22,21,0
"SMARCB1",297,678,730,596,994,0
"SMARCC1",648,1067,848,1903,1650,2
"SMARCC2",826,929,904,966,1826,117
"SMARCD1",144,131,129,262,228,0
"SMARCD2",1587,2058,3127,6038,3702,586
"SMARCD3",334,8,221,353,309,1
"SMARCE1",287,461,411,1179,582,197
"SMC1A",605,589,408,369,595,19
"SMC1B",0,0,0,0,9,0
"SMC2",113,77,203,326,72,20
"SMC3",37,47,61,20,24,0
"SMC4",468,288,487,497,553,0
"SMC5",264,41,179,115,64,3
"SMC6",108,118,89,103,90,1
"SMCHD1",777,260,338,265,668,4
"SMCO1",0,0,0,0,0,0
"SMCO2",14,7,43,0,19,0
"SMCO3",0,0,0,0,3,0
"SMCO4",181,576,256,28,66,2
"SMCP",0,0,0,0,0,0
"SMCR8",100,493,161,356,375,0
"SMDT1",323,574,217,538,312,14
"SMG1",563,258,577,634,840,0
"SMG5",115,112,131,215,379,633
"SMG6",314,357,311,297,360,333
"SMG7",244,208,201,483,210,39
"SMG8",1,0,0,0,9,0
"SMG9",172,614,346,247,411,471
"SMIM1",15,10,22,127,70,0
"SMIM10",130,2,88,13,69,90
"SMIM10L1",156,818,290,408,647,10
"SMIM10L2A",21,300,33,40,142,0
"SMIM10L2B",7,3,3,19,14,0
"SMIM12",137,264,167,95,373,4
"SMIM13",25,153,128,18,251,1
"SMIM14",905,4135,1431,9887,4597,1921
"SMIM15",143,262,218,463,134,102
"SMIM17",0,0,0,0,0,0
"SMIM18",0,0,0,0,0,0
"SMIM19",140,143,80,183,308,0
"SMIM2",0,0,0,0,0,0
"SMIM20",56,30,30,70,35,0
"SMIM21",0,0,0,0,0,0
"SMIM22",83,274,371,1942,979,0
"SMIM23",0,0,0,0,0,0
"SMIM24",2,0,0,0,17,0
"SMIM3",171,21,291,192,1312,1565
"SMIM4",270,245,126,42,279,0
"SMIM5",13,0,30,6,5,3
"SMIM6",0,0,3,0,0,0
"SMIM7",855,2010,876,872,959,873
"SMIM8",212,171,70,150,102,0
"SMIM9",0,0,0,0,0,0
"SMKR1",4,7,5,0,13,0
"SMLR1",0,0,11,0,0,0
"SMN1",0,0,0,0,0,0
"SMNDC1",185,79,152,225,271,0
"SMO",79,0,136,46,92,0
"SMOC1",43,0,10,8,6,0
"SMOC2",444,11,859,512,173,3
"SMOX",148,221,107,0,203,0
"SMPD1",251,555,427,227,432,786
"SMPD2",13,17,9,0,13,14
"SMPD3",19,8,22,15,28,0
"SMPD4",201,2614,505,230,1219,1
"SMPDL3A",51,65,10,12,21,0
"SMPDL3B",48,17,48,482,324,1357
"SMPX",3,0,0,24,0,0
"SMR3A",1897,0,0,0,0,1
"SMR3B",24200,3,0,1,1,2
"SMS",358,96,330,493,969,0
"SMTN",86,348,441,220,359,636
"SMTNL1",7,1,8,48,0,0
"SMTNL2",7,0,0,0,2,0
"SMU1",164,114,165,206,386,22
"SMUG1",64,458,93,133,340,0
"SMURF1",76,190,155,7,129,0
"SMURF2",144,105,83,29,140,495
"SMYD1",0,0,0,0,0,0
"SMYD2",258,35,341,237,634,0
"SMYD3",151,289,646,2100,1250,868
"SMYD4",200,66,159,230,221,0
"SMYD5",66,84,76,144,107,0
"SNAI1",0,20,0,0,14,0
"SNAI2",144,0,103,7,31,0
"SNAI3",110,0,8,0,7,0
"SNAP23",260,496,233,619,551,224
"SNAP25",0,0,3,0,0,1
"SNAP29",310,781,402,467,495,1374
"SNAP47",292,86,223,491,594,1
"SNAP91",1,0,3,3,0,0
"SNAPC1",76,17,107,79,155,0
"SNAPC2",377,453,731,1244,1108,817
"SNAPC3",147,130,167,406,423,0
"SNAPC4",127,345,176,59,265,0
"SNAPC5",72,145,79,116,209,0
"SNAPIN",294,200,327,1532,508,14
"SNCA",39,2,0,0,20,0
"SNCAIP",34,51,71,0,198,0
"SNCB",0,0,0,0,1,0
"SNCG",9,8,13,37,31,0
"SND1",1877,10775,2612,3370,7222,2589
"SNED1",590,29,566,66,769,1
"SNF8",281,205,272,438,130,16
"SNIP1",119,189,148,95,280,0
"SNN",155,61,48,191,237,0
"SNPH",100,24,109,79,238,0
"SNRK",288,141,180,59,363,1
"SNRNP200",1186,1753,1848,2712,4353,49
"SNRNP25",65,380,181,843,343,461
"SNRNP27",176,356,270,267,636,319
"SNRNP35",399,1231,318,366,438,634
"SNRNP40",71,229,85,216,155,18
"SNRNP48",400,293,334,250,691,0
"SNRNP70",1913,2335,1539,1080,3542,19
"SNRPA",352,2493,684,905,1732,2559
"SNRPA1",23,29,7,59,11,0
"SNRPB",1124,1807,2198,3042,4869,867
"SNRPB2",605,194,541,399,849,0
"SNRPC",506,613,578,714,790,36
"SNRPD1",945,3055,1750,2760,5396,8
"SNRPD2",791,1957,1124,1551,2107,176
"SNRPD3",847,1496,1620,2368,1675,8
"SNRPE",175,2500,566,1962,1323,200
"SNRPF",193,71,548,271,69,0
"SNRPG",164,343,220,271,237,9
"SNRPN",1001,1732,1029,2611,4149,212
"SNTA1",152,332,187,114,361,201
"SNTB1",69,57,59,0,85,0
"SNTB2",303,61,320,27,67,366
"SNTG1",0,0,0,0,0,1
"SNTG2",5,0,0,11,6,0
"SNTN",0,0,0,0,0,0
"SNU13",998,10892,1938,2339,3708,8127
"SNUPN",85,721,165,226,261,689
"SNURF",0,0,2,0,0,0
"SNW1",321,344,297,704,479,3
"SNX1",730,804,386,1283,1225,0
"SNX10",326,87,305,51,227,0
"SNX11",240,48,171,231,83,19
"SNX12",443,1587,717,1311,2006,1273
"SNX13",189,75,129,335,132,0
"SNX14",580,711,580,1063,743,18
"SNX15",10,5,0,0,1,0
"SNX16",10,5,20,5,112,0
"SNX17",303,278,325,284,355,704
"SNX18",162,560,260,313,196,0
"SNX19",331,798,420,726,663,2
"SNX2",193,168,309,170,356,1
"SNX20",131,4,25,0,21,0
"SNX21",171,105,119,93,249,1
"SNX22",58,2,20,57,0,0
"SNX24",217,1,383,674,157,188
"SNX25",13,3,30,9,31,0
"SNX27",219,370,435,686,524,14
"SNX29",115,101,99,119,213,0
"SNX3",61,75,47,19,163,1
"SNX30",48,11,63,86,43,0
"SNX31",0,0,0,0,0,0
"SNX32",3,0,0,0,2,0
"SNX33",181,114,247,283,401,0
"SNX4",104,378,170,362,549,128
"SNX5",927,1092,793,968,658,97
"SNX6",267,186,235,246,489,653
"SNX7",117,32,131,217,134,0
"SNX8",294,313,336,202,623,1
"SNX9",234,9,161,144,100,1
"SOAT1",620,311,323,435,350,0
"SOAT2",15,0,4,0,6,0
"SOBP",159,157,109,76,173,0
"SOCS1",66,0,10,2,0,0
"SOCS2",194,364,18,0,33,0
"SOCS3",152,0,67,15,13,0
"SOCS4",80,45,59,121,85,0
"SOCS5",142,29,98,1,128,11
"SOCS6",96,66,101,123,62,1
"SOCS7",313,54,146,388,239,1
"SOD1",1087,15467,3059,3356,6077,816
"SOD2",2527,342,1092,607,960,194
"SOD3",616,205,441,141,383,0
"SOGA1",327,1961,1044,2652,2026,474
"SOGA3",4,0,0,0,0,0
"SOHLH1",0,0,0,0,0,0
"SOHLH2",18,0,0,0,1,0
"SON",2799,799,2327,1459,1505,1
"SORBS1",172,75,352,174,460,16
"SORBS2",528,236,222,490,85,0
"SORBS3",234,66,338,100,256,611
"SORCS1",0,0,38,0,0,0
"SORCS2",169,0,610,71,951,3
"SORCS3",0,0,0,0,0,0
"SORD",13,202,153,28,141,1
"SORL1",844,331,175,1289,650,0
"SORT1",377,506,284,587,416,237
"SOS1",219,5,68,130,158,0
"SOS2",132,25,54,167,166,0
"SOST",0,16,0,0,0,0
"SOSTDC1",49,0,0,0,1,0
"SOWAHA",8,35,15,0,25,0
"SOWAHB",0,2,0,0,0,0
"SOWAHC",163,243,224,643,730,0
"SOWAHD",36,56,69,42,27,0
"SOX1",0,0,0,0,0,0
"SOX10",3,0,0,0,14,0
"SOX11",16,1,301,41,275,1286
"SOX12",306,350,360,1332,1223,1463
"SOX13",161,1072,417,1646,531,133
"SOX14",0,0,0,0,0,0
"SOX15",9,104,2,18,145,0
"SOX17",11,3,24,57,46,0
"SOX18",9,12,4,43,37,0
"SOX2",9,0,8,0,0,0
"SOX21",0,0,0,23,0,0
"SOX3",0,0,1,0,86,0
"SOX30",0,0,0,0,0,0
"SOX4",3498,425,7606,3314,6608,14393
"SOX5",14,0,4,60,0,0
"SOX6",101,1,7,0,49,0
"SOX7",32,80,26,0,71,0
"SOX8",4,44,41,0,21,0
"SOX9",669,3,148,616,43,1
"SP1",346,419,242,250,97,10
"SP100",763,98,675,346,293,2
"SP110",438,8,513,406,179,0
"SP140",292,0,65,0,16,0
"SP140L",445,13,236,60,83,1
"SP2",230,69,174,202,213,0
"SP3",106,200,129,191,83,2
"SP4",25,0,5,132,57,0
"SP5",0,0,0,1,0,0
"SP6",60,163,148,91,42,0
"SP7",0,0,0,0,0,0
"SP8",0,0,0,0,0,0
"SP9",4,0,0,0,0,0
"SPA17",16,32,13,70,26,0
"SPACA1",0,0,0,0,0,0
"SPACA3",0,0,0,0,0,0
"SPACA4",0,0,0,0,0,6
"SPACA5",0,0,0,0,0,0
"SPACA5B",0,0,0,0,0,0
"SPACA7",0,0,0,0,0,0
"SPAG1",49,44,40,138,94,0
"SPAG11A",0,0,0,0,0,0
"SPAG11B",0,0,0,0,0,0
"SPAG16",205,12,87,163,132,3
"SPAG17",3,19,2,140,18,0
"SPAG4",103,5,8,0,14,0
"SPAG5",47,142,125,128,143,108
"SPAG6",5,0,1,0,4,0
"SPAG7",1146,668,2558,3542,3104,3
"SPAG8",43,0,11,0,54,0
"SPAG9",435,47,350,213,198,141
"SPAM1",0,0,0,0,0,0
"SPANXA1",0,0,0,0,0,0
"SPANXA2",0,0,0,0,0,0
"SPANXB1",0,0,19,0,321,0
"SPANXC",0,0,0,0,0,0
"SPANXD",0,0,0,0,0,0
"SPANXN1",0,0,0,0,0,0
"SPANXN2",0,0,0,0,0,0
"SPANXN3",0,0,0,0,0,0
"SPANXN4",0,0,0,0,0,0
"SPANXN5",0,0,0,0,0,0
"SPARC",9248,2087,37447,4053,39996,1987
"SPARCL1",391,171,404,135,1461,3712
"SPAST",112,147,184,198,194,0
"SPATA12",18,0,5,0,0,0
"SPATA13",46,63,35,21,26,0
"SPATA16",0,0,0,0,0,0
"SPATA17",6,7,55,56,8,0
"SPATA18",51,61,53,196,53,302
"SPATA19",0,0,0,0,0,0
"SPATA2",81,169,198,659,237,3
"SPATA20",406,144,350,485,462,793
"SPATA21",0,0,0,0,5,0
"SPATA22",0,0,1,1,0,0
"SPATA24",5,0,4,0,21,0
"SPATA25",0,0,0,0,0,0
"SPATA2L",35,21,9,4,42,336
"SPATA3",0,0,0,0,0,0
"SPATA31A1",0,0,0,0,0,0
"SPATA31A3",0,0,0,0,0,0
"SPATA31A5",0,0,0,0,0,0
"SPATA31A6",0,0,0,0,0,0
"SPATA31A7",0,0,0,0,0,0
