"GENE_SYMBOL","GSM4128049","GSM4128050","GSM4128051","GSM4128052","GSM4128053","GSM4128054"
"ANKRD36C",430,292,335,79,189,215
"ANKRD37",33,10,50,79,84,0
"ANKRD39",63,84,120,188,622,1
"ANKRD40",177,22,135,532,113,0
"ANKRD42",94,151,34,63,129,43
"ANKRD44",300,3,69,114,35,0
"ANKRD45",0,54,1,1,11,0
"ANKRD46",120,101,119,146,370,0
"ANKRD49",264,31,160,24,72,0
"ANKRD50",75,134,198,109,894,0
"ANKRD52",346,790,607,1004,909,126
"ANKRD53",1,0,15,0,0,0
"ANKRD54",166,931,367,321,319,0
"ANKRD55",3,0,0,0,6,0
"ANKRD6",116,91,118,51,240,0
"ANKRD60",0,0,0,0,0,0
"ANKRD61",0,0,0,0,0,0
"ANKRD62",1,0,0,0,0,0
"ANKRD63",0,0,0,0,0,0
"ANKRD65",77,0,60,0,142,0
"ANKRD66",0,0,0,0,0,0
"ANKRD7",0,0,0,0,1,0
"ANKRD9",222,1058,570,826,473,781
"ANKS1A",133,171,83,248,401,0
"ANKS1B",13,3,20,56,6,0
"ANKS3",109,46,196,228,126,0
"ANKS4B",0,0,0,0,0,0
"ANKS6",98,147,126,10,161,37
"ANKUB1",0,0,0,0,0,0
"ANKZF1",843,1845,580,557,1130,372
"ANLN",18,15,28,73,24,0
"ANO1",126,10,257,114,550,0
"ANO10",185,1407,309,381,1078,421
"ANO2",3,0,0,109,1,0
"ANO3",16,0,3,0,0,0
"ANO4",0,0,0,0,0,0
"ANO5",6,0,1,0,6,0
"ANO6",146,6,178,62,47,0
"ANO7",21,0,21,0,2,0
"ANO8",479,318,918,1222,270,0
"ANO9",138,74,236,205,453,1841
"ANOS1",16,8,72,30,21,0
"ANP32A",446,854,251,1069,701,4
"ANP32B",1069,181,399,841,708,1
"ANP32D",0,0,0,0,0,0
"ANP32E",330,75,479,551,423,5
"ANPEP",1151,3,641,16,122,0
"ANTXR1",238,0,1202,76,496,140
"ANTXR2",145,6,116,1,57,453
"ANTXRL",0,0,0,0,0,0
"ANXA1",955,117,1233,148,568,800
"ANXA10",0,0,0,32,0,0
"ANXA11",1855,649,1796,2629,3226,4331
"ANXA13",5,0,0,0,3,0
"ANXA2",8887,5577,8498,5038,11182,640
"ANXA2R",157,12,33,6,47,0
"ANXA3",52,8,13,0,47,0
"ANXA4",154,324,107,108,266,0
"ANXA5",1246,637,2281,2117,2147,39
"ANXA6",1427,276,2561,3995,2637,5703
"ANXA7",229,252,316,473,406,0
"ANXA8",0,0,0,0,4,0
"ANXA8L1",0,0,0,0,1,0
"ANXA9",27,291,528,1338,952,0
"AOAH",127,12,72,0,54,0
"AOC1",5,0,0,0,42,0
"AOC2",0,8,0,0,1,0
"AOC3",399,387,102,298,306,17
"AOX1",103,3,41,28,75,0
"AP1AR",241,130,265,532,585,0
"AP1B1",3186,9824,3436,5290,4037,299
"AP1G1",585,753,727,681,1429,32
"AP1G2",459,609,381,251,1649,1
"AP1M1",561,738,995,591,788,2685
"AP1M2",216,1015,362,950,313,0
"AP1S1",179,726,303,1422,259,282
"AP1S2",804,500,594,393,1370,1
"AP1S3",46,136,44,13,64,0
"AP2A1",192,81,209,139,142,2
"AP2A2",800,397,633,423,684,2
"AP2B1",904,300,1138,2733,952,2713
"AP2M1",1197,4387,3032,3734,4481,7775
"AP2S1",445,3502,703,930,1266,3575
"AP3B1",115,82,78,88,182,0
"AP3B2",7,9,6,0,23,0
"AP3D1",1868,6522,3596,1118,2137,4594
"AP3M1",116,146,172,201,354,0
"AP3M2",340,519,426,456,2009,0
"AP3S1",82,440,262,333,253,2
"AP3S2",317,498,302,387,361,0
"AP4B1",206,45,128,176,151,2
"AP4E1",39,10,51,4,39,0
"AP4M1",135,234,209,227,427,0
"AP4S1",112,21,123,100,213,0
"AP5B1",224,119,260,114,149,201
"AP5M1",186,63,194,203,303,296
"AP5S1",85,141,209,299,128,0
"AP5Z1",799,800,1281,1289,906,2250
"APAF1",25,2,24,1,9,2
"APBA1",78,96,48,7,139,2
"APBA2",91,49,296,37,160,0
"APBA3",213,152,262,105,84,264
"APBB1",107,21,62,122,102,0
"APBB1IP",440,71,274,84,141,0
"APBB2",322,282,769,194,2456,0
"APBB3",454,557,432,474,1628,0
"APC",275,295,211,225,166,0
"APC2",0,0,16,0,17,0
"APCDD1",38,0,265,108,205,106
"APCDD1L",2,0,37,0,46,0
"APCS",0,0,0,0,0,0
"APEH",519,2228,580,853,1391,769
"APELA",11,1,154,0,20,0
"APEX1",59,70,40,64,91,0
"APEX2",166,975,408,170,588,60
"APH1A",2583,685,2536,12477,1470,135
"APH1B",145,82,93,316,201,0
"API5",229,225,243,491,261,9
"APIP",0,12,7,0,8,0
"APLF",91,33,29,31,47,1
"APLN",6,49,128,49,120,4
"APLNR",174,806,389,98,472,0
"APLP1",50,94,143,235,533,0
"APLP2",5361,11838,4209,10038,7553,310
"APMAP",794,7146,666,1585,3301,34
"APOA1",0,0,7,0,0,0
"APOA2",0,0,0,0,0,0
"APOA4",0,0,0,0,0,0
"APOA5",0,0,0,0,0,0
"APOB",14,0,0,0,0,0
"APOBEC1",0,0,0,0,0,0
"APOBEC2",0,0,0,0,0,0
"APOBEC3A",20,0,14,0,5,0
"APOBEC3B",0,0,0,0,0,0
"APOBEC3C",1144,44,401,0,260,0
"APOBEC3D",149,0,47,0,40,7
"APOBEC3F",40,5,75,46,45,0
"APOBEC3G",142,7,37,0,17,27
"APOBEC3H",66,0,0,0,4,0
"APOBEC4",0,0,0,0,0,0
"APOBR",199,23,76,9,50,0
"APOC1",6467,1830,1764,1732,392,1390
"APOC2",0,0,0,0,0,0
"APOC3",0,0,0,0,0,0
"APOC4",0,0,0,0,0,0
"APOD",884,212094,12310,2471,18357,8343
"APOE",12738,3574,5649,3641,1909,21995
"APOF",0,31,0,0,0,0
"APOH",0,0,0,0,0,0
"APOL1",2675,109,2318,696,2105,1
"APOL2",311,65,356,66,563,82
"APOL3",423,39,109,91,107,0
"APOL4",79,20,125,0,106,0
"APOL5",0,0,0,0,0,0
"APOL6",1420,88,728,507,243,710
"APOLD1",97,48,45,286,235,0
"APOM",43,15,3,22,5,0
"APOO",73,808,159,552,210,29
"APOOL",154,169,190,395,321,0
"APP",2899,2563,3324,8178,4541,2102
"APPBP2",214,542,711,481,1154,145
"APPL1",535,65,241,636,366,0
"APPL2",122,30,68,142,70,0
"APRT",468,541,590,539,818,1
"APTX",256,886,437,386,658,0
"AQP1",1934,635,931,665,1021,134
"AQP10",0,0,0,0,0,0
"AQP11",9,0,12,0,8,0
"AQP12A",0,0,0,0,0,0
"AQP12B",0,0,0,0,0,0
"AQP2",0,0,0,0,0,0
"AQP3",2,2,1,4,1,0
"AQP4",0,0,0,0,0,0
"AQP5",7,0,0,16,2,0
"AQP6",0,0,0,0,0,0
"AQP7",221,46,0,0,114,0
"AQP8",2,0,0,0,26,0
"AQP9",130,0,40,0,1,0
"AQR",482,802,415,748,457,0
"AR",231,13330,447,3595,521,394
"ARAF",213,154,320,371,250,0
"ARAP1",512,4,332,218,119,1
"ARAP2",100,88,12,40,21,0
"ARAP3",141,139,94,0,155,86
"ARC",0,0,65,66,94,0
"ARCN1",104,241,113,62,174,11
"AREG",18,0,24,726,22,0
"AREL1",224,425,122,184,254,27
"ARF1",1892,3590,3253,7551,4150,1294
"ARF3",1051,12914,2020,5302,10909,3896
"ARF4",683,630,1162,955,1949,93
"ARF5",0,0,0,36,0,0
"ARF6",501,2283,610,1679,2329,92
"ARFGAP1",436,752,1123,475,4315,3
"ARFGAP2",303,408,505,637,998,0
"ARFGAP3",157,160,238,241,127,1
"ARFGEF1",68,103,105,137,412,2
"ARFGEF2",40,71,134,64,51,1
"ARFGEF3",60,2392,492,1150,662,0
"ARFIP1",171,710,214,524,504,0
"ARFIP2",107,1292,352,895,372,528
"ARFRP1",403,454,513,203,1664,232
"ARG1",0,0,0,0,0,0
"ARG2",13,3,0,38,3,0
"ARGFX",0,0,0,0,0,0
"ARGLU1",1468,930,619,826,1449,442
"ARHGAP1",1145,1656,2463,3030,4510,3751
"ARHGAP10",304,208,142,80,268,114
"ARHGAP11A",61,62,105,279,306,56
"ARHGAP12",394,105,298,606,419,0
"ARHGAP15",81,26,9,0,26,0
"ARHGAP17",59,77,47,13,58,51
"ARHGAP18",240,31,229,147,69,1
"ARHGAP19",75,21,78,50,110,0
"ARHGAP19-SLIT1",0,0,0,0,0,0
"ARHGAP20",8,0,15,0,21,0
"ARHGAP21",587,347,771,246,1364,0
"ARHGAP22",64,8,32,29,45,0
"ARHGAP23",335,128,571,274,575,43
"ARHGAP24",95,15,71,21,19,3
"ARHGAP25",418,9,54,98,39,0
"ARHGAP26",297,381,100,214,180,1594
"ARHGAP27",403,286,273,387,492,4
"ARHGAP28",73,0,140,0,29,0
"ARHGAP29",73,7,119,414,101,1
"ARHGAP30",1307,8,267,533,58,0
"ARHGAP31",305,260,742,211,309,188
"ARHGAP32",385,1330,935,4197,1050,46
"ARHGAP33",76,509,318,552,510,0
"ARHGAP35",341,496,441,777,749,1
"ARHGAP36",0,0,0,0,0,0
"ARHGAP39",25,86,111,75,385,631
"ARHGAP4",1172,86,404,336,580,1314
"ARHGAP40",66,0,153,1714,61,0
"ARHGAP42",18,10,6,0,8,0
"ARHGAP44",136,96,197,125,189,9
"ARHGAP5",292,293,291,474,1248,11
"ARHGAP6",17,0,8,43,14,0
"ARHGAP8",33,484,215,47,257,455
"ARHGAP9",757,4,109,1,64,0
"ARHGDIA",1686,488,2945,2440,1393,282
"ARHGDIB",2290,1807,1140,1969,1400,106
"ARHGDIG",0,0,12,0,0,0
"ARHGEF1",229,0,54,68,29,0
"ARHGEF10",269,73,440,561,263,2
"ARHGEF10L",721,73,774,691,1510,5
"ARHGEF11",92,106,167,457,69,1
"ARHGEF12",360,364,443,365,442,6
"ARHGEF15",74,120,65,0,85,0
"ARHGEF16",55,163,174,263,368,21
"ARHGEF17",604,495,1586,942,4146,85
"ARHGEF18",0,0,0,0,0,0
"ARHGEF19",357,202,1258,703,894,0
"ARHGEF2",797,169,213,1059,297,566
"ARHGEF25",196,7,468,507,407,1
"ARHGEF26",114,129,112,213,71,0
"ARHGEF28",51,454,152,33,82,0
"ARHGEF3",667,244,323,323,761,1
"ARHGEF33",7,0,13,0,60,0
"ARHGEF35",0,0,0,0,0,0
"ARHGEF37",27,468,95,33,643,1
"ARHGEF38",26,36,63,76,37,0
"ARHGEF39",4,71,46,10,53,1385
"ARHGEF4",30,0,20,49,31,0
"ARHGEF40",301,49,373,292,470,1
"ARHGEF5",89,434,118,464,322,877
"ARHGEF6",256,54,83,204,199,0
"ARHGEF7",326,705,273,278,1294,1
"ARHGEF9",94,10,58,53,31,0
"ARID1A",673,160,613,466,669,313
"ARID1B",781,453,834,652,590,189
"ARID2",353,98,336,368,438,0
"ARID3A",436,224,325,290,218,1420
"ARID3B",118,255,57,45,325,0
"ARID3C",0,0,0,0,0,0
"ARID4A",430,42,200,168,218,0
"ARID4B",963,273,1003,1262,544,4956
"ARID5A",710,43,289,36,299,0
"ARID5B",376,87,269,178,160,9
"ARIH1",407,134,309,1249,427,0
"ARIH2",816,576,991,1632,1380,134
"ARL1",448,2628,784,1721,1461,87
"ARL10",162,33,295,196,229,58
"ARL11",24,0,14,40,10,0
"ARL13A",0,0,0,0,0,0
"ARL13B",32,16,53,39,7,0
"ARL14",0,0,0,0,0,0
"ARL14EP",134,156,210,43,193,0
"ARL14EPL",0,0,0,0,0,0
"ARL15",88,83,76,41,171,1
"ARL16",19,0,15,3,4,0
"ARL17A",18,2,27,0,3,1
"ARL2",478,121,652,429,375,0
"ARL2-SNX15",0,0,0,0,0,0
"ARL2BP",125,518,588,202,474,216
"ARL3",170,73,294,716,1023,13
"ARL4A",129,588,20,40,78,0
"ARL4C",2169,223,2046,247,1358,3
"ARL4D",97,59,246,139,103,19
"ARL5A",394,433,636,774,605,0
"ARL5B",201,43,221,107,315,0
"ARL5C",0,0,0,0,0,0
"ARL6",5,0,15,1,0,0
"ARL6IP1",377,104,397,956,275,0
"ARL6IP4",9,122,12,5,34,0
"ARL6IP5",1389,1128,672,2193,904,126
"ARL6IP6",27,6,36,56,75,0
"ARL8A",889,414,1328,5058,1981,51
"ARL8B",457,650,581,467,1213,17
"ARL9",28,12,7,0,1,0
"ARMC1",353,251,580,451,956,1094
"ARMC10",137,198,155,411,302,0
"ARMC12",7,57,0,29,7,0
"ARMC2",1,0,3,31,18,13
"ARMC3",0,0,0,33,0,0
"ARMC4",3,0,0,0,0,0
"ARMC5",225,20,165,260,45,0
"ARMC6",124,678,193,129,128,609
"ARMC7",177,35,167,208,154,1306
"ARMC8",113,257,71,158,121,0
"ARMC9",215,10,312,221,160,11
"ARMCX1",79,129,112,303,240,1
"ARMCX2",377,93,707,1466,1362,0
"ARMCX3",1062,442,976,2108,1536,222
"ARMCX4",134,16,95,200,121,3
"ARMCX5",116,240,86,136,436,0
"ARMCX6",0,0,0,0,2,0
"ARMS2",0,0,0,0,0,0
"ARMT1",24,106,58,237,176,0
"ARNT",370,86,345,384,214,0
"ARNT2",76,2,189,61,501,0
"ARNTL",49,2,66,51,24,0
"ARNTL2",75,0,21,0,25,0
"ARPC1A",172,201,232,474,575,43
"ARPC1B",2518,66,1697,9365,685,1637
"ARPC2",3253,740,4229,2805,2387,1390
"ARPC3",1579,659,1176,2009,1097,3
"ARPC4",2418,3847,4648,7959,3351,18208
"ARPC4-TTLL3",0,0,0,0,0,0
"ARPC5",558,259,562,1186,490,12
"ARPC5L",396,213,268,220,121,0
"ARPIN",366,179,218,648,338,0
"ARPP19",317,466,308,837,815,709
"ARPP21",0,0,0,0,0,1
"ARR3",0,0,0,0,0,0
"ARRB1",650,351,515,428,943,0
"ARRB2",3056,793,1328,1105,753,27
"ARRDC1",344,206,278,298,179,148
"ARRDC2",285,321,286,219,355,1
"ARRDC3",978,2655,682,715,677,0
"ARRDC4",14,3,2,26,8,0
"ARRDC5",81,0,7,0,0,1
"ARSA",272,540,466,555,206,839
"ARSB",54,6,33,29,31,0
"ARSD",770,2398,835,1634,2460,195
"ARSF",0,47,0,0,0,0
"ARSG",86,19,76,380,65,1
"ARSH",0,0,0,0,0,0
"ARSI",22,0,103,3,42,0
"ARSJ",80,0,58,25,41,1
"ARSK",20,0,9,32,7,0
"ART1",0,0,0,0,0,0
"ART3",2,0,1,0,0,0
"ART4",1,0,0,0,0,0
"ART5",15,0,9,0,73,0
"ARTN",10,0,26,119,85,0
"ARV1",58,306,75,348,70,1
"ARVCF",14,2,12,36,44,0
"ARX",35,3,60,375,10,0
"AS3MT",0,0,0,0,0,0
"ASAH1",2137,10717,1053,2523,2088,2201
"ASAH2",2,12,7,0,16,0
"ASAH2B",17,4,4,16,22,0
"ASAP1",1026,192,1467,362,1490,1968
"ASAP2",48,4,52,46,150,1
"ASAP3",184,138,445,255,237,0
"ASB1",431,341,390,450,594,451
"ASB10",0,0,0,0,0,0
"ASB11",0,0,0,0,0,0
"ASB12",1,0,0,0,0,0
"ASB13",34,76,36,52,184,0
"ASB14",0,0,0,0,0,0
"ASB15",0,0,0,0,0,0
"ASB16",0,0,0,0,0,1
"ASB17",0,0,0,0,0,0
"ASB18",0,0,0,0,0,0
"ASB2",37,8,2,0,4,0
"ASB3",95,54,91,40,112,0
"ASB4",0,0,0,0,0,0
"ASB5",0,0,0,0,0,0
"ASB6",174,280,132,76,91,0
"ASB7",90,5,48,241,137,0
"ASB8",138,101,152,103,175,0
"ASB9",5,0,1,0,5,0
"ASCC1",137,30,165,324,184,3
"ASCC2",477,115,435,636,127,0
"ASCC3",85,278,117,139,180,166
"ASCL1",1,0,0,23,0,0
"ASCL2",42,22,45,0,133,562
"ASCL3",0,0,0,0,0,0
"ASCL4",2,0,6,0,0,0
"ASCL5",0,0,0,0,3,0
"ASF1A",14,14,0,46,11,0
"ASF1B",98,120,189,485,220,1
"ASGR1",18,0,6,1,4,0
"ASGR2",7,0,0,0,0,0
"ASH1L",740,92,318,1288,122,0
"ASH2L",116,30,175,120,242,1
"ASIC1",16,9,22,0,13,0
"ASIC2",15,0,21,1,112,0
"ASIC3",28,58,87,269,30,69
"ASIC4",12,0,0,65,3,0
"ASIC5",0,0,0,0,0,0
"ASIP",22,21,8,0,5,0
"ASL",95,152,79,99,127,0
"ASMT",11,0,7,0,29,0
"ASMTL",78,708,71,24,709,1
"ASNS",466,123,146,393,207,1
"ASNSD1",20,29,45,34,72,1
"ASPA",30,1,31,0,15,2
"ASPDH",0,0,0,0,0,0
"ASPG",7,0,12,0,0,0
"ASPH",658,2483,943,412,2507,49
"ASPHD1",20,0,0,0,2,0
"ASPHD2",132,7,50,12,85,106
"ASPM",27,97,63,230,64,0
"ASPN",287,10,1104,99,327,1
"ASPRV1",6,39,2,45,58,0
"ASPSCR1",117,297,278,266,197,1
"ASRGL1",364,230,79,347,259,4
"ASS1",325,341,309,106,417,432
"ASTE1",28,51,54,83,52,0
"ASTL",0,0,0,0,0,0
"ASTN1",0,0,0,0,2,0
"ASTN2",28,14,27,227,39,0
"ASXL1",473,618,643,490,1100,2697
"ASXL2",330,94,241,420,170,559
"ASXL3",1,0,12,0,6,0
"ASZ1",3,0,0,0,0,0
"ATAD1",229,558,192,600,443,678
"ATAD2",113,67,171,101,271,3
"ATAD2B",163,63,137,117,161,4
"ATAD3A",182,220,357,165,210,1568
"ATAD3B",104,160,175,140,124,0
"ATAD3C",48,49,395,351,73,0
"ATAD5",14,17,22,14,1,0
"ATAT1",109,97,296,423,229,0
"ATCAY",0,0,0,0,0,0
"ATE1",115,411,120,164,361,0
"ATF1",139,466,98,91,230,0
"ATF2",129,40,79,286,201,58
"ATF3",50,17,49,0,81,0
"ATF4",2619,15939,4192,3590,7074,18145
"ATF5",740,194,845,1069,405,413
"ATF6",257,166,264,965,234,35
"ATF6B",439,81,646,897,162,2
"ATF7",113,450,134,175,178,272
"ATF7IP",956,120,465,1306,624,0
"ATF7IP2",139,182,22,368,903,1
"ATG10",129,141,167,143,141,0
"ATG101",249,686,374,439,618,0
"ATG12",263,333,240,440,315,0
"ATG13",335,178,462,410,395,0
"ATG14",90,61,68,54,161,50
"ATG16L1",119,93,303,180,160,0
"ATG16L2",2269,513,1077,715,1022,5
"ATG2A",457,443,629,361,593,2330
"ATG2B",81,62,104,103,69,3
"ATG3",65,522,124,131,276,226
"ATG4A",195,325,171,553,166,3
"ATG4B",623,1779,894,730,1520,528
"ATG4C",136,107,58,15,79,0
"ATG4D",62,18,110,37,47,0
"ATG5",54,81,48,210,176,1
"ATG7",235,187,205,149,171,0
"ATG9A",407,319,726,678,820,1059
"ATG9B",10,0,6,0,45,0
"ATIC",385,963,629,884,1177,5
"ATL1",46,53,89,10,52,0
"ATL2",124,34,80,54,159,0
"ATL3",698,1589,1431,783,1873,142
"ATM",836,48,391,277,186,0
"ATMIN",365,424,623,400,1002,21
"ATN1",139,173,255,335,280,465
"ATOH1",0,0,0,0,0,0
"ATOH7",1,0,0,0,0,0
"ATOH8",168,36,13,0,34,0
"ATOX1",752,5662,1092,1416,6652,2273
"ATP10A",47,56,172,5,192,1
"ATP10B",95,1,0,1,2,1
"ATP10D",160,23,58,26,81,1
"ATP11A",179,15,131,13,82,0
"ATP11B",72,253,56,93,65,0
"ATP11C",124,81,106,14,237,349
"ATP12A",0,0,0,0,1508,0
"ATP13A1",143,245,298,218,96,0
"ATP13A2",55,229,99,88,193,0
"ATP13A3",118,8,93,360,137,0
"ATP13A4",21,172,4,0,26,0
"ATP13A5",0,58,0,0,23,0
"ATP1A1",2121,2197,1113,3916,1417,84
"ATP1A2",12,19,0,1,2,0
"ATP1A3",0,0,7,0,0,0
"ATP1A4",6,5,0,0,10,0
"ATP1B1",807,429,978,8593,1339,2269
"ATP1B2",3,0,2,0,4,0
"ATP1B3",1041,1225,1165,447,1290,506
"ATP1B4",0,0,16,69,0,0
"ATP2A1",0,0,4,0,4,0
"ATP2A2",943,1282,645,802,1181,5
"ATP2A3",1012,227,172,3080,149,0
"ATP2B1",927,299,444,242,625,27
"ATP2B2",41,0,16,0,0,0
"ATP2B3",0,0,10,0,0,0
"ATP2B4",700,59,759,1195,1005,1
"ATP2C1",286,786,430,444,815,1
"ATP2C2",382,55,74,133,68,0
"ATP4A",0,0,0,0,0,0
"ATP4B",0,0,0,0,0,0
"ATP6AP1",2533,1198,2691,2455,16240,3513
"ATP6AP1L",116,97,190,254,116,832
"ATP6AP2",1754,3928,2502,5077,3943,6090
"ATP6V0A1",883,1045,546,1758,930,1205
"ATP6V0A2",206,786,266,242,315,0
"ATP6V0A4",0,2,12,0,117,0
"ATP6V0B",1029,5222,1853,1891,4913,14699
"ATP6V0C",3,0,0,0,0,0
"ATP6V0D1",464,239,418,353,458,0
"ATP6V0D2",145,0,61,0,8,1
"ATP6V0E1",1919,4745,3195,4656,5142,444
"ATP6V0E2",141,2770,242,1261,1611,26
"ATP6V1A",568,215,487,653,194,4
"ATP6V1B1",47,1,90,10,1058,0
"ATP6V1B2",2289,181,1236,813,703,4
"ATP6V1C1",425,505,381,334,1773,171
"ATP6V1C2",8,107,0,10,53,0
"ATP6V1D",381,475,274,791,415,0
"ATP6V1E1",738,1660,938,1509,1988,355
"ATP6V1E2",149,122,59,46,115,1
"ATP6V1F",1211,7586,1709,3025,6511,8734
"ATP6V1G1",2870,11638,5547,9674,11134,492
"ATP6V1G2",22,1,15,67,2,0
"ATP6V1G2-DDX39B",0,0,0,0,0,0
"ATP6V1G3",0,0,0,0,0,0
"ATP6V1H",287,400,417,389,1968,17
"ATP7A",104,186,102,142,286,0
"ATP7B",17,36,17,126,89,3
"ATP8A1",226,1036,29,54,217,0
"ATP8A2",9,324,56,81,440,0
"ATP8B1",16,46,22,80,74,0
"ATP8B2",160,14,205,86,111,0
"ATP8B3",64,11,209,490,58,1
"ATP8B4",121,4,46,0,35,0
"ATP9A",391,334,605,529,5757,358
"ATP9B",184,218,137,264,316,7
"ATPAF1",239,379,217,476,716,1149
"ATPAF2",177,271,162,424,425,0
"ATR",110,124,32,146,109,0
"ATRAID",493,339,489,1050,431,2
"ATRIP",0,0,0,0,0,0
"ATRN",105,7,54,127,71,1
"ATRNL1",9,0,6,0,90,0
"ATRX",1707,408,934,1237,1307,15
"ATXN1",289,103,829,252,156,34
"ATXN10",264,1353,541,815,1733,0
"ATXN1L",137,42,127,125,200,1
"ATXN2",672,559,757,829,508,5
"ATXN2L",192,31,176,294,47,0
"ATXN3",639,179,614,575,519,6
"ATXN3L",0,0,0,0,0,0
"ATXN7",697,492,470,434,389,1623
"ATXN7L1",271,303,257,411,159,0
"ATXN7L2",14,0,2,2,3,0
"ATXN7L3",995,1405,1481,2105,1874,894
"ATXN7L3B",292,738,411,252,234,1
"AUH",13,13,11,24,28,0
"AUNIP",0,75,19,21,62,0
"AUP1",1901,3138,2218,2174,2668,3942
"AURKA",53,249,237,307,516,0
"AURKAIP1",324,1975,695,589,1489,572
"AURKB",113,496,507,476,1246,0
"AURKC",57,56,103,125,90,0
"AUTS2",556,8147,706,4093,2272,2043
"AVEN",31,108,73,82,162,0
"AVIL",106,167,272,97,94,711
"AVL9",161,540,138,547,713,49
"AVP",0,0,0,0,0,0
"AVPI1",113,80,82,11,138,311
"AVPR1A",28,12,55,8,78,1
"AVPR1B",0,0,0,0,0,0
"AVPR2",19,0,0,0,1,0
"AWAT1",0,0,0,0,0,0
"AWAT2",0,56,0,0,0,0
"AXDND1",0,0,0,0,0,0
"AXIN1",271,528,431,1330,948,0
"AXIN2",13,0,32,1,6,0
"AXL",527,93,946,372,959,3565
"AZGP1",793,35431,1078,3648,383,4737
"AZI2",394,247,451,483,486,765
"AZIN1",544,261,445,755,1485,82
"AZIN2",97,0,139,85,102,0
"AZU1",0,0,1,0,3,0
"B2M",31087,3419,22979,12270,16985,3569
"B3GALNT1",78,49,133,137,315,11
"B3GALNT2",66,49,124,221,23,181
"B3GALT1",11,0,0,0,0,0
"B3GALT2",4,0,0,0,0,0
"B3GALT4",98,85,76,281,78,0
"B3GALT5",11,0,284,17,28,0
"B3GALT6",274,973,424,652,1044,488
"B3GAT1",34,513,0,0,1,0
"B3GAT2",0,0,0,1,0,0
"B3GAT3",318,92,326,155,215,0
"B3GLCT",168,405,266,325,468,5
"B3GNT2",262,8,268,22,34,796
"B3GNT3",6,0,24,0,90,0
"B3GNT4",3,0,3,51,7,0
"B3GNT5",7,0,1,0,7,825
"B3GNT6",0,0,9,0,1,0
"B3GNT7",55,0,6,0,0,0
"B3GNT8",45,0,45,0,64,0
"B3GNT9",25,4,52,0,15,523
"B3GNTL1",115,68,37,104,46,2
"B4GALNT1",3,1,259,38,25,0
"B4GALNT2",0,15,5,0,0,0
"B4GALNT3",37,0,38,62,399,0
"B4GALNT4",103,47,206,833,242,0
"B4GALT1",5417,1237,5276,8507,4440,54
"B4GALT2",606,277,1748,1270,2137,4322
"B4GALT3",652,1645,808,2674,1513,592
"B4GALT4",49,56,22,27,86,1
"B4GALT5",240,464,402,295,203,1
"B4GALT6",11,13,22,0,20,1
"B4GALT7",340,163,547,271,736,1083
"B4GAT1",226,478,317,391,519,0
"B9D1",121,25,115,177,186,2
"B9D2",55,141,57,80,63,0
"BAALC",106,0,18,27,26,0
"BAAT",0,1,0,0,0,0
"BABAM1",393,1943,790,1443,928,29
"BACE1",675,160,1449,373,1883,1
"BACE2",388,106,436,96,523,26
"BACH1",139,233,144,39,160,0
"BACH2",107,17,75,19,42,0
"BAD",156,224,350,242,144,1659
"BAG1",354,839,558,2207,1361,593
"BAG2",32,175,125,31,93,10
"BAG3",83,45,54,20,75,0
"BAG4",80,213,182,67,534,0
"BAG5",420,708,363,530,489,0
"BAG6",636,872,1006,1329,868,148
"BAHCC1",84,31,88,183,160,1
"BAHD1",132,17,94,341,213,0
"BAIAP2",219,61,122,470,262,331
"BAIAP2L1",177,447,381,261,314,1
"BAIAP2L2",12,54,17,64,21,2
"BAIAP3",17,73,118,210,758,1
"BAK1",190,106,240,381,121,0
"BAMBI",30,50,65,58,101,5
"BANF1",158,1204,499,689,705,8
"BANF2",0,0,0,0,0,0
"BANK1",450,0,59,96,3,0
"BANP",226,694,273,281,737,0
"BAP1",254,346,287,488,577,86
"BARD1",142,241,340,810,394,834
"BARHL1",0,0,0,0,0,0
"BARHL2",0,0,0,0,0,0
"BARX1",8,0,0,0,0,0
"BARX2",6,45,7,83,11,0
"BASP1",2193,170,2083,635,1748,3393
"BATF",137,154,112,262,435,0
"BATF2",185,0,103,56,34,0
"BATF3",140,65,87,14,45,0
"BAX",1084,118,1172,1725,230,160
"BAZ1A",733,134,410,216,474,1
"BAZ1B",315,70,207,273,103,0
"BAZ2A",989,934,948,2190,822,1
"BAZ2B",1588,237,1054,626,371,1169
"BBC3",609,3170,861,3769,1221,21
"BBIP1",85,35,58,77,140,0
"BBOX1",50,0,6,0,17,0
"BBS1",12,0,18,0,4,0
"BBS10",20,39,14,0,42,157
"BBS12",40,6,29,35,89,1
"BBS2",184,24,102,207,189,0
"BBS4",73,26,50,81,93,0
"BBS5",36,56,25,0,103,1
"BBS7",20,63,37,0,99,0
"BBS9",18,1,48,36,32,0
"BBX",573,24,487,289,157,50
"BCAM",29,509,298,810,2218,3
"BCAN",0,0,9,0,31,0
"BCAP29",421,929,399,808,909,4
"BCAP31",2812,270,2125,5487,7819,8
"BCAR1",526,269,1059,472,1332,2
"BCAR3",42,0,55,11,71,0
"BCAS1",26,354,395,131,233,0
"BCAS2",38,416,93,90,367,286
"BCAS3",172,243,181,264,321,0
"BCAS4",125,27,447,557,1320,0
"BCAT1",1075,8,792,45,260,35
"BCAT2",95,110,119,212,141,0
"BCCIP",73,133,99,87,98,0
